miliseconds,T,E
0,52.366200064402726,4.9802655366135475
100,37.653350639504666,4.358401835783079
200,27.499702609106784,3.8495609810751237
300,21.018467377511538,3.391174820570042
400,17.977316302497307,2.941376593736082
500,16.13055358731618,2.585127775284562
600,16.426594773103687,2.2068706786810965
700,13.09066923728709,1.931101967142147
800,16.47498216841204,1.622842587742376
900,14.986817296908388,1.4124618683260608
1000,13.419404649480512,1.2442985639952642
1100,12.975105207010653,1.1361103621352584
1200,18.54061719438214,0.9636186753061805
1300,16.329045480849928,0.9083167016956369
1400,20.144824825973828,0.7388489193440959
1500,19.187104822203523,0.6814778965603976
1600,20.921065938089576,0.6858237656122006
1700,20.402056958758095,0.5485941680165085
1800,23.78357390599312,0.47081020677700147
1900,25.625399894975843,0.45594102465006947
2000,30.186446721538264,0.43243280351518804
2100,33.305815048185586,0.36462326220073094
2200,35.41137327694087,0.44067757814241215
2300,39.60661252381109,0.38481898509227747
2400,45.2689353278472,0.33669008772616676
2500,49.04533524215128,0.2844890606800685
2600,54.04381311358185,0.27799990236501015
2700,60.34404355201366,0.2760101449127472
2800,67.98737933293326,0.2893377015488862
2900,70.1434371019282,0.32084040529020624
3000,81.93805842045956,0.3200565092188961
3100,88.85561132172421,0.3229949379724427
3200,94.68516726125914,0.3222924794564948
3300,100.1500989838456,0.2819326788803093
3400,109.29198842081695,0.3148290881960789
3500,113.52358675511012,0.245475793334858
3600,123.80727994125404,0.2230233199960387
3700,129.1854437086767,0.3003527718502132
3800,135.51951223026617,0.28002102849746163
3900,144.8259992831723,0.2868307600662772
4000,151.22790655256273,0.28551671790729044
4100,153.7664483398204,0.2611172178776749
4200,161.34637337848682,0.19596610224498628
4300,166.7802539015481,0.1951623643929098
4400,169.71881997461062,0.18357472472127045
4500,174.99788052408567,0.27684854241076806
4600,181.80553175164664,0.19767019360301266
4700,184.30042827514623,0.16796335377774546
4800,187.17868672704182,0.25411008199013274
4900,190.20604833914098,0.21211848151802185
5000,194.27944164101083,0.2293736636097542
