milliseconds,A,R,E,G
0,1.0021320939263656,-34.16554403247548,-98.54760360229605,101058615.26560983
100,2.859583636065022,74.32455477629729,389.83182404975116,62290362.98813783
200,3.9190008231633953,71.04812401280428,584.1941883146737,36480911.30463396
300,4.363644149349339,143.89684318478393,858.3438163617587,20809308.93745786
400,4.663204827212069,265.90781449112075,1564.6925516398935,12647942.57206884
500,4.6833478206434735,331.2516994210628,1657.6936440116924,7126517.117526745
600,4.682476488216516,538.3673234487485,2064.5643195138236,4963718.456547386
700,4.520383737278607,561.6238913540457,2747.1080557911996,4262802.6097466415
800,4.415385894750421,624.8650664215583,2969.032732707602,3491434.225037641
900,4.230399847866543,707.8527802323244,3136.2434141368553,3605750.0992953302
1000,4.1199652571630425,877.5342042581898,3743.5867070064114,2466207.800744722
1100,3.8931902565847047,908.505545836445,3928.9453474359716,331792.043648459
1200,3.731516048926914,1054.726126093691,4423.443611966377,2590402.5037952126
1300,3.6209918182438128,1033.8726273248722,4454.856506867673,213380.59220580128
1400,3.4364114743718015,1147.6611402545243,4876.090595139211,1688635.350654891
1500,3.3660079125816487,1195.9230280994734,4942.915584969999,2565190.8937267433
1600,3.2336730150692836,1238.649504561261,5089.085122138601,1944668.2627240096
1700,3.0082553194482546,1306.3826674248976,5334.099443164622,863537.7909606388
1800,2.9361421233836653,1348.602428585154,5620.323625832865,1872480.60611388
1900,2.87727597471737,1385.623933617935,5739.6899628073825,2482247.5973331886
2000,2.8330148644788693,1456.5137813569534,5835.448294981577,3819396.1290647024
2100,2.6750047209590444,1484.7094832853033,5723.924281525214,3603198.269072068
2200,2.734782681427796,1617.6496320337753,6185.7033776300805,2949870.154994545
2300,2.6254450551769315,1612.5091238334244,6012.63844460635,2309086.258482407
2400,2.5248274751442548,1626.8137865250214,6367.127920560369,1789164.75071324
2500,2.432332265301589,1723.9219952996089,6189.693020762746,2528055.369229799
2600,2.330170375251925,1734.1626068718626,6511.430897274684,2596928.684367791
2700,2.404869854362441,1692.5136577448654,6491.22106225891,2260007.5458235317
2800,2.3450097606145044,1717.2033700973311,6522.681025407567,1140015.106245142
2900,2.231777876092044,1791.806365949135,6537.064107494247,1647602.2899752185
3000,2.1266167766646356,1856.1114152565888,6821.838107100962,4115445.890685562
3100,2.0784591936424217,1880.8057977183403,6522.82297210697,3278435.19886681
3200,2.0619845955298532,1788.0100481641723,6708.876596692658,1597236.551058266
3300,2.154273224855948,1803.8161723408004,6976.228495359266,2756057.4359026835
3400,2.069757459981657,1846.312625408116,6783.193021383705,1328216.9638228796
3500,2.000722960116029,1858.553396670137,7037.882318931329,4227616.041420877
3600,1.9907787560894417,1895.185402144184,6955.794709085768,3425324.615547359
3700,1.931220715193372,1951.2023450267075,6727.248013454662,3876199.7656667084
3800,1.8305090156400219,1983.570054868955,7045.607142804699,4348796.172679706
3900,1.9330351483514252,1937.0755707383278,7088.369224623503,1385078.521780974
4000,1.7877892582543928,1937.714067887046,6975.864593244749,3057476.8123582276
4100,1.8180368628844332,1897.8452755383203,7015.7267912532525,4378129.959071502
4200,1.8541898088075814,1992.4957368300754,7088.241154058509,1710820.156453278
4300,1.6912567347736687,2011.732921702063,7176.459240716018,4230525.631288758
4400,1.7243561661794338,1986.2040170068867,6807.140837992763,4203094.262871686
4500,1.8304294436538602,1994.5780612662668,6934.499146058391,4417703.819102303
4600,1.7573432700715836,1960.8951487763316,6862.528132012599,4347722.404534611
4700,1.7594020512029194,1937.7971165299282,7085.278363223849,2099460.5877438
4800,1.7800832942090927,2025.4910813121026,6943.306982983952,4117344.668038965
4900,1.6590924829986682,2042.1348729234132,6953.817327740899,3875870.5419708695
5000,1.6391831893104318,1975.672408872515,6971.731891106809,3093989.2670959434
