milliseconds,A,R,E,G
0,0.9603183813203396,22.68073358221907,-143.5744807733778,99044554.59665406
100,2.945575617549629,4.637903554487757,232.59628349382842,59900999.73530562
200,3.9376487562553155,163.57377840913534,393.1852119634548,37476926.802167304
300,4.480398857022061,170.950810506286,1110.254239955257,21676293.45648644
400,4.632972573745163,297.181468313384,1160.0220142029139,12252675.069286572
500,4.659111597374042,418.68969539349575,1884.3965077187281,10149064.58504231
600,4.69345279690823,448.05522460782305,2235.3033032436865,6220973.370596769
700,4.487695550407998,588.4257066416578,2506.524201467297,5206942.300500901
800,4.328324937688592,711.6720501639895,2843.6809957149762,3117644.6947848964
900,4.210775745550748,781.9808030178743,3291.3321066968247,3082222.566446971
1000,3.9884810073090122,787.1204532421017,3721.973628360777,1167249.566714726
1100,3.9312514721217013,975.0270644477772,3861.3674700945576,3054857.6603008993
1200,3.801996999310677,965.6411168523082,4323.933261624145,484751.93628273904
1300,3.5744674250644453,1095.4835150731471,4505.653182288749,3027359.361863928
1400,3.3579607095442463,1161.8925381183797,4664.911608698383,1755422.1310068697
1500,3.3332516179052023,1238.863518201826,5059.911804814546,1919863.5748900273
1600,3.281085325703625,1208.6449636018508,5180.645319212758,2323302.9965907326
1700,3.0936304164871657,1368.561447413841,5347.063294618028,1504165.2323112383
1800,3.0279928264218485,1334.0695653614769,5399.898521366615,1695990.579743732
1900,2.9754910423863463,1444.202249524921,5544.564059314394,1724303.9578396138
2000,2.7356122503232108,1484.477329132951,5613.152084383503,1977967.892722808
2100,2.750390967393221,1534.8344707109047,5757.169481232361,3846728.7395448238
2200,2.733180761846644,1596.6332887398758,5963.233451697711,960289.1675289585
2300,2.5532373012417997,1594.3407335315926,6065.62497945837,1740992.6018964034
2400,2.488421408939753,1639.588497235912,6133.690168900902,3481299.7208011523
2500,2.4587504267908744,1618.321760044976,6249.6617069278445,3503404.8750074403
2600,2.321572522309579,1755.6846973227478,6548.065642013974,2121781.053341935
2700,2.2421635751845153,1698.281322950248,6549.243802770323,1230862.1871065039
2800,2.2591234868793557,1814.2486961085365,6380.516309776566,2148039.421828499
2900,2.3046392828189433,1729.002377774456,6465.827522967348,3671589.155343122
3000,2.2691781061436167,1788.746668978984,6584.741204232132,2235525.9419409614
3100,2.1213052906156076,1772.9765422622672,6590.698848009248,4140868.709361676
3200,2.0245732833393375,1832.6407429808473,6914.2077602575155,1253266.1374393436
3300,2.022854846772003,1838.2175501725262,6850.937183513604,3667256.2861788
3400,2.03368618934446,1890.1753418205792,6643.299196266688,2088242.3870595118
3500,1.9540786553827196,1928.9898005888788,6772.5185114089545,3534632.25003034
3600,2.012252060936997,1871.4025041990694,6730.265353527578,2989049.523039527
3700,1.8714195027200171,1858.140239546102,6778.970925439328,2694807.677261964
3800,1.9875220949997083,1958.1379123365396,7008.108393063381,2514275.474940853
3900,1.8562138376428214,1921.1825180400683,7068.23875595197,2165544.8494575606
4000,1.7954127712217829,1910.7575959870012,7065.74992507858,3444712.5628898856
4100,1.7759109257035364,1947.5326392505294,6819.328377753806,1458363.1715075932
4200,1.895880804752662,1918.244440808925,7177.414076909177,3294446.5004131887
4300,1.7386130568374702,1943.377149308165,7110.500649030194,4189211.8445785237
4400,1.7726954022572698,1966.452089725101,6862.966226143961,3418801.655191337
4500,1.6761960010259913,1931.733564132218,6976.91329758524,3146691.846542664
4600,1.6297570219942292,2009.9145977347857,6831.56253193965,2828419.5415828265
4700,1.6353419644622984,1970.8469642038676,6861.818407180952,2225010.774865919
4800,1.6468304432522258,1977.4827596771447,7088.796008795871,3050536.4342739196
4900,1.5897269420749331,1951.710625088108,7128.1098028383285,3671051.833366262
5000,1.756373572434581,1993.1570905097267,6883.506507532222,2957628.938177322
