milliseconds,A,R,E,G
0,1.0875081228489973,-11.112549348344457,-87.98603975963552,100425580.88361536
100,2.964641490925356,-10.568491153754515,323.85282494531026,60654457.81795245
200,3.8779228150962504,58.62640474058986,586.57437280198,37970177.264449455
300,4.485884565324158,230.05679322461287,745.7158102704386,23250781.962522313
400,4.71117452552368,229.8419290912077,1441.2940729680636,15164446.349138375
500,4.583443327498811,361.927682657788,1762.0932386603317,8739526.15432709
600,4.700325601804703,512.8105996407469,2238.1473689669697,4229072.0098942425
700,4.547933920253991,605.4461999753795,2480.867635880014,3897470.4500915166
800,4.387582605899757,671.4413903145297,2758.221990790516,1370701.7716013175
900,4.286524140384164,740.0221405219838,3378.8501332982605,2444422.47827103
1000,4.091710236650745,867.135629519832,3732.7676999521345,2905779.8473508386
1100,3.912725884661149,908.0388100053704,3788.2891041287226,2824713.471915722
1200,3.8015872475819323,1044.99402320808,4370.647016177416,3330408.1564159608
1300,3.655709912541619,1123.2113817819677,4639.944432323247,402994.919638406
1400,3.493968139856031,1158.991903360181,4786.659041151492,3029385.9852548083
1500,3.2353466718058104,1251.6002696704927,4932.582672706403,2943246.794361313
1600,3.2921732481347674,1212.235181250933,4937.539140203399,272849.7149191904
1700,3.18208790945904,1327.2226109763576,5472.228991266041,480538.8218347756
1800,2.9913610214657247,1437.72059042893,5595.881716892998,1612485.6798979477
1900,2.992891373846954,1449.858759267037,5647.715026536738,2235418.3806545627
2000,2.850352515087219,1483.0624835562587,5683.925376794289,1930933.718808012
2100,2.7710895440822436,1563.7374521320069,6063.413220837091,1527698.8763577451
2200,2.684823864020927,1610.8637254498417,5890.19744160385,3283215.34722262
2300,2.664565700281602,1613.0681224625043,5963.151254595509,1388735.5560264667
2400,2.5197397953981593,1591.650650287762,6076.373040617848,793332.2085296134
2500,2.5289519568687053,1690.993638783883,6385.590617801511,1494741.4484437993
2600,2.3770799311062394,1746.1799730463717,6228.442672454139,3229582.885275434
2700,2.36289234992581,1680.7657889587183,6599.779869045816,1786462.6539778954
2800,2.3686510296909655,1795.1057784325324,6597.521549962101,2529692.0532336994
2900,2.3054427209933244,1825.4798496211888,6507.410241685869,3205981.656167206
3000,2.184253121103031,1829.2325958606498,6742.223517773674,2384212.2083200547
3100,2.1877923927973457,1796.8730783184792,6571.098953643164,2849922.0951665454
3200,2.1197078514098373,1820.8788606959818,6927.26848338022,2122626.3226070274
3300,2.030749518451444,1891.290122297375,6833.448623055902,3208023.1815780234
3400,2.09877818248645,1904.5779920829555,6931.348143016832,3028935.753970063
3500,2.0027180711577275,1833.6965080318093,7065.396014612511,2846520.51487522
3600,1.9287488127949632,1942.4326507110075,7065.8221516350995,3765062.16584316
3700,1.8540569542289027,1955.1954657611693,6957.847488733025,3032725.3810416926
3800,1.9060584501417448,1900.5395833699672,6744.587597956857,4283057.105625294
3900,1.8977237105246907,1970.2584034109684,6905.808172521938,3924442.6636638604
4000,1.8896158740662254,1966.3563810163175,6971.649021250669,3702686.3960542064
4100,1.727683957751678,1917.3808870647292,6957.479003051684,2272305.9141959925
4200,1.7408139088851968,1935.9096526698186,6853.994989490446,2961477.5845363936
4300,1.866310807599707,1956.3195574601707,7024.664559545896,4410802.055541212
4400,1.6954133879237052,1986.4525566884981,6933.224617471828,3970763.1726591447
4500,1.7563545727206655,1990.5349530244412,6960.995290737856,2805861.1094585126
4600,1.728492768605789,2002.4331364875195,6793.42356492801,3404675.4193316675
4700,1.684972633191508,1998.1046952433271,6837.975727355522,1144560.4399172564
4800,1.7640721556298924,1954.9813600428438,6856.893133905396,1940829.9438727878
4900,1.6928988326829764,2047.8941848294398,7019.6156661298055,3273533.3827829603
5000,1.709867483628662,2040.2624866468243,7086.676882490496,1719786.1366950697
