miliseconds,cpep,cglcex,cg6p,cpyr,cf6p,cg1p,cpg,cfdp,csed7p,cgap,ce4p,cxyl5p,crib5p,cdhap,cpgp,cpg3,cpg2,cribu5p,accoa,malcoa,fer,fer_ext,fercoa,ferdicoa,cur,cur_ext
0,2.694465755030371,55.50011462181257,3.4736653765120025,2.6867160626304973,0.5993514714265222,0.6535628536029224,0.8075983796314423,0.29249699520086525,0.2754715404071027,0.21467729999222468,0.09827143212677918,0.137420792628465,0.39620261284476166,0.1619671033746719,0.008052818541828963,2.1445973559069227,0.3966674013792126,0.11075470229783001,1.0137803363416886,1.0066213811519282,-1.805246736302314,271.2296759358762,12.822352256823871,-0.00025877356014487,0.0001514432046368498,2.871359530532058e-05
100,1.8603974061857016,55.48142923084718,4.514578867853342,3.9165291612982336,0.7658142569994021,0.6546480203276028,0.8104723968512155,0.33932737452330536,0.2876762724676406,0.2193577251585285,0.10123876756978113,0.14862973031538587,0.3961031972996182,0.17489942747490894,0.006562784793798232,1.7199731660992408,0.3044367482829694,0.11305831881206914,1.0948285582756219,0.8655566298107356,266.2235792104699,265.48324978815725,161.06934735564158,0.026417685036467634,0.00270922193624118,0.0015365946481530044
200,1.6756023768243997,55.47307437720632,4.801332685398221,4.38650300221815,0.8102122198604436,0.6565849005018596,0.8136587296003085,0.4337019420473865,0.3040726732704509,0.24709468208978627,0.10875366022160946,0.16508248222657745,0.3984715241611422,0.19965683386311672,0.005511466902082745,1.4695504259053433,0.2632850084425218,0.11761523926892099,1.154451140235112,0.7324122201400626,263.3373867061818,265.25805574799267,210.7262040805642,0.02830147805991298,0.004788059311194417,0.0037858509740475842
300,1.5134777345710777,55.46495973544626,4.861893456005986,4.653479595596742,0.8261387377179569,0.6571105024753139,0.8172453434277553,0.6037398108420127,0.3119687807369647,0.288214613509292,0.11926259554927744,0.18092075712865446,0.4072729891440941,0.24222700646897805,0.0049340580959451735,1.2852203158712463,0.23939005065686336,0.12368761003331144,1.189636746087095,0.601632894436364,264.6383044709088,262.8352190775244,343.65700062295895,0.028175795610606055,0.007035084104977775,0.00545154869187224
400,1.383801668346219,55.46065183579406,4.864746608469921,4.889227966660916,0.8202372168920568,0.6603616205142416,0.8211576191952187,0.884572831634073,0.31009060955166856,0.3303024011719289,0.13125774557712794,0.19506916046001832,0.4184410117443322,0.28112655894380734,0.004575448931746034,1.1930551009055974,0.21868863538547467,0.13050344789585674,1.313913699431757,0.4755265042456609,262.6559183813188,262.42179669394,394.28745474899233,0.028464459210076617,0.008972027604869535,0.007656947534593531
500,1.2832458911788827,55.45561934409512,4.8165550983008325,5.004168470439253,0.8091116293101996,0.6599960617174212,0.8252617653723349,1.0734286167762324,0.3027260208950492,0.37490882133756903,0.14330076136031977,0.20447310649139486,0.43845741067417887,0.3283426276079591,0.004139526924198853,1.0795547624636965,0.20121499864751172,0.13765095417426873,1.4326859883342136,0.33240216597827704,258.65524552265384,259.3229096387005,450.86179584168593,0.02823335132806079,0.011080339505855512,0.009403796250056797
600,1.1917850249375415,55.45214510553548,4.752125896335886,5.148013480069937,0.7974828741598516,0.6618913493587271,0.8289955467028164,1.3264012610389941,0.2930714481218453,0.4118964949318306,0.15262995047686234,0.21131620316131947,0.45306608148948746,0.36940131066430937,0.003923924583575115,0.9957380167628932,0.18211908384402023,0.1435724404005213,1.493446003333224,0.22019403533667775,258.3493701680706,259.6250839471274,549.2574013144166,0.027178513058725665,0.01283374096880535,0.01172896009680049
700,1.0886354059746728,55.44727650887865,4.64068551821819,5.337269085032009,0.7833206684019904,0.6617567955803547,0.8318840367830981,1.6164857410476428,0.2850903588958035,0.44256314131459756,0.16128817093226308,0.21400302403259408,0.4717936441058888,0.40116869713297226,0.0036072951662502253,0.930118504328577,0.16753648272778332,0.14793141143352986,1.6746876807957436,0.09989912078957253,255.43975205303565,257.5063883723134,635.36101217181,0.025786219852662454,0.01486518544324727,0.013739345814105627
800,0.9487656800438029,55.442029610583205,4.561986547938796,5.415677643515942,0.7710660394943609,0.661630826716936,0.8347944086446984,1.786161289491419,0.2740271778437818,0.4709074211634548,0.16672486394576036,0.21630393641723866,0.4886803806040836,0.4347448546686543,0.0032857723412857724,0.8459534496007157,0.15014221887674475,0.15078388345873728,1.7177833910241864,-0.009797418318188318,254.69659533909356,256.11851012339207,714.6654282567342,0.007008297170537192,0.015991380506857483,0.015172172593369039
900,0.856702813396996,55.44085011019248,4.458327662575093,5.484235714878877,0.7523745848079086,0.6617227206643272,0.837547128714761,2.0317506118623916,0.2653278130176572,0.49325231246511847,0.17320648542986125,0.21636866942501426,0.5034616804504047,0.46229794214118347,0.0031041393316490204,0.7512369603350778,0.13334536853726353,0.15315950815523716,1.885028318802332,0.0014111472166175288,254.79143310890078,254.74907016797215,800.0624786895183,0.0004488131375361232,0.015526966081044006,0.015247056907532506
1000,0.7547302519256492,55.43512639640033,4.342137642313793,5.548904105552065,0.7310878145189486,0.6624374108686619,0.8404290305354869,2.2760852287581192,0.25654755131763396,0.5052468984055104,0.17616913938191237,0.21313252928402177,0.5119991323858701,0.48780503979435397,0.0027734646810533368,0.6713056467290753,0.11593753533366101,0.15456203205240807,1.9595378755283863,-0.007043152531501911,252.25471224346035,252.63712687257174,982.1490713965,3.0689593268887986e-05,0.01540609384536753,0.015471995061768183
1100,0.5982431466516406,55.431811625058955,4.243252344960285,5.677130535542991,0.7135248365113874,0.6612586571941446,0.8416730524672635,2.434575702055761,0.24966266260609937,0.5139941130984461,0.1780441428301218,0.21009391472194924,0.5234937158162691,0.5078574154963085,0.002374002524835709,0.5712015705732401,0.09576152690690796,0.15462761598526958,2.179050265254386,-0.010218630402072743,252.8426409989121,251.6611506227363,1046.6704428784237,0.0008081227140199676,0.01581399162582876,0.015376450248149001
