miliseconds,cpep,cglcex,cg6p,cpyr,cf6p,cg1p,cpg,cfdp,csed7p,cgap,ce4p,cxyl5p,crib5p,cdhap,cpgp,cpg3,cpg2,cribu5p,accoa,malcoa,fer,fer_ext,fercoa,ferdicoa,cur,cur_ext
0,2.6663418163598025,55.49980811220546,3.464435489997804,2.6672399822161994,0.5980879128207243,0.6541066639407613,0.8081952352153106,0.2895248144232694,0.2752884315548292,0.21525360035976637,0.0971915061301347,0.1387402554498121,0.39783395615623396,0.16410211336895603,0.008000947181393448,2.114528692419358,0.3966971460232315,0.11087628949657422,0.9807968649239142,0.9934941634346097,-0.9564806407257678,271.564296373273,-6.939631880505336,0.0002608743346982473,7.320342873022471e-05,-0.00010849262413435375
100,1.8949254096054529,55.480780291957664,4.538108472305173,3.9328477362336463,0.7704898314056194,0.6529672817255573,0.8100502228742199,0.2959438467642187,0.28654465377367794,0.2232240848927898,0.10150681560718508,0.14948773838922333,0.39654055014919015,0.17047534384962507,0.006564066437194001,1.7071170215694804,0.30229597347574744,0.11228475833713084,1.0039429577943577,0.867324315163516,266.0835494802962,265.9410728031537,163.2470079389799,0.026023873787907197,0.002907855393574704,0.0016845234209982914
200,1.6613744202734895,55.47181882995781,4.786521976032501,4.411234764048953,0.8100207866058164,0.6560302999788606,0.813714990249663,0.45019950428921746,0.30289061429400094,0.25073832536705426,0.10890132940061172,0.16507406113366574,0.3994507613643902,0.2031871756842256,0.005457986609229927,1.4745693612252677,0.26160044338142585,0.11761768970703756,1.106796154092007,0.7389715571165701,266.3325100093673,263.7334139755621,120.83264673685301,0.028419688290626213,0.004831159596493687,0.0037415153921941916
300,1.5415638447264777,55.46444850919975,4.86566048740958,4.697479144833043,0.8223417855673552,0.6580944620500149,0.8172242899870983,0.6289359421094091,0.3106425136365352,0.2896049030159463,0.11994168267419891,0.18153926985858268,0.40720919301627084,0.2372182396362733,0.004909028662815699,1.2753893224211021,0.23751480385792284,0.12364310702101129,1.218165742478293,0.6007391565686868,262.7549340576518,262.9368253600388,225.69223736239758,0.028494745590690533,0.006772552583317766,0.005563827891987594
400,1.3780121186978431,55.46073788651533,4.843759637666035,4.8685761800946725,0.8167810805622163,0.6586764175844406,0.8217909247924158,0.8255224170629539,0.3120739374301123,0.33381465102958907,0.13211092361358692,0.19387109435102368,0.42127151494249326,0.2883388680812878,0.0045920393130887876,1.1962290627616627,0.21815739614806284,0.13084562336656722,1.2863399483621278,0.47158437777667517,262.29389190303783,260.57060363803066,387.81074630853624,0.028335194078430426,0.008733355098841936,0.00772720968289376
500,1.3019556278772593,55.4570174626383,4.801226413273911,5.010527254965744,0.8080687849061572,0.6604297101013465,0.8258193573374906,1.0605568817069657,0.30329661668845925,0.3746420679935393,0.14233414753978774,0.2037430640957654,0.43836096080563314,0.32344584951884825,0.00417870484272216,1.0875720123239374,0.1959858841057997,0.137218030574922,1.461073479327674,0.341100892818801,259.9818608562391,259.6801061610804,502.1146941793991,0.027840301893327642,0.010761436400116543,0.009596128138450287
600,1.1871441953430466,55.452100826654316,4.751896335958821,5.156521615336359,0.7943620977328396,0.6618786947315475,0.8286273784859468,1.3101211481944302,0.2955922962563364,0.4102232246965991,0.1532873859866288,0.21116471865286487,0.4535986732955262,0.3622813342921002,0.0038726039567058405,0.9783985222329951,0.1816630897122562,0.1431968648584964,1.522159107030212,0.212259491145365,259.7742258743485,259.54952989708914,552.5885866726377,0.027710148143190283,0.012917439048835303,0.011570931270307542
700,1.0466992687367387,55.44493667090199,4.656636801959341,5.302484704915786,0.7806239055449413,0.6618833605946312,0.8319760236861257,1.609329900730573,0.28255176341448396,0.44473804914132187,0.16147344027696195,0.21512952091279186,0.47080208091446335,0.4052224069499321,0.0036219188739139993,0.90620094841691,0.16876912581158887,0.14750031903068866,1.6265310280535852,0.08714474111413482,256.86469528156255,258.176205420038,617.7061953418564,0.02506953286999423,0.01459170506359724,0.013399180312526059
800,0.9517904408101107,55.44406418825075,4.5605857322697165,5.387899425413249,0.7657579527832684,0.6614165970868081,0.8355213609602189,1.8145547010701708,0.27466060046285967,0.47405313333278026,0.16816421947340882,0.216063118070837,0.48846788342243824,0.43333160426681766,0.003277291157665713,0.8540556224647247,0.15378670437198613,0.1508208985008329,1.837208045080125,-0.0014835527452317118,256.32135719062825,255.72966222767542,784.1655481334886,0.007633623230543629,0.015758132360552967,0.015426164796530258
900,0.8336318439382039,55.43847823119581,4.476517234414264,5.542667588110997,0.7484888503816269,0.6624316834333039,0.8379583860840248,2.0679834625882876,0.2648407803785923,0.49421227158823994,0.1731449167594156,0.21572468565487332,0.5014799764539578,0.4575228295115907,0.0029794284808165043,0.744595788895684,0.13152147819969132,0.1529515035097711,1.879078025993685,0.005240262660277302,253.2556939932859,254.94141601895655,842.1687840632692,0.0008490108419628337,0.015647383974519632,0.01557698990385733
1000,0.7149490021192068,55.43665151136993,4.366558109816389,5.580688312255807,0.7340366349087264,0.6625060783828542,0.8397794337569877,2.288710671182234,0.25748118026403294,0.511456832630524,0.175478402667718,0.21409005043856755,0.5133574417876077,0.48805165234982956,0.00273683062783968,0.6412060107392986,0.11446059669122116,0.1547223008454761,2.023050939757506,0.00016501909404237092,251.00514371754105,253.79600235068602,1001.7379445966094,0.00012540089440305516,0.015742246775624292,0.015550173522525199
1100,0.641947713957466,55.4347162705318,4.221765897933017,5.624486557875379,0.7119282644127597,0.660276516564556,0.8424393783468936,2.446584756259047,0.24963429897033326,0.518191162610659,0.17810751394506602,0.21080387622809932,0.5236441329795414,0.5083361543175648,0.0023114757082345434,0.5619806642827049,0.10115643355659673,0.1546199359180543,2.1307455770075414,0.00815522308131142,250.0048937098698,251.09454371572056,1078.9876941736236,0.000635399977992368,0.015567014303503138,0.015448194843259044
1200,0.48952430213804893,55.430163695433684,4.130329098661844,5.677085762547792,0.6991789143485846,0.6593790046031042,0.8437004109552787,2.6460048376844516,0.24568574861853695,0.5201713405094107,0.17894208638611003,0.20636172713555895,0.5311156279058944,0.5386194951172982,0.002028535258011641,0.48417850449983685,0.08129940217224847,0.15410111325136494,2.296975320034416,-0.006544524100323468,249.21355873193167,250.8007753634177,1154.1745439849688,0.00020100249667774847,0.015779368450568057,0.015857412050303214
1300,0.43770237372834453,55.426525510988014,4.001754174307001,5.766250518125572,0.6775854658805296,0.6565869168535146,0.8447864361033045,2.749001675992908,0.239441239905776,0.5102174148002981,0.17704249476003878,0.1999564250283621,0.5338472739950798,0.554501199866544,0.0017853697217289231,0.38405783927222464,0.06656948888812778,0.15301743304623033,2.422440755364951,0.011685574519801574,248.80693086204377,248.40376643290924,1195.8833335360475,0.00042777478064415686,0.015843410166820216,0.015511217207048213
