milliseconds,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13
0,0.00557379098413111,1.3239651216748755e-07,0.001014181566798164,1.3988753823633615e-08,0.0006007490683481384,5.729452023197804e-06,7.178029608663027e-07,-5.211571206092431e-07,-1.2007093380168907e-10,0.005009420291518589,1.729151268566127e-06,-9.715271311574014e-14,8.595086887971692e-09
100,0.0045974480710401985,-2.6452541003571576e-06,0.0010313561054636816,-4.2534185344437746e-09,0.0014149548660918985,-8.190026479680154e-07,9.42637171718921e-07,-9.052849827991072e-06,-8.44991056586672e-11,0.0052908712381787605,2.0584280892873834e-07,-7.808467232794162e-14,9.157575183798298e-09
200,0.01165763786454435,9.922927298006037e-07,0.001977790233170449,9.315677229151562e-10,0.0016453122142787004,-7.401888493948044e-07,-8.272644199007564e-07,6.506415455526422e-07,9.26609753771536e-11,0.006080579465325565,-1.0737282843834024e-06,1.1845201307064495e-14,-6.817983293618991e-09
300,0.011150904866217486,2.5536081933798955e-06,0.002292643965865076,1.6856599138303508e-08,0.0020762529693246915,-2.1553380803437103e-07,-3.6193687840563707e-07,-5.141623777904792e-06,4.6559778737048945e-11,0.006112471469256248,-1.3560776347303317e-06,-4.310003921094974e-14,-7.785655820088631e-09
400,0.01850798867364937,1.6268011751676356e-06,0.002360989907636485,1.6118597828400778e-08,0.002824626368105867,7.65154045233945e-06,2.036582187691956e-06,-8.148469478991643e-06,-2.1404669664903728e-11,0.005896108882169006,1.8215236455368503e-06,8.348522438566224e-14,-3.0633284869008145e-09
500,0.020831709851879196,3.2674652714682394e-06,0.002277865415443588,-1.70019562152933e-08,0.0025274069913070515,9.280146721984245e-06,-5.619293378285751e-07,-7.274377500953559e-06,5.625469760279821e-11,0.007139544361820471,1.4198233312293598e-06,3.644582140681853e-14,-4.542481463846141e-09
600,0.02735418241234573,8.747583450596964e-07,0.0027009504906422674,-1.2833914424223377e-08,0.0031812558605031275,1.7055812200876496e-06,4.193863093266258e-07,2.0407867639586913e-06,-6.338166776578288e-11,0.006654181447022965,-4.344378313886352e-07,2.957591595351388e-14,-4.6998310265991455e-09
700,0.02891385224970961,1.7282638975707158e-06,0.0030323510347379738,-1.3321425948106413e-08,0.0031022522259802955,1.1156400374789427e-05,-1.2232283746565782e-06,-7.953329070731456e-06,8.48415881458041e-11,0.007016093006546225,1.1992212221875657e-06,-1.37386318019393e-14,-1.0983984339033757e-08
800,0.03357605982721742,2.4053950916739316e-06,0.0033013632688428,1.3243543369175623e-08,0.0039034861626625686,1.1339485563514927e-05,1.5393285457878517e-06,4.081211809416784e-06,-4.418986425235334e-13,0.007441432288402493,1.3120673783363453e-06,1.045003911330122e-13,-1.069494169561379e-08
900,0.03885469418912286,-7.411337976303722e-07,0.004001107654701455,7.97951417409886e-09,0.004022663253430258,6.4993047990291285e-06,3.1283779341760374e-08,1.081800401768893e-05,-1.379385120240559e-10,0.00845382824536706,1.0363274916860645e-06,-8.813357710396082e-14,1.8352900272340573e-10
