milliseconds,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13
0,0.002566747353265631,3.009782801451114e-06,0.0014428034617797961,-6.181574856339207e-09,0.0010870261686767805,3.1208662386074685e-06,4.716255846928404e-07,3.18566181038906e-06,-1.4074765604355297e-10,0.004905284791898676,1.4330667133428166e-06,-9.457077859823529e-14,1.1232893352329981e-08
100,0.004342266918472601,-2.6169707251383485e-06,0.0011202349801396644,-9.990529120764447e-09,0.0010251238325814944,-5.153126627969492e-06,1.930406049061473e-06,-4.774335709548838e-07,9.250736650994598e-11,0.00560861522305308,-1.3433822726742108e-07,-7.938727717845516e-14,1.1604765581610915e-08
200,0.012054588665287736,-4.821986416188646e-07,0.002043469886580956,1.6216477613010864e-08,0.0016864342926538847,3.5862866802355275e-06,-4.391742939025248e-07,5.5422120180886185e-06,4.494961585685621e-11,0.006131632318611695,1.4163429810853435e-06,4.437175379330939e-15,-6.177223341500468e-09
300,0.01613247083337597,-6.791424306315949e-07,0.0016872278065335298,-3.953402261909752e-09,0.0017961352710631625,3.6270560391236785e-06,-3.693735797254781e-07,-5.09658095681487e-07,-8.3168673342277e-11,0.006167695393213785,6.436276642538675e-07,-8.097387152358557e-14,-2.29413606439963e-09
400,0.017646481286818314,7.366363049730497e-07,0.002267516860647476,1.4936757739643234e-08,0.0019900640421133637,3.5393045836849417e-06,2.458665428936126e-07,-3.824759979393608e-06,6.460591171012381e-11,0.0064580100949438385,-7.54928983202613e-07,-2.2174207097118264e-14,-7.757155023645182e-09
500,0.015429570779937993,2.5919092273320117e-06,0.0023860883186713256,-3.1163853889485043e-09,0.002935028002545868,-2.325651456179336e-07,-1.3285244686285678e-06,5.19318325659689e-06,2.876892541593116e-11,0.00668179872896957,9.198966977233256e-07,-1.1814722688384063e-13,-1.6519138216334096e-09
600,0.028251790226399044,1.6575713641240974e-06,0.0026038290128526944,-7.068320504542574e-09,0.00340474268119803,1.6312768466007344e-06,-1.8598653660912559e-06,4.71621253999115e-06,-5.784600954807767e-11,0.006745741309343594,1.6528684716827822e-06,4.4284717817220623e-14,1.576185477016606e-09
700,0.03227630313204856,1.2433796098420275e-06,0.002972549883078262,7.39923822820777e-09,0.0030741199945210898,1.1977451321953152e-05,-1.1486794953238558e-06,5.088724491870254e-06,1.544841202946999e-11,0.007237351373808006,1.3216946039289088e-06,9.098567693470981e-14,-3.0038941124186186e-09
800,0.028310669170751427,1.9387454846236267e-06,0.004005705768526557,3.767182550135526e-09,0.0036327885863523847,4.696781528210832e-06,3.2041154076231967e-07,8.553379164432657e-06,-7.166719188788574e-11,0.007871129926378242,3.7004725682176755e-07,-3.382761549961481e-14,1.2917963200292768e-09
900,0.032765127053032445,2.7091248285362844e-06,0.0035937566954824768,2.0108887636095107e-09,0.0037287783614431908,1.0516075532698484e-05,3.1088659600419135e-06,-4.783214424641915e-06,-7.504130090853023e-11,0.008361388728410529,4.6863894769780526e-07,3.579167592775048e-14,1.1215014272441716e-08
1000,0.04201090327142344,-5.24090250748444e-08,0.004548873582623162,-1.3376127671779112e-08,0.003950687173537302,8.499080810861184e-06,1.1942353259497387e-06,-2.511513244504397e-07,1.192974035967739e-10,0.008609190276153887,-4.092268127244202e-09,6.374863129823228e-15,1.8201662886499763e-10
1100,0.03850937917960918,1.142485449539785e-06,0.004382234272286574,-1.1245276538222755e-08,0.004678241279442989,1.1342053179304236e-05,-2.469418781106799e-07,1.7282792220489122e-06,1.000250390092894e-10,0.008793110875770596,-1.4831893663803356e-06,7.398547990198934e-14,-2.090394988781071e-09
1200,0.04029662040622649,6.775911316659498e-07,0.0048145119234821905,-5.027364485127097e-09,0.004800778241473589,1.891145716194464e-05,4.365300806847646e-06,2.742614844515432e-06,-8.892310843002874e-11,0.008692999450816735,-1.2909567855212527e-07,4.8510061540556215e-14,2.843809217267775e-09
1300,0.052063445248571795,5.13829528696049e-06,0.005362029448630186,2.9216415429522925e-11,0.005202667871510163,2.0498134964109668e-05,1.364157372846369e-06,9.077516279677145e-06,-5.340806921024935e-11,0.00891537971138837,9.552801102164523e-07,1.19009633057649e-13,3.974312753626336e-09
1400,0.04758791663903703,3.283027018314069e-06,0.005469894805898891,9.814607716089829e-09,0.005381936150628829,2.3759218315542877e-05,5.646680889678843e-06,2.1877189176386003e-05,-9.411975885249899e-11,0.009988299661917091,-1.156124014361806e-06,-3.382270772030491e-14,1.1467505753309932e-09
1500,0.05624432863026872,7.11918625977925e-06,0.005943773826051768,1.1827507116282374e-08,0.006275949013792371,2.076150285312768e-05,3.693581149007078e-06,2.1571875156007285e-05,8.230459986309929e-11,0.010025891127272946,5.014293622053409e-07,5.790126480489501e-14,5.336893145038367e-09
1600,0.0558353860441217,4.343438012501626e-06,0.005887224843522924,-9.622260290610736e-09,0.006393330436545882,2.1130860792978186e-05,7.307331266037816e-06,6.884409186285811e-06,1.3060396697188112e-10,0.010066563221640056,2.293531837189919e-06,-1.0411679902178866e-13,-4.8900514934182225e-09
1700,0.06184116364083523,7.518481216358905e-06,0.0070023248055969675,6.086116403540215e-09,0.006948597332884769,3.342993026418702e-05,5.999639446087018e-06,1.4557718366395835e-05,1.5562325520723604e-10,0.011138486392845402,2.517183195353221e-07,-3.179077850959919e-14,-5.997378835407283e-09
1800,0.06755200211472392,6.347386528253078e-06,0.007086117481011611,2.582730753506469e-08,0.006757772142758692,3.35434780379637e-05,8.777061827618303e-06,3.20273551894603e-05,-5.4139198961369137e-11,0.010747319279139505,2.6569828529376216e-06,9.600352148249964e-14,6.763628799870999e-09
1900,0.07151020620238623,1.2742032089553246e-05,0.007078431548873073,-7.065658447628971e-09,0.007729077168703705,3.473485078001012e-05,6.948339440486697e-06,1.8057071422905398e-05,1.3406551402621e-10,0.011175258839707297,-3.928778524719877e-07,-9.5093914021452e-14,1.672224136724345e-08
2000,0.07195168989767792,1.114113494795046e-05,0.0073222821989122585,1.766031607698563e-08,0.008058787640189235,3.932636610899807e-05,1.148311379838667e-05,2.2280110062792627e-05,2.6085671431831615e-11,0.011856755396841575,2.8573940895332183e-06,1.175313796093892e-13,1.3219157964220178e-08
2100,0.07738609072823421,1.344558629317644e-05,0.007778240007577582,1.947728005866698e-08,0.007989621006461957,4.629056919297734e-05,1.0990013071550977e-05,2.708230541306284e-05,-3.858293478761709e-11,0.01234642237936188,1.9507746082081675e-06,1.1463397020798288e-13,1.2734546658968725e-08
2200,0.08214482634474524,1.712555631552776e-05,0.008078929489687983,1.3385431371398615e-08,0.008783974576663344,4.219274882539233e-05,1.0226340572218508e-05,4.671272847094754e-05,1.4842978820124633e-10,0.012376710105853447,2.6903871966058033e-06,-7.943490833425701e-14,2.294111235467719e-08
2300,0.0774698586813528,1.86842284602264e-05,0.008229278402429898,2.387873544137035e-08,0.008511786137952013,4.9742593861990995e-05,1.5576843552994466e-05,4.551470317833159e-05,2.0833662615011664e-10,0.012972161688146876,3.2253971158730236e-06,8.005486839705613e-14,1.1475141951072562e-08
2400,0.08342131857912811,1.894054931950886e-05,0.009167059881836824,2.892605483744973e-08,0.009134295810060474,5.518267567789303e-05,1.2967139479005754e-05,4.852314584822666e-05,1.0298456835192459e-10,0.013305600297979777,4.680146474491952e-06,-1.0349587696525151e-13,1.8277811267947705e-08
2500,0.09309503825015909,2.226367944459086e-05,0.009416296681580262,4.568982398729525e-08,0.009009212136513298,5.872819638022955e-05,1.6205697647626726e-05,5.032377619083564e-05,3.513221659646479e-10,0.012970365422235536,2.34245267530644e-06,4.2486515882702126e-14,1.563620863393747e-08
2600,0.09543719931728753,2.429675284089916e-05,0.009807519451976882,4.9792709359858266e-08,0.009366439115505694,6.482801936839351e-05,1.7180654720658695e-05,5.045620869152328e-05,3.915242793188925e-10,0.013737746879453644,4.870756900680062e-06,2.988151791580683e-14,2.7887949004901593e-08
2700,0.0961664123518661,2.595068387941683e-05,0.010049694825460406,4.9219716968964335e-08,0.009746726085376956,6.251801692578484e-05,2.1442696944190326e-05,6.441478037609568e-05,2.5396257477448887e-10,0.01424994028046704,5.2803358560742676e-06,-2.582951272450379e-14,1.575013084787349e-08
2800,0.0982144957979316,2.7703641562414345e-05,0.010375583858768373,5.388893450722346e-08,0.010021847607339719,7.105498440779024e-05,2.060987421637123e-05,6.651617636480836e-05,4.4618626999174434e-10,0.014185315432805157,8.012569443072303e-06,7.692962925146509e-14,2.1918645709007048e-08
2900,0.10643675837080965,2.9655647956785378e-05,0.010502141888928538,7.592862311022748e-08,0.010598185973744295,7.104564111623147e-05,2.4266347796368848e-05,8.90411480641667e-05,3.561767642505917e-10,0.014486302939602732,9.025906474448833e-06,5.688120682488961e-14,3.7287134933886936e-08
3000,0.10326082178666768,3.347737804396625e-05,0.010543057033639414,7.199392224315266e-08,0.010893701725084156,7.647417503058043e-05,2.5892907853350224e-05,9.839339198172119e-05,5.827253316663188e-10,0.015125631304948678,8.419405315186548e-06,5.815824455481864e-16,5.325814784382696e-08
3100,0.10683266338361672,3.751981036598471e-05,0.010431223542098614,1.0517781453969658e-07,0.01134934521773324,8.207401964053083e-05,2.6339517156703085e-05,9.339460174041349e-05,5.444143445347962e-10,0.015765400369122884,1.1233997563542068e-05,7.178449696392669e-14,4.4893023871214204e-08
3200,0.11632784047364232,3.789569647294857e-05,0.011096717471647212,1.0891699944283076e-07,0.01142169247543056,8.94298451995794e-05,2.9216247924057667e-05,0.00010613716365881423,5.92001771056251e-10,0.015900080377597166,1.0904054883226476e-05,1.9919977111323872e-13,5.522882453124708e-08
3300,0.11853165589395673,4.150552895864e-05,0.011562102049295928,1.0418237338701908e-07,0.012291913571988814,9.071145886809793e-05,2.8794551736425352e-05,0.00010532884255969521,8.288042309964875e-10,0.016326691794317085,1.3674490708220563e-05,3.0725288542172384e-13,5.642894978517503e-08
3400,0.12319269558276028,4.21825365010805e-05,0.012111932037800987,1.2829530585898293e-07,0.012388844082898854,9.637881393662579e-05,3.455497108722707e-05,0.0001171994890298218,8.773972265926916e-10,0.016388795283791394,1.261762930154596e-05,1.830455075250417e-13,8.529922988862618e-08
3500,0.11682351331065413,4.82658449348732e-05,0.011898604867084883,1.3801165378972303e-07,0.01234029263496994,0.00010526332953506709,3.6196407287399035e-05,0.00013208088056401802,1.0471142347025583e-09,0.016102792787328433,1.7533486902074743e-05,4.264177268431648e-13,7.804085587277755e-08
3600,0.12949078504246303,5.0793723253420275e-05,0.012207623585621993,1.6594751679769578e-07,0.012804735861028902,0.00010070157806181978,3.686302653406988e-05,0.00015482930284735518,1.3100823636312493e-09,0.01697722768680988,1.7114649269050784e-05,3.452716927589643e-13,1.0849830115598738e-07
3700,0.1296351269059155,5.428203612151301e-05,0.013003091841559303,1.9481677356326454e-07,0.01327782505000104,0.00011324332634477338,4.070193938761345e-05,0.00014893481518452097,1.5527120146679743e-09,0.01711312071499548,2.0711971003406595e-05,5.346205315015665e-13,1.0137809968406346e-07
3800,0.13223059039494245,5.563961081529089e-05,0.013096557950639959,2.2014710781798102e-07,0.013276017662413672,0.00011115520173373894,4.326923259145928e-05,0.00015800065727770865,1.6011022773705868e-09,0.017190822348083078,2.139325884102096e-05,5.407616181167768e-13,1.2410580054867346e-07
3900,0.13751938205910613,6.0598791140105106e-05,0.01317884835550098,2.463382556079341e-07,0.013725027306340681,0.00011751342018856975,4.447264274089182e-05,0.00018107042993032363,1.798598739289375e-09,0.017731254406807225,2.2855376890039235e-05,7.928075493141894e-13,1.3554011782348345e-07
4000,0.13872988315919035,6.0170770998523714e-05,0.013832494356366338,2.565059601324447e-07,0.014022227291721603,0.0001226445158520141,4.9311406729616434e-05,0.00019290711234073944,1.965362385654095e-09,0.017845335985532722,2.7127960957530193e-05,9.931690060303665e-13,1.696893170153396e-07
4100,0.14189898961477226,6.620438111638166e-05,0.013540232207075975,3.039363180672218e-07,0.014622691957628497,0.00012899609956599952,5.2738172885877125e-05,0.00021025507985943356,2.222499674826377e-09,0.018734597604539955,2.9808948454066218e-05,1.2202732549013617e-12,1.7092810576044727e-07
4200,0.14420448016287016,7.20409387438214e-05,0.014067198215391256,3.1764423046456864e-07,0.014786708856223475,0.00014169070787556557,5.500406871406e-05,0.00021422404768752914,2.5987647790478543e-09,0.01887271445129756,3.4496595272665704e-05,1.2553706580254389e-12,1.89908902795114e-07
4300,0.14978659241992012,7.429522398469103e-05,0.01453565963188722,3.7849260657489574e-07,0.015437450295379586,0.00014769695221308738,5.526197997139291e-05,0.00022449719724070103,2.78040695278426e-09,0.019492394941264785,3.559116630394446e-05,1.7399731343331718e-12,2.1624857372222778e-07
4400,0.14711447832944116,7.59205789722291e-05,0.014382763765835036,3.8799960591303103e-07,0.015170768762859414,0.00014773979033488212,5.7925790915801905e-05,0.000242646786573354,3.1748403567291783e-09,0.019578859366921116,3.973262278062352e-05,1.868971053113467e-12,2.426793879464385e-07
4500,0.15534749715834595,8.06321467455834e-05,0.01492398334550065,4.421944401181888e-07,0.015573417590173048,0.0001629945928809961,6.322208905264685e-05,0.0002761535207994773,3.295801855701215e-09,0.019281078607579025,4.321654910028846e-05,2.229707885052224e-12,2.602026083846716e-07
4600,0.15393862691473262,8.104973790588723e-05,0.014641661164137842,4.660793781817353e-07,0.016232711688996686,0.00016538860442275342,6.454219553056962e-05,0.0002841187859199503,3.655736038693307e-09,0.019657504922655996,4.532327715179857e-05,2.7727723680975198e-12,2.9510058292641813e-07
4700,0.16405027605055633,8.69570485681999e-05,0.015719200335987317,5.288962942020933e-07,0.016420644558717095,0.0001786705544350403,7.096055261496965e-05,0.0003050410812724033,3.9818245315384405e-09,0.02055837931417328,5.2938666824068226e-05,3.172836595498619e-12,3.2027428894680156e-07
4800,0.16539023238369557,9.162704024950541e-05,0.015484984848538014,5.663463629415934e-07,0.01640066971333891,0.0001833067689494531,7.354699938031134e-05,0.0003239779632360289,4.586483683862109e-09,0.02100261873063314,5.537741776963034e-05,3.940983820581345e-12,3.6247028044310003e-07
4900,0.16657724146865305,9.560452917942347e-05,0.015756153326293695,6.127683408004518e-07,0.016763083513096085,0.00019012025569746204,7.697745855445785e-05,0.0003431350338159367,4.906406976357793e-09,0.02122169828796341,5.851174219473102e-05,4.535589931241027e-12,3.940543914499919e-07
5000,0.16573318203265325,0.00010167264981602701,0.01583983269433574,6.777174749051997e-07,0.017584019500349473,0.0001919760013517903,7.972327782045278e-05,0.00035458220850951807,5.368684207177852e-09,0.021652165890396806,6.467731643327622e-05,5.386550802614261e-12,4.381156950253766e-07
