milliseconds,Z1,Z2,Z3,X
0,0.0,0.0,0.0,0.9816839862168045
100,0.09516239139524235,0.09516239139524235,0.09516239139524235,0.9834269819474939
200,0.1812691516273182,0.1812691516273182,0.1812691516273182,0.9850041144655152
300,0.25918172264654626,0.25918172264654626,0.25918172264654626,0.9864311620962644
400,0.3296802478881054,0.3296802478881054,0.3296802478881054,0.9877224142211175
500,0.3934703263501733,0.3934703263501733,0.3934703263501733,0.9888907937733777
600,0.45119010255855185,0.45119010255855185,0.45119010255855185,0.9899479859516765
700,0.5034169530468419,0.5034169530468419,0.5034169530468419,0.9909045694948893
800,0.5506737100213988,0.5506737100213988,0.5506737100213988,0.9917701220105525
900,0.5934333182253301,0.5934333182253301,0.5934333182253301,0.9925533058194502
1000,0.6321237537454772,0.6321237537454772,0.6321237537454772,0.9932619590238211
1100,0.6671325447771053,0.6671325447771053,0.6671325447771053,0.9939031819103196
1200,0.6988094281111291,0.6988094281111291,0.6988094281111291,0.9944833773974581
1300,0.7274709320020092,0.7274709320020092,0.7274709320020092,0.9950083430336519
1400,0.7534050358083645,0.7534050358083645,0.7534050358083645,0.9954833534642161
1500,0.7768708785795936,0.7768708785795936,0.7768708785795936,0.9959131550938211
1600,0.7981036183975508,0.7981036183975508,0.7981036183975508,0.9963020550904547
1700,0.8173165270340685,0.8173165270340685,0.8173165270340685,0.9966539597512815
1800,0.8347013483913069,0.8347013483913069,0.8347013483913069,0.9969723810678554
1900,0.8504317061806329,0.8504317061806329,0.8504317061806329,0.9972604991413477
2000,0.8646650646297195,0.8646650646297195,0.8646650646297195,0.9975211980949633
2100,0.8775440440861242,0.8775440440861242,0.8775440440861242,0.997757090170606
2200,0.8891978725650579,0.8891978725650579,0.8891978725650579,0.997970542315505
2300,0.8997434950327222,0.8997434950327222,0.8997434950327222,0.9981636964999078
2400,0.9092855457855193,0.9092855457855193,0.9092855457855193,0.9983384692111762
2500,0.9179187292786858,0.9179187292786858,0.9179187292786858,0.9984965950611707
2600,0.9257294223785019,0.9257294223785019,0.9257294223785019,0.9986396561331882
2700,0.9327967728740444,0.9327967728740444,0.9327967728740444,0.9987691021023607
2800,0.9391919398116513,0.9391919398116513,0.9391919398116513,0.9988862363215819
2900,0.9449792306538414,0.9449792306538414,0.9449792306538414,0.9989922366497704
3000,0.9502169949099866,0.9502169949099866,0.9502169949099866,0.9990881718196564
3100,0.9549555739938476,0.9549555739938476,0.9549555739938476,0.9991749638872635
3200,0.9592426767805863,0.9592426767805863,0.9592426767805863,0.9992534866908972
3300,0.9631213799217396,0.9631213799217396,0.9631213799217396,0.999324529224808
3400,0.9666308404692076,0.9666308404692076,0.9666308404692076,0.9993888086916501
3500,0.9698068789132094,0.9698068789132094,0.9698068789132094,0.9994469811814357
3600,0.9726818386400895,0.9726818386400895,0.9726818386400895,0.9994996390973567
3700,0.9752834631898127,0.9752834631898127,0.9752834631898127,0.999547290591573
3800,0.9776366056435376,0.9776366056435376,0.9776366056435376,0.9995903908744465
3900,0.9797654854812634,0.9797654854812634,0.9797654854812634,0.9996293835512664
4000,0.9816913681817718,0.9816913681817718,0.9816913681817718,0.9996646581216782
4100,0.9834337624704429,0.9834337624704429,0.9834337624704429,0.999696571908538
4200,0.9850103195155563,0.9850103195155563,0.9850103195155563,0.9997254482115866
4300,0.9864369077980989,0.9864369077980989,0.9864369077980989,0.9997515776787695
4400,0.98772774894883,0.98772774894883,0.98772774894883,0.9997752207942354
4500,0.9888958446185829,0.9888958446185829,0.9888958446185829,0.9997966156969154
4600,0.9899527353011417,0.9899527353011417,0.9899527353011417,0.99981597376311
4700,0.9909090094916989,0.9909090094916989,0.9909090094916989,0.9998334889322629
4800,0.9917743057122571,0.9917743057122571,0.9917743057122571,0.9998493377440577
4900,0.992557189615548,0.992557189615548,0.992557189615548,0.9998636770874474
5000,0.9932655606169741,0.9932655606169741,0.9932655606169741,0.9998766516485466
