miliseconds,II_f,II_l,mIIa_f,mIIa_l,V_f,V_l,Va_f,Va_l,VII_f,VII_l,VIIa_f,VIIa_l,VIII_f,VIII_l,VIIIa_f,VIIIa_l,IX_f,IX_l,IXa_f,IXa_l,X_f,X_l,Xa_f,Xa_l,APC_f,APC_l,PS_f,PS_l,VIIIai_f,VIIIai_l,Vai_f,Vai_l,PC_f,PC_l,TF_l,TF_VIIa_l,TF_VII_l,TF_VIIa_IX_l,TF_VIIa_IXa_l,TF_VIIa_X_l,TF_VIIa_Xa_l,TF_VII_Xa_l,IXa_VIIIa_l,Xa_Va_l,IXa_VIIIa_X_l,V_Xa_l,VIII_Xa_l,IIa_f,V_IIa_l,VIII_IIa_l,Xa_Va_II_l,Xa_Va_mIIa_l,XI_f,XI_IIa_l,XIa_l,APC_PS_l,APC_PS_VIIIa_l,TFPI_f,AT_f,IIa_AT_f,TFPI_Xa_l,TFPI_Xa_TF_VIIa_l,APC_PS_Va_l,IXa_AT_f,Xa_AT_f,VII_Xa_l,V_mIIa_l,VIII_mIIa_l,TM_l,IIa_TM_l,IIa_TM_PC_l,mIIa_AT_l,XIa_IX_l,LIPID
1000,40.89994025389152,1345.7235462279843,-2.6002384507339508e-14,1.2833587276716746e-12,0.038522683055568066,19.936244875565016,1.4615695168805775e-10,-7.283362293992236e-08,-0.012027402625787182,10.007784978513477,0.0002486633414884906,0.09969042666033626,-0.0026832231701631832,0.7037942472840892,-2.9206333916801966e-12,-1.5776760800827228e-09,-0.35343353194081395,89.9933525919442,1.6790693352266766e-09,2.3626773252260664e-06,5.077151209602224,165.35786852238527,1.192127036714344e-07,5.53428041658018e-06,2.6538584835517007e-15,-2.9058514189650565e-13,-0.3770495098499779,299.6821262708589,1.3146465584203673e-24,-9.43033458208844e-22,-5.467870200417536e-23,1.0097338224911394e-19,2.3238527359608203,57.884648504314704,0.0045507952965447955,0.0001136826839082134,0.00022678054655087755,2.9942499130375007e-05,0.0,5.639261098745469e-05,2.965112486397431e-05,1.864920864104306e-12,-8.731616228145614e-15,-7.470487811402376e-12,6.014463414459288e-15,-7.267089709679252e-08,2.1136562130509234e-07,-6.545674366990488e-12,-1.381570134735954e-12,-3.5294358807169646e-14,1.8574951174827287e-11,2.815383275262795e-12,30.00000000000271,1.2670308405263905e-12,-1.648659858891751e-12,-1.915374968201814e-12,-1.0428075662362767e-20,2.4999999998506137,3399.9999999989604,2.7486079335259316e-14,5.1709082457757625e-09,-6.713378325575917e-15,1.2602880242561355e-18,-4.884204675404251e-13,5.644419992537919e-10,7.921164874590541e-08,-1.3723590270826718e-11,6.542458198216375e-14,0.9999999999941186,-4.348107822320722e-12,1.3197954782174214e-13,-1.9845268677900086e-15,-1.971779042655983e-14,648355.147337044
1100,39.29331076925228,1349.5985402150932,2.245684424310732e-14,3.2912658919274684e-11,-0.05713017983519229,19.931870542825127,6.636133996828093e-11,1.3835676061212075e-07,-0.006972574306170782,10.044257026143512,0.00043667359990246364,0.1001879372556108,0.0017659901135345776,0.6966035778802149,-9.409498162307952e-13,2.409425739564234e-09,-0.43951771265404826,89.73461454083605,2.1701915110670715e-09,4.168982428091659e-06,3.8105509573163747,165.40164933059992,1.350247496909867e-07,1.1541323810712725e-05,-2.0848402072153862e-15,1.318704652923515e-13,1.3362292690094744,300.0066587958747,1.2335869783309264e-24,1.3398467571940634e-21,-4.7416131012640447e-23,-8.026866502928748e-20,2.35559608342159,58.050202029951244,0.004454365739443838,0.00012947129859477053,0.0002606224721137799,3.1062325961981346e-05,0.0,6.338613591903359e-05,3.93603053366524e-05,1.7123978739178125e-12,-6.078412701938432e-15,3.981905850507196e-12,-1.0482386517808645e-14,1.917464821908011e-06,2.420600117076678e-07,-6.890672006417413e-12,6.001371728822375e-13,4.811190372999376e-14,-1.3127694505515407e-11,2.8302799393114515e-12,29.99999999999686,-2.491590631742138e-12,-2.0064456930591515e-12,4.780626739271793e-13,4.30789905177791e-21,2.4999999987748844,3399.999999998784,-1.538513363177671e-12,4.260484472662964e-09,-5.794374947583226e-15,1.3278144019126481e-18,1.2408104077529713e-12,1.0526970210688117e-09,6.968204458716562e-08,-1.4010397539333138e-11,2.7437401906701653e-13,0.9999999999947741,1.2978590509899697e-12,9.375402070649377e-13,-2.7136075677315307e-16,4.933978876316133e-14,648272.5372911632
1200,51.6087590620649,1345.575178724376,-1.2291665358146787e-13,-5.886636843948284e-11,0.07446266837569782,19.96750299898672,6.414149195652315e-11,-3.7945192877537484e-08,-0.027221474042393508,9.98293409320686,-0.00039886494796434967,0.10015908755963938,0.0028392673179025592,0.6971073828746764,4.787518219453798e-12,4.212728602154997e-09,-0.12309878281026503,89.34309115802053,2.1633578694890283e-09,6.235948262273796e-06,4.691281126192818,165.73293632037274,2.712514524554417e-07,1.1546009169855792e-05,-1.3017718702030707e-15,-8.118252933583523e-14,0.7244446499474038,297.8285791419935,-4.226920029456478e-25,-1.738888590053584e-21,1.1817850650528905e-24,1.78251936424689e-19,2.3731314721137133,57.900451687253906,0.004439727266277822,0.00013780975050323643,0.0002817551536098814,3.4737750296114114e-05,0.0,6.32432116312033e-05,3.9751253457589985e-05,4.44138058558916e-12,1.0435860526014036e-14,1.2814566550716542e-11,-1.1724299336501265e-14,5.57616353679145e-06,8.940740480242194e-08,3.57275094489473e-12,2.7082571492779945e-12,-4.5386749867914665e-14,-2.0780433587846474e-12,3.7321385121113856e-13,29.999999999995584,1.025388016584591e-12,-3.215103857830197e-14,-1.0832894561464492e-12,1.795067669837009e-20,2.499999999522675,3399.9999999985985,-1.582867596497148e-12,7.092914647262954e-09,-6.40886173921588e-15,1.4414971553047739e-18,2.5056626053622508e-12,6.201506005544989e-10,1.185743293078428e-07,1.6602033967356533e-11,-3.1531472195311464e-13,0.999999999997432,2.953326849754529e-12,-9.77666159065174e-13,2.6438482479968084e-16,8.599858833047524e-14,649848.5437647292
1300,47.574222846920556,1350.2622527086166,1.4169200873819391e-13,5.2657266272021214e-11,0.01359941633569421,19.904386807656955,1.1365740063566598e-10,3.9206360267276346e-07,0.0017420302060323287,9.985489137795453,-0.0004047680696932761,0.1000895361214454,-0.0025994471673336963,0.7029981822765033,2.019411545138587e-12,-1.6031424467395198e-09,0.5249626868370747,90.55985024747604,2.8956499203861412e-09,7.343037630613448e-06,4.099733178615565,166.13999829214205,2.2879373077679444e-07,1.3973966374470705e-05,-2.5864458656737898e-15,-2.769647137184068e-13,1.1606245921073293,301.6354929015825,-2.073307719502942e-24,2.303216832461821e-22,-4.829966216141777e-23,-3.3927184166626944e-20,2.0390621646826803,58.107428562894526,0.004415881286305929,0.00014742007896933733,0.0002989046707544785,3.7770017398575804e-05,0.0,6.951202220842006e-05,5.213403973321927e-05,1.6912889188042528e-12,1.1742679296880028e-14,-5.321675909000453e-12,-3.915337532408561e-15,1.0304077524552121e-05,1.4434591891167232e-07,-4.9886045143791505e-12,-1.716588869439469e-12,-5.341156677278645e-14,-4.570068499376132e-12,8.571308345100539e-14,30.000000000005087,-1.6886706920257987e-12,-1.2785448757214004e-12,2.087529224146007e-12,-6.274770575686506e-21,2.4999999943788542,3399.9999999992633,-1.4413061098550274e-12,7.222694365482749e-09,-1.479725457154957e-15,7.670582805291931e-19,2.7720428553995083e-12,3.2470321222317177e-10,1.1458504130714843e-07,-1.5379737797454726e-11,-4.445910943248945e-13,0.9999999999996815,3.1964349336075635e-12,1.9779651587754205e-12,-7.093013825013111e-17,6.510554231113025e-15,649080.2178074975
1400,42.2744742715563,1348.5170882824295,4.599169690364083e-14,-1.5537723145601746e-11,0.07256504978004077,19.9127581699292,-4.377455075250688e-11,-1.1247237559167444e-07,-0.039109786158911516,10.043901691252977,-0.0005813713040956342,0.09949457898127172,0.0038170826182533603,0.6977132765217592,1.4402804984008893e-12,-4.951736549285882e-10,0.06146501219639408,90.56847405989079,3.764028871110287e-09,7.434811525650124e-06,5.223209982826763,164.72917440758266,3.343995279843375e-07,1.567274501646646e-05,-9.371111245457997e-16,4.093499486835921e-15,0.6256116874927823,300.2657287492457,1.4163061397110591e-25,-1.691172563192251e-21,-5.1753761102650917e-23,1.1041825509881896e-19,2.1947754210423986,58.20426331095326,0.004325083398662744,0.00015267312063513234,0.00033358233241511997,4.411724770949908e-05,0.0,7.519960522658392e-05,5.75021038136575e-05,6.916230776794399e-12,1.15466062436802e-14,2.3367669963746473e-12,-9.558854530721232e-15,1.543152706578041e-05,2.188040853449229e-07,1.2017331652472314e-11,2.2855735263224473e-12,-9.202338207387133e-15,-9.660155384412544e-12,-1.344508728946788e-12,30.00000000000245,1.9969362091893433e-12,-1.0305322950550593e-12,-2.8456270757663713e-12,3.68439729822937e-21,2.4999999945159215,3399.999999998537,9.65066733903441e-13,5.949400157036957e-09,-5.101571144637716e-15,6.317758198977246e-19,2.732719586259811e-12,1.0158475765120938e-09,1.6694482084064465e-07,-1.3234383387138278e-11,-4.517469056408055e-14,0.9999999999989201,2.1638136392878854e-12,7.452732713506223e-13,-1.4937241222824888e-15,3.935347283183344e-13,649266.9718052412
1500,42.93539133907819,1343.2587407198537,6.6234777967534e-14,1.0268659578066745e-10,-0.09091896483541914,19.855148629179787,5.6128917955576756e-11,4.391131135608567e-07,0.030496278473822074,9.918527559066549,0.00039550264443082646,0.09980881453570549,0.003030034545963168,0.700378300751743,2.0757817581038905e-12,2.046689347970089e-09,0.29242184756246914,90.22819106875664,3.753278199884606e-09,1.1538715083384586e-05,4.421927201084762,165.74308123594997,4.28570758772439e-07,2.2928962821936858e-05,-2.442512853923686e-16,-1.64937255003051e-13,0.02420731144122698,299.359190912965,1.9084316520386907e-24,-2.2534181308292987e-21,-1.5233860539954868e-23,-3.5476328956054335e-20,2.1622253103542417,58.105474663559676,0.004305136811786337,0.00016064278174298072,0.00034010008028550684,4.8278144903187994e-05,0.0,7.92994708048442e-05,6.0800126633503394e-05,4.979347246741895e-12,-1.0860017515017593e-14,-1.491272549265476e-11,3.2699509389541488e-15,1.2682260382160025e-05,3.677832068414893e-07,-1.8567139064629733e-12,1.9757536497758704e-12,1.4250577484610325e-15,8.405411232887379e-12,2.9972067350999605e-12,30.000000000004807,-2.420243681380018e-12,1.351821595226559e-12,-3.4666439663715196e-12,-1.6116525595315076e-20,2.4999999904945014,3399.99999999865,-6.793075582964423e-13,9.464724418947638e-09,7.182716665567205e-15,-1.815236681681206e-19,4.122436271436448e-12,1.58805717078811e-09,1.9439622815725905e-07,8.729971449364522e-12,-3.513530871118742e-14,1.0000000000002338,3.913732082006977e-12,-5.386555451429246e-13,8.487437154603458e-16,3.9550576417610887e-13,648436.6994939586
1600,49.125194323996816,1347.452532135543,-1.3011555575630786e-13,-5.732059144716653e-11,0.0389102789449957,20.129298888426955,1.0287730610099156e-10,5.419047443632784e-07,-0.005049398414231299,9.939712392036386,0.0005935274708730176,0.10020211086501422,-0.002389062923553619,0.6961161654154191,6.471887235641659e-12,3.0920911904185054e-09,-0.15952252844327774,90.30541903608302,4.714119875067554e-09,1.1465548220186196e-05,3.8559200430523495,165.1393716582607,4.5123463952356175e-07,2.146057719312283e-05,2.4505648730018615e-15,-1.163939434473609e-13,-1.6009080512367053,298.4568425959283,1.8508331532635934e-24,1.2312618965431991e-21,1.6482661962888752e-23,-3.574442077863021e-20,2.2381817185276764,58.31976320507034,0.004267701034831897,0.0001713838354438953,0.0003747203193129707,4.922043863265324e-05,0.0,8.205832389754842e-05,6.445247113578705e-05,6.0346440303244805e-12,-9.835316397041104e-15,-1.7364077603990305e-12,7.084791636152257e-16,2.0784686763817354e-05,4.404961930128708e-07,-1.2062258464936613e-11,1.6555398253363436e-12,-4.1993090238762225e-14,1.2199509149578206e-11,-2.7431144139532543e-12,30.000000000001297,-1.9202479154027218e-12,-1.6708419445003422e-12,-1.635976484468194e-12,-4.3774274232119146e-21,2.4999999890638382,3399.999999997954,-7.545779711788327e-13,6.945033214017096e-09,9.217922040688394e-15,-4.2498528016251953e-19,3.606210977065749e-12,2.3286897369390755e-09,2.128839825863416e-07,6.613065893545375e-12,2.491552397244955e-13,1.0000000000009195,-2.695196215227802e-12,-2.237373343805999e-14,8.347787097151701e-16,1.2774372941353098e-13,649876.0172003835
1700,57.103019840338874,1350.1852026062718,-6.729369542351918e-14,-2.6272399071676262e-11,-0.03592588478752885,20.10447352755208,2.433617853895847e-10,1.837726250659649e-07,0.06324992029248487,9.957654540062268,0.0005741741943022989,0.0989202790859022,0.0049485443106180365,0.697835952043955,3.533636340914071e-12,7.13196481249507e-09,-0.3425880958958244,90.52855280584696,5.292075958378485e-09,1.2203257110112556e-05,5.56925778710219,165.92722728920748,5.078371325329211e-07,2.8839362710176912e-05,-2.011725130748581e-15,2.0519396074585372e-13,1.0039753341833788,300.44673399306987,-1.0675465876239906e-24,1.3785356813695392e-21,-7.312557758606971e-23,1.1051405342723635e-19,2.3292907800670544,58.17835502050208,0.0042522481346541335,0.0001813341248670786,0.00039373940276611255,5.2572319585526057e-05,0.0,8.672020261641861e-05,7.27993353222968e-05,9.048742151227938e-12,1.5519568522726696e-14,3.6097204974250707e-12,-7.223183108767078e-16,1.7588135341596174e-05,4.2209640626376996e-07,-5.858045677550426e-12,1.1959870796442247e-13,-1.3454905698019499e-14,-7.59513221494405e-12,2.778879606853976e-12,29.999999999996618,1.2751627227942475e-14,-1.981575747640754e-12,-8.697953088455203e-13,4.113935227521673e-21,2.499999989552363,3399.9999999977144,-1.0769007127696524e-12,1.2819409056886271e-08,-2.9632996182955626e-15,-1.4553100270059106e-19,4.128369088969303e-12,1.8403349252241514e-09,2.4310693470487076e-07,-5.03366423126202e-14,3.897499620012199e-13,0.9999999999951174,7.764063415961492e-14,-5.682935899895786e-13,-5.2230285499969994e-17,-1.2802533782682222e-13,649569.6098682542
1800,54.52706821585085,1358.2080696464875,5.1862705297998756e-14,-5.7765810231980886e-11,-0.11027806638024659,20.01011894955533,1.8541962436515605e-10,3.859819770014921e-07,0.0060114552717011795,9.952004690549941,0.00014836133062251882,0.09997984358454697,-0.0006148874845101018,0.7035771110415635,6.200483066614633e-12,2.9642336156958664e-09,-0.40822641972407003,89.78140662951775,5.217169159058617e-09,1.577649133204156e-05,4.932548959103196,165.75075992490383,5.521844143242225e-07,3.35865166205224e-05,8.118095176342309e-16,1.9128137521115197e-13,-1.1716706477713308,300.42629719437895,-5.520929009415525e-25,8.890941632804037e-22,-8.841905664902944e-23,-1.9147105265939662e-19,2.136307140153284,57.88116263633049,0.004203671981478392,0.00018378039906269866,0.0003947568591123353,5.749447408383867e-05,0.0,8.992489247966399e-05,7.912903881159547e-05,1.1458831086154178e-11,5.304925960160599e-15,-3.883989835046576e-12,-6.0963109508855694e-15,1.904568210671482e-05,5.220217660801814e-07,2.570184847541234e-12,-2.0772998606512917e-12,-3.282825328116285e-14,-2.7959565390599913e-12,-3.4541442489986643e-13,30.00000000000259,-3.0191966624742867e-12,2.3447444119981414e-14,-1.8334382307138794e-12,-1.768955466690081e-20,2.499999989132155,3399.9999999970087,9.244634904940532e-13,1.563357622416153e-08,1.1214631424120127e-14,-1.241893970995723e-18,3.5288362211816608e-12,2.789744924397087e-09,2.7457964565905156e-07,3.0843052782499194e-12,3.1192438863687635e-13,0.9999999999985026,7.100226832696925e-13,2.014355627684688e-12,-1.5420982119538546e-16,3.6723542930058944e-13,649510.2759831861
1900,50.61424637722098,1358.0032329786961,1.8936645328488917e-14,-1.492729070738674e-11,-0.01645540130854359,20.123521902014684,1.6217904037491658e-10,6.765733081642966e-07,0.04282102535106677,9.930988227701532,8.347944661049912e-05,0.10003139964152517,0.0007180026894786853,0.7015826772820278,9.13020103583762e-12,1.0119919629091856e-08,-0.54457133884074,90.27589057565889,5.965943477817477e-09,1.901293291583957e-05,5.18943004517392,165.49230785014498,5.647719266714094e-07,3.400282544682554e-05,-1.6106317310365745e-15,1.5576526649298557e-13,-1.066765197651451,299.25387618036024,-8.78466771442874e-25,1.87811186411935e-21,7.958598783224816e-23,-1.46274739897972e-19,2.157441291736068,58.33953341456894,0.004163610207044573,0.00019176166544663815,0.00043212575573062885,5.9885461557348893e-05,0.0,9.427355173922056e-05,8.350618290582533e-05,1.3981719178770203e-11,7.547103934713041e-15,3.086319452057676e-12,-6.596052701245743e-15,2.509973927986304e-05,6.130652530232628e-07,-3.508074453443415e-12,1.6062043839868168e-12,-4.137631007686073e-14,4.4722782690470277e-13,-8.530152405632514e-13,30.000000000003194,4.620514345088786e-13,1.356341734974014e-12,1.8793569988511657e-12,5.797788376693307e-21,2.4999999846484324,3399.999999996502,1.1264470533894217e-12,1.5698768677624226e-08,4.3250806474268773e-16,4.918341294401248e-19,6.324644117512364e-12,2.612326806876664e-09,2.5616755814288623e-07,-6.951523651146659e-13,4.611180132284766e-13,0.9999999999939079,3.867303451859533e-12,6.996470486832759e-13,-3.211644794131325e-16,2.1019049530218442e-13,650374.0276568593
2000,51.250382731423805,1344.6626528431345,1.474357249236242e-13,-2.29646469505151e-11,-0.12415160405628026,20.04149947578295,3.817266430079653e-10,4.213620641786646e-07,0.017963651172358253,9.933860378489701,-0.000439132405155676,0.09907417061673611,0.0032531074896133662,0.6984335371016842,7.799786105555974e-12,8.612029407308538e-09,-0.27266434185306015,89.84811339834565,7.586824645068467e-09,2.0725873652798437e-05,5.113282685191122,165.73293998768264,7.097230852403153e-07,3.803370575653826e-05,-3.0414663458606437e-15,1.712068801354492e-14,0.8440586781041399,299.46060018141935,2.085785747279379e-25,-1.1053727848481158e-21,-8.015873223950667e-23,-1.298438371019178e-19,1.8409406520453928,58.309153528519666,0.004104064311561308,0.00020616453633100793,0.00044388930997266434,6.391748028833386e-05,0.0,9.533910560672529e-05,8.765067802000382e-05,1.2193368375754426e-11,6.985155912753011e-15,-1.7495450466239782e-12,-2.7931387683379936e-15,2.7090399910913717e-05,7.195773928066293e-07,7.894516562459858e-12,1.2155966285337013e-12,6.186391948748326e-14,1.5947483903939394e-12,1.1143815370181819e-12,30.00000000000454,-2.720017361622111e-12,-1.9486833345263895e-12,-2.5019401228770064e-12,1.378761589276495e-21,2.4999999863445836,3399.9999999963757,-1.5842296210455603e-12,1.956444020584192e-08,1.143243710799011e-14,3.638839781136478e-19,6.5356492445010995e-12,2.516205941242626e-09,2.909939326810172e-07,1.279836787491176e-11,-3.9205641986855394e-14,0.9999999999958947,-3.6876576544177195e-13,-7.603930660889311e-13,1.8167683670714462e-15,9.083439319045049e-14,649658.6988915362
2100,41.08279002440197,1360.9670258139288,-8.754205649083204e-14,-9.030096113209456e-11,-0.07412522962711549,20.04116899118201,5.094784533808341e-10,9.519963112707436e-07,0.06171764541506074,10.021973077574126,-0.0005269508311256673,0.09971126332671729,0.0014373908872324223,0.6961446491812829,1.1925825189467806e-11,1.3247122819186313e-08,0.556872701211071,89.87824390374507,7.690756189658142e-09,2.0954695934842546e-05,5.660675028680565,164.17635144776992,7.779311820650528e-07,4.2565178955599346e-05,2.485184807926649e-15,-1.3230650514215575e-13,-0.1308728129608497,300.5113664335443,-1.0051331394665595e-25,-1.7716914570121255e-21,-9.179045819307052e-23,-7.402848528561382e-20,2.33838753744312,57.61617311900444,0.00406571356278716,0.00020900597783477697,0.00045795664368069986,6.471743868282287e-05,0.0,9.910652663445621e-05,9.04357095177259e-05,1.83406186584991e-11,8.578629604395235e-15,7.385835272038051e-12,-3.0486557895300185e-15,3.990040416024366e-05,9.76111301264061e-07,-8.83039861885541e-12,2.5574487920382286e-12,-3.732745035667566e-14,5.936143533503623e-12,2.1164830191779923e-12,30.000000000002533,-1.9872216183269638e-12,2.1650203312996753e-12,1.1697488218985657e-12,-1.1486391472456909e-20,2.499999978834575,3399.9999999967145,1.875423087185528e-12,2.3548284546431626e-08,3.3117335026313593e-14,-7.292793529172517e-19,6.612876042783617e-12,4.2909712891470886e-09,3.7330730517319734e-07,-4.501445329477066e-12,-3.4230882064606564e-13,0.9999999999948521,1.1651545144990226e-12,-9.885357003968394e-13,7.1203894934147225e-16,-1.120095660294316e-13,649438.3131188874
2200,54.23368508803104,1345.0045095031273,-4.4412475406475235e-14,-8.89998946081267e-12,0.07855321657032698,19.854296512848812,5.730355957270067e-10,9.996332688039292e-07,0.028449018989586336,10.030658676804881,0.00035804344030494084,0.09998852061218333,-0.004223681342089779,0.6976512927751789,1.7281055851313606e-11,1.425074047223585e-08,0.5822338119440857,89.44461249888143,8.687093077783006e-09,2.5860302568204842e-05,5.0749619710473075,165.3399782739707,8.542287761477914e-07,4.8036226731258855e-05,7.15848540449407e-16,4.8387670909511027e-14,0.7146055639483126,299.04758158231914,-1.7996686887209728e-24,-1.7734958162871235e-21,5.488732232670259e-23,8.286148067290507e-20,2.2260811089291335,57.57788165145152,0.004018140647363934,0.0002156713979188563,0.0004922052839360218,6.769553780329603e-05,0.0,0.00010707694123499483,9.719539826678543e-05,2.103045460520028e-11,2.2361836166301993e-15,-7.619756143496808e-12,1.9617240035467485e-15,4.33527766856056e-05,1.0195710561768115e-06,8.85661845658959e-12,-2.622032429021872e-12,6.177313018609779e-14,1.7879330137359533e-11,3.4588252267391387e-13,29.999999999998693,-1.722744870337222e-12,-1.4399231978478956e-12,-2.9841384319427714e-12,7.306092009313792e-21,2.4999999805155753,3399.9999999957154,8.223717748403463e-13,2.3658807808976285e-08,7.545957538568799e-15,1.148031928229374e-19,1.017794852641276e-11,3.9291131593955885e-09,3.844732123474999e-07,4.309723354690037e-12,2.1133276276870306e-13,0.9999999999994325,1.0556525736182276e-12,1.8553466160933976e-12,-2.254080530344587e-16,3.1571961962334225e-13,650297.7847876014
2300,40.36689798337771,1347.5830262203037,-6.749677802830835e-14,9.396849847702682e-11,-0.026204883657436683,19.879490885496278,6.73372089765885e-10,1.2819103181771797e-06,0.022365931175797583,10.040539782183512,-0.0004887250323002008,0.09898937417821764,0.003826066511795297,0.7045011659370046,1.9632509453916038e-11,1.3739717740690682e-08,-0.12078263026345484,89.87314380595726,1.0014910374207366e-08,2.8463392227689064e-05,5.956258473369772,166.1646499041102,9.750757337462508e-07,4.868642252419784e-05,2.33509651407344e-15,2.0362869487056903e-13,-1.8559881430187755,300.8531205319701,3.670462579820341e-26,1.861955999597463e-22,3.3964793717412877e-23,1.3009610433246735e-19,1.729207045726479,58.22739457363182,0.003990276424566359,0.00022744067417928426,0.000507252436751545,7.215480730562742e-05,0.0,0.00010843472886134099,0.00010412904767264176,2.2299674094294886e-11,3.7118878725140595e-15,-1.2419284873291429e-12,4.745069776388329e-15,5.0163952581391345e-05,1.2102476071248009e-06,5.997536558729867e-12,1.1501999962722957e-12,-1.687345456349164e-14,2.182350994330829e-11,2.6720425661667833e-12,29.999999999996884,-2.896802804174004e-13,-5.477259878978067e-13,2.7088396678159895e-12,1.3415223637614644e-20,2.4999999717314902,3399.9999999941324,1.0459779577250712e-12,2.2586914325802728e-08,2.997185074635015e-14,1.5047578715939873e-19,1.077399232588705e-11,5.285300370201387e-09,3.9757494369485995e-07,1.1275382299099126e-11,4.161637861157161e-14,1.0000000000015095,-3.7205222581911904e-12,1.279170847663171e-12,-3.2047646850925975e-16,-1.2601553299520655e-13,650489.8978613281
2400,56.13482381378316,1347.6605699715824,1.302280904476511e-13,-2.6756166678696972e-11,0.10186890945989431,19.880077211241435,5.822031869694601e-10,1.633364884967383e-06,-0.035563277405128095,10.047013881432248,0.0007642908490323288,0.09875906063207916,0.0038756705132928235,0.6980079451262752,2.129272023182903e-11,2.1649196732250395e-08,-0.46591538449478365,89.34612501216951,9.660972821637231e-09,3.085915475809515e-05,5.0027818323239845,164.79457178583314,9.748763846010945e-07,6.0708233944270174e-05,2.376852390800446e-17,2.2299811547519056e-14,0.7486294396047429,300.1286769775038,-1.4058967620254546e-24,-2.0446303627904013e-21,-5.995120920965133e-23,-1.619191312890377e-19,2.234842431951549,58.259977146712,0.003951465740031503,0.00022883148334605942,0.0005194150899095894,7.241686784672191e-05,0.0,0.00011129037571004444,0.00011426838631410375,2.7132030220466377e-11,-1.5471344546693911e-15,2.0495679886087363e-11,1.6772908609701696e-14,5.51672524846546e-05,1.2918416326021683e-06,8.276195476449267e-12,3.605041639437127e-12,4.8471773679933726e-14,1.799562200767386e-11,4.393040613487023e-12,29.99999999999661,1.7053200826724474e-12,-1.0265164918080131e-12,1.768395126267266e-13,9.893075518394725e-21,2.499999967862743,3399.999999993832,2.5552895620779387e-13,2.947617459496926e-08,3.2544524412373194e-14,1.3129967162361413e-18,1.3250280672998367e-11,5.406712717282218e-09,4.617269064839578e-07,1.7409007773269953e-11,4.0373948408002485e-13,1.0000000000012967,4.284275086913884e-12,1.4962168690605022e-12,2.1217485736256963e-15,-3.3957561954533264e-13,649327.3180871853
2500,47.385448223424014,1343.4772193078234,9.856735389533988e-14,-1.4218753108739517e-11,0.04357622351314786,20.00636739459233,7.289834865627009e-10,1.8107577722249158e-06,-0.0030356815328328804,10.011805838217178,-0.00019637541489744633,0.09886389743389144,0.003636721007100665,0.7030078399370707,2.156579838210986e-11,2.1360619679555184e-08,0.19880509061505636,89.51758742451469,1.0684038868249273e-08,3.0369405390166657e-05,4.504814052827442,164.99802682534607,1.038500793745011e-06,6.373623163446416e-05,1.6346918752838225e-15,-1.1546767729632503e-13,0.06125872674496875,300.0792858269103,2.4832558497148727e-24,1.3877104598874755e-21,-9.551912622795301e-23,2.03283002487715e-19,1.8635606664421702,57.62352149075098,0.0039026129213730865,0.00023512552045668424,0.0005354827108865215,7.857148189105683e-05,0.0,0.00011573536876293551,0.00011542535767616936,2.7825404245212182e-11,-8.448819636661262e-16,1.963260585506827e-11,7.746864368909288e-15,5.908883846508249e-05,1.4878720569679594e-06,1.7680919427072107e-11,1.9671381001122108e-12,3.7315631782282326e-14,3.813475100047172e-12,4.0057204922518355e-12,30.000000000002004,4.386082395717139e-12,-8.58342505000603e-13,-2.0489963745927797e-12,-3.1799640754304552e-21,2.499999962282275,3399.999999993368,2.243625704055346e-12,3.204896047580456e-08,5.382298200669382e-14,-4.673286899163349e-19,1.5064685346964692e-11,5.9696220734750964e-09,5.088861849411475e-07,1.640774686744705e-11,2.302275536629867e-13,1.0000000000025815,7.61592310214763e-13,-1.9000938887805702e-13,-8.41037736025645e-17,5.018740895530664e-13,649254.8895398355
2600,53.77017785132663,1352.0219381674915,1.9990389590711438e-13,-2.3237166507170975e-12,-0.08824457265918366,19.94246506214059,8.477486569331378e-10,1.995669888201642e-06,0.023339939849812835,10.0022194117099,-0.0005198013402848565,0.09874228935609605,-0.001995985044759032,0.7030439509020071,2.43936066959358e-11,2.581038531923826e-08,0.035754639502421595,89.88054626681456,1.2526903458197855e-08,3.4252707162995835e-05,4.5391217487242415,165.15329560955203,1.2394187930205444e-06,6.962188023692174e-05,2.1208726030393647e-15,3.657150887698317e-13,-0.5398578444854396,299.25143973626837,-2.4410606576637932e-24,1.895166933316817e-21,-9.400470098287836e-23,-3.950111921397782e-20,2.0212916398963627,57.95168393430372,0.0038897626262715808,0.0002518140058571549,0.0005804994454380458,8.054240724987659e-05,0.0,0.0001166953884865571,0.00012229188628255788,3.313063883502107e-11,3.027402065638085e-15,4.019751496895652e-12,1.2440397070855084e-14,6.502947518395557e-05,1.5469743764767264e-06,9.242051646533986e-12,3.922814575745949e-12,8.368404840707753e-14,2.922494816072668e-11,3.179432085642043e-12,30.000000000000718,-1.116243832470966e-12,6.83008920874168e-13,1.8641328483272793e-12,-1.4134356188141018e-20,2.499999961057789,3399.999999991959,-5.571889161253759e-13,3.498902453129781e-08,3.3772147909134567e-14,5.523513062169053e-20,1.4964135676770202e-11,7.533909766589559e-09,5.688958202252932e-07,-4.690469558438819e-12,-8.780423841596754e-14,0.9999999999929868,2.4866871230200137e-13,-2.2583076652011403e-14,2.2347620854961798e-15,1.5928018943577763e-13,648923.8059347089
