milliseconds,II_f,II_l,mIIa_f,mIIa_l,V_f,V_l,Va_f,Va_l,VII_f,VII_l,VIIa_f,VIIa_l,VIII_f,VIII_l,VIIIa_f,VIIIa_l,IX_f,IX_l,IXa_f,IXa_l,X_f,X_l,Xa_f,Xa_l,APC_f,APC_l,PS_f,PS_l,VIIIai_f,VIIIai_l,Vai_f,Vai_l,PC_f,PC_l,TF_l,TF_VIIa_l,TF_VII_l,TF_VIIa_IX_l,TF_VIIa_IXa_l,TF_VIIa_X_l,TF_VIIa_Xa_l,TF_VII_Xa_l,IXa_VIIIa_l,Xa_Va_l,IXa_VIIIa_X_l,V_Xa_l,VIII_Xa_l,IIa_f,V_IIa_l,VIII_IIa_l,Xa_Va_II_l,Xa_Va_mIIa_l,XI_f,XI_IIa_l,XIa_l,APC_PS_l,APC_PS_VIIIa_l,TFPI_f,AT_f,IIa_AT_f,TFPI_Xa_l,TFPI_Xa_TF_VIIa_l,APC_PS_Va_l,IXa_AT_f,Xa_AT_f,VII_Xa_l,V_mIIa_l,VIII_mIIa_l,TM_l,IIa_TM_l,IIa_TM_PC_l,mIIa_AT_l,XIa_IX_l,LIPID
0,1402.0738529293649,-7.439609456023679,1.0270205116981352e-13,-2.872216633194245e-11,19.86318217743869,-0.013596641591405305,-1.0234033454473924e-10,-2.662529479092291e-07,9.942587015794938,0.0435557269011565,0.09998938136200304,-0.00038052089583043595,0.698230510608554,-0.0018138898218976228,2.0059472360159693e-12,8.396918976137001e-10,89.97124770987682,-0.1899313955512403,2.376811592723929e-10,-6.994645566735538e-07,170.39689120297047,1.11083623222401,-5.135285298843737e-09,5.642841017678479e-07,9.089309510976873e-16,-2.729412806846433e-13,300.8835395141492,-1.4580155937533166,1.8936973306662724e-24,-9.938196762692495e-23,3.4736671613019255e-25,-1.8653273351103458e-19,60.10827438234608,-0.0849000574396348,0.005008534323039836,1.7049242090010275e-06,6.192034230549207e-07,-2.104834004859967e-06,0.0,-7.671631483101963e-08,-3.463498587923155e-06,3.734079192254729e-13,1.0115366363254198e-14,-1.528881648209111e-11,7.695561731890883e-15,2.33954867505461e-08,-9.264020526200173e-08,-9.232524187450466e-12,-2.8424164344145043e-12,4.502340027217123e-14,-4.0165810737605935e-12,9.982132636100246e-13,29.999999999999925,-8.709433958379196e-14,1.3381257925114877e-12,-1.7033026202567789e-12,8.784959822944428e-21,2.4999999975369716,3400.0000000004484,-2.8686069687019055e-13,1.9284637099774332e-09,1.3402047863002265e-14,-7.466715436300738e-19,-1.0048452923705693e-12,4.906868679653172e-10,2.3305565282269492e-08,9.757359165124396e-12,4.7113396423338685e-14,1.00000000000612,9.102230702894638e-13,-3.3799704989140133e-13,-8.747745420499878e-16,-2.569130577810575e-13,850007.1412830962
100,104.73479735655178,1289.226758537589,5.266073074382662e-14,-8.44294334234366e-11,0.022643868886093876,20.051936583082682,6.729519884923014e-11,1.549264281554574e-07,0.023614242798706615,9.955956804983419,0.00041988541311078326,0.10009215693348739,0.0032819025867142754,0.6953713368225585,3.0374113763535826e-12,-1.3310224797044235e-09,0.26782294711691734,90.45652664091268,3.214486840290986e-10,-1.3836762998878295e-06,5.405251411762189,164.18849041608487,4.8837842068084706e-08,-2.0184130330177404e-06,-2.7961401161292235e-16,2.1784438633564533e-13,-0.22563099655951943,299.31786270487316,-1.4257562965708222e-24,-1.2639121712155006e-21,-1.5339830647587048e-23,-1.891747508072574e-19,2.393107966055707,58.2389278545229,0.004949189575111162,2.1604273936300742e-05,3.5268839754793265e-05,2.822403725781952e-07,0.0,6.81194341897432e-06,4.1674012663457566e-06,2.108997311648196e-12,-8.173126587466187e-15,1.213604745818954e-12,-1.7636777160914322e-15,2.428319349570641e-06,1.8181177594537044e-08,-1.5908844210249283e-12,8.359112198673519e-13,-3.865762878064072e-14,-1.6075911515820688e-11,-1.406447540491056e-12,29.99999999999862,-3.110533239859473e-13,-5.46309307418423e-13,3.3772128703937433e-13,-6.1079540792330144e-21,2.4999999960130106,3400.0000000008017,-4.409930664353911e-13,-8.509094130295961e-10,-1.0078960132684583e-14,-9.707719711282674e-19,-1.4401077917620277e-12,7.838794296135338e-10,2.85289294737585e-09,-6.186840631912584e-12,-1.4955583058972876e-13,1.0000000000002884,-4.321721503552134e-13,1.0234850728672118e-12,-4.732675816156645e-16,3.004691876102371e-13,655708.1383912746
200,51.80565388960192,1351.8879897076642,-9.157858130482803e-15,-2.458676449279519e-11,-0.0832763822806796,20.013767929092968,6.180861631667889e-11,-2.2288696727808128e-07,0.030014977221489693,10.024899952032417,0.00018327967457216644,0.09984828548552172,-0.00407010851883138,0.6978175552343933,1.6688415469181679e-12,-1.9556508924387096e-09,0.31935818667417326,90.0736313618596,4.99439142588017e-10,-1.5240035498166325e-07,5.324978487804397,164.47785772800677,5.824932849395142e-08,-2.3442827474687505e-06,1.778252740850157e-15,5.631428371358269e-14,-1.5044547545852742,301.4323781335331,2.493603040244359e-24,-2.2513892624792106e-21,7.878493799811872e-24,1.7163403937196586e-20,2.3427540930911386,58.09873687981414,0.004915994744636698,2.8210336257151862e-05,3.722044209498046e-05,4.106084775751768e-06,0.0,1.5929809839958737e-05,2.791795094117963e-06,-1.343729967324997e-12,1.3166978912868511e-14,-1.0778074212779749e-11,-1.191427314129772e-14,2.042180791895051e-06,1.3912477108032574e-09,-1.1312933644058434e-11,2.485056383047874e-12,3.99489651359389e-14,-6.086303412710888e-12,-1.745282402522033e-12,29.9999999999951,-1.436663711609585e-12,-1.5432702351606392e-12,-3.38068998733832e-12,-8.791062424120396e-22,2.499999999129584,3399.9999999993456,-1.8001075174583056e-12,3.566787775229642e-09,-8.913696169611985e-15,1.0316204375378587e-18,-4.361596542957878e-13,6.219753056748537e-10,-1.4720340154447966e-08,2.0865353660917534e-12,-3.654311379633224e-13,1.0000000000042426,1.5659674947084856e-12,1.2865475525463342e-12,-1.6802702414605655e-15,4.933368662467725e-14,650763.9426939577
300,46.03933545134348,1344.057395117234,1.310054666663914e-13,9.501907569429622e-11,-0.08464318913338718,19.860116990075362,-1.3363769794104905e-10,2.4129344988865273e-07,-0.04171265956302928,9.944881956646725,0.00043591032884227515,0.0999629950047811,0.005084547198362108,0.7008904836938402,-1.4865093137223566e-12,1.397299576049507e-09,0.36729316347618113,90.59317466860429,5.628586393381461e-10,1.504198493590681e-06,4.0609699990607036,164.3186715291137,-2.2616269463393936e-08,1.0388172874990992e-06,1.1736698513543407e-15,1.6844783815632563e-13,2.143276248386191,300.57333880095103,3.4410219895734447e-25,1.2722462793919618e-21,-4.065837513350729e-23,-1.5680732620518654e-19,1.6878878140470728,57.746004259380385,0.004830400220122459,4.7227808547299054e-05,8.206760465503427e-05,3.91626348564102e-06,0.0,1.9973082915163728e-05,4.6211595335198635e-06,-3.1971633610863175e-13,-1.4851046622249947e-14,7.1345557732424474e-12,-1.1324990994037834e-14,4.829224632082266e-06,8.509761843609223e-08,-4.806754260369313e-12,1.434240072979868e-12,4.339869357197782e-14,-7.894412046342166e-12,-5.873260010965438e-13,30.000000000001044,1.2523697363814964e-13,-1.4984225805742282e-12,-3.796392100227415e-12,8.269253697489347e-21,2.4999999993598814,3399.9999999995375,-3.545012358263768e-13,-3.953726402984575e-09,2.7762932110924306e-15,1.544338465544931e-18,-6.572656700172893e-13,1.961763428542023e-10,-2.958661067175658e-09,1.6488050719880428e-11,-3.0554512685665334e-13,0.9999999999970972,2.752674875262233e-12,-4.748048721364656e-13,-1.2315640008317392e-15,-3.871817378886366e-13,648715.75326566
400,52.73005004652666,1342.468552291798,-7.633252607063149e-14,-2.4625334732767316e-12,-0.12450366311659275,20.092172739020263,4.540639843544847e-11,8.47989757657337e-08,0.030779136439266684,9.969441258956877,0.00041162972794241365,0.1000959921939379,0.002469736042777527,0.6954613269154403,-2.239364817777766e-12,-1.674558438301124e-09,-0.04304969569052043,89.87847344953325,-3.359756021850382e-10,1.3267157646632094e-06,5.043857400840765,164.50504465228562,4.111925338573111e-10,1.0886902418315773e-06,1.779713453903336e-15,9.503409052821844e-14,1.6023898126095333,300.577184343166,1.0578382492312052e-24,4.8536349742928365e-22,7.309993175084101e-23,1.0031786900183365e-20,1.8004952777482197,57.57621065923699,0.004790226387595724,5.521464304765945e-05,0.00010561339713313113,7.139759383671551e-06,0.0,2.660967935538193e-05,3.950164160643217e-06,1.8733385378983332e-12,3.1474998578542904e-15,-9.04595497096875e-12,3.2742979295469544e-15,-2.176895443230688e-06,8.980368122818544e-08,7.765487519011737e-12,-1.4259604627845162e-12,1.369649137935788e-15,-1.1732086263063198e-11,4.785320662976107e-13,29.999999999994717,-3.0755062906929155e-12,3.1608191188725323e-13,1.104116088413299e-12,5.920320041590177e-21,2.500000003185824,3399.9999999997995,-1.864511803602743e-12,-3.859843524107701e-10,1.3461775138526663e-14,1.4426559973328508e-18,1.0617766056721105e-12,-5.201395951585334e-10,-1.4568924740355127e-08,1.3333376899530058e-11,-3.717371458945778e-14,1.000000000006594,1.9652238565173528e-14,1.1403272386571054e-12,3.2140005621600275e-16,1.4840891956911263e-13,649620.4636831451
500,43.55405707290551,1360.5221938787336,-1.3961593206845842e-13,2.0982882041460785e-11,0.05579828251292307,19.90115861470928,-4.56291328590906e-11,-1.7151714317429162e-07,0.07513583381003369,10.037468337029297,0.00029600845354583885,0.09967797039526932,0.004252402662975789,0.6972031100829096,-1.1960522350054927e-12,2.277930127136099e-09,0.4010458593589761,89.60790358994231,-2.0298232578649607e-10,1.370023988319728e-06,5.276088334786179,165.5508024569275,8.156236881601493e-09,2.3648257842183864e-06,2.682262814319246e-15,-1.3684432550248935e-13,-0.8059743671796537,299.0953352098972,3.97331586506828e-25,7.720087197277209e-22,-4.074934863986221e-23,1.3368704232469692e-19,1.9511800359905145,58.10704740634857,0.004776163113462732,7.16656858382096e-05,0.00011741373090871423,9.211273977286984e-06,0.0,3.0395989920033623e-05,9.517956940294896e-06,1.864060144170247e-12,1.346596486515943e-14,4.487324715230088e-12,1.102398864554318e-14,-4.537305534425135e-06,8.680797044121969e-08,1.0435493018553531e-11,-2.13788276794518e-12,-4.56992805602008e-14,-1.7360620366801902e-11,2.2111899938106938e-12,30.00000000000437,-4.145319066017757e-13,3.790699390938066e-13,-3.529347319553503e-13,-8.988843831304544e-21,2.4999999982743337,3399.9999999993006,-1.1231743329133722e-12,-3.2342218828440832e-09,1.3544145858990079e-17,-1.630822230284139e-19,-1.0611105037009147e-12,5.066344899195152e-10,-1.0210684527195576e-08,-1.4915603953944423e-11,2.370138985702469e-13,1.0000000000017906,-3.736561483491019e-12,7.176694522101921e-13,-1.7966035643549735e-15,2.1988036161492035e-13,650408.7850927511
600,56.05373137105107,1343.2465471054015,-1.2099692210894497e-13,6.40724697896627e-11,-0.06742959541879183,20.12268833495801,-2.1073281463580387e-11,-7.503162824704532e-08,0.08948251752354477,10.015119638900329,-0.00045957489934055355,0.10011989393422199,0.0013651627660637871,0.7006948423466393,-3.432029198563079e-12,-1.4258729540085823e-09,0.1567108200294898,89.40857320349296,1.2811064258595911e-10,1.7364112693364151e-06,4.972838396754025,164.34866774736892,9.869324743836702e-08,1.8931783780129588e-06,-1.8176739261183688e-15,-3.038270025574785e-13,0.7285338799391878,301.6223735453071,-2.1931991334309212e-24,-2.4148928467635263e-21,7.779339404349295e-23,6.176498384970819e-20,2.311659313136878,57.646895627439285,0.004712876283804257,8.395768979679515e-05,0.00015317603347982914,1.4732528905365889e-05,0.0,3.713907476018763e-05,1.5974564286749763e-05,5.909430158087152e-13,-1.133204382683365e-15,-1.519113666009481e-13,-2.7921273302117066e-15,5.557693310173812e-06,6.112110959599303e-08,-1.2623378987844253e-11,-2.0067928556409381e-13,-1.7205759122050847e-15,-8.125658379950449e-12,5.799203931944348e-13,29.999999999996987,-2.631214296174432e-12,-1.954115358888235e-12,-1.5171717765362785e-12,-1.576806423302348e-20,2.4999999969739815,3399.9999999997485,-2.5214840050288025e-13,2.419862498455848e-09,1.0452657481477799e-14,2.8238146277167876e-19,3.441385025781708e-13,-6.154358024018217e-10,2.3122946138610752e-08,-3.783215024613632e-12,5.292642170380104e-14,0.9999999999959913,3.190313534705508e-12,-1.5273949796192218e-12,1.0542577938891208e-15,8.561470327523649e-14,649768.640278042
700,57.809635508383664,1342.8839544389984,3.233940147037697e-14,4.388797501799393e-11,0.14032904257671627,20.08814688433826,1.074994007206177e-10,-2.585978933236919e-07,0.022871296260167512,10.034921045783102,-9.419698832015907e-05,0.09989707528981238,0.004922690971466483,0.7019352804826265,-3.34580434532031e-12,-7.392414115513956e-10,-0.44550647568294033,89.45208517679421,3.136241690763236e-10,1.2060281940600038e-07,3.9660887728612058,166.260365659374,8.271141561460127e-08,6.88011969017924e-06,2.799598340273216e-16,2.0018461871506023e-13,-1.31883031607503,300.8906803261776,1.6523095993618632e-24,1.9437246339501337e-21,5.998186671077851e-23,1.0540541647061529e-19,2.3377163617793397,58.20409931527936,0.004656948722392568,9.429375781748543e-05,0.00016471076259741129,1.7816098261776157e-05,0.0,4.3321092150659805e-05,1.8706265227264688e-05,3.1025534968612163e-12,8.134306091506328e-15,2.665232046896799e-12,-3.540460281097769e-15,-3.846491521968787e-06,-4.06877141627588e-08,-5.57508116904232e-12,-9.375782847105925e-14,4.439121952016799e-15,5.9211844854050405e-12,-2.8191351169596664e-12,30.000000000005738,-3.718124893658707e-13,2.3804543618725283e-13,8.969418891248435e-13,3.3158576047956056e-21,2.499999998269561,3399.9999999997035,4.037158619317479e-13,3.6011499502229766e-09,-1.0149518650374125e-14,-1.1243027498526386e-19,1.829526761303718e-12,4.1010500494507554e-10,2.6253102918897528e-08,9.061449695905297e-12,-2.613495053156729e-13,1.0000000000068063,4.4732817963337044e-13,6.07784399514013e-13,4.565091937247384e-16,-3.2663727922159583e-13,648475.0899997723
800,45.06998765323456,1353.279488222101,-4.715886580696842e-14,8.82095085285806e-11,0.04502314622498552,19.900366562314463,3.617745637303048e-11,2.8936597266968733e-07,-0.0012344038488408399,9.964816225900071,3.5798222790630777e-06,0.09944905730758716,0.0027458484186649915,0.6975381624738397,-3.1501702164297035e-12,-2.731408767186604e-09,0.5146915678826938,89.48181191131485,1.1203564460706242e-09,3.4055639552007327e-06,4.008308149006034,165.5173002420475,1.3691610190218734e-07,3.170292458806172e-06,-3.405239588830131e-15,8.746483478794475e-14,-0.818660426117885,300.9050589441764,1.9766664557977976e-26,6.17537448866776e-22,1.5561693839309074e-23,-1.97741756785048e-19,2.1111701604984665,57.89691603973429,0.004615156916076285,0.0001009735639081334,0.00020061035852953063,2.1009514110367865e-05,0.0,4.551432813136927e-05,2.197356164870627e-05,-1.0653782267246452e-12,-1.3837779954860109e-14,1.46495014605493e-11,-4.364507033731952e-15,-2.7130988975634993e-06,1.813233221460612e-08,-1.2210923307765428e-11,2.2673168444478784e-12,-5.362396097473127e-14,-7.435512583815853e-12,2.272889542097954e-12,29.999999999997573,5.561951796208016e-13,-6.150765389128727e-13,-4.831228557408925e-13,-1.1865571554175076e-20,2.499999997268818,3399.9999999990673,5.899856144556207e-13,4.066859265211967e-09,-1.6009529827927218e-14,-1.859162554530494e-19,7.202080355722139e-13,4.1446327537114585e-10,4.3649904092425985e-08,-1.7823272596909238e-11,3.727173555285013e-13,0.9999999999973985,-3.094771572939405e-12,1.652142913810254e-12,3.8300936549755163e-16,4.061682499169229e-13,648385.979851099
900,39.060355215197085,1355.979626821202,-1.3937181572892598e-13,5.651790645036513e-11,-0.019130007149648152,20.001049157408826,8.782058328170837e-11,-1.1528235957117813e-07,0.017118007483314764,10.036519843695856,-0.00017243396598620768,0.10030268688275223,-3.392939995511474e-05,0.6981495695690385,2.1507516935884775e-12,1.1127146425358156e-09,0.13435498532900328,90.31093217152016,1.1282432606699787e-09,1.6927613871338834e-06,4.106598370201708,164.6962487298574,5.294491749465421e-08,8.714421335916433e-06,1.5040959818762089e-15,4.5260780303016903e-14,-0.6720001693544976,301.00869243466946,-2.4244574692340313e-24,-1.131660532369676e-21,-7.167083930716272e-23,-1.3952951649440035e-19,1.7966465020210232,58.260381670697825,0.004566579072268026,0.00011244847494498162,0.000208501245882431,2.4625223825261567e-05,0.0,5.14194327387997e-05,2.694789229203211e-05,3.779774694776044e-12,-4.199696812717855e-15,1.5415948981971147e-11,8.128501470434818e-15,5.446981285490222e-07,8.145805486182113e-08,8.975332518341817e-12,-2.276794343544068e-12,-4.2001056567138494e-14,1.981319429116742e-12,-7.05274131949012e-13,30.000000000000156,2.157646601378869e-12,5.698946616213839e-13,7.653755372226788e-13,1.5408861613784365e-20,2.5000000009304637,3399.999999999643,1.3933748136371049e-12,4.6995288689850675e-09,2.512259935000543e-15,3.0063117456999213e-19,-1.2363374190082002e-12,1.2583852679438835e-10,5.68381940481868e-08,-2.0023752656718108e-11,1.1419757196759313e-13,1.0000000000000848,-3.479036788550855e-12,1.6924647166994296e-13,1.3410645411953289e-15,-3.2123015388947066e-13,649275.6461840943
