miliseconds,II_f,II_l,mIIa_f,mIIa_l,V_f,V_l,Va_f,Va_l,VII_f,VII_l,VIIa_f,VIIa_l,VIII_f,VIII_l,VIIIa_f,VIIIa_l,IX_f,IX_l,IXa_f,IXa_l,X_f,X_l,Xa_f,Xa_l,APC_f,APC_l,PS_f,PS_l,VIIIai_f,VIIIai_l,Vai_f,Vai_l,PC_f,PC_l,TF_l,TF_VIIa_l,TF_VII_l,TF_VIIa_IX_l,TF_VIIa_IXa_l,TF_VIIa_X_l,TF_VIIa_Xa_l,TF_VII_Xa_l,IXa_VIIIa_l,Xa_Va_l,IXa_VIIIa_X_l,V_Xa_l,VIII_Xa_l,IIa_f,V_IIa_l,VIII_IIa_l,Xa_Va_II_l,Xa_Va_mIIa_l,XI_f,XI_IIa_l,XIa_l,APC_PS_l,APC_PS_VIIIa_l,TFPI_f,AT_f,IIa_AT_f,TFPI_Xa_l,TFPI_Xa_TF_VIIa_l,APC_PS_Va_l,IXa_AT_f,Xa_AT_f,VII_Xa_l,V_mIIa_l,VIII_mIIa_l,TM_l,IIa_TM_l,IIa_TM_PC_l,mIIa_AT_l,XIa_IX_l,LIPID
0,1403.9883162183635,-3.4671674493286004,7.403389530575203e-15,-1.0660373304662464e-11,19.893522033994667,0.07612495633057466,8.328413918157212e-11,-2.348967205704499e-08,9.983036210387546,-0.037155941530538084,0.10018024550825305,0.0005915650591337402,0.6968077821527902,-0.0017878371178428887,-3.092281527016259e-12,1.6327258232524175e-09,89.75253085032807,-0.567046993300421,-4.335978896023609e-10,1.7546117762447142e-06,169.61995044013264,0.011178794763215025,-3.8027884024098224e-08,7.224905724619909e-07,1.6857113982009416e-15,-1.3219725830583664e-13,300.0343238395156,-1.485565373646209,-1.0162194261800386e-26,-4.603856082784086e-22,-7.718637254314216e-23,-2.4399731904638526e-20,60.045611901277766,0.027539431976074176,0.005018706982110286,4.730908705011819e-06,-2.572457310365239e-06,7.798891557144357e-07,0.0,2.0411501619364894e-06,3.2085010383903005e-06,-2.374375002022779e-12,-5.805457547805061e-15,3.4976083311584387e-12,-7.2285878628723e-15,-2.227577525627139e-06,-7.735739901934568e-08,-9.011548981514456e-12,-2.505523748370579e-13,2.253765274423786e-14,-9.781199595071088e-12,-2.687836890173905e-12,29.99999999999549,-1.8672288210821855e-13,9.688263976506846e-13,3.850436231807699e-12,-3.912213713923162e-21,2.499999999567823,3399.999999999946,-8.588315950676803e-13,3.935287458173288e-09,-1.187002869345426e-14,5.400088100675953e-19,8.983367904008569e-13,2.36500361818486e-11,1.509981400869626e-08,-2.0727524633199374e-11,-3.564932118873573e-13,0.9999999999937731,-1.764540522814999e-12,-2.1698727359086615e-12,-1.8931997861820703e-15,-4.3850344325001336e-13,849008.8590298854
100,117.02416417257719,1294.4024762394195,-7.463239866958125e-15,-6.742184027142638e-11,0.06779326387553543,20.12633275608247,-7.164779747573966e-11,-1.545443432892101e-07,0.023092715661272235,10.031456218026882,-3.82793672196027e-05,0.10031860973398522,0.0012450511530897011,0.7044623376473629,7.841717826220307e-13,-8.37905671642054e-10,-0.3206964696745254,90.26980257674394,-1.4387354979132879e-10,-1.9186082018540533e-07,4.817641947984991,165.94745772624654,-6.415150961057209e-08,-3.2544652767288907e-06,-3.1449516446130697e-15,-1.01656085064135e-15,-0.7833464436460402,298.0418891949059,9.410215091405435e-25,-1.1713389255930148e-21,3.320050205599198e-23,-1.2518427979010566e-20,2.004277979839508,57.767241811921906,0.004955225743135943,1.2403826426645531e-05,3.348049811602859e-05,1.741524660796036e-06,0.0,6.8565663143021935e-06,1.9676660574803946e-06,-3.357621885239377e-13,-5.0688658614381e-15,3.5717289599037204e-12,-1.1019060489033217e-14,3.820462720046227e-06,8.550807496821613e-08,-5.014952236195467e-12,1.624085635337436e-12,-2.2687366062120894e-14,-3.771574381864887e-12,1.2537060212611645e-12,29.999999999998128,2.0421503700521674e-12,1.8605548453620792e-12,1.991203974259028e-12,-2.27845998987145e-21,2.499999999388554,3399.9999999996608,1.173982856052705e-12,-6.961696486948885e-10,5.8044758524960805e-15,-6.256637269495634e-19,6.638382808288376e-13,4.1811060617403303e-10,-1.4780738050943929e-08,-1.4870910711724954e-11,2.4915846049474763e-13,0.9999999999950073,-4.4382803236382335e-12,1.5972057983260956e-12,-1.5988084989093001e-15,-3.0992055047440133e-13,656077.1367272785
200,56.70213403070257,1347.7514208772684,2.8924837018458466e-14,6.065226209957527e-11,0.0390303131708577,20.034284910071893,6.995785484415009e-11,-3.5005869775167526e-08,-0.0042777736031432805,9.976116621053409,0.000651682106870056,0.10016190304954403,0.0003349616825993319,0.6978621295004862,-1.872158812298659e-12,-1.0339684235219798e-09,0.16291645056480303,90.3107328475878,-6.032318215161996e-10,-5.786232878157383e-07,5.493391712106913,164.5545713870511,-6.749735509256269e-09,4.2754047556516024e-07,1.132385002150274e-15,2.590765593427234e-13,1.078210570691112,300.6220296680795,1.6933421354980435e-24,1.3120744369706601e-21,9.133568299402754e-23,1.4412496009393746e-19,2.2703795321588016,57.72082415915112,0.004928028404102384,3.526448356247628e-05,3.674246978128743e-05,1.0081045044861827e-06,0.0,1.1911644263792628e-05,-2.0146736974455446e-07,1.363548119683387e-12,-3.0085074081382935e-16,-5.979974221466528e-12,-9.689936440672628e-15,-4.129131740885013e-06,-2.3013975444534463e-08,-3.6486555622597345e-12,1.8393474095549546e-12,-3.3829913926732047e-14,1.6481189987074328e-13,2.7236181375354316e-12,29.999999999997662,2.527838165468095e-12,4.0247425585853277e-13,-2.975786364187148e-12,2.3609692611568588e-21,2.4999999991483155,3400.000000000294,7.682628736164903e-13,-2.958526644073071e-09,6.6780102657487305e-15,-1.3747483520883265e-18,-5.884197701940126e-13,-1.2128001053567812e-10,3.185876693290081e-08,-1.1431146851068705e-11,-9.986676558442583e-14,1.0000000000005842,-4.0774653162142475e-12,-1.7773978611657208e-12,-1.4396870240211574e-15,4.475812805094052e-13,649453.8499912923
300,50.41290113251259,1344.323603859014,3.3879744269458817e-15,-1.965307846977235e-11,0.009802812900121291,20.01096315569384,-1.0140247978019548e-10,-2.422981564008369e-07,0.07254141816870702,10.04610591235234,-0.00021463816561815104,0.10027934957072386,0.0017320033908158913,0.7022150920843035,-2.5461357493626334e-12,-1.5639049596489153e-09,0.11868654641582892,90.13737669894768,5.019815692380847e-10,1.6465482492966551e-06,5.353202308607515,164.99710736180393,-5.883138762336947e-08,-2.660204195297116e-06,1.7440786220205794e-15,1.7872001147712822e-14,0.7847910451495821,298.6741962793978,2.2031667088225984e-25,-1.7020652335671812e-21,3.78034683168087e-23,1.101666699355907e-19,1.6986922760490928,58.13777357755053,0.004872530724305324,4.4241834385885903e-05,5.954360767271364e-05,6.4113348909654855e-06,0.0,2.141636844237869e-05,2.5043976885412458e-06,1.7752031454702705e-12,-2.466925940496814e-16,-1.5839559746625403e-12,7.600846088847643e-15,7.157473971792253e-07,-9.37928404990264e-08,1.2848405017883719e-11,-1.3376392270447199e-12,1.703850120151553e-14,1.3081950781382953e-11,1.9036188730748608e-12,30.000000000002274,-2.033084032213363e-12,1.687331743990593e-12,1.0547797929228946e-13,-8.02394257370239e-21,2.5000000041193156,3400.000000000563,1.3870061113069527e-12,4.212758408990361e-09,1.0155504171232132e-14,-5.662648942505683e-19,1.5729879150116331e-12,3.763804840918535e-10,-6.100802459196634e-09,-1.537688061497738e-11,1.1212571608622445e-14,1.0000000000032712,-2.8972321215962865e-12,-1.9213424964446673e-12,1.009924824690946e-15,-4.4531513430092395e-13,648579.925269465
400,44.77104848398371,1352.0168877269286,2.892097453575055e-14,-7.680421100901087e-11,-0.07696481337369754,19.979667066951613,-1.164289701953585e-10,9.946102487751547e-08,-0.04327721090841196,9.946267566394038,0.0006875493851249778,0.09920317259690517,-0.004402166902529653,0.7024946521603295,-1.924990449795081e-12,2.9147870180502046e-09,0.10504750604217537,89.59767392249383,-1.90993000849974e-10,1.9224183938919018e-07,5.631335294828078,165.48421479859536,-1.8170507200475556e-08,2.280928832619753e-06,6.18245788962205e-16,3.1595103303196925e-13,1.18050246143165,298.4296965109522,1.1725280786694247e-24,2.173221485674894e-21,2.0493044427050978e-23,-1.0413900028262163e-19,2.445082298851329,57.60890090734614,0.004828090998958166,5.2260498900767776e-05,0.00010706979568547632,8.538969533264817e-06,0.0,2.4352907706445574e-05,7.660260273133462e-06,1.7666512424850664e-12,-1.3430235331596834e-14,5.051154677587038e-12,-8.81949727099551e-15,-1.1889944972928172e-06,-5.2182953481880716e-08,6.506416899364168e-12,-3.0603892366838797e-12,4.24987882538105e-14,-7.617726191320431e-13,-8.911249576749936e-13,29.999999999994813,-4.707211177170858e-13,1.0812414110822864e-13,-7.805404298597658e-13,4.993932756862909e-21,2.500000003956002,3400.000000000005,-1.151042266565101e-12,3.0004995663827124e-09,-1.5333402569641277e-15,1.5095176957036086e-18,9.128870807810715e-13,6.104511075148736e-10,9.538826819937732e-09,1.3871178708984834e-11,-2.2981733139181927e-13,1.0000000000017044,-3.093730101360959e-12,-1.0803737146239426e-12,5.549825824414062e-16,1.1790130563138864e-13,649038.1530086315
500,41.823775322016274,1350.2911209699412,-6.414477492793353e-14,-1.0296396158708405e-10,0.08445934890145687,19.967882012607042,-1.1255377956492107e-10,7.165239252385431e-08,-0.03098855677748965,9.911016078625751,0.000217899506424805,0.09921864520177733,0.0018416970321045779,0.6987953550251965,9.91748700971171e-13,-1.3868586556318675e-10,-0.48766184639647514,89.38150498239035,2.994350119464355e-10,1.3344485281534762e-06,5.437645585982666,164.89717346533234,4.933719973231269e-08,3.5440248241490673e-06,2.134291413801863e-15,1.7912026684518806e-13,-0.44959183652044843,300.1942284983893,-1.6063648283389732e-24,-2.175928745848369e-21,-3.119497362672517e-23,-1.64035174356469e-19,2.0489070916861913,57.88601995616526,0.004781353114942963,6.403239470967216e-05,0.00011025021928380269,9.485314014502958e-06,0.0,3.370191578374398e-05,1.2169647097746414e-05,2.890866893081122e-12,2.24201244389783e-15,7.511011346499518e-12,1.159594801776493e-14,7.005808812361006e-07,-5.6145439138193255e-08,-4.952843585643794e-12,1.38435550321847e-12,3.819698988988442e-14,-2.531202645244602e-12,-2.2120195447151873e-12,30.000000000002075,4.333416611313885e-13,-7.359427641451713e-14,7.150018846723468e-13,3.0561182601418903e-21,2.49999999966496,3399.9999999998995,4.527874093623554e-13,1.2353392979577827e-09,-6.155942044341324e-15,3.8843922698584985e-19,-1.1337461906205834e-12,5.822602619091866e-10,3.4755404131971153e-08,2.1586911755761735e-11,2.2728849293173465e-13,0.9999999999955989,1.9892267578103744e-12,1.826136978840547e-12,9.45844718921094e-16,-2.55506836364406e-13,650197.3541724918
600,41.70253585283725,1345.7469600727582,-7.938593644970675e-14,4.381527655038747e-11,0.14410039508256653,19.916466233239813,-1.2224864888607545e-10,1.3434363387857065e-07,0.08619060536614921,9.933906111801274,0.00017057266823836896,0.09910813873849622,0.00015711172133131513,0.6984073194451811,-3.3197360504243e-12,-2.1357594776383537e-09,-0.34513112961773956,90.08838429943457,9.096142951502334e-10,2.7055946894097713e-06,3.984050600514874,164.6513233510068,6.102723682039995e-08,4.81430119113943e-06,3.2067761217929853e-15,-2.2677606382700686e-13,2.1196140643620134,300.52403887053623,-1.6997755363275075e-24,1.1432120670174254e-21,4.388204990728524e-24,1.3055832726851387e-19,1.724328375049311,58.14037291581716,0.004684631919233587,7.609342061621755e-05,0.00014476375208031028,1.3559449807597424e-05,0.0,3.928358053392863e-05,1.3705494639070763e-05,1.3162486672351011e-12,3.6516628596116976e-15,1.0881533782356749e-11,3.3851649257700658e-15,4.995598414057715e-06,7.501693132025748e-08,-4.282921733380726e-14,3.1565421834870157e-13,-4.46699226199906e-14,-1.069441668063052e-11,-5.768319032702314e-13,30.000000000002668,-4.0203758078142287e-13,8.940855027929701e-13,3.757893088172642e-12,4.168744078866351e-22,2.5000000025392466,3399.999999999362,2.6703417599320346e-13,3.9459329819969237e-10,-5.333959584826077e-15,4.879169604011178e-19,-4.804538117269629e-13,-4.689633150580556e-10,1.3626423867418896e-08,1.380276747079671e-11,-1.6283817116119928e-15,1.0000000000059104,8.202341860984711e-13,6.879258899286505e-13,3.826467275950465e-16,-3.7176784932982276e-13,649204.500795293
700,52.20495542336549,1351.1870319397772,1.0742046691738821e-13,5.878437190023745e-11,0.09056457687835771,19.899234514227185,-8.55719852801174e-11,2.762214874823762e-07,-0.0326382565185397,9.984457070567586,0.0002263546255824873,0.09920183928791747,7.488068216145367e-05,0.6975578021004628,1.1032143405479533e-12,-7.236071883664819e-10,0.023204308019582728,90.09178487146761,8.180498075620215e-10,2.449721391465611e-06,5.0641259175534445,165.61844687390885,8.583409730951962e-08,-3.882514297759394e-07,5.733964442611992e-16,5.4810771988513644e-14,-0.9198180802551347,300.84931798189365,1.6029948488309752e-24,2.36056057133751e-21,-3.724843900810866e-23,-1.679729506891487e-19,1.8448227516010125,57.940722787125786,0.004667718459603816,8.590890357285409e-05,0.00015952073089590512,2.0268754107443025e-05,0.0,3.922692070467132e-05,1.9227494956278082e-05,5.145044514647563e-13,-4.454562405127886e-15,3.4105024955764983e-14,6.5481844783931896e-15,-2.5361545521845637e-06,6.297301546218758e-09,1.194664446499508e-11,-3.0894341613238477e-14,5.1829917464694944e-14,-2.010847272394779e-12,1.4786718825806245e-12,30.000000000000615,1.884083330575073e-12,4.713745008042678e-14,-3.263310628281916e-12,-1.3058807525611205e-20,2.5000000008079097,3399.999999999243,-1.3736285486840641e-12,-1.286987189805991e-09,-1.438399759090052e-14,-4.649566762374241e-19,-9.867024671242163e-13,-3.156676383419729e-11,6.112057823693865e-09,1.7294583498195287e-12,5.110276889467105e-14,0.9999999999941124,3.0000342502669198e-12,1.5127040611741756e-12,-7.065603012772247e-16,2.983814663228018e-13,649135.1002531387
800,43.08872224035701,1343.7409421580912,-5.626045171319e-15,-8.855220846656895e-11,0.11320279575030087,20.09962198866736,2.921154073290056e-11,7.137207074649558e-08,0.012748857428970667,9.939422741887622,0.00026326079716589294,0.10003329090145895,0.001690994008648214,0.6995318800323421,-2.9803515323902642e-12,1.6130180414958486e-09,0.2912605601790961,89.61157392066569,7.605566930128358e-10,3.4501164443644496e-06,5.416925183173513,165.39666000519946,2.330014720048761e-08,7.0575797300318535e-06,-2.93626993471707e-15,-3.9743286502442895e-14,-1.0396421331037222,298.77215526502226,-2.351897840388368e-24,1.862652932723135e-21,-2.9458663548137066e-23,1.3776604520685743e-19,2.0728015255071455,58.3450157102362,0.004612734964407564,9.384200424338615e-05,0.00019976645260263333,1.9853973884015523e-05,0.0,4.572833801202645e-05,2.1613052454958178e-05,1.4551637757594138e-12,8.831863873829927e-15,-9.892203194450136e-12,9.183257206335819e-15,4.372921553338902e-06,1.96208345171595e-08,-9.727447523661538e-13,2.0217539284956683e-12,-4.67967393978256e-15,-1.5970159174685875e-11,-2.925299631354474e-12,29.99999999999734,-1.2652607271473589e-12,-3.65204701710374e-13,-2.486778061850345e-12,4.980374972131446e-21,2.4999999976182647,3400.000000000275,-9.628413353770964e-13,-3.891510960090296e-10,-4.2218237807778024e-15,1.072236024293009e-18,-1.502134968307151e-12,-5.617629317817869e-10,4.68820028612806e-08,1.0897898684164929e-11,-3.8424894441655334e-13,0.9999999999932622,3.0558370505264867e-12,-4.384105563807369e-13,1.125793775612797e-15,-1.0208378407250783e-13,649807.56335354
900,40.06741431364627,1358.5538308202406,-1.1402009138918496e-14,-8.969675183281173e-12,0.0630380556281241,19.999222408733417,1.2731727130530266e-10,-1.240063849958921e-07,0.07717253149441608,9.952613071612964,0.0002761362917944044,0.10025692763006594,-0.00029462947480609665,0.7019342345365596,-2.704966281133934e-12,-1.4627139012948437e-09,0.13916714918290196,90.27281372027599,1.4331928798172722e-09,2.736836067040867e-06,5.7761401318254055,165.89292378545667,5.429026016040131e-08,2.715034575746353e-06,1.7797359841224644e-15,-1.5076453504887694e-13,-1.0331274081617665,297.9896659343991,1.918778332240349e-24,-1.6552003028996143e-21,-6.323314128236017e-23,5.516952003447635e-20,1.8305596865717213,57.79288633386792,0.004549919989960887,0.00010517389508811163,0.0002070639729272891,2.6393757954588432e-05,0.0,4.968091968884511e-05,3.061348706064592e-05,-2.3342687090412064e-13,3.2012035730123145e-15,-9.520041426616203e-12,-6.755203045793714e-15,2.9356796527402966e-06,7.95931978172814e-09,1.0411514879191554e-11,2.5463615551114507e-13,7.84406260779165e-15,1.6547806489646572e-11,6.229647808403092e-13,30.000000000002164,1.1559119773171338e-12,-1.0160758708706396e-12,2.5085698993712066e-12,1.1896089401771971e-20,2.500000002047131,3400.000000000461,1.6533571890532993e-12,1.0058175442291122e-09,-8.604079295274081e-15,-1.0931461402927878e-18,-7.427883919936636e-13,-1.4063440334431134e-11,7.54915164535823e-08,-3.981210649341223e-12,-3.0595994348190696e-13,0.999999999994743,3.998570351389071e-12,1.0030567528610272e-12,-4.632131393389776e-16,1.624070334805756e-13,648788.3767541511
