miliseconds,II_f,II_l,mIIa_f,mIIa_l,V_f,V_l,Va_f,Va_l,VII_f,VII_l,VIIa_f,VIIa_l,VIII_f,VIII_l,VIIIa_f,VIIIa_l,IX_f,IX_l,IXa_f,IXa_l,X_f,X_l,Xa_f,Xa_l,APC_f,APC_l,PS_f,PS_l,VIIIai_f,VIIIai_l,Vai_f,Vai_l,PC_f,PC_l,TF_l,TF_VIIa_l,TF_VII_l,TF_VIIa_IX_l,TF_VIIa_IXa_l,TF_VIIa_X_l,TF_VIIa_Xa_l,TF_VII_Xa_l,IXa_VIIIa_l,Xa_Va_l,IXa_VIIIa_X_l,V_Xa_l,VIII_Xa_l,IIa_f,V_IIa_l,VIII_IIa_l,Xa_Va_II_l,Xa_Va_mIIa_l,XI_f,XI_IIa_l,XIa_l,APC_PS_l,APC_PS_VIIIa_l,TFPI_f,AT_f,IIa_AT_f,TFPI_Xa_l,TFPI_Xa_TF_VIIa_l,APC_PS_Va_l,IXa_AT_f,Xa_AT_f,VII_Xa_l,V_mIIa_l,VIII_mIIa_l,TM_l,IIa_TM_l,IIa_TM_PC_l,mIIa_AT_l,XIa_IX_l,LIPID
1000,50.22255754522341,1350.6257682231458,-1.4015086118927573e-13,-4.326570644181468e-11,-0.03716741152300909,20.08654275498399,3.790855633621447e-11,-3.200166908616043e-08,-0.029909065588045822,10.012746416029385,0.0002879799107516974,0.10028976677652353,-0.0003246837057819887,0.7015535571701503,-2.656706975495921e-12,3.52327451937196e-09,-0.13225831815986433,89.54618619581518,2.1305818781649805e-09,4.659572762912647e-06,5.9520780742261,165.98185685515472,1.8758076360705936e-07,5.969670058513276e-06,1.7068616916575577e-15,-2.364226843462743e-13,0.09747352071127785,301.53200052996044,-1.7751780301835047e-24,1.920836741350426e-21,5.114692866768612e-24,1.0478667201792309e-19,2.204421278362931,58.045872860769094,0.00451974366322508,0.00012210664941462226,0.00024118944094250394,3.0403181409232254e-05,0.0,5.3419330518885046e-05,3.5379891289671335e-05,1.910659681687777e-12,-1.152126720899226e-14,6.587611157943154e-12,2.146515954706982e-15,-8.80452052903187e-07,1.8169174218715887e-07,-7.124039804047683e-14,2.7322808183988206e-12,-1.7711527180749453e-14,8.842934769174759e-12,4.88312493731169e-13,29.999999999995595,-5.333644423589962e-13,-7.164861779845158e-13,-1.5627256738932637e-12,-1.5776931226181754e-20,2.500000002352581,3400.000000000151,-1.1435492817565367e-12,-1.6805269661126082e-09,-2.663316135740793e-15,-9.246328691956048e-19,-7.504511596862182e-13,1.010120322119397e-09,5.377251106107428e-08,1.0041878669484311e-11,7.730320609272075e-14,0.999999999995782,-1.8125853558711744e-13,-1.5036322518906772e-12,2.2014853700173677e-16,-4.033579326024877e-13,648278.8830880995
1100,43.57245985971156,1347.1816724893524,-1.3851002286819449e-14,-2.8914210784761244e-11,-0.05472947571998837,19.922484910022412,-2.3223538202651058e-11,-1.4012964655334917e-07,0.08487158592352344,9.920172060963912,0.00044147576723250966,0.09958449210673222,0.0008130350407119664,0.6964027185193673,2.9202550894696668e-12,1.2448878273793163e-10,0.11330182384618268,90.22005822145722,1.7343911372799205e-09,6.516879836891753e-06,5.205485094992368,164.71181760121434,2.413841365082033e-07,1.3698571014673757e-05,-1.5220123124932486e-15,1.4243356619648362e-13,-0.1340235145457088,300.3032527743793,-1.1114428687717729e-24,-1.853546906260982e-21,-3.7569727278231277e-23,1.9875885274741018e-19,1.6476208082153743,57.95871337590864,0.004474304382828175,0.0001236182039893479,0.0002466508625898287,3.3930817865884564e-05,0.0,6.078659766630845e-05,3.963230247169074e-05,2.0600916217978963e-12,-3.254805282549871e-15,1.635030740138586e-12,9.046445395943396e-15,6.392657618279516e-07,2.232981904228667e-07,7.424472581840402e-12,-2.035040100512124e-12,2.8500951382204804e-14,-1.6294150046462868e-11,1.4545814648312525e-12,30.000000000001144,9.38107522999565e-13,1.8160858060302967e-12,2.2163753280825185e-12,1.779843999831467e-20,2.5000000001515077,3400.0000000001437,-1.7960225014672151e-13,2.728925873047331e-09,8.087202332084737e-15,-4.018726697332832e-19,1.0149827889803081e-13,3.1799756615792247e-10,8.958261330901739e-08,1.3528803686410972e-11,-1.0462296672297225e-14,0.9999999999986576,4.285551987730314e-12,-2.9910943197077183e-13,-6.365571250922591e-16,9.658248522246826e-14,649603.2002336627
1200,56.4828405866166,1356.1725727281541,6.742263947627888e-14,-2.2441031531044676e-11,0.0006356547854164969,19.869460418143248,-8.920687304345072e-11,2.264188889161664e-07,0.06213683045788275,9.967608464387121,-0.00027753396665576645,0.09939276955858792,0.003596113602253481,0.7003865218611557,2.812140388897346e-12,2.5481614732698166e-09,0.48030257471053567,90.02248982011349,2.1408188490139797e-09,7.696850203489637e-06,4.229851826864131,165.1972885464409,1.7221097819929082e-07,1.3030908569181266e-05,-3.0358137000347573e-15,-1.7240287640414843e-13,1.7195565850164556,298.5255393770328,1.888330997207693e-24,-7.397134044137667e-22,-4.033242284960476e-23,-8.758013441332479e-20,1.8710214953888522,57.74133575392077,0.004459774195307816,0.00013960681528635448,0.00028426994008739115,3.487630713159371e-05,0.0,6.690378852937654e-05,4.559928013260355e-05,4.441234922493725e-12,-1.3105441778504387e-14,-9.008503275265718e-12,-1.1506637006446138e-14,2.9911444816783306e-06,2.2240625871479922e-07,4.785669416394797e-12,1.9216251985858744e-12,4.026401821351735e-14,-1.765010168887035e-11,2.4867849366220496e-12,29.99999999999481,-5.111968868077779e-13,-1.7657290057960101e-12,3.7466824393508616e-12,-1.4868902587767236e-20,2.4999999962428845,3399.999999998768,-1.8077548680011885e-12,5.54347267076306e-09,-1.299388164471618e-14,1.499608352625689e-18,1.1583476717166026e-12,5.660712188334628e-10,1.1816916621992743e-07,1.5707807415747187e-11,3.382580392777779e-13,0.999999999994228,1.5174857272474186e-12,-1.631245498519307e-12,2.556242151713362e-16,-8.195279184870083e-14,649396.6017473659
1300,54.826186334801825,1357.6565475831705,1.2273377138820568e-13,8.567447390653093e-11,0.0005411843737742825,19.897401707049188,1.5607256450582448e-12,-1.1386588656495056e-07,0.08797406208635301,9.990472082844237,0.0006421663716914077,0.09925060292706481,-0.0010755180763215467,0.7017720457763642,-2.2787966093172033e-13,-1.2362386076894985e-11,0.6013891813783845,90.05546067639524,3.1427626668927416e-09,9.385065381773848e-06,4.343595633506959,164.87109883183348,2.476222103336824e-07,1.5984792729296626e-05,-3.420557682252731e-15,9.839349939815401e-14,0.5919477686442001,299.63542432292286,-2.5448433810079806e-24,-4.2351204473941643e-22,4.252112505525286e-23,1.600048309885634e-19,1.8589932363394766,57.975140588966084,0.004379278659340138,0.0001409064182514301,0.00031262920515976275,4.066749455338625e-05,0.0,6.806023736857351e-05,5.092115267492734e-05,2.454305828473616e-12,9.145371834931921e-17,1.0423618947093431e-11,-1.7606110950522348e-15,1.1278148301884122e-05,2.8875660698966014e-07,9.25105776648295e-12,-6.778621034458297e-13,-4.0420775852781704e-14,-1.6438496919704536e-11,-2.8013994632495507e-12,29.999999999995314,1.2014487829180337e-12,-1.1328996610619796e-12,-2.423901087243527e-12,1.2160599507758099e-20,2.499999993499255,3399.9999999988777,-1.3701113548036475e-12,3.656222218152715e-09,1.476522852466884e-14,1.7767405009679967e-20,1.0969037922852773e-12,2.2281423565623032e-10,9.556955524280974e-08,-5.788060518321454e-12,2.9635870102184237e-13,1.0000000000018812,-3.8164350167613496e-12,2.9157458273420255e-13,-1.3983610381881113e-15,2.904324674843704e-13,648245.1558334341
1400,45.04843564490316,1349.3312940736155,-3.382088074520056e-14,7.681953991817567e-11,0.09376237985805017,19.935260827317865,7.183306144612213e-11,-4.309660503926977e-08,0.007838172499563823,10.023582756719199,-0.0004676925421987041,0.09942990925771002,-0.001134861310048228,0.7012384364604588,4.890587988733047e-12,4.791699402962876e-09,-0.11562941317100732,89.95994153487813,3.749148161190599e-09,1.0640876316541445e-05,4.361574578842638,166.21526580703667,3.593676565547403e-07,2.0851786790339684e-05,9.20493887426045e-16,-1.2773638049454987e-13,2.124447031906398,298.97120744555116,-2.217768768501775e-24,-6.186235950420224e-22,1.5677322496357524e-23,-1.3198189474523681e-19,2.0387821393519108,57.816761957651885,0.0043371234084613585,0.00015223128225426568,0.00031151349612148734,4.348685810708595e-05,0.0,7.368803519648002e-05,5.669680621119646e-05,4.0585107142651374e-12,1.1649824519486618e-14,4.030674282429814e-12,2.3427218318124844e-15,6.38146317491416e-06,3.9945456732529294e-07,-8.825829545734482e-12,-1.0742116670523647e-12,-1.8734152856965908e-14,6.8226768647917685e-12,1.0302701931737674e-12,30.000000000003467,2.6514000936414738e-12,-1.9361104266446412e-12,-3.085845447552581e-12,-1.7871100470119344e-20,2.499999995155563,3399.999999998368,-5.926223129554723e-13,8.880848744914572e-09,6.1372562928035546e-15,-1.0731058148823987e-18,3.4975976008002797e-12,1.3617115420074963e-09,1.2467414429043517e-07,-2.9886839080320728e-12,-3.7654828090246233e-13,0.9999999999979302,-2.9690204096427934e-12,-4.744086220338606e-13,-1.9058501716630485e-15,-9.680370627724426e-14,648658.5253023779
1500,57.11493301296161,1353.6634280759727,-1.0533428048839579e-13,6.472445073935473e-11,-0.031639720730168755,20.096744070144645,1.285346539821338e-10,4.1461736193495814e-07,0.08900660035565672,9.987465229640872,0.0002031860776505004,0.09970435704066667,0.0003499368703964322,0.7035424010155661,5.590124075449317e-12,1.8421930714213294e-09,0.5422537353076526,89.83207813675385,3.874743857194105e-09,1.0245616525424621e-05,4.289572800245105,166.0275801794974,3.909695789466445e-07,2.109815479496794e-05,-2.211709153852592e-15,-6.653555765552843e-14,1.1423595568588643,300.91132091395053,1.8758747764090537e-24,6.792992365563777e-22,8.915218536120048e-24,-2.0428820733150566e-19,2.3354311882559413,57.607233429963365,0.004304161143659161,0.00016075320057152247,0.0003438274815524,4.664184464542133e-05,0.0,8.020717780803479e-05,5.9950851186633046e-05,4.2674544156053456e-12,9.799300007783402e-15,1.602784526975161e-11,8.65716300664164e-15,1.5754867868716713e-05,2.6051060576671074e-07,-2.54268937030747e-12,-2.500141289933452e-12,-5.2185764199099167e-14,1.750725607453266e-11,2.9076496285886025e-12,30.000000000003006,-7.640080017975057e-13,7.729754110594361e-13,4.770321584154095e-13,2.9166730433605264e-21,2.499999990095409,3399.9999999991496,-1.438606932372683e-12,5.283955706109957e-09,1.544661268952825e-14,-6.23771603595771e-19,1.7879401057675267e-12,1.9037579076267184e-09,1.575386597164915e-07,-5.35579747424688e-12,2.6382179765416123e-13,1.0000000000048441,3.009860349176891e-12,7.871385615561735e-14,-1.5297001739807956e-15,3.2978724022846855e-13,648334.8005290624
1600,40.19994066728674,1345.940911285335,1.187729606417505e-13,8.972499092513141e-11,-0.12114110539261691,19.91158424599938,2.0238170682670712e-10,2.0336029919391857e-07,-0.0005293084127376002,9.95256090294197,0.0007500733420912965,0.09936970437111504,-0.0020089661336602374,0.7024485642528054,7.386070182031071e-12,1.5595263290842104e-09,0.2723441267226015,89.98955884508736,3.8796225593130514e-09,1.052549483648788e-05,4.775942442136299,165.70907018326463,3.977682246328394e-07,2.4401180954446115e-05,4.1546981359268655e-16,4.0624109641472746e-14,0.7528681025163673,298.56666515424877,1.5972493242695409e-24,-3.3671505900477466e-22,4.2120925501117603e-23,-1.2102526647093643e-19,2.3261176363826093,58.10774345544176,0.004250986209307679,0.00016949123459129875,0.00035451545213260584,5.107435601482991e-05,0.0,8.384454702586467e-05,6.201794231534899e-05,6.192431417700705e-12,6.958078517910877e-15,3.9939961649618446e-12,7.697795274573832e-15,1.4310704982305282e-05,5.117001344433905e-07,1.3846885079601454e-11,-2.375132774341114e-12,1.5935548617181772e-14,1.5479407742647453e-11,-8.501540013421299e-13,29.999999999998533,4.089132719878815e-13,-1.172741901664301e-12,8.303827910613537e-14,-5.536198212805314e-21,2.4999999926660514,3399.9999999975985,-5.249190013600417e-15,4.247880775314366e-09,6.773165894546065e-15,1.0917883221390895e-18,2.3504832755593455e-12,9.291572111071904e-10,2.0495650378095977e-07,1.8512204420894077e-11,-2.412192766403598e-13,1.0000000000033438,-4.281104384564245e-12,-1.529904321624782e-12,-4.158883891262681e-16,1.61256115156652e-13,650512.2135270027
1700,44.62669913243485,1354.664199041987,8.387143152800599e-14,7.41750209161983e-11,0.0504667939882943,20.014139760666517,2.0367090526864792e-10,5.961396205337604e-07,0.0730522696291504,9.947555536571866,0.0001651045994210407,0.09966668353056331,0.0012763458529320235,0.7013180959019232,7.115427104355655e-12,3.5772462196283717e-09,0.4341080443215773,90.29848479301452,5.35012482194458e-09,1.5826892727621255e-05,4.3336291189729454,165.14869363883932,5.123597133745826e-07,2.5628147097985064e-05,-1.6758958242271333e-15,3.1445374720961933e-13,-0.4411513039347921,299.348647110183,1.6457983287022869e-24,-1.9552420447980694e-21,8.177888878017162e-23,1.432025863037805e-19,2.049696654705247,57.68309221785199,0.004225337733263505,0.00017909761055203585,0.0004017818820866562,5.1779906688951356e-05,0.0,8.548390611871516e-05,7.22132151087412e-05,1.070967431577676e-11,4.726711256059076e-15,8.364383473183525e-13,1.065176509641685e-14,2.2822097989782435e-05,5.924035112747372e-07,7.629389893157924e-12,2.3657235294968355e-12,1.1996769373547189e-14,1.2843599032754085e-11,8.161910705050642e-13,29.999999999996927,3.2040227075856613e-12,1.5727726144161302e-12,-3.205540007094368e-12,5.3137394924740774e-21,2.49999998657115,3399.9999999984652,1.0423877315133093e-12,9.987013783348919e-09,-3.4506548965909692e-15,-1.3644089624037741e-18,3.2076194135100926e-12,1.7437982338269086e-09,1.9847618432779494e-07,1.454241424459501e-11,1.0731998165241653e-13,1.0000000000003966,9.539148406856039e-13,4.842811682761881e-13,4.046274109232361e-16,-3.537405256379583e-13,648336.7536494595
1800,46.01534046923165,1350.2840559931574,-1.4169005065824056e-13,3.5229091700597405e-11,0.14419061712338957,19.865465296734754,1.3529688465636551e-10,1.895205476861997e-07,0.018168504775525,9.962401347988916,0.00024300574193671955,0.09921059086357069,0.0035358015631292523,0.7045049913380492,7.318370606178622e-12,8.74133551206269e-09,-0.15116294623135765,89.68218637962833,5.269037821128377e-09,1.5306675400603387e-05,5.448088001376782,165.55466415401594,5.900713087928353e-07,2.967664634346495e-05,-2.4493629649277446e-15,-8.408564623620198e-14,0.07786830760295996,301.60268135995005,1.4948237238687503e-24,-6.137293299593328e-22,1.2203421510559406e-24,-1.9934732748277885e-19,1.8826119551758,57.99485232907903,0.0041943798306768865,0.00018286438936538778,0.00041181585786121837,5.447605860762994e-05,0.0,9.078921030406752e-05,7.811329071702198e-05,9.466703148190601e-12,-9.431487821191648e-15,1.4089137594370344e-11,9.63718861836127e-15,2.1377900819958356e-05,5.787472663562947e-07,9.250977169882114e-12,-2.1180564595931924e-12,-4.666233629616721e-14,-3.1528509223274117e-12,6.468531199265531e-13,30.000000000004768,-1.5832427756553799e-12,-1.2629470324226589e-12,2.285062608409522e-13,6.4602714894093676e-21,2.499999986715188,3399.9999999983997,6.768601636334138e-13,1.507827615392682e-08,1.7471807048958835e-14,-1.1920616758705963e-18,6.711952359712299e-12,1.5208707949182089e-09,2.2307914970156488e-07,-7.694068191693114e-12,2.1307528185856256e-13,0.999999999997314,-2.3842245139400353e-12,1.22938510907617e-13,1.0189473722811956e-15,-4.328151219283175e-13,649850.8350161344
1900,56.57784558976218,1360.5758435989571,-3.682008892418287e-14,-1.1656376230886575e-13,0.039461233789937156,19.915959166462557,2.8636438286426704e-10,8.047818637591962e-07,0.039681128199893306,9.937089454865792,-3.8637560711014094e-05,0.10019814374430895,0.00404593011416773,0.7003007940687249,6.054694248300835e-12,7.088469739465234e-09,-0.3448704154828039,90.26871499048657,5.825669536138298e-09,1.659232592298199e-05,3.7052491980201117,166.08215106269782,5.56604294429308e-07,3.810001642592286e-05,-1.962470214351926e-15,9.59427490155131e-14,-1.070843491277802,301.0612390471883,-7.596761236304607e-25,1.75061940467282e-21,-8.270549581757354e-23,3.436329906203376e-20,2.084432985649245,57.7079075228658,0.004120194740218077,0.00018893870532828976,0.0004186440228723284,5.862707529879729e-05,0.0,9.127497529125797e-05,8.314822621198938e-05,1.0740483004257438e-11,-1.2247183718905393e-14,-1.1161610261674553e-11,4.536590396425981e-15,2.789708172052806e-05,7.295356644796686e-07,-1.9724770988790338e-12,5.115293517054966e-13,-3.012010863172174e-14,1.6931413519801635e-12,1.895699926845438e-12,30.000000000002057,-3.0247226434000604e-12,-7.672823833592563e-13,1.918233164576312e-13,5.361182856150351e-21,2.4999999890461124,3399.999999997152,-1.1834758214579395e-13,1.4740762039994353e-08,7.5882775395937e-15,1.3544757412635659e-18,4.725258897206826e-12,2.406583156156199e-09,3.111052788671183e-07,-1.2149986791228672e-11,-4.0677372568468595e-13,1.0000000000045084,-1.0171792235028754e-13,2.254665167597455e-12,-9.009127340849689e-16,1.6806914551691562e-13,649179.880947081
2000,45.338882670077794,1347.9893827538913,4.8518474514039734e-14,2.9367712029597784e-11,-0.009817649428073097,20.126535680703736,2.493287975136291e-10,7.794439886996472e-07,0.026267648040941418,9.928629188609328,0.000720020063586114,0.09987162650131072,0.0007042092757124721,0.702162079273493,8.562805253762573e-12,1.1269954977192301e-08,-0.5374826030607591,90.131899398132,6.817714825394463e-09,2.0310842356036493e-05,5.8499479497794935,165.9889192028941,6.451310043824536e-07,3.90379361268185e-05,-2.6046443537368152e-15,2.628926353609669e-13,1.244576221188332,300.7735374528401,1.876403840518251e-24,-1.4471106995706608e-21,-5.209504024649642e-23,-1.4978269857511466e-19,2.360908186165673,57.975738060886535,0.004110946835342019,0.00019949563575742872,0.0004485619354706799,6.169921513015415e-05,0.0,9.68924434435536e-05,8.902288328985928e-05,1.2541764307166644e-11,7.34022961371825e-15,5.345073223658437e-12,-3.035283256191987e-15,3.3051418768400076e-05,8.429188382420255e-07,5.673238225900239e-13,-1.3873313844963524e-12,1.1165241949450235e-14,1.7129759133958333e-11,2.665948845627178e-13,29.999999999995804,-5.846221400134836e-14,-1.847187263037477e-12,1.2399503434594433e-12,1.1148799315757672e-20,2.4999999844359335,3399.9999999966462,-4.2749821873034126e-13,1.743637506456835e-08,1.0007062542628322e-14,-1.4907923196238731e-18,6.239790184796148e-12,3.6691576448202263e-09,3.449103237910639e-07,-7.622292189038453e-12,3.1122123723282613e-13,1.0000000000013307,-3.638366712651967e-12,-1.4327912731849221e-12,-7.116229644753846e-16,-4.84245560309323e-13,650847.4779902963
2100,56.794198254318275,1344.1137701616199,1.175045998508788e-13,9.077779846360046e-11,0.09530314078346047,20.095949201585324,4.6055137384210777e-10,9.708875685857503e-07,0.059163067979961986,9.966263770372679,-0.00024335596127151308,0.09946964908426485,-0.00016448661466313678,0.7042743212091691,9.876011377891755e-12,1.0379919399757049e-08,0.3403540127835734,90.2498887545299,8.296030942714116e-09,2.1770173418562205e-05,4.07877287615031,165.64731599767399,7.830180851936161e-07,4.4305465930371125e-05,-2.778727717951995e-15,-5.2823132714718684e-14,-1.4783108654034463,301.6852753897965,-3.9292193890864947e-25,7.257877281533508e-22,7.677040216679751e-23,-1.3589107023521072e-19,2.133327900758631,57.80703805969468,0.004075997315966741,0.00021519671161488582,0.00046112208166474344,6.701943030538822e-05,0.0,9.840593999574917e-05,9.307686955924197e-05,1.5830798549882103e-11,-8.786109019217691e-15,1.3071855519795826e-11,-5.061100574818375e-17,3.2462163045031464e-05,8.606087962629449e-07,-6.340848658312921e-12,2.1105273290476746e-12,-3.828195737685379e-16,4.4314073812756635e-12,9.239297470098165e-14,30.00000000000529,1.714612509084514e-12,9.20951674325062e-13,3.3062524558739e-12,-1.3086299886495555e-20,2.499999983986155,3399.999999996764,1.1007230263363667e-12,2.2106820516732406e-08,2.911665061940949e-14,-2.273401694714569e-19,8.577705277633832e-12,3.1845115900749865e-09,3.691507573213089e-07,5.977961425069941e-12,-3.1410339021360455e-13,1.0000000000059963,2.147096913851325e-12,-6.657980833324511e-13,-8.264050934560891e-16,3.396127656781517e-13,650574.7842705561
2200,49.837421648525314,1356.5469912350395,4.536083863718213e-14,4.8132026319925194e-11,0.14062688676047147,19.85921705412673,3.9193623427185976e-10,8.120053092672447e-07,0.07851454087773292,9.99652050038841,0.0006165341653522893,0.09899497015971924,0.0017297082349312027,0.7034139877991562,1.7595673617482336e-11,1.5632037954981648e-08,-0.02435004269883289,90.125615451827,7.967832986089724e-09,2.518359600693666e-05,4.393006508734917,164.4800565013952,7.736780471964151e-07,4.963248493240519e-05,-1.5828961600534608e-15,9.543279282913896e-14,-1.8980652197767667,301.53816754448576,-2.669828295905719e-25,-1.381879718176749e-21,3.011772512154425e-23,-1.9072483395703023e-20,1.95543875666349,58.05116936566478,0.004040625094879243,0.000215506283328051,0.0004890529413281596,6.656419911831809e-05,0.0,0.00010431783514641555,0.00010217107094086216,1.9359516369400735e-11,1.9240806596659946e-14,5.9200876041791276e-12,4.874702660379877e-15,3.966950861981655e-05,9.256828328662787e-07,1.0975448282974833e-11,-8.546555842432046e-13,-1.1861037346670927e-14,3.9381718779482206e-13,-1.6732887624749658e-12,30.000000000002757,-4.219861932008859e-13,-1.2968840603561453e-13,2.2007517617535803e-12,7.510566916085568e-21,2.4999999729950533,3399.999999995279,1.7879218293971665e-12,2.1441140473691706e-08,2.273499713086909e-14,-7.415950157865749e-19,8.878168280083447e-12,4.6706376676975586e-09,4.218663920978777e-07,-1.1567543271088218e-12,2.8450277690352817e-14,0.9999999999933018,-2.9890203370535498e-12,-1.6326400384366518e-12,-1.3253713765348305e-15,-5.18366462709833e-13,650674.1393757091
2300,49.07782227409348,1343.576829724242,-1.0337947378393442e-13,-3.424722670586967e-11,-0.0818237814379201,20.023043036664234,5.915790692234335e-10,1.2049598908743261e-06,0.017525117709562835,10.045497407679614,0.00027066459384159037,0.09891270539761299,0.0038947796437364944,0.7035748093314711,1.9035942122934403e-11,1.327422406216741e-08,-0.028107468125588925,90.4040720802285,9.74191101092552e-09,2.6986980701648798e-05,4.924368823862195,165.60694702402483,8.779653301377099e-07,4.92659562636668e-05,-1.04308050876242e-15,2.1501998466914686e-13,1.6779300149423786,297.97073281636546,1.3626201284560486e-24,-1.6238892081870965e-21,4.6060455641345696e-23,2.797933662456537e-20,2.2402298486873202,58.32399283416223,0.003969822877199356,0.00022205358619326932,0.0005199263896864859,6.969828163076565e-05,0.0,0.00011071214511392662,0.00010296884051309948,1.905908848873462e-11,1.705635916626529e-14,2.276056762780247e-11,1.2860647807655617e-14,4.622294264692319e-05,1.1523710226907872e-06,2.086019212365933e-12,-1.0340573398211082e-12,2.104004742488799e-14,-9.027789386896222e-12,-9.332661772824861e-14,30.000000000001855,4.3178189605930065e-13,1.9666981229155014e-12,2.686857529573183e-13,4.4875643234891254e-21,2.499999975235274,3399.999999994652,-6.259523010941749e-13,2.6491931009072025e-08,3.24985493853655e-14,-4.955949105911742e-19,1.2527856932179432e-11,5.635630453269675e-09,4.2406926320185265e-07,1.5579034840446655e-11,4.612294678008714e-13,0.9999999999976419,2.9953702442597594e-13,-1.481677944631897e-12,-1.7812331489038117e-15,5.36387677111516e-13,648287.4987903134
2400,47.86108982880552,1349.9959417021832,-1.0723890615667227e-13,8.065292031486587e-11,0.1047252464796994,19.93994821285803,6.251318310287797e-10,1.6289262742589318e-06,0.05266149927987645,10.001605900140735,5.1146737588365725e-05,0.09891079027995679,-0.0014656867940035015,0.6972592469517124,1.6393617070636463e-11,1.9595540188556675e-08,0.49804501957153013,90.51629941080141,1.0718095819342865e-08,2.758006318155758e-05,3.8498971585560207,165.10751439805858,9.515758576186307e-07,5.616637847974347e-05,9.129516588822922e-16,1.42909591453349e-13,0.5278598901738112,299.25273885324066,-1.3443961869213165e-24,-6.187083293350865e-22,-1.2910773782896977e-23,-1.3317390488919827e-19,1.8875741589547173,58.00686645534649,0.003956031899486063,0.00022831048659963395,0.0005401179698895416,7.283785124307776e-05,0.0,0.00011163565627884069,0.00010945241465257387,2.3584011443961893e-11,2.215811895864385e-14,7.592152913571703e-12,-9.481785561200222e-16,4.848098286094602e-05,1.2848502568286048e-06,9.504071201889614e-12,3.83018381405393e-12,6.050908395675078e-14,8.058431386402694e-12,1.8726541934030308e-12,30.000000000003006,1.803976175783196e-12,2.1396744833602406e-12,2.5282498313245585e-12,1.1396471137940182e-20,2.4999999672821414,3399.9999999946363,1.2472284021575853e-12,2.8010374391267856e-08,3.636508951414979e-14,-5.206142587600644e-19,1.1440855971756413e-11,5.7455058055431055e-09,4.5841442302941723e-07,-1.4989046754309878e-11,-2.8497532833082504e-13,0.9999999999978928,1.3997980753881998e-12,9.490711353605825e-13,1.8001952799446033e-16,2.3547615722592764e-13,649877.0586030137
2500,40.05604037459087,1358.3344811493134,1.847730528515654e-13,1.312533889851881e-10,-0.07445576549232107,19.99391809571844,6.377727123245426e-10,1.8685765811866702e-06,-0.0445207062914417,9.965897580428429,-0.0003683666519184752,0.09878973228860644,0.004317906401607037,0.6994480074115932,2.484758594042354e-11,2.4630948753101924e-08,-0.1587582627743548,90.31008286047782,1.1052611544071394e-08,3.136161200110356e-05,5.095677373083897,164.8097024007747,1.1454102943809852e-06,6.231795881052253e-05,2.4869377365115843e-15,1.506021825271486e-14,1.459230552126954,301.36338466092803,-2.178776593798968e-24,9.638173624830983e-22,-1.430097996111496e-23,1.0606909976057286e-19,2.3834132254318248,57.79233846989214,0.0038950766733530863,0.00023530049889184317,0.0005622089904786697,7.886465896996572e-05,0.0,0.0001180854404696027,0.00011321475034574638,2.9426169520222095e-11,1.29561028069586e-14,2.8191481363237286e-11,2.3028981482952534e-14,5.994796109019413e-05,1.4337307126173699e-06,1.4705692881708224e-11,5.395937735369741e-13,1.520900870410354e-14,8.681964170887597e-12,1.7015059449837782e-12,30.0000000000013,-1.6866812229694793e-12,1.5747924723222651e-12,4.84635940213634e-13,-6.690909870288133e-21,2.4999999668044377,3399.999999992726,3.5648484241247205e-13,3.2819814431404626e-08,4.5179714400084134e-14,9.263756967719275e-19,1.5184216584947633e-11,7.194367535409586e-09,4.812519529245905e-07,1.9199586218355693e-11,2.1627809746257725e-13,1.0000000000006777,3.6486327820692773e-13,-8.564965923977316e-13,-8.010737853291767e-16,-4.643847944638636e-13,648512.161064971
2600,43.49883271885133,1359.2740777637755,5.408808885316715e-14,1.2707884940643224e-10,-0.055831736813543045,19.88551168821956,8.219365409446145e-10,1.6286692658629673e-06,-0.017269440404395698,9.91684785555151,-0.0002732043165629666,0.09977429046004355,-0.003579896424423528,0.6989181936750638,2.5148550959767763e-11,2.3942116348807996e-08,0.19174899859090372,89.61173136542607,1.2506955618956614e-08,3.6022131092905284e-05,3.83819060387688,164.08200766575766,1.1632288909889429e-06,6.792018342928116e-05,3.882621630264665e-15,-7.711182063462585e-14,1.9552713883957435,301.52339984737915,3.6426991836441167e-25,3.2768409894445703e-22,-7.712891596778141e-23,1.8084095719573742e-19,2.4467396626042603,57.75967080660453,0.003862953711757329,0.00024291374761527617,0.000556991153671943,8.181351430962595e-05,0.0,0.0001174750617301218,0.00011909041650286055,3.007160076654315e-11,3.0896878692022196e-14,9.240361161541294e-12,1.9246504290883417e-14,6.337636559699751e-05,1.644829994462983e-06,3.747726354255711e-12,3.757524989172149e-12,1.4623458524335975e-14,3.2293480759937444e-11,5.867736677640609e-12,29.99999999999969,3.853085052984932e-12,2.7985722375372886e-13,1.338822981356101e-12,5.8331980445999554e-21,2.4999999597146165,3399.999999993189,8.841718865227827e-13,4.157798804267171e-08,3.45164381029639e-14,1.0090034261016788e-18,1.6236302127458556e-11,8.270076048529358e-09,5.298680215703959e-07,7.87880171733035e-12,-1.3974787165306045e-13,0.9999999999946045,-2.1828644248031972e-12,1.0182916755059547e-12,-1.27803856649766e-15,6.10377884286498e-13,650876.7661611483
