milliseconds,_75,_79,_84,_96,_99,_101,_105,_129,_147,_153,_174,_181,_198,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,_5,_9,_11,_13,_15,_19,_21,_25,_27,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31
1000,0.0013627590747595454,-1.2359519231060981e-08,0.012467708334384688,-2.293606784146291e-12,0.013406715679952549,9.715517565468546e-05,8.170336733494958e-07,-1.1523922552482886e-10,0.01058759528543095,1.2691560584768342e-17,9.546180667322016e-05,-2.456819799146761e-11,1.6559866111581664e-14,0.00011162472121953117,1.741293306232864e-05,0.03689252790043954,-2.9891499438607593e-10,1.9191957514801403e-06,-9.863341769923483e-17,1.741836068273558e-05,2.2892467094758238e-08,2.818579229705159e-05,-2.6584105138434813e-11,3.2616046745218433e-13,6.610504578622764e-09,-1.2514697884444455e-40,-2.051176168136842e-40,1.7890404321612997e-05,0.000635376783659881,-5.363569487313549e-13,8.23314151159091e-07,-7.229031714126188e-13,0.00011278912751080982,-1.793104978241014e-10,0.0010785644646185738,5.497232313512809e-07,1.9064297576193045e-10,-1.5453658848220288e-09,0.0025890848196125234,-5.267020651050619e-13,-4.6955615070666616e-15,-6.700362390013382e-10,-4.819249220710481e-13,8.585751385047621e-07,1.8177980993928146e-09,6.431507034401587e-05,7.545846230933856e-11,-6.048669467457141e-13,1.4935301900122956e-14,0.09999999518136626,3.6965818284604505e-12,-7.971537990308032e-14,1.1390988513599973e-06
1100,0.0015299566388999593,1.1968942033287299e-07,0.014290915236700502,-9.473406637219165e-14,0.013924114150047889,0.00010326949148979685,5.713961057454364e-07,1.269204129231864e-10,0.010797346404718149,2.162584297405618e-18,0.0001001427906634451,-7.158467590627316e-11,-1.5645925779231286e-14,0.00011508510910881301,1.9130215371951184e-05,0.04205497537839272,8.692834648848153e-11,8.812445644143824e-07,-3.2580881122609607e-17,1.8058192251001328e-05,4.705133793410021e-08,2.8445851213018318e-05,2.55812684839277e-11,-5.807266683849605e-13,8.9696896687176e-09,-1.1084323631022224e-40,2.349172676969891e-40,1.8846862413134116e-05,0.0008461037867621138,-4.641657214369355e-13,8.502480112118462e-07,5.147973499485759e-13,0.00011926191256108259,-2.831869491614513e-10,0.0009975975944768528,6.304384931778589e-07,-3.780882005661367e-11,-1.1894370839120225e-09,0.0030362259742444005,5.00931762839178e-14,6.97337280692759e-14,-3.7090334988740807e-10,4.452368186450481e-13,9.821102669180845e-07,1.029065320479972e-09,6.497185768808654e-05,8.172850023122161e-11,6.721486506981748e-13,-4.282469718493879e-14,0.09999999517820898,-4.271675609722202e-13,-1.731779314013428e-14,1.2505791799649316e-06
1200,0.0017723777804957942,1.3534039346897212e-07,0.015445355746195872,4.091663479075658e-12,0.015521474189720805,0.0001083202638510525,4.7078182671628e-07,2.5118072550415503e-10,0.012146563756273642,4.856136332334129e-17,0.00010683787864498276,1.4297123747514424e-10,-6.8095350866266895e-15,0.00011776948996067593,2.0036197931432142e-05,0.043336033447281666,-2.4906278261906485e-10,1.3374775601869118e-06,-1.0573935104495248e-16,2.015118921444941e-05,3.0723193380607765e-08,2.9197793285658823e-05,-4.365204490849484e-11,3.6510023067426216e-13,1.2004053461276617e-08,1.982065287947306e-40,-3.1425431429420216e-40,2.0443831678876576e-05,0.0011821034603586573,-7.974335747944494e-14,1.289602675424327e-06,1.5460201285184684e-14,0.00015586783348429565,-4.2404686169098394e-10,0.001231470529567146,7.226516754678002e-07,8.926755712825414e-11,-1.92821770114567e-09,0.0032236288089951175,2.101885849208038e-13,-6.86525173303569e-14,-3.6011215422662133e-10,-1.5087382630316588e-13,1.1981443158784987e-06,8.848547736906758e-10,7.445373611216608e-05,-1.9236164245124394e-11,-4.103743429360915e-13,-1.3175819665980751e-14,0.09999999518830714,-2.9554711200569124e-12,1.4077575405510794e-14,1.037977250885933e-06
1300,0.0018575350835529428,2.065287520328156e-07,0.015959548702490726,-2.864897672621628e-12,0.01694260569671469,0.00012543389897616604,9.732618158131615e-07,1.8996954187069288e-10,0.012508216588361746,-8.130636647523741e-18,0.00012050966489495575,-1.5595329210460418e-10,3.839369645400585e-15,0.00012586932453923197,2.165992299486818e-05,0.04903047185276731,2.2510246714094743e-10,3.6997187782842326e-06,-6.59598142817443e-17,2.0759341626520342e-05,4.42657225116005e-08,2.892179480431502e-05,-4.522981934312532e-11,-1.2499414181426252e-13,1.3374917674749489e-08,-1.2532820474702227e-40,4.9744812100216926e-40,2.2474374432538332e-05,0.0012024498332634257,1.6962030104391343e-12,1.4115981893089784e-06,8.212514667743315e-13,0.00017332107497940543,-5.220832319402372e-10,0.0015141615782630023,7.196935336481727e-07,2.2455685441119808e-10,-1.2879924820164146e-09,0.00412678861980245,7.800014757924455e-13,1.81975786003655e-14,-7.771650763318388e-10,-6.282871548286834e-13,1.4722120073331928e-06,1.1409782006797582e-09,8.5490410304747e-05,4.546733580303561e-11,-8.62219670631627e-13,2.2044439167290674e-14,0.09999999517280869,-6.1590489056797556e-12,-5.806953924517311e-14,1.654747883718724e-06
1400,0.0019246642927721242,9.840865780505879e-08,0.01772512332381043,7.188283806189956e-12,0.0169322906192416,0.00013123304757446243,8.059090186584905e-07,4.7388404199589253e-11,0.013620460209727262,-2.2315691799548207e-17,0.00013204685258776577,-1.8258924859284083e-11,1.852644847542447e-15,0.00012763068174202502,2.3179556440053847e-05,0.05052319171636498,2.0652483659714523e-10,2.605771620334186e-06,-7.937680125423843e-17,2.2119548305088567e-05,5.1713193686103185e-08,2.9627261557430323e-05,7.448725091006917e-11,-1.5060270833731682e-13,2.19491997512438e-08,-1.4550971177651069e-40,-2.8066989133168717e-40,2.4582758685220648e-05,0.001344168795689891,1.2101540298672462e-12,1.7156377028242894e-06,-5.630640639295094e-13,0.00019492626453585665,-1.1021289932286979e-10,0.0017228571128068964,1.0151797277747568e-06,2.789335979562249e-10,-9.287301176216856e-10,0.004720998213140145,-1.5106644181501203e-12,2.2134882376611417e-14,-2.745878695898956e-10,-2.415933558674946e-13,1.5028644326612435e-06,7.125833695836478e-10,9.470940873460983e-05,1.1711906932324184e-10,-4.684964305388035e-13,1.1852903770776996e-14,0.09999999517857311,7.161095153270137e-12,-4.2828438617009125e-14,1.6439584109495427e-06
1500,0.0020937060940160483,1.595517966830807e-07,0.019177252575651515,2.9004155926851774e-12,0.01865870722334167,0.000135651004888647,1.0392289118191906e-06,1.9534195157995682e-10,0.014405917775899488,2.5425832402929457e-17,0.0001362900351417688,2.354076702858779e-10,5.998754844043212e-15,0.00013050103349435994,2.3238373891307844e-05,0.05375893608454808,3.379991520812715e-10,4.49647109626088e-06,2.803854782933917e-17,2.350296047993251e-05,5.541464350852307e-08,2.9241298615136392e-05,6.897680930720201e-11,6.294490944376412e-13,2.3812343278515387e-08,1.195028724266027e-40,2.741586064840326e-40,2.6601156184811817e-05,0.0015465365939508551,2.5750140720147426e-13,1.7218787287478328e-06,8.392784845045576e-13,0.0002093406048173224,3.6842719139776714e-10,0.001869859678051459,1.1359853966601326e-06,2.8401720479217534e-10,1.0281148846054305e-09,0.004954154750758147,1.2441907049333142e-12,-3.735299335840277e-15,-1.0197274752411288e-10,2.916757041929858e-13,1.6546549139452075e-06,-1.2768112306542446e-09,0.00010828742274656544,4.865347273648485e-11,-3.610230646499682e-13,-1.4739177703481224e-15,0.09999999518378437,-6.7838356517418645e-12,4.4037930259019715e-14,1.862547717488888e-06
1600,0.002328648741069236,3.4616024527505686e-07,0.020330673812701355,8.275406858079093e-12,0.019608936924148092,0.0001499269567784454,1.2732713723275386e-06,-8.914563619589048e-11,0.015135923404567484,-2.8761955831099153e-17,0.00014244695566768882,2.1661785371759484e-10,6.403188011278094e-15,0.00013306647516733572,2.4548198783278706e-05,0.05680914600115865,-2.1540311044078932e-10,3.885864191535707e-06,-1.0328051970544155e-16,2.5261825526076494e-05,7.634932329470425e-08,2.9483534230163104e-05,6.386797257809813e-11,-2.6496436998864487e-14,2.8466351659664446e-08,1.0623829346898685e-40,4.3230433386033304e-40,2.7235843400345246e-05,0.0018402358023201196,2.0909968422550785e-12,1.8989916681816793e-06,2.294391782931368e-13,0.00022084576303814382,5.817035005842738e-10,0.0021818697712917925,1.2548669769233865e-06,1.3911925589467245e-10,9.246457831048198e-10,0.0058962369260318875,4.0234966655177157e-13,5.72067205618061e-14,7.606113826694007e-10,5.362190694601625e-13,1.9680184116045317e-06,3.631440998103645e-10,0.00011239777628691539,1.3395631876390833e-10,-6.093117197742439e-13,-1.5229801992816257e-14,0.09999999517435866,9.28329609066206e-12,4.0930392955230895e-14,2.158061252260506e-06
1700,0.002430737940726467,2.883091955853956e-07,0.020990865213610224,-2.9498575465079414e-12,0.02024959465327925,0.00015787220395328417,1.8055293223546093e-06,-1.0185334283918372e-10,0.015663338296917715,3.7119982667602734e-17,0.00015143118988053143,8.486272953336236e-12,1.822424321059532e-14,0.00013854795742499512,2.572787139181776e-05,0.05911492221607742,-2.2052233975366899e-10,5.536320224614461e-06,1.075624622909993e-16,2.5594577325923412e-05,1.0886414377129983e-07,2.9917148454782892e-05,9.932623435325753e-11,4.236099634982619e-14,3.269641430801452e-08,1.9556557825864452e-40,2.4450643084295798e-40,2.8056547617489658e-05,0.0021317890373759034,-1.1770990400757307e-12,2.040420157061132e-06,2.2944237418426066e-13,0.0002413918476711943,4.139962654181722e-12,0.002421737115742044,1.3203727584493511e-06,1.5708386550993456e-10,2.0795877489169778e-09,0.00665295717427368,-6.504481623643043e-13,6.472875468776875e-14,-5.314873366422107e-10,1.3186252636531885e-13,2.190027524056227e-06,1.0107800249640856e-09,0.00011442235719747912,7.479420496993432e-11,8.357214678870452e-13,4.3645118271240297e-14,0.09999999517854431,-7.278307288396747e-12,-6.17401916656726e-14,2.264802416361779e-06
1800,0.002625515816428794,3.4672701012185706e-07,0.021842119167119336,-3.6907179050970924e-12,0.021544229724923317,0.00016001035036084093,2.3242766338924222e-06,1.3120273144713876e-10,0.016548008288327434,-1.3876817692568783e-17,0.0001657248134197483,8.47032886492247e-11,-1.3197905846512602e-14,0.00014080004739509561,2.71606029125118e-05,0.06112118971097808,-1.5954782938202332e-10,7.3251235376642124e-06,3.082474535673312e-17,2.7869760723927113e-05,1.180937662667893e-07,3.0112832006602183e-05,8.844740971095867e-11,5.216233027258615e-13,3.653531147962827e-08,1.4372393756251673e-40,7.704187958548253e-41,3.001593122909361e-05,0.0025096827436250713,1.135871227737207e-12,2.2137053747535035e-06,9.579834128511574e-13,0.00027287339953933394,-6.287473571442849e-11,0.002766085201555939,1.3831508317750908e-06,1.7578528119411215e-10,2.7912364369803208e-09,0.006918048843368708,-1.8086058837899695e-12,2.3620607622971307e-14,6.697781177023468e-10,7.483489094254068e-13,2.26890129878563e-06,1.3427454399840248e-09,0.00012859835865266912,1.5791712522189027e-10,5.922609442990202e-13,5.193260877680339e-14,0.09999999518446494,1.5968352253955004e-11,-3.9972692918606903e-14,2.8151802411568044e-06
1900,0.002738803389444556,3.53146898284405e-07,0.023465744228709673,6.88091786213132e-12,0.022286891678123703,0.00017095433138707695,2.498846455405465e-06,-8.577933983045617e-11,0.017910666883181114,-3.214934026066625e-17,0.00016659585628796156,1.159870881895379e-10,-2.2813048010313955e-16,0.0001437730541880243,2.9041114379632666e-05,0.06404510378373318,-2.3288615791691733e-10,6.805795185052017e-06,1.0353969729348903e-16,2.7856726202754725e-05,1.111874129538836e-07,3.0323576916644385e-05,1.6153273684862665e-10,9.187459759022485e-13,3.7834987842362064e-08,1.8314959914103779e-40,4.741611988098944e-40,3.239045493671496e-05,0.0024845693402040874,2.3174951607802925e-12,2.4850419645874645e-06,-1.8616730920828324e-13,0.00028524835269733655,1.1364470183169614e-10,0.002928344373409376,1.6773241929198338e-06,4.669296344901105e-10,3.6271519646688707e-09,0.007586037991627875,2.001305647053584e-12,5.3780945622624126e-14,-2.427817292486002e-10,-3.4568672645393006e-13,2.6409484588763155e-06,1.931282210030126e-09,0.0001369868196358248,1.2336035169180033e-10,9.98424668293603e-13,1.7352937396039358e-14,0.09999999518322361,-2.7049484176638987e-12,-4.711609871422871e-14,3.070194255171474e-06
2000,0.0029162372680887447,4.7074472493413766e-07,0.023786132235893015,8.497512553465876e-12,0.022444897707233326,0.00017185799056330513,2.7213818708681944e-06,7.610707906694639e-11,0.01877781510705069,-1.521801688318853e-18,0.0001828389640682623,1.276440952027044e-10,-1.2890596906589028e-14,0.0001464413347794629,3.024885711877003e-05,0.0662317299286403,3.0496412451522286e-10,8.81437760412834e-06,-2.9915351226803033e-17,3.007605028922052e-05,1.3328178892045102e-07,3.0398052400140687e-05,7.988312252996054e-11,1.586183100978087e-13,5.116963400528937e-08,7.412387444381507e-41,3.5665100578119117e-40,3.276654261593781e-05,0.002948381734231556,1.668687078720434e-12,2.7329676113514597e-06,8.945660571817555e-13,0.00030986720036822876,3.9282440650858416e-10,0.0033300020017443016,1.6155040383702623e-06,6.459105162969887e-10,5.015665020295023e-09,0.008137070162179454,8.133370833601596e-13,-4.827455114154505e-14,3.3299493826959145e-10,2.8210661305129105e-13,2.6906589995232978e-06,3.6881769571996273e-09,0.0001458949240106294,2.3815138228336673e-10,-1.7507482851930024e-14,3.4698774300999676e-15,0.09999999516399245,1.5477678795139673e-11,-8.766124329658507e-15,3.497168831647505e-06
2100,0.002911063671683734,4.890937199959016e-07,0.025853070220766182,1.0811184753545949e-11,0.023378994451239896,0.00018061509083288867,3.5551720923517692e-06,-9.164851811094004e-14,0.01950744471132557,1.1590555622109833e-17,0.0001861872456078047,3.9152156072752596e-10,5.793938436877956e-17,0.00015057613140202807,3.085830796258678e-05,0.06778064613198101,-1.1595055135563179e-10,1.0472796140299849e-05,-5.831578568737065e-17,2.9899704423128992e-05,1.5621449238509115e-07,3.0479164772464167e-05,1.852375175203618e-10,1.0259616201464545e-12,5.201999417378704e-08,-1.400789607773749e-40,-1.9136939963712578e-40,3.40620920007765e-05,0.003050824792065456,-1.187025046246826e-12,3.1135714317777994e-06,3.00756694215494e-13,0.00031022584659429013,2.6926427869515913e-10,0.003453741956795849,1.9545472579723734e-06,4.2900896334578176e-10,5.316062206402509e-09,0.00912750136781677,-4.658385372718463e-13,-1.8633644042940506e-14,-1.9310103499542656e-10,1.0977273290640445e-12,3.059149505119523e-06,4.690052909829953e-09,0.00015115921984966215,3.1771067097509107e-10,1.1228837700207791e-12,2.7259942481511066e-14,0.09999999516394503,6.415720304796208e-12,5.3682985004291596e-14,3.5066876570809635e-06
