miliseconds,_75,_79,_84,_96,_99,_101,_105,_129,_147,_153,_174,_181,_198,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,_5,_9,_11,_13,_15,_19,_21,_25,_27,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31
0,9.189425145621765e-05,8.401447548783614e-08,0.00017861810125808592,-4.721074064588274e-12,0.00010734029282856627,2.81343586666978e-06,2.579468396696951e-07,-7.154531105275599e-11,0.000374156380130636,-5.128702826915177e-17,-3.096853737778934e-06,1.8103078685662172e-11,-3.0795981546608503e-15,-2.494929083906776e-06,-2.9000253848635715e-08,0.00020546287740790879,8.016182817770499e-11,1.8151507453117087e-07,1.208825332024708e-17,-5.821986491447202e-07,-1.1202857806784605e-08,-1.8618588174271826e-07,7.321965038230123e-11,5.235808412531364e-13,-2.573451675132869e-09,-4.603209468157522e-41,2.38206442356155e-40,1.26952385574647e-08,-0.00012676242417792292,-1.4874069079551953e-12,-7.226022837076206e-08,6.087828918087656e-13,1.30247878879293e-05,1.4214966784652952e-10,-6.686116479385648e-05,3.118782165912712e-08,-3.4585314655631434e-11,1.2591662815758797e-09,0.00010879120630919336,-5.71869989724325e-13,-3.673929185667841e-14,1.599105988091231e-10,-4.657644653036068e-13,-1.0619989654431531e-07,6.97930619850652e-11,-4.686833542223395e-06,-2.1972864224103088e-11,6.137333635660324e-13,-5.1988743535926035e-15,0.0999999951762348,1.169904208899143e-11,3.000382449677862e-14,-2.025133157362641e-08
100,0.0002252609235849825,-3.1595335591787526e-08,0.0007824424954409024,2.3298976059853366e-12,0.0016275364262990834,8.309177570297284e-06,-2.9691042772056615e-07,2.2913790825367828e-10,0.0015412330792658928,4.150824834211316e-17,1.1373701882439638e-05,1.7863342260544643e-10,-8.369725555509788e-15,2.0466429073253683e-05,1.6857089340096102e-06,0.0028952797233586748,2.1863338684056124e-10,-1.9075912766908787e-07,1.045921923886981e-16,2.215281106205287e-06,-1.40193763984488e-08,8.376757215098872e-06,8.613897015271518e-11,4.2450077351649615e-13,1.0477841001904926e-09,-1.904045262249201e-40,5.3628954820504966e-40,2.5607310924659766e-06,-0.0001682679312088577,1.2852644403366017e-12,-1.1621826568664786e-07,-2.752097480654105e-13,1.1645962649719583e-05,-5.442336644280747e-10,-8.512118298544688e-05,2.2649428654106103e-08,-1.259512444714183e-10,8.237332081922278e-10,-0.00018299025344447963,4.901466530767336e-13,2.2314215909107932e-14,2.0644904844103493e-10,-4.981765216201491e-13,-1.4038780571686644e-07,3.791374975629016e-10,-4.457339448482403e-06,3.748003632551931e-11,-6.43448363176632e-13,-7.148697272878412e-14,0.09999999518848085,-1.2055812369514772e-11,-5.396829951250602e-14,-1.7671018351589204e-08
200,0.00028338740487388937,-2.0758308969012493e-08,0.001683037420279868,-4.092637885171377e-12,0.002454568853997706,1.6203722891515894e-05,-2.4953078667194666e-07,5.3572263654523374e-11,0.001950647617207466,3.9704663051620006e-17,2.097789256948911e-05,-1.782660221082097e-11,-1.480894067269663e-14,3.899821693191298e-05,3.5225952991673415e-06,0.008649256551361386,2.4098363573967994e-10,-3.1805092145001873e-07,-1.0119839190879187e-16,3.3332135538308674e-06,9.540985075597278e-09,1.4700703771900977e-05,4.05092679024374e-11,9.082763911720761e-13,-4.837132114333047e-09,-1.3308348912715338e-40,-3.455012250052825e-40,4.5469307873595625e-06,0.00010034730965578262,4.452342016864027e-13,3.28877369629215e-08,7.80309277036598e-15,2.6962119079448125e-06,1.254210214277939e-10,-6.60684035339847e-05,-9.933450985592345e-08,1.0348851476424476e-10,-1.026456212447278e-09,-0.00013429861289306338,-5.075925483536327e-13,2.615341899740132e-14,7.280938775900207e-10,-4.42337873275753e-13,-9.951355043900992e-08,-1.3190609378482404e-09,1.0829126418657712e-05,-2.5992919231558078e-11,-6.804307832315588e-13,-7.314691220268486e-14,0.09999999518393712,1.135206784969609e-12,3.46617003456668e-14,-1.4102753980695437e-07
300,0.0005013499128227665,-1.885031793163822e-08,0.0028821941612963654,-2.2091616382413655e-12,0.004807226927394218,2.5133380316273335e-05,-3.578534774429415e-07,3.514273604139561e-12,0.003502094354291806,2.715700572420345e-17,3.2723819128470644e-05,1.0148052334997512e-10,-1.6077496602330187e-15,5.386438575784039e-05,5.449714568592265e-06,0.01305807251928636,3.1831323976471837e-10,-3.799496365046212e-07,1.0771966466025085e-16,5.78757596981073e-06,1.4438401284517565e-08,1.882654147556522e-05,4.917904655014824e-13,-7.436179894556367e-13,-1.2605938369199796e-09,1.1286869647532671e-40,-2.0881004009883474e-40,5.5406615759236515e-06,9.155615155478444e-05,1.208920626816834e-12,-4.920257920974185e-09,4.772906160467159e-13,1.818726847673212e-05,3.0774747618125447e-10,7.783507486862262e-05,1.2838815564673698e-07,-1.2262761803377268e-10,-2.56863076601126e-10,0.00045352547750628037,7.891354073978253e-13,5.723308513608961e-14,-4.203211408968202e-10,-6.213954641120327e-13,9.199281632236874e-08,-1.494877402322878e-09,8.94775925377671e-06,-1.0787553110388653e-12,8.918028162574036e-13,-3.947429356234836e-14,0.09999999517969835,-6.175906228883954e-12,-2.0568620753756166e-14,-6.627746958488907e-08
400,0.0005188076348220155,1.1157136343242989e-07,0.004957349347583691,6.13851927286886e-12,0.005906236246483715,3.549380088185726e-05,-3.5847177247256346e-08,3.663328620997926e-11,0.0045795658777573025,-3.512521717186342e-17,3.927763414972296e-05,7.38811866375159e-11,-6.978239984737259e-15,6.431535760714296e-05,7.094366070188083e-06,0.017326148050286146,2.65127662271648e-10,-8.600160823850205e-07,2.4454989456738193e-17,7.383198397502263e-06,1.6857490236432512e-08,2.1823727537887842e-05,-6.078368838126714e-11,-1.384419482503783e-13,-2.7019317111641706e-09,-4.706846754233995e-41,4.252865122933267e-41,7.374185607827312e-06,-1.8196745970725295e-05,9.54111328381231e-13,2.929374880103681e-07,-4.208679428624219e-14,1.5302501304805657e-05,-2.7603645728023796e-10,0.00016994461443594624,1.5415179270595016e-07,1.1046052604627356e-10,2.1709723563001834e-09,0.00039274252115465265,-2.02992686045849e-12,-1.963781239166324e-14,3.0635401596802644e-10,-1.2556493390688112e-13,2.669814197149045e-07,-5.160075478274676e-10,1.6683712037261444e-05,6.213850605726623e-11,1.308134516066079e-13,-4.043705726668089e-14,0.09999999518100929,-2.150354367561219e-12,4.0299061291761097e-14,1.1004437015542517e-07
500,0.000779117187109225,-4.620632447616836e-08,0.00613854664824517,-2.1950313830126366e-12,0.0073152459715832676,4.719593231968936e-05,-1.7938845126995457e-09,-1.5467831790785358e-10,0.0055684759983900475,-3.154990474282463e-17,4.5506123092365864e-05,4.2660528068839643e-11,8.485919671692736e-15,7.574263620587355e-05,9.025575780586211e-06,0.021680657068548874,-8.653265170385833e-11,3.5771688455753215e-07,-5.4851098430960885e-17,8.615398093949e-06,7.5416093146154e-09,2.3814389886394775e-05,1.2478914724611042e-11,5.407994899008086e-13,-3.434634373939694e-09,-2.815899556865066e-41,-4.316306235526036e-40,1.0182612077191941e-05,7.227443886770573e-05,1.0592289759332836e-12,1.6802946718888234e-07,3.194620620184346e-13,4.3438618256696984e-05,-5.19685866113715e-11,0.00010109994433845878,7.383909508300516e-08,1.7020327252249084e-11,6.293929442008368e-10,0.0010261485962892263,1.705630765123574e-12,5.557932037656094e-14,-1.551580711502114e-10,-6.242413776446466e-13,3.4466757806615394e-07,1.4506614410753967e-09,2.0544036810112645e-05,6.551158787296706e-11,1.763240255260658e-13,-6.090039958771578e-14,0.0999999951954461,1.1861181365751453e-11,-7.78381755769271e-14,6.338019200243507e-08
600,0.0007793623362171889,-7.830856467485158e-08,0.00800198522731739,7.555058448254046e-12,0.00830981449641696,5.532517568856512e-05,-2.137019546673404e-07,-2.523195459557139e-10,0.006050749372400326,9.817553607130155e-18,6.318578263745369e-05,-1.3655724232140494e-11,-1.7512807736632727e-14,8.561059706994652e-05,1.0796268753559236e-05,0.024805055274221135,2.425774455851301e-10,-8.221902997150903e-07,5.262353290899614e-17,1.1089710711366212e-05,-1.216673762483981e-08,2.5343198058072863e-05,-7.15838672746017e-11,1.7532444491554284e-13,-2.3323986079439803e-09,-1.5821330627561518e-40,2.8120969566936527e-40,1.103038607913537e-05,0.00020121933228063526,9.572990999810642e-13,4.3576383870302536e-07,6.592047000677176e-13,4.450752336131793e-05,5.033953813773354e-10,0.0005542472817289951,1.9961688567245375e-07,-5.698600825064318e-11,2.03286674944859e-09,0.0008719583165731031,1.401283505807784e-13,5.525185067477513e-14,-3.172795282521039e-10,8.77316217626272e-13,1.67001265513015e-07,1.2228613062282827e-09,2.801955648725064e-05,-5.422642899276607e-11,7.692453183368884e-13,5.606276242751179e-14,0.09999999517413669,-2.3436688940368354e-13,6.65474529877416e-14,3.381120038399883e-07
700,0.0010084632986728887,-6.490588229033086e-08,0.008184993570816795,-4.548030677195078e-12,0.01001471056370723,7.157643930748075e-05,-7.11430217439544e-08,2.5536784277553544e-10,0.007087557313226905,5.1591397464407316e-17,6.91396142311047e-05,-1.4614161942424104e-10,-1.130432751668726e-14,9.356755219514288e-05,1.2901118886595315e-05,0.02734027438269341,-3.3530167167862203e-10,3.885977958786436e-07,-3.241854228731048e-17,1.2652052527651794e-05,1.6967074596886465e-08,2.671351110291396e-05,-9.844867640796826e-12,-4.0570759795554953e-13,-3.339817694135564e-09,-2.5088146936571957e-41,1.1970361300883374e-40,1.3983311026619424e-05,0.0002237844182207334,-1.0382141571492365e-12,5.12830834333873e-07,-8.978827495200913e-13,6.031799728221505e-05,2.9637692175367304e-10,0.0005240986189778338,1.0009912018849579e-07,7.564252519334299e-11,2.2339561951511976e-09,0.001139380672715823,-2.4642055555767107e-13,2.0919806698059403e-14,-4.060118921679005e-10,-4.008440318772265e-14,3.2829498471218e-07,1.4335044859611788e-09,3.742240690350256e-05,-1.3845657451328925e-11,-5.232854272125053e-13,3.330972569275901e-14,0.09999999518521578,5.479465397688034e-12,8.631420622373434e-14,4.956826346086243e-07
800,0.0011060477426314056,3.7612924798615865e-08,0.010029454831645248,6.605901782402429e-12,0.010839462781756725,8.11563330148648e-05,9.303128607480882e-08,2.4985337218655366e-10,0.008236618007553114,4.2289982521739567e-17,8.103256383954452e-05,-6.190727565056671e-11,-1.6679356520999194e-14,9.751451063264813e-05,1.3633671070663499e-05,0.03223945242042942,2.862246938288846e-10,1.3598987856315175e-06,7.020898912332265e-17,1.3946245497736597e-05,1.710796923925593e-08,2.7357660486379218e-05,-5.679263873532111e-12,-2.4079269935307488e-14,3.645464095476723e-10,-1.8078594397343866e-40,-4.077919176414186e-40,1.4376094682123674e-05,0.0005506563607969496,1.649845988841195e-12,4.989082516696867e-07,-2.4012086840256166e-13,7.611242749580864e-05,8.742677842516814e-11,0.0005563743148498556,3.8027121105316556e-07,-1.0009376363206038e-12,5.720288661489301e-10,0.0019184821564841895,5.051726206437402e-14,-5.047514643039287e-14,3.5369197228572496e-10,-4.739528955067281e-14,4.2857853697315655e-07,-1.1257328541810434e-09,4.5152780726416185e-05,-2.3075259276290913e-11,1.4352374022618163e-13,5.95249368153363e-14,0.09999999517886289,3.411575218943111e-12,-7.447966994606943e-14,7.413485869165348e-07
900,0.0012598245621833115,1.2523674194411037e-08,0.01170969075531778,1.5608535644909108e-12,0.012314393593567808,8.766440905130797e-05,3.7501334822051014e-07,-1.6028138336500044e-10,0.009260649653106277,5.154909442465362e-17,8.438989858371333e-05,-8.744050939250441e-11,4.6030887382064425e-15,0.00010240402119917896,1.6151453575095192e-05,0.03410528547446067,-2.960280259637653e-10,1.9943958303175796e-06,-1.053109204059193e-16,1.529973196623702e-05,2.636575882437129e-08,2.8065586545919978e-05,-6.898208027140397e-11,-5.428313952907377e-13,1.2313787737419428e-08,-1.5454806607706057e-40,-9.038168623275175e-41,1.7185325926378865e-05,0.000772970746349502,-3.52488313734939e-13,7.157168667334917e-07,-7.814018526835079e-13,8.360364717028276e-05,-4.05325259664224e-10,0.0006653069009632319,2.5080816409990157e-07,-7.279037736783643e-11,-1.0015285718688376e-09,0.0022493077906284354,7.255763701621593e-13,4.713329374957807e-14,-9.146934293338368e-11,3.4237003305961203e-13,7.405449529988241e-07,1.564840652479175e-09,5.9032061419097266e-05,7.407994293545368e-11,6.122499454771443e-13,6.364599109290167e-14,0.09999999519128344,-5.003683108378014e-12,-1.0091825928538758e-13,9.73325827363247e-07
