miliseconds,_75,_79,_84,_96,_99,_101,_105,_129,_147,_153,_174,_181,_198,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,_5,_9,_11,_13,_15,_19,_21,_25,_27,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31
1000,0.0013527323379740718,1.464122079629325e-07,0.01162120496104127,6.136851263228502e-12,0.013608184942589033,9.436310610526211e-05,6.720483156259359e-07,-1.9734449977441854e-10,0.01080942082896668,-4.1213322392610394e-17,9.202436384143456e-05,-6.722093919762315e-11,1.4390343413650434e-14,0.0001103927709487956,1.742506595563947e-05,0.036743377138100115,1.192167292164504e-10,6.391951895688021e-07,4.1762651998086204e-17,1.682556787848965e-05,1.3912234623800371e-08,2.8409513813975835e-05,-7.824738492629526e-11,5.08179283070588e-13,1.2968024990027847e-08,-1.766365125605299e-40,-9.145767638960503e-41,1.7927969006307848e-05,0.0009329687715692587,-1.2463219491552747e-12,8.539551245266319e-07,-3.592334462887117e-13,0.00010409006459134933,6.401638401924691e-12,0.0010842617483726304,3.5860431792993173e-07,-9.446334959773916e-11,-4.128071581267458e-10,0.002527016992612081,1.0364120787232052e-12,6.030524062590078e-14,7.693270838888023e-10,6.003963623524963e-13,7.39851099664823e-07,-4.004160968768414e-10,6.620416733415066e-05,2.103566965117678e-11,4.283269935075991e-13,9.743674230774045e-15,0.09999999519026538,-5.932084934561353e-12,1.752004077536211e-14,8.748760399889917e-07
1100,0.0016416342322687883,1.1092776954676753e-07,0.014014554351611423,-6.545997445819733e-12,0.014434571480308299,0.00010517569350914294,5.694543455499835e-07,-2.4558218103540574e-10,0.011106256954734788,3.410870533451337e-17,0.00010870988949856345,5.2817001713008226e-12,-1.1093134925382722e-14,0.00011514373648528864,1.9061160697258197e-05,0.04122929722621545,-3.776640013444586e-10,2.156587509907207e-06,-1.0150581530503491e-16,1.8719332762063345e-05,3.6395419014766385e-08,2.845652912848274e-05,9.033279814704838e-12,-4.879066857588524e-13,4.296936994110865e-09,-4.904067747894478e-41,1.1272281527878387e-40,2.0122510008717988e-05,0.0009593513550763135,1.6142016218818733e-12,9.567048043071178e-07,6.798141105606761e-13,0.0001422799728663452,2.546071777126014e-10,0.0012229660747992731,6.323955805079113e-07,-1.057650078678108e-10,2.1854486637397265e-09,0.0028260034069901127,-5.526206470934898e-13,4.4826814111141795e-14,-7.923620666764383e-10,6.054839601247926e-13,1.0477605570857764e-06,3.1084306650056854e-10,6.485965833451259e-05,-3.4420522491999765e-11,-8.570663554978735e-13,-5.92981844251557e-14,0.09999999517884356,-1.0124950796258545e-11,2.479423442941556e-14,1.0692138659403204e-06
1200,0.0016685134048986562,1.810793431887004e-07,0.014359309774125048,-3.9925031984140836e-12,0.015202264244971784,0.0001117153808822046,4.87637491450861e-07,1.8565151456487493e-10,0.01230572578422922,-1.592575172719234e-18,0.0001170834846639293,-1.4082513590352944e-10,1.0448303742659059e-14,0.00012192050163321641,1.9846874498939137e-05,0.04363177597559144,-1.3263398978277043e-10,2.256067108567431e-06,1.1885001892158158e-17,2.0060766174364798e-05,2.289197902609146e-08,2.9187790693499926e-05,6.055704922203082e-11,-4.117587213891857e-13,1.8348398559791688e-08,-7.024062606153667e-41,-1.7792059510316167e-40,2.1465121867743587e-05,0.0012555624456552458,1.938900317105666e-12,1.0148670023939175e-06,-3.320598241681378e-13,0.00016255676798505417,-3.6597474148354145e-10,0.0012770627464448816,7.150556345465999e-07,-1.5868834837517092e-12,8.562658072753791e-10,0.003655057675675858,3.7818579146027786e-13,-2.5124911720545507e-14,3.0454367100175783e-10,2.8597105581981014e-13,1.2883105017068055e-06,-6.364197230458541e-10,8.248696793612929e-05,-2.155279461998768e-11,-4.938386610319209e-14,-2.7023102025057e-14,0.09999999518211358,-1.5223517172870033e-12,2.6981036296068117e-14,1.1643475523029163e-06
1300,0.0018893076196995645,1.9790004356708627e-07,0.015338624605969515,-1.6977393393581221e-12,0.0158987950329278,0.00012336215787914077,6.748030966685723e-07,1.8343200883776548e-10,0.013354443449823564,-3.130527057644066e-17,0.00011583756306864958,-4.978642805290422e-11,1.4871020731637535e-14,0.00012156932362263066,2.0868512324244125e-05,0.047173405689978964,-1.1236593220520641e-12,3.033593510387292e-06,-7.939934217395507e-17,2.1168257581125708e-05,3.6974883543288234e-08,2.885936309019602e-05,-1.915560634022635e-11,-5.750830287925825e-13,1.9001924096857443e-08,-1.3070928129574586e-40,3.927198416783936e-40,2.356864436122576e-05,0.0014871075193321035,1.570986695298422e-12,1.3935311423844725e-06,-7.648309919017872e-13,0.00016303127207712966,4.184307882816324e-10,0.0017058204910834415,7.820416858773682e-07,1.8928169149561572e-10,1.8363466623210417e-09,0.003949683981669032,-1.2111100022724732e-12,-3.0192678377726196e-14,-5.705060306567314e-10,7.520088371119923e-13,1.2719566118691876e-06,8.027611433297841e-10,9.169665357773409e-05,-1.9486520632011014e-11,-3.698634360667893e-13,2.7024947804592837e-14,0.09999999518089957,1.2831330573919441e-11,1.0062427436067644e-13,1.3824041923661785e-06
1400,0.002080296358131101,1.59801492525462e-07,0.016348804652904197,2.394776033832378e-12,0.017371730964983782,0.0001280481589823777,8.697164759556146e-07,3.411153689262167e-12,0.013981843899412476,3.136485355763166e-17,0.00013021702110618225,-3.331195570370205e-11,-3.891278806169567e-15,0.00012619550393144668,2.239104136053353e-05,0.05130794347223256,6.370199177252211e-11,4.256374490772573e-06,-5.183427869854433e-17,2.2811207119540122e-05,5.5712598948412675e-08,2.9465572911389404e-05,3.38685236134118e-11,5.491673951437037e-13,2.4742795628538515e-08,-5.147394884067897e-41,-1.2540058417159119e-41,2.5447996904436394e-05,0.0016564156320407776,1.3116561547804449e-12,1.5159162777679449e-06,-3.689605725601574e-13,0.00018970350111339692,-2.7489601220475e-10,0.001798717900132053,8.476481230308431e-07,1.4450284146731923e-11,-1.6121405434473731e-09,0.004787761832698798,-1.6915517805266116e-12,2.3463056296760638e-14,-4.3843747308519544e-10,-5.544385303954887e-13,1.589060354171571e-06,-7.750092964421096e-10,8.844731189484223e-05,1.0202561397029056e-10,-5.562345845574e-13,-9.96897217747226e-15,0.09999999517314086,2.851658452565e-12,-1.0748702653179381e-13,1.5960604312405817e-06
1500,0.002137783855885236,2.1567771329559234e-07,0.018733318690783957,-5.431287258555666e-12,0.01815175709457993,0.00014122006692351443,1.710384814905523e-06,-2.2006130597128477e-10,0.014770901025482827,5.0991123061510834e-17,0.00013984763157629402,1.7154914673194253e-10,1.2467621368846876e-14,0.00013248487946098658,2.4375135925146406e-05,0.05490879656352193,1.8543404341596125e-10,4.850049161225508e-06,-7.160771816910941e-17,2.4182737776275697e-05,7.996211151324284e-08,2.951398196468663e-05,4.516849738062613e-11,8.204677670708832e-13,2.6999710622082973e-08,-3.3345976557660496e-41,-2.1553724842864564e-40,2.5606638198546183e-05,0.0017953460845720913,1.4537668360067776e-12,1.8502110659657926e-06,2.552307354669684e-13,0.00021846389764324547,-1.8848541320885268e-10,0.0018529937894926785,9.769838309093218e-07,2.456984694717876e-10,1.3908580925942554e-10,0.005288444998527704,-2.0192945250923972e-12,6.950303772464538e-14,-2.2472936320848675e-10,-1.4703141640815146e-13,1.7635419083188667e-06,-7.297341765429164e-10,0.00010120374263446445,7.392394705795156e-11,5.918370732128475e-13,1.5574329357477185e-14,0.09999999518858996,8.920088770872681e-12,9.783285032617113e-14,2.0051116486373156e-06
1600,0.0022955494615436106,2.8111095224901717e-07,0.019313187153442476,-1.169192510391531e-12,0.018958061834736622,0.00014992098484530223,1.6183063334428458e-06,1.5229034747581177e-11,0.015613690628086976,1.9136116224379395e-17,0.0001509533347206317,2.1085282644739952e-10,-8.824212245755257e-15,0.0001329153465123174,2.5771667366770473e-05,0.055613870459921985,-3.1709016711055226e-10,4.2544306573775675e-06,-1.0850980510300184e-16,2.4731676433467e-05,7.40693889220368e-08,2.9937311290927373e-05,-5.538543355448311e-11,8.790638279596901e-13,3.2297157130399136e-08,8.915883269552245e-41,-4.734673956472512e-40,2.716884596635418e-05,0.001793906949928501,1.6887968975720365e-12,1.8269945645023636e-06,-1.9045876191413312e-13,0.0002315614031803643,-1.949705807197043e-10,0.002072151485358593,1.0638380401821775e-06,5.926040901462262e-11,-2.4046520386938383e-10,0.005546959811570556,-1.8154208149546704e-12,-2.7979832155488002e-14,-7.059577338879625e-10,9.197819455811824e-13,1.901906584274077e-06,2.7109157282756545e-09,0.00010996975127321041,8.48980943712086e-11,5.4673115497722905e-14,1.906067781291455e-14,0.09999999518717956,6.364849789261054e-12,-1.1091088398252586e-13,2.3560542210850227e-06
1700,0.002384499857002927,2.3917348828823307e-07,0.021315908166472185,1.880486011547041e-12,0.020623220403967673,0.0001579804044432407,1.9930653787511823e-06,-2.2512198140230815e-10,0.01663268674363071,5.0292254580651577e-17,0.00015113592679902912,2.5111708545188494e-10,-1.540348230203288e-14,0.00013504165862249362,2.5792691661125133e-05,0.05945322738734316,-2.556985233343069e-10,5.233711719546825e-06,-9.307973955071274e-17,2.5434530242304122e-05,9.122017328886452e-08,3.001214902465682e-05,-8.975680494255375e-13,-3.2824015036734615e-13,2.9637579736158593e-08,8.448515856805233e-41,4.124484330293327e-40,2.8855590068213174e-05,0.0020077250062347234,1.7768427209100968e-12,2.233952815878983e-06,-3.155686467417785e-14,0.00023588008960310632,-3.6481956137982535e-10,0.0022472649000332815,1.253412251208582e-06,8.757804125133089e-11,1.1020812541209023e-09,0.0065084310914443515,-6.313886018288327e-13,4.796131795235384e-14,-1.5201078081781428e-10,-6.843286893734353e-13,2.258013298486053e-06,3.5854731394498843e-09,0.00011809497126487853,1.7412595084591612e-10,-6.359322448492053e-13,5.616153452134175e-14,0.09999999518832407,1.449489290796821e-11,6.311624813587876e-14,2.4206927188055665e-06
1800,0.0025480200716075075,4.227112366523966e-07,0.02264422568072243,9.464935882928821e-12,0.020770640959065646,0.0001610674005717085,2.467881679531896e-06,9.079672655037334e-11,0.016781312328774084,4.744579996361622e-17,0.00015907510141406373,2.694078689012408e-10,-1.2100467697060754e-14,0.00013839962424535215,2.772891405482777e-05,0.06312438930335243,-1.0019183829813964e-10,6.536893334570739e-06,7.304295888783738e-17,2.679010622191388e-05,9.179696567163055e-08,2.9937087514828905e-05,8.580389707901407e-11,-1.1026507510392045e-13,4.228325205383905e-08,-1.5825416563110268e-40,-4.610787642677465e-41,3.0362718935483823e-05,0.0023137882588541822,1.524128104072799e-12,2.4082685817996852e-06,9.75062318156041e-13,0.000265640207617588,-1.9628991039166168e-10,0.002656511989545587,1.3545407098800637e-06,2.7907690064835314e-10,4.1218451585442595e-09,0.007179650521855248,1.4254857471993637e-13,2.678515380121782e-15,5.403174812002409e-10,-8.785621243983412e-14,2.3711272867897673e-06,4.262984924737399e-09,0.0001292208719822625,1.0149577234275791e-10,-3.3864472948779214e-14,3.820300899920704e-14,0.09999999518665278,6.912891524965168e-12,7.509635477338338e-14,2.84579987657092e-06
1900,0.002789374514103001,3.592841171988077e-07,0.02391065381941691,-1.2486116459826903e-12,0.02163271075948461,0.0001724818504914152,2.2111403674688762e-06,1.255416420422189e-10,0.01727329974809232,-1.8216724697163055e-18,0.00016806475259278396,-2.1542754384833512e-11,-5.8582406330973e-16,0.00014312416649314374,2.7755596644482993e-05,0.06330168506991114,-2.558063051460184e-10,7.6032945899617215e-06,-1.904755270213019e-18,2.7760490660311828e-05,1.0974385401289309e-07,2.9975265475242297e-05,6.021802154030064e-11,3.4551611257265644e-13,4.0649185729231236e-08,-1.0864413260555065e-40,-1.7255742404366998e-40,3.1000929989675406e-05,0.0024675919031391267,-1.475206571359292e-13,2.476354056649232e-06,6.494255602534629e-13,0.0002786998244742926,-2.382951678319105e-10,0.0027779901741604657,1.6614892763964916e-06,4.0973345029787917e-10,1.4926253944671688e-09,0.00743717067129644,-4.366390447389743e-13,1.8584736455549156e-14,-3.159542978481991e-10,5.748570092283822e-13,2.544303692808687e-06,2.9352611867592612e-09,0.0001370728881937977,2.1794723169288778e-10,4.845226609284067e-14,-6.492238503947395e-14,0.09999999517322666,1.0883081549891934e-11,-7.451683651241151e-14,2.834680379525514e-06
2000,0.0029195193974258563,5.095406475394975e-07,0.023941798039254853,4.978557317599878e-13,0.022674209542478365,0.00017781680743847954,2.5828958743706383e-06,-6.990182193536615e-11,0.018680537772952557,-1.6063997987561816e-17,0.00018406344599397866,3.421307261201995e-10,9.651622689394158e-15,0.00014623607207555204,3.0304539373775268e-05,0.06533253530693345,3.9797443723700784e-10,7.509209156699912e-06,6.369296336386632e-17,2.9774648728714112e-05,1.474710352050357e-07,3.036024206841138e-05,1.5431916605815619e-10,1.8318672794485681e-13,5.1253523312324136e-08,-1.5481271377471356e-41,-4.923160661114898e-40,3.398675591027984e-05,0.0027724011093327463,2.617762756938633e-13,2.9898165886921227e-06,-2.0128318748186508e-13,0.00030984307030620185,1.1410223642848527e-10,0.0031940911555157128,1.8253246471117423e-06,5.848105727603031e-10,2.5970079773463575e-09,0.007962117582870964,5.274321033672476e-14,-6.554564075066498e-14,2.632223968483777e-11,4.587539407536499e-13,2.922165414541289e-06,5.3934044274376824e-09,0.00014853043291404637,2.1764766154492423e-10,9.218483037518566e-13,-1.0393772299044738e-14,0.09999999517163774,2.9832248704638072e-12,5.5404323604180446e-14,3.4248856447415405e-06
2100,0.00300196716508398,5.710079821317415e-07,0.02495395493231777,5.833524260568624e-12,0.024239842124306365,0.00018860725923067767,2.889459176678474e-06,-1.0201304275853982e-10,0.019465906473874257,3.409880019841397e-17,0.00019064975810683567,9.374928957072697e-11,1.76167336132098e-14,0.0001476686105204136,3.0879082618934027e-05,0.06992004517736564,-2.2769060602559314e-10,8.876721677080316e-06,9.430411664122273e-18,3.102966288384537e-05,1.4634418519387045e-07,3.028378710081876e-05,5.382118245264959e-11,7.836978714820869e-13,5.387191453015678e-08,1.0820185195366435e-40,5.159874402836032e-40,3.524559572583315e-05,0.0030122635834198283,-7.394985885672385e-13,3.1521606957569886e-06,-1.3187993750659685e-13,0.0003272211307936215,5.943821728459743e-10,0.0033188573768616505,1.8644404224864787e-06,7.535664699559855e-10,5.029084228092464e-09,0.008358004741951015,-5.624569818183959e-13,1.6143615265256184e-14,-9.902324658362851e-11,1.3444199183162778e-13,3.182139866373398e-06,3.547020639185426e-09,0.00015499097507691613,3.07846329504205e-10,6.472694883901243e-13,7.75866586995564e-14,0.09999999516415102,2.1662644880473036e-11,3.0369415556257125e-14,3.490701865728803e-06
