milliseconds,_75,_79,_84,_96,_99,_101,_105,_129,_147,_153,_174,_181,_198,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,_5,_9,_11,_13,_15,_19,_21,_25,_27,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31
0,-2.2165492876772334e-06,6.147844135409688e-08,-0.0005335880138512892,-2.34186264505989e-12,-0.0003103062640018322,3.4142736185400334e-06,3.440544418660019e-07,7.275392143949286e-11,-0.00019872961253001044,1.7880995491039397e-18,-2.238748840501095e-06,-1.2084218010170843e-10,-1.4964171530856932e-14,5.873334233030646e-07,-6.87479664632525e-07,0.0006657209155113862,9.002934623373468e-11,6.501837938334058e-07,-3.2325068993537693e-17,4.670665383310274e-07,-5.773982383439045e-09,4.279866645503137e-08,-5.6746650325991843e-11,2.914869479633804e-13,6.199481828766828e-09,-7.035719168844959e-41,4.785039548931005e-40,6.825240418927779e-07,2.6611791467948854e-05,-1.451062249071895e-13,-9.215266191527038e-08,-8.2595699604992e-13,2.9756313233032053e-06,-3.7526639068840986e-11,-0.00012651633334724753,-4.410155048731461e-08,-1.7880933371093278e-10,1.9728229811895993e-09,0.00022286092130997183,5.845698358882401e-13,-2.2747763616201944e-14,1.3396141448638416e-10,4.818620819474689e-13,1.39144720487977e-07,-2.0779197737078208e-09,1.4532395521730128e-07,2.6211265776817455e-11,-8.299209384980196e-13,3.6374140398923855e-14,0.09999999517861682,1.2849260646991748e-14,6.734269627132833e-14,-2.1668890384541892e-08
100,8.051204452081041e-05,8.353429959977729e-08,0.0004694434523617489,8.59828657386634e-13,0.0010919971166417105,1.418616064556651e-05,6.040443885816267e-08,-1.5338782193710739e-10,0.0014974538950053788,-6.022564024092991e-18,5.946750332546077e-06,-1.1424285596460222e-10,1.769742586634655e-14,1.8256726395440678e-05,1.6065291319456146e-06,0.005016535186945633,-3.7305285316110943e-10,4.522081441876655e-08,-2.245208987784022e-17,2.392056626891194e-06,9.602143884423867e-09,8.291613494858333e-06,6.833936540977218e-11,6.680834162026425e-14,-3.7655784733883664e-09,-8.293874656641732e-41,4.218913554485291e-40,2.6225659066353923e-06,0.0001259119488980946,-1.3543452132510162e-12,-3.5302874213945046e-08,3.599327557699951e-13,-1.5858321369507625e-06,-5.3375032170941386e-11,-1.4841728866160995e-05,-1.268856379834825e-07,-3.621567976065814e-13,2.174509174858929e-09,-0.00018285849005613238,-4.1535073134962625e-13,5.785504829724481e-14,1.827449383207404e-10,-6.158078121274498e-13,8.426829531149706e-08,1.4977228236257856e-09,-2.7577161080706877e-07,-3.707819755088932e-11,5.94409428783328e-14,-6.714052272611428e-14,0.09999999518547527,1.1247627184413701e-11,-1.5315751858173067e-14,-1.8791946752986954e-07
200,0.0003396725710824208,1.7619608520080806e-08,0.0020693238969813764,6.993756897821464e-12,0.002618925140141198,2.165372015245129e-05,-3.213165541955629e-08,4.0170178602836456e-11,0.002316174577570893,1.9213311748578732e-17,2.0210996278781693e-05,-1.0455950199946078e-10,6.6922916552181676e-15,3.715087577399087e-05,3.3897805016167184e-06,0.010410256998520362,-9.560045287563667e-11,-1.1542913112122754e-06,3.374069183438086e-17,3.818516869087959e-06,1.7479340705593992e-08,1.4630111237663558e-05,2.1114155625246735e-11,-9.946290427824095e-15,-2.6883418958968754e-10,-1.343974257389053e-40,5.393435730930881e-40,2.985400265194033e-06,-7.219333518398772e-05,-1.5507271063478385e-12,2.1583515789412455e-07,-8.3060662201408e-13,7.883888127653338e-06,-2.9117979166334055e-10,0.0001060771452803863,-5.9374011447680206e-08,2.3408686025003095e-11,6.961577797870765e-10,0.000520544593196026,-1.2207805863144399e-12,-4.378135353761221e-14,-5.170710386797301e-10,-6.342357230232413e-13,-3.012867523304664e-08,2.06038890974061e-09,-8.202094257817081e-07,2.5968989424516286e-11,6.704311195717766e-13,4.291471033621732e-14,0.09999999517566745,1.2230054810410028e-11,-1.1020942933000432e-13,8.86476484465269e-08
300,0.0003745482116634794,-8.921021967794716e-08,0.0044379418465114,-4.929044217657332e-12,0.00468392201530794,3.414926945448877e-05,8.69603120262598e-08,-2.651682062888986e-10,0.0034267323870622772,2.3802895054190192e-17,3.01587029115804e-05,-2.3796448020073427e-11,-2.9971265341976394e-15,5.060905145366137e-05,5.610768172613251e-06,0.011277220715197246,2.537239653080992e-10,1.138848041679989e-06,3.226920718666286e-17,6.090454457867501e-06,-2.3912012961253704e-09,1.836040493130269e-05,3.426098772209707e-11,-4.644926189139408e-13,-7.60179091459739e-10,3.1781544397476703e-41,2.445598759586023e-40,6.625480236551677e-06,1.585525641412343e-05,-1.924602120527185e-12,-6.506331896350928e-08,-5.74660806571745e-13,7.890895964318605e-06,1.931830792207794e-10,0.00027463904390933306,1.5734352074065372e-07,-1.4015868861956087e-10,1.2261251387619822e-09,0.0004552071386262676,2.839655035234732e-13,-2.0815754663618023e-14,1.7793653169262705e-10,8.198415520478164e-13,-5.091619262352066e-08,-2.084530123065091e-09,1.2465835463146358e-05,2.2527493866542544e-11,9.013606889588747e-13,-2.7030290886010758e-14,0.09999999518455162,5.114292570347595e-12,3.74996637475557e-14,2.1020635508583174e-07
400,0.0005353248806545917,8.989658370648886e-08,0.005746424484097215,-6.283802786755077e-12,0.005591458486115848,3.651813933945006e-05,4.222624140271501e-07,1.4791211496224783e-10,0.004916108610964521,6.8769190082958785e-18,4.09176327929017e-05,3.015167401496141e-11,1.794742596767144e-14,6.377774485680722e-05,7.024788033692412e-06,0.01839088838807368,-1.0945185454257083e-10,1.0302979156689939e-06,-4.1943296361993974e-17,7.737138290698206e-06,7.386691536987995e-09,2.1391674971521267e-05,4.42247284375189e-11,2.683639300340968e-13,5.157152018062385e-09,3.6411480634397373e-41,4.902784553498715e-40,7.664624786527017e-06,0.000183656094503143,5.343607287860296e-13,2.496356443826602e-07,2.4291726020516856e-13,2.4987065907699037e-05,-2.398274535694159e-10,0.00012668218733423664,1.3227529635094944e-07,-6.535232891049326e-11,-1.8790820322109907e-09,0.0007394391096597539,8.139943121740725e-13,3.2255073095120277e-14,-3.7247698673220067e-11,-2.3262520059381167e-13,1.2526435849562834e-07,-1.117365332742354e-09,2.0194266305862904e-05,-6.428180175068266e-12,-6.49984288118127e-13,7.147215187472153e-14,0.0999999951819719,6.404969077356658e-12,5.364898947360056e-14,3.6831169010712996e-07
500,0.0007521509082146971,4.107847049647076e-08,0.006316644594116114,-6.185798156157393e-12,0.007441137289759108,4.469334660240019e-05,-4.065919456178996e-08,4.2816411193531826e-11,0.005768881897863062,4.6722889285166796e-17,5.387670095708776e-05,-6.60141822323579e-11,-1.8732245995717555e-15,7.699488118830292e-05,9.084528882552346e-06,0.01908792847049068,-2.5947832001208545e-10,1.3077918022688458e-06,-8.279888377253574e-17,9.657530638493606e-06,1.7691647953161564e-08,2.3985650019110266e-05,4.4631230188981694e-11,-7.113820851149523e-13,2.161370892527439e-09,5.810058137986972e-42,-4.579622255057994e-40,8.951284469940867e-06,0.00031146526715226475,-7.843782357404326e-14,2.294613768991911e-07,-8.466144591459926e-13,3.3946592079071775e-05,4.697637466765283e-10,0.0004083749917957718,9.004494754767618e-09,-4.651549458915694e-12,-1.1485034324999841e-09,0.00043688014489914455,1.8043889314607068e-12,-6.354093698345928e-14,1.2786758221355296e-11,-1.398137954901829e-13,1.8869603320015357e-07,4.706097720136462e-10,1.927765813589112e-05,-7.782147070847337e-11,6.544524367375805e-13,-2.7804204355385848e-14,0.09999999519380721,-1.4052793065085524e-12,5.1855879814271544e-14,6.433058482251706e-08
600,0.000951329425229611,7.449549533548289e-08,0.007552625814608173,-7.686025440743236e-12,0.00887461743132235,5.8384541388031494e-05,-1.3734245810250412e-07,-7.00641619226022e-11,0.006539403967681767,5.311531467619389e-17,5.738335286479281e-05,8.181750912931626e-11,6.61609611704694e-15,8.363022946758245e-05,1.0809528665789174e-05,0.0258913082326069,2.339728630882903e-12,1.3958243272411885e-06,1.146214042342605e-17,1.1071261151979005e-05,-5.184694047789152e-10,2.5498118397688692e-05,-6.826218985058642e-11,1.0422458974353914e-13,4.908606340492413e-09,-1.5989558153708462e-42,-1.984445588621359e-41,1.1573306023649453e-05,0.000254125938454661,-1.991802699632615e-12,4.017101183950888e-07,-7.295491526761147e-13,4.985952361161481e-05,4.881220873900937e-10,0.00021702549083738336,1.1969028959235648e-07,7.215148174036328e-11,-9.453883962223293e-10,0.0008915441536917279,-1.2235294493040402e-12,4.763405103080824e-14,-5.284137041449872e-10,-7.021986831371162e-13,2.149055444397095e-07,-4.102217722717703e-10,3.094010202753373e-05,2.8096336972141585e-11,5.955986678152894e-13,2.1103403049974877e-15,0.09999999517904372,7.030267650438303e-12,1.8478816168058418e-14,3.012833686876113e-07
700,0.000991315672544383,8.773697345633133e-08,0.008317333464090101,-1.9341615310826924e-12,0.009981839089372568,6.987601856335481e-05,-1.0629914797413437e-07,-2.51270720034961e-10,0.007137914924284054,5.779218967702787e-18,6.484663320000917e-05,-1.0622230090707185e-10,1.462608134857761e-14,9.408050699299844e-05,1.2008898037736057e-05,0.02974820509267109,-1.1100681060325139e-10,-6.461906321736112e-07,-5.741491761119949e-17,1.2745792731490053e-05,1.1055330206307889e-08,2.6222854328351302e-05,4.431733089166109e-12,-8.813222283581165e-13,-2.4905555807192024e-09,-1.96753732337726e-40,-2.6142809587821195e-40,1.380866354280801e-05,0.0003614962737384363,-1.2693174504075672e-12,5.85065462098334e-07,6.243431092971124e-13,6.879864109039464e-05,3.6190591094840944e-10,0.0005476963021469558,3.250437634154435e-07,1.1492989279645274e-10,-1.173625638749378e-09,0.001641865076390552,3.664987028775536e-13,7.332151975001743e-14,7.23317530909119e-10,-7.027703489016859e-13,3.673184016381601e-07,1.7544407185381461e-09,3.4131145128152574e-05,-4.723370494699078e-11,-8.186643619224985e-13,-4.4392764509182895e-14,0.09999999518145351,-1.0478101887982362e-11,6.249031800415239e-14,5.803538684680204e-07
800,0.001083150168569571,1.511397185645679e-08,0.01066166893646882,5.355460279359776e-12,0.011291380432232262,7.38358668194375e-05,3.602971090950353e-07,1.0685240038397077e-10,0.00884072603844901,-2.1143315950173384e-17,7.895741720272325e-05,6.861194475749333e-11,-1.7112625031862196e-14,9.642900399280131e-05,1.3436863508099021e-05,0.03229630317362232,2.1868385092955386e-10,-2.2236051603576534e-07,5.0480617003552566e-17,1.3836582010868183e-05,-3.0612755812939013e-10,2.6937127709862376e-05,1.6768814974885024e-11,3.072655902428037e-13,8.628059774056685e-09,-1.2233805846508856e-40,3.3707197475010686e-40,1.5492420976652233e-05,0.0004124230152225003,-1.5944908200795677e-12,5.986759723941472e-07,6.451589522603783e-13,7.615832882299433e-05,-5.010325403090306e-10,0.0006998106191700159,2.2612961796249748e-07,-2.7766747466098734e-11,-9.780982347590066e-10,0.0021528990440105394,-1.7698982924445337e-12,-3.338050483343122e-14,2.2364360670579177e-10,7.682359102345181e-13,5.195020060724386e-07,-7.411453111647283e-10,4.722783229807855e-05,-4.932935382758637e-13,5.167297791649725e-13,-3.0817739959175765e-14,0.0999999951878271,-3.5063097277429952e-12,-4.9790141860413405e-14,5.711522485170152e-07
900,0.0013889362679571642,1.4762766440999487e-07,0.011670750052951926,4.186858778061099e-12,0.012429352900734119,8.703974217592668e-05,3.801502302563653e-07,-7.634790000763678e-11,0.008994465677703067,-3.191039807372e-17,8.36613084198855e-05,4.6628901797373605e-12,-7.829946144862723e-15,0.00010381443882417424,1.5521081912593444e-05,0.03509734114999607,2.6946073009011984e-10,1.4154766262246509e-06,2.9156543212314005e-17,1.5515175270787636e-05,1.3123756579328903e-08,2.812235635052569e-05,-7.239136416970016e-11,3.6245380967083684e-13,7.316578468916154e-09,-1.9622832199612186e-40,-1.2158609429928683e-40,1.709648564771664e-05,0.0008077099554886822,1.7476897941626177e-13,7.941744505261134e-07,-7.435492174967996e-13,0.0001106686880379637,-3.8997443604209584e-10,0.0009068373646832655,2.522286133473765e-07,-9.124936534504387e-11,-1.4882355413079746e-09,0.002480018051510174,-1.8242559815575145e-12,1.1226117441436946e-14,-2.2226171822553373e-10,-4.4562747826725944e-14,8.084000972698184e-07,1.6819646878607015e-09,5.3652014815144283e-05,-3.9108759748151766e-11,-6.034896665901546e-13,-4.875638860968423e-16,0.09999999519307308,-9.911223278308424e-12,4.592396233327007e-14,6.527434110786821e-07
