miliseconds,_75,_79,_84,_96,_99,_101,_105,_129,_147,_153,_174,_181,_198,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,_5,_9,_11,_13,_15,_19,_21,_25,_27,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31
0,7.86848066463515e-05,1.0463462187000603e-07,0.000432092118590732,-4.983419466735162e-13,-0.0005391300966929042,-4.09941386026544e-06,-2.3196135296684158e-07,1.7300497575338422e-10,9.393003226073846e-05,-2.1476677810368082e-17,1.3110679244801283e-06,2.8930871542113548e-11,-1.043159186580566e-14,-2.415613562156833e-06,3.193995933830905e-07,0.00024311385584834975,-1.9685380587677307e-11,-4.340828411124832e-08,4.035006999538024e-17,2.3212523536102448e-07,-1.3026950118782698e-08,1.7895720687769494e-07,4.58419783231108e-11,3.661178107307904e-13,4.420737768048106e-11,1.7213837337133004e-41,2.5448642224897016e-40,1.9933611855106376e-07,-6.685566336555056e-05,-9.196627924776631e-15,1.6319760664073487e-07,6.846985412438182e-13,-8.357885481631876e-06,-1.9698004274268082e-10,-0.00015009118561849457,6.819644842952994e-08,-1.5415154808502847e-10,-2.996877385978818e-10,0.00028361641746661015,-1.4534039558132465e-13,-7.278766149662479e-14,6.314836058823538e-10,-4.069846980597795e-13,7.382220614399658e-08,-1.0503999616307064e-09,-1.1542343723078394e-06,-1.7751535163973875e-11,1.3041890744098452e-13,-6.643761271463902e-14,0.09999999518391527,-6.180291819638922e-12,6.359049252916664e-14,-1.8258821704072456e-07
100,8.918404455020812e-05,8.523992315283105e-08,0.001233765185240675,-8.64115138437307e-12,0.0013666364003733593,1.1409286676371083e-05,-4.690032373266861e-09,7.937046970784768e-11,0.0013628161983024565,-4.982771062223695e-18,5.51067687721074e-06,5.477474926976582e-12,-7.250415690220976e-15,2.1831896205452963e-05,1.558990955938993e-06,0.0029106448970528283,-3.689844467250226e-10,8.689673910243372e-07,4.4765494311621333e-17,2.0066551456329496e-06,-9.519160493641184e-09,8.20462528736709e-06,8.74970276527952e-11,4.644921329293655e-13,-4.758264596150988e-09,2.040876499107338e-40,-8.641086894017291e-41,1.2834516345710296e-06,-2.706071237066599e-05,-1.4297783852075225e-12,3.347366142882749e-08,5.501562119622591e-13,1.3948223941517349e-05,-1.0266199309471861e-11,0.0001747598282357679,-6.988718280293467e-08,1.6274919254267916e-10,4.6429813906001835e-10,4.233268971029626e-05,-1.2393060078108315e-12,-3.5152439439465774e-14,1.65785994084097e-11,4.06043685546471e-13,-1.145559576815518e-07,9.98572644563295e-10,6.200752583163723e-07,-7.428481729041775e-11,7.625816105992029e-13,-2.892480326733428e-14,0.09999999519643082,1.0753722535061514e-11,-3.2783973338489465e-14,5.051820356398749e-08
200,0.00028728840279885646,6.059260449192067e-08,0.003096248381072556,6.581425897417589e-12,0.0030763765238292534,1.9310625165167907e-05,9.501666948892825e-08,2.636990863169638e-10,0.002032769658893722,-3.773866163968168e-17,1.6848448565251016e-05,-8.223148562602004e-11,6.702505645492299e-16,3.717811660035825e-05,3.7921325664475157e-06,0.008133606416921131,-1.4334491387361532e-11,-4.318807169135356e-07,3.1472940405072405e-17,4.085702031866724e-06,8.320311159421804e-09,1.4527808053711262e-05,-7.670541395391191e-11,1.3676433673179e-13,-1.3267352955394458e-09,1.262913907247756e-40,-9.37564906825955e-41,4.148113029988783e-06,-4.141269968300639e-05,2.0222279461131344e-12,2.5209901233733226e-08,-1.7458002556189413e-13,7.025208795321966e-06,-1.677426931190246e-11,8.45211211124095e-05,2.2215115602314264e-08,-8.469364698933907e-12,1.8823851608842198e-09,9.544202566079287e-05,1.4911634845222791e-12,4.892312178548318e-14,-1.2772423760333477e-10,-2.3839604427385954e-13,1.3481834925020867e-07,-2.13227782291938e-09,9.557289699797749e-06,7.085290824201947e-11,3.446543983054065e-13,-2.6599069252095625e-14,0.09999999517234628,-6.408755164275495e-12,7.734113830358414e-14,-6.165984024922334e-08
300,0.0004689055763699138,8.789223330956844e-08,0.004045814874284926,2.543804778783935e-12,0.004505388450370969,3.061724660011414e-05,3.055622026726486e-07,8.459190205327858e-11,0.0037055080309388983,-3.551442277052227e-18,2.719476755213762e-05,-1.1445960762852268e-10,-1.1773872995524267e-14,5.161054610896197e-05,6.08884951526065e-06,0.013442772968272476,-2.2876552536601713e-10,-3.9519070011907696e-08,-9.742860203008498e-17,5.7809216272115395e-06,-1.6800699357414783e-08,1.8396625459170395e-05,6.648826170895386e-11,3.768842877878903e-13,-1.6198447698052192e-09,1.768432854263525e-40,-3.0928150491652827e-40,5.641235815684702e-06,-0.00010856368824584645,-8.069784425193742e-14,6.02087750704098e-08,1.472702483306243e-13,2.728552031769842e-05,2.626589594649114e-10,0.00017741825951573119,8.764838111724013e-08,1.5799852695662126e-10,-2.265272766533258e-09,0.000435318472447283,-2.740592203427649e-13,-5.078290472433172e-14,-2.700556514913439e-10,1.5015732032792495e-13,2.146027839876685e-07,2.251389669418131e-09,1.2998050319302188e-05,-3.610010179358424e-11,5.945530007870979e-13,4.8595996251417087e-14,0.09999999519394398,3.4680675480787058e-12,7.531984557867136e-14,-1.0520999227041333e-07
400,0.0005013868226364613,-7.96633698673126e-08,0.005126580386678593,4.2434419249822506e-12,0.005521302250296405,4.357034655435171e-05,7.558089406848585e-08,-6.592372259338814e-11,0.004553047285817712,2.947023133072338e-17,3.987714448124953e-05,1.221493561708319e-10,1.725739034315253e-14,6.273233699253629e-05,8.214151052035563e-06,0.018400521894187456,-8.32611045224661e-11,-7.122774257083364e-07,3.404663579680755e-17,6.9427915466031055e-06,-7.503774771211716e-09,2.1361963668603948e-05,-4.629586830286703e-12,7.72526435418012e-13,-4.879935881548084e-09,1.086650107458224e-40,3.393787920975809e-40,7.001289723047509e-06,0.00014373368051060756,1.1301059929262998e-12,1.2274620590841328e-07,8.471710974541213e-13,2.4618720310369667e-05,4.285409468994861e-10,0.00025505285072647307,-2.1029711373908223e-08,4.836484736735937e-11,-1.5383309412300685e-09,0.0008612165682535347,8.410715122851657e-13,2.7770362644047054e-14,5.081691564939443e-10,-4.335526998988814e-13,1.3676799581097328e-08,9.61671280631868e-10,2.1666788110970008e-05,-7.038227801562274e-11,-7.68652250827753e-13,4.543021829332125e-14,0.0999999951812578,-5.3283903619004494e-12,8.067955895110725e-14,1.718886515206492e-07
500,0.0006570993723064317,-1.387395635394637e-08,0.00598220683929538,6.2563904038602936e-12,0.007457027469316824,5.123753017932889e-05,3.0661174626120516e-08,2.652893558438209e-10,0.005614425988549794,-4.789721364179768e-18,5.313243719815064e-05,1.125822358461729e-10,1.68161111141774e-14,7.404644453245494e-05,9.382449340401585e-06,0.020777878724815117,1.4855397581060458e-10,5.349409360294398e-07,3.6517466630226556e-17,8.877453852675741e-06,1.9564479130852036e-09,2.368493488422744e-05,7.043361380429958e-11,-7.345406310763384e-13,5.33037243285613e-09,-1.0581448325834553e-40,3.9956038799945626e-40,9.53558289901209e-06,0.0003843504565418548,1.8918911033862752e-12,3.9663228572916413e-07,-7.237085639722683e-13,2.5208809784261656e-05,5.46277677466978e-10,0.000253121514062182,4.15714083756412e-08,-1.0841249587833438e-10,2.2755009831373894e-09,0.0010528790854128355,-1.9725283739076754e-12,-4.69596325783642e-14,-2.927222816659228e-10,-8.857316549982489e-13,2.432456640981713e-07,-5.127531577895713e-10,2.0597543881782533e-05,5.02502230940201e-11,-4.120633400226743e-13,2.862553495817787e-14,0.0999999951900659,4.2348038341061004e-12,-3.8163670750898685e-14,3.2569671885432396e-07
600,0.0007999858931785297,1.0944795582303573e-07,0.007745476074555744,6.248771731291133e-12,0.00899594270451015,5.942451123521339e-05,9.523573801617073e-08,-1.8732264658392494e-10,0.006661659775202211,5.03246419765255e-17,5.3870136807836867e-05,1.83817736807313e-11,2.600889715981634e-15,8.378104411116262e-05,1.0152857789443524e-05,0.02391256650590547,-6.197550823572465e-11,1.2655108712474202e-06,5.921476786300984e-17,1.1055905209723202e-05,-5.8961823082062e-09,2.539556654620162e-05,-8.24085477916523e-11,4.56608012047775e-13,3.212738939280109e-10,2.706400155608306e-41,4.988816034167164e-40,1.0625812240754042e-05,0.0004107255069478191,1.905598553450817e-13,3.6753524505931796e-07,1.470805471646292e-13,4.108390146533093e-05,-2.1114245569709564e-10,0.0004095187394563011,1.476437247685178e-07,5.914337044080656e-11,2.20819198777095e-09,0.0011907334314580653,1.3915531382651274e-12,2.1252772435553406e-14,-1.4777518669580795e-10,7.346168223036184e-13,4.054668399686629e-07,1.5460061864894396e-09,3.123514816957224e-05,-1.2046865488175673e-11,4.0934757409652796e-13,-1.4220403116636116e-14,0.09999999518797163,-9.2218158441816e-12,-1.3259644580585533e-15,1.288559221844871e-07
700,0.0009242474028697152,1.084494830088488e-07,0.008250236648359104,4.2572953052866165e-12,0.009699622626426424,7.188382720372021e-05,-2.3738237152595523e-07,-2.6480193434743173e-10,0.007993580890196939,-3.3753142660785353e-17,6.474004502933663e-05,-2.1042152266423793e-11,-1.60393894007935e-14,9.157252420093866e-05,1.1989964576715237e-05,0.028186165541190016,-4.4970683005752525e-11,4.0239752641446596e-07,-5.788224189631433e-17,1.2475173827962287e-05,1.1171424080294812e-09,2.617729960721736e-05,6.82262572486508e-11,-3.0413067865124447e-14,6.604056959414752e-09,-1.2622786515229808e-40,1.2778377805272327e-40,1.3591128814228789e-05,0.0003569467850312114,-7.62422532980977e-13,2.9291772024411446e-07,2.5062775754504645e-13,6.854825551730491e-05,-2.246368642697653e-10,0.0005044879246844687,3.0481404809740504e-07,5.872712911537022e-11,1.5961916910112483e-09,0.0014002367088401778,4.7794021548380886e-14,-2.7806301378613432e-14,2.81960068441891e-10,8.414970800732063e-13,4.631164626910821e-07,-5.47001709588136e-10,3.171769992166039e-05,-3.6661173198531403e-11,3.108364062395884e-13,-1.4505031152885034e-14,0.09999999519090161,-6.6194345831896515e-12,-3.802068244075646e-14,2.4742430265121186e-07
800,0.0012431554551170084,1.4953198838872627e-08,0.010298050365543947,-2.6850229483138576e-12,0.010482293467610258,7.849463453780359e-05,4.529864787719257e-07,-6.695015038138386e-11,0.008897894843113343,3.2009075212683995e-17,8.136438368490052e-05,1.2912567134720507e-10,-3.609905712700538e-15,0.00010065017219814731,1.4399777972699234e-05,0.03171243107928862,-3.7937934692793086e-10,5.477457231814907e-07,-1.0045381552734854e-16,1.405500449405212e-05,-1.3206460723343575e-09,2.7185650516100627e-05,3.848345109471859e-11,-7.477248275378676e-13,5.780911005244995e-09,1.7114736696722448e-40,2.0140158670260583e-40,1.562233126270339e-05,0.00041548193370379716,-1.0539342607763383e-12,7.25293747785303e-07,2.4289100663319047e-13,7.243212973789333e-05,-8.76891008837384e-11,0.0008204327667375784,3.077158858064513e-07,-9.014306098477133e-11,1.203923236243596e-09,0.002093595134374,2.3944421562008397e-13,-7.776765148008506e-15,-1.427721578265035e-10,-3.8677952372245723e-13,6.441447752895033e-07,1.6585953543758148e-09,4.056155996551617e-05,1.6966539486082486e-11,7.208453026355496e-13,3.497461718443542e-14,0.09999999518961976,-1.4815162663282692e-12,-2.886317463495328e-15,3.716560919395239e-07
900,0.0012816406100791611,1.3628947456741338e-07,0.011291985897652334,7.662883253217188e-12,0.011567552142558338,8.194795935305371e-05,-2.2002048089871443e-09,-1.5000741938036535e-10,0.009097018464106587,-4.274215057973324e-18,8.022539236674357e-05,1.3569981568106677e-10,-1.0900607352851137e-14,0.0001041744579636133,1.517332490082593e-05,0.036542609866366614,1.8926762904857363e-10,8.634327532650514e-07,-9.490866413679276e-17,1.573543101175791e-05,3.3532954405406425e-08,2.7915927504452368e-05,8.299145856092542e-12,-3.785371852155455e-13,8.719099819637095e-10,4.0803368979954394e-41,-1.6888104327748982e-41,1.6544151569080396e-05,0.0008324741753550013,2.2021486737270261e-13,8.541797720064977e-07,3.844025487561827e-13,8.998085777511225e-05,-2.819344818439026e-10,0.0009019130484884306,2.936260499015035e-07,1.9366247913866126e-10,-4.031423979743942e-10,0.0021049167320356197,1.4951468672158083e-12,-7.311161476320003e-15,-6.386489516651803e-10,-5.152021539755257e-13,5.374181201471729e-07,9.123273513445268e-10,5.558627696948e-05,8.13561364169942e-11,5.285535855691902e-13,5.724463816355362e-14,0.09999999518862242,-6.873844945752508e-12,-8.710653432884372e-14,5.766314748534173e-07
