miliseconds,_75,_79,_84,_96,_99,_101,_105,_129,_147,_153,_174,_181,_198,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13,species_14,species_15,_5,_9,_11,_13,_15,_19,_21,_25,_27,species_16,species_17,species_18,species_19,species_20,species_21,species_22,species_23,species_24,species_25,species_26,species_27,species_28,species_29,species_30,species_31
2200,0.0031748691310976482,6.64470308381264e-07,0.027518716036939898,3.208943136369407e-12,0.02509557566159246,0.00018873136028610413,3.703782844106728e-06,8.079962678654262e-11,0.019792479470201532,4.9716564717032813e-17,0.0002007078994978292,3.280723507607766e-10,1.8629991372088937e-14,0.00015247217931194335,3.191319410630742e-05,0.07169242449166072,1.2585641893330474e-10,1.1283668137822919e-05,6.578244064772676e-17,3.096366966964917e-05,1.8637241448039602e-07,3.0585139657372194e-05,2.3830129413382503e-10,-1.6403315860128226e-13,6.496147094707325e-08,1.2846344657092707e-40,2.361039481444676e-40,3.660581072145814e-05,0.00338833430944263,-4.839232686853353e-13,3.3487732628565115e-06,-1.1326050948606592e-13,0.0003350492215987579,-3.427285409271325e-10,0.0038516934915103955,2.1669120372823287e-06,7.387664497730644e-10,5.290072818217279e-09,0.00899971523957934,2.5733619578264164e-12,9.302513116395082e-15,-3.5509675777755143e-10,9.651806311931385e-13,3.167760132645299e-06,5.1311728098670275e-09,0.0001563574224173121,3.688929436450271e-10,1.029054974150191e-12,1.3435993817267327e-14,0.09999999516357612,5.9257259698042844e-12,2.95424933145046e-14,3.7487147269069064e-06
2300,0.0032737629876901306,7.932990463164475e-07,0.027379628998644052,5.930008582048565e-12,0.024852530306209975,0.0001958176370730351,4.20592771562037e-06,3.1060632145881435e-10,0.020736787783304934,-1.2210645842501542e-17,0.00019840310441908928,3.53117524188278e-10,8.839890732334578e-16,0.0001563760424140762,3.261733491928911e-05,0.07341732399607534,8.262462512482905e-11,1.1165842615222783e-05,-4.5433414271855914e-17,3.2771983154956144e-05,1.960654363309824e-07,3.061711654599182e-05,2.0246391240585276e-10,6.808042583859788e-13,7.38067886292889e-08,1.623719085118979e-40,-1.8880625614746215e-40,3.655318414752292e-05,0.003379798764903032,-5.008736128346991e-13,3.5353418066900037e-06,1.2387523118936286e-12,0.0003710223930432393,8.319423481162521e-10,0.0038049229683483686,2.242627330395509e-06,7.103559596635056e-10,7.60363381277596e-09,0.00985866645157601,2.053641274383154e-12,1.3189462388324272e-14,7.86554788155741e-10,9.829664280405725e-13,3.4563771961286287e-06,6.498056715264334e-09,0.00016698082848800826,3.4657169454072634e-10,1.4068151709507414e-12,2.1506577822698127e-14,0.09999999515682227,1.7296164177732208e-11,-5.0754447017937876e-14,4.291468114257687e-06
2400,0.0032925080270302678,8.81233832141115e-07,0.029237927614514016,1.2593340645440693e-11,0.026431744217238533,0.00020760136421397234,4.786584012820199e-06,3.809029575327646e-10,0.02141379546649307,2.3923895652638707e-17,0.00020724563419934552,5.335775654164202e-10,-1.6458917879817586e-15,0.0001539255377596552,3.296193818552805e-05,0.07723435667601389,5.61315799640332e-10,1.218747867662815e-05,9.369886259161246e-17,3.3262546324122187e-05,2.1051181243762236e-07,3.0962122635620205e-05,2.2488468602178872e-10,1.4636266595424854e-12,8.037884879047767e-08,-7.933427925668063e-41,2.0661034641403506e-40,3.768080883193517e-05,0.003928326678923975,1.5700500511275174e-12,3.9604115092787665e-06,1.2642353177784188e-12,0.00037411508630331416,6.253468178076621e-10,0.004310586224334282,2.3359786299669745e-06,9.701123432525608e-10,9.235336501756438e-09,0.010562768238629418,1.5952226363073064e-12,5.4144588897146546e-14,2.7671647931675774e-10,3.319383925684566e-13,3.674469044315861e-06,8.483175448338225e-09,0.00018282701893725627,4.558280687490503e-10,8.749643042586176e-13,6.872195865206056e-14,0.09999999515816098,2.655341980379389e-11,-6.28365701840045e-14,4.612616748282652e-06
2500,0.0035576208115547995,1.0433856181189151e-06,0.030536788763693087,1.674501773269292e-11,0.02735086269300405,0.00020671221684802829,5.027109794107314e-06,3.8441496416896e-10,0.021899086678531788,3.1642174758981865e-17,0.0002219032589604717,3.8606512096632187e-10,-1.0429790051016246e-14,0.000161319421077506,3.429426620672507e-05,0.07627385536799004,6.170666806612183e-10,1.505772484342794e-05,-7.124854617147101e-18,3.403789740159587e-05,2.543048397962481e-07,3.092748793758418e-05,2.728373857743657e-10,1.9870808261689126e-12,9.06262952999997e-08,1.899428794544682e-40,-5.044680002525317e-41,4.054485055041075e-05,0.003940182802767087,2.1821709789445165e-12,4.0116770788779735e-06,1.105209270529402e-12,0.0003867420167866753,9.604236663819392e-10,0.004319840488509294,2.7342450737067994e-06,1.2855061512986558e-09,9.36584629426675e-09,0.010830550109317745,1.598135671590968e-12,1.0274485695529948e-13,6.569667755085564e-10,1.905395975269577e-12,4.059010085043469e-06,8.444134174590291e-09,0.000181372909679898,5.25670513156018e-10,2.48765839363166e-12,3.4298461332586606e-14,0.09999999515732041,2.799298162411583e-11,1.5953459697283302e-13,4.933790773217279e-06
2600,0.0037461336219062444,1.0993551101886779e-06,0.03132256018309026,1.5224739937914773e-11,0.027371022365544957,0.0002184968253573326,5.613527804942571e-06,4.886506910433143e-10,0.022222234557683736,2.0241569904170133e-17,0.0002314765564337787,8.624839286317537e-10,1.550258492851252e-15,0.00016390840007380643,3.506762937484137e-05,0.08067600959176446,2.992015324146513e-10,1.5344972369742516e-05,-9.823368665144828e-17,3.5451660543820145e-05,2.878020490620517e-07,3.1303991622868794e-05,3.3690712917763556e-10,1.730071416053841e-12,8.866204251773666e-08,5.46191533205238e-41,-4.039813546258407e-40,4.052104120106515e-05,0.004366171032256925,4.009297981340569e-12,4.32678883627828e-06,2.839983827561695e-12,0.0004242230903108071,8.732821762336083e-10,0.00470150335938083,2.7170867746530415e-06,1.1324445647760723e-09,1.1215377237842023e-08,0.011640242087241468,8.141755356214245e-13,-1.9367753221822503e-14,9.504834771637995e-10,2.3303713112757035e-12,4.268968946467686e-06,1.07669307004833e-08,0.00020029781606150564,5.997547777036956e-10,2.4884977615750554e-12,1.3984185784063127e-14,0.09999999513585174,3.9281195910381725e-11,1.232543625107005e-13,5.362316334912258e-06
2700,0.0037760685158965868,1.1857814132275933e-06,0.03239972671845128,1.0695774325976438e-11,0.027970780745221416,0.0002246405110558269,6.574286150209233e-06,6.810536548051968e-10,0.022453354393329614,-7.440616028779778e-18,0.00023592229742828958,1.0272147177269405e-09,6.676359764481491e-15,0.00016660833910701886,3.6036709056663365e-05,0.082442676231943,5.877266017721173e-10,1.8555064021453525e-05,6.185827561807967e-17,3.582133198013054e-05,3.1585973069377975e-07,3.103451313881481e-05,4.172350163312857e-10,3.3545863240105066e-12,9.812323576308543e-08,-1.2440024978866157e-40,-7.859965021954739e-41,4.287183221839768e-05,0.004777756666430474,3.642460793367098e-12,4.750333946817833e-06,2.8489115736011523e-12,0.0004298405548796179,1.0068804363832876e-09,0.005088263425260221,3.148163131437708e-06,1.323514850198567e-09,1.2885422302364855e-08,0.01219388506424262,4.763841134677507e-12,7.623032181867422e-14,1.909431065202181e-09,2.298402494960604e-12,4.682504162370184e-06,1.4699700762112557e-08,0.00020881228970812303,7.095398500813722e-10,2.2739525106921086e-12,-9.442014574353304e-15,0.09999999514912272,5.420792963672127e-11,1.5644555231123665e-13,5.6033038841383504e-06
2800,0.003948930958299299,1.4060217505658043e-06,0.032974598104451934,2.2218407081785205e-11,0.029668570108535484,0.0002289767183881768,7.035997575784285e-06,7.744294172258731e-10,0.023513542023765318,-1.6729070012481537e-17,0.00023576904001346244,1.015812090804265e-09,1.824668859997151e-14,0.0001638949654255051,3.761697098143248e-05,0.0823577558423237,8.479904426519784e-10,1.994916065946491e-05,7.189374439965201e-17,3.6397905580472024e-05,3.1604569106201315e-07,3.1284564533442096e-05,4.5879178619072087e-10,3.1903898567753274e-12,1.1542278548363112e-07,1.0986257858625036e-40,-3.720135053665157e-40,4.32914028161088e-05,0.004766854930116621,3.4886750647779177e-12,4.969134983176537e-06,3.736213799706239e-12,0.00045683131848616663,1.3572275033651977e-09,0.005131826512369706,3.3104523699488376e-06,1.859562560967916e-09,1.5777669780681734e-08,0.012982523667296799,5.619364827581773e-12,8.706188698240073e-14,1.1090576489385862e-09,2.9054653966688874e-12,5.024202285117513e-06,1.3630201043484555e-08,0.00020607108747453844,8.74408380481192e-10,3.039916038813413e-12,8.99409856134489e-14,0.09999999511768971,6.570880334935874e-11,5.541860593331787e-14,6.207870377330944e-06
2900,0.004039269615599046,1.3987924706413448e-06,0.03524239571796732,3.450348358416285e-11,0.030253105029944993,0.00023516891854944653,7.31749976047254e-06,6.22965010182583e-10,0.02407247562535786,-6.948060505731818e-18,0.00025281184430729674,1.155566084316486e-09,3.302309719429243e-14,0.00016795488993989478,3.8072825735513946e-05,0.08484425197873324,8.772421742562839e-10,2.2126914661235465e-05,-2.4959483400818464e-17,3.7311623726524174e-05,3.6722410418839467e-07,3.15501888950719e-05,5.375943224324598e-10,3.546821726750987e-12,1.2286430655518227e-07,-1.230344000861819e-40,-9.824193549117527e-41,4.453744969147612e-05,0.005304857827516271,4.1891462705095075e-12,5.207142057669487e-06,3.519818695523373e-12,0.00046897331663228205,1.2063751279068074e-09,0.005701962689627925,3.395051628487991e-06,2.0155904624591997e-09,1.7258343675063714e-08,0.014006216465226125,4.947300359866394e-12,1.280016626064592e-13,2.383898754184385e-09,3.0381879418886984e-12,4.988576001702771e-06,1.953461166065487e-08,0.00022456943452240272,8.320376584439574e-10,3.4308226464433326e-12,5.728822918708841e-14,0.09999999511408532,7.541551700686027e-11,7.17939921268267e-14,6.4671801096278685e-06
3000,0.004201578952391541,1.73557720563275e-06,0.03581973451603407,3.53870830495719e-11,0.031104000015852645,0.00024145532343279987,8.382204576409343e-06,1.0093683733581802e-09,0.024650567800983274,2.761612558710336e-17,0.00026099535753056595,1.4854975721813419e-09,4.873615928419113e-14,0.00016958845976858898,3.831774969536862e-05,0.08661015639221585,1.1096540386580845e-09,2.2369076687759945e-05,-2.504338674404195e-17,3.894305724444321e-05,3.741983816232308e-07,3.1733073307935097e-05,6.240430956932883e-10,3.592536833454446e-12,1.2829863242492603e-07,1.3786287702406954e-40,-2.33238954734643e-40,4.623181942969326e-05,0.005416642214246469,6.3793284101359884e-12,5.477842547520054e-06,3.982868599625232e-12,0.0004987431553024595,2.053591618905229e-09,0.005675753022353254,3.563527589958223e-06,2.342156669808461e-09,2.202462863539142e-08,0.014363928251949177,5.5020140923388485e-12,2.0117548279847733e-13,1.96866632394171e-09,5.115008730299543e-12,5.465783354262622e-06,2.0452244502977616e-08,0.00022542935564125752,1.0785977374236406e-09,4.075462516991182e-12,1.297867253149896e-13,0.09999999510948401,7.52041105325832e-11,9.670368989889252e-14,6.951029967607501e-06
3100,0.004418530207188398,1.7566108839432987e-06,0.037043990792926376,4.2104612363281875e-11,0.030747127199016233,0.00024363590716912,8.395441861425341e-06,1.2654346993437863e-09,0.02519757752986207,1.631608515371313e-17,0.0002587025243907657,1.7755169782352278e-09,3.250169458138691e-14,0.00017626001085464823,3.929936577556483e-05,0.0909979127500998,1.4090958213487902e-09,2.600954607888828e-05,-5.718473467486019e-17,3.920526963029025e-05,3.9891668812019464e-07,3.1403252986856484e-05,7.231880012239496e-10,6.161181494473574e-12,1.4217698020076565e-07,-1.8113256740072985e-41,-3.866380251418074e-40,4.752370247111782e-05,0.005849203736537668,7.821022677432885e-12,5.739029135258415e-06,4.587800325954086e-12,0.0005266270570823508,2.014344197800702e-09,0.006029108942930887,4.002513516000885e-06,2.344632835458544e-09,2.3526067514755557e-08,0.01489051297435984,8.835980313429738e-12,9.778883593166912e-14,2.700861974331541e-09,5.435810129453656e-12,5.520566746579697e-06,2.2175656867483118e-08,0.00023920588481440941,1.1297618105762577e-09,6.1216654962184606e-12,1.201372265226573e-13,0.09999999508820186,8.986657009825716e-11,1.5525560230312707e-13,7.191513097538215e-06
3200,0.004491280528726083,2.03350656481578e-06,0.03785055983926289,4.745322400975587e-11,0.03138734834537377,0.00025252442797322637,9.685928783875509e-06,1.6181646997325274e-09,0.025539613564776794,5.735187947936343e-18,0.000267489343806522,1.756167489579076e-09,3.2696796647280616e-14,0.00017539433862947014,4.045004548143149e-05,0.09089347304712234,1.9184332320947274e-09,2.700677000014904e-05,8.76549612692186e-17,3.938290447740783e-05,4.6284094277261884e-07,3.15552987667633e-05,8.553055312437954e-10,6.101639913858668e-12,1.5352662818478095e-07,1.7098948980916843e-40,-3.621891695578847e-40,4.8182285557499664e-05,0.00629769931817948,8.037350106968333e-12,6.12705628203437e-06,7.124640779755195e-12,0.0005219056959113469,3.026433151440685e-09,0.006472772845128105,4.188067728632795e-06,2.927387891887025e-09,2.7584420368987353e-08,0.015367553997556054,7.900671619732196e-12,2.8095232588089844e-13,4.576471503994566e-09,5.834078718449487e-12,5.9345121328731835e-06,2.7116982852604788e-08,0.0002456042713503419,1.2724050575189649e-09,6.234270074891788e-12,2.694728394462912e-13,0.09999999507842523,1.053945237750394e-10,3.844324597209123e-13,7.69535038509745e-06
3300,0.004614789237482148,2.1942657916189905e-06,0.0395435028347607,5.642354337778237e-11,0.03245526346357246,0.0002579106956921573,1.0502319409769217e-05,1.5286536134192158e-09,0.026031950728898145,-1.5393916543676604e-17,0.00027943819874209463,2.0659077497585225e-09,6.308394142749838e-14,0.00017816606339392466,4.133453490863543e-05,0.09184585684414376,2.403887933705485e-09,2.9232503526468087e-05,6.440352305515579e-17,4.034966603456354e-05,4.891226762796373e-07,3.1536629065715484e-05,1.0226034974691072e-09,8.480243846915336e-12,1.6839574782229763e-07,1.9243501952193653e-40,2.4586852250335203e-40,4.968905965877253e-05,0.006491906623786996,1.0026495509885927e-11,6.474144135110929e-06,8.410312386522632e-12,0.0005606913947410403,3.178453010706999e-09,0.006627042415664164,4.42033427122759e-06,3.1295016887723733e-09,2.961503341719659e-08,0.015787242600050384,1.1158089997212116e-11,3.041803486651524e-13,4.383534045858684e-09,7.980472529185823e-12,6.107403055034921e-06,3.1857434329475e-08,0.0002555241113961621,1.490471894617351e-09,8.327814881371851e-12,2.0888509093203648e-13,0.0999999950475144,1.3822217519743223e-10,5.258792991681235e-13,7.814276636118354e-06
3400,0.004652955915640311,2.405062239985611e-06,0.04098974081706424,7.163723747835819e-11,0.03275215597390017,0.00027000777174256575,1.064233431188207e-05,1.8071217547606573e-09,0.027004185033227858,6.707097565208303e-17,0.0002843482627907571,2.387197758939259e-09,7.50780443582316e-14,0.00018230218863190406,4.185375411104166e-05,0.09513155889049486,2.8161405554989473e-09,3.2530201503154184e-05,1.5717595652173444e-16,4.0929597615426886e-05,5.064172863744489e-07,3.1920636956228226e-05,1.1210423370643742e-09,9.646063910948074e-12,1.7784655417518895e-07,5.0971748876073254e-42,1.6957194736074547e-40,4.996828411212727e-05,0.006852408141392875,1.2243492660666104e-11,6.6267463252181294e-06,8.353016528738688e-12,0.0005596093228266532,3.635941967920435e-09,0.0068575963226876506,4.658930845983979e-06,3.585539802470582e-09,3.3014821618831274e-08,0.01641198647443175,1.3807926155021646e-11,4.238979790409221e-13,6.447566544817053e-09,8.966485817802301e-12,6.407143396657343e-06,3.40615947134863e-08,0.0002659299833692058,1.614121954632273e-09,8.946423763101685e-12,3.4050009867325836e-13,0.09999999504143176,1.5388055057822113e-10,5.83572832942777e-13,8.395239172596579e-06
3500,0.004938489860573843,2.493444979215584e-06,0.042049210525386585,9.426645330125776e-11,0.03320675550866081,0.0002685623795672241,1.1612478625670073e-05,2.4214467943974846e-09,0.027273252319824436,1.9389293193005132e-17,0.0002915053985629701,2.719905485689754e-09,8.352330980880163e-14,0.00018464415049156312,4.273282007848055e-05,0.09603724131066928,3.5304842418821447e-09,3.422809990309818e-05,1.6048938720583922e-16,4.2350284277733175e-05,5.54254862049594e-07,3.226315740735374e-05,1.3075456305772973e-09,1.1097400893897103e-11,1.858658437432151e-07,9.268354717713557e-41,-2.317015095906089e-40,5.044365069957298e-05,0.006972065507301521,1.6336826632939904e-11,6.691422804270904e-06,1.0944814134409549e-11,0.0005787888344915842,4.498109724871867e-09,0.007123958933924132,4.89685080210119e-06,3.782951215951527e-09,3.847620002043477e-08,0.01690226403475049,1.5006904646861984e-11,3.8438273491462336e-13,7.679289084710445e-09,1.0228270508148218e-11,6.916167428169839e-06,3.846162165849034e-08,0.00026788567067093127,1.8215558113378881e-09,1.0136771427683225e-11,4.3818726231036517e-13,0.09999999501083366,1.7811383992713473e-10,5.556318404804229e-13,8.658224465714537e-06
3600,0.004909027860575543,2.7181291313200207e-06,0.042849813258561194,1.0627427871925301e-10,0.03460560342224138,0.0002742155553721842,1.212456005794675e-05,2.92227034062918e-09,0.027790918690749716,3.567511706109928e-17,0.0002978643737623793,3.068251305588587e-09,1.1619668100342864e-13,0.00018611350516539412,4.362044008213428e-05,0.0971903517411047,3.986114932496091e-09,3.7014424120483554e-05,1.6159462393269997e-16,4.247943101577331e-05,5.735420151552015e-07,3.221058762570827e-05,1.4586986397329082e-09,1.285721607639066e-11,2.0809994785772317e-07,2.9301577830432715e-41,7.084523867279981e-41,5.1851038789735586e-05,0.007308611768181424,2.265047678436027e-11,7.311900799307356e-06,1.2623955007207012e-11,0.0006217019784054687,5.618522158807833e-09,0.00750606715334069,5.02907963306405e-06,3.984210554658376e-09,4.221236502290895e-08,0.01805953347595884,1.9319085022486775e-11,5.035764514369941e-13,8.673984691633773e-09,1.207948732119442e-11,7.246258559692583e-06,4.5593684474579944e-08,0.0002748540326785199,1.9648877329159025e-09,1.2626985958993113e-11,6.097004787635249e-13,0.09999999498732909,2.0006657376141667e-10,8.893808976425622e-13,9.472559475782033e-06
3700,0.005186782748647419,3.1529706193745956e-06,0.04358873380371762,1.2041878230667092e-10,0.0350848771923449,0.00027632634241078253,1.294560800773714e-05,3.6054926431006475e-09,0.0287929742786283,7.382511503581357e-17,0.0003071755973365855,3.7278852139533054e-09,1.6329417769069135e-13,0.00018675546318453685,4.4254106335303396e-05,0.10037960539155458,4.651765384501219e-09,3.8627527789180905e-05,2.532398236399557e-16,4.402868682433785e-05,6.335689752289152e-07,3.2427865792283596e-05,1.808669802188281e-09,1.4117683588606527e-11,2.1899487424654154e-07,1.3080878261888782e-40,-4.809149421694025e-40,5.408969532242246e-05,0.007657858041103492,2.4160819613579668e-11,7.4347964827167255e-06,1.5207662810921673e-11,0.0006225519987032917,6.808779628099853e-09,0.00789270346429074,5.430508763206651e-06,4.5587764497714595e-09,4.9322763349436234e-08,0.01809994030033972,2.3988490258090584e-11,6.972050335861929e-13,9.937159750879143e-09,1.3569787078580883e-11,7.519077882235002e-06,4.681977464330966e-08,0.0002844434328971028,2.0429915802320967e-09,1.444285963088024e-11,6.59305409403225e-13,0.09999999495229096,2.211886198817115e-10,1.0334639816312584e-12,9.491303606111468e-06
3800,0.005302551206779006,3.2843895322731084e-06,0.04554234755026895,1.347452881314772e-10,0.03523920805502517,0.00028582988957931,1.4435297187433186e-05,3.792223669638532e-09,0.02914012379515324,1.0066879351279455e-16,0.0003149575771269552,3.954132812861396e-09,1.9567602858369786e-13,0.000189830498853906,4.4312146987456554e-05,0.10288485793176852,5.767669177247104e-09,4.1561742533732706e-05,2.235887606483888e-16,4.4018506920040616e-05,6.42770674758314e-07,3.219958312974518e-05,1.9103745616536812e-09,1.656156893147025e-11,2.2747814527098259e-07,-1.4449463481107004e-40,-1.4766225256793702e-40,5.457913485631391e-05,0.008035087334260147,2.885757253214611e-11,7.678900188227311e-06,1.5714740427570253e-11,0.0006571962314887789,8.628720366701106e-09,0.00797648023275796,5.529287218166126e-06,4.893646263878086e-09,5.4494232699111586e-08,0.019037496353937644,2.9069025854110265e-11,8.174931198996041e-13,1.1420662618464875e-08,1.6627333197371634e-11,7.790786145116009e-06,5.600003657885803e-08,0.0002970215213492286,2.340873224790757e-09,1.678303703639457e-11,7.716411416553854e-13,0.09999999492973084,2.396836783471476e-10,1.2121030113028822e-12,1.0197840901263702e-05
3900,0.005351039153357687,3.491080780907026e-06,0.04576596894785552,1.654657973276385e-10,0.03628155753140662,0.00029024131925037473,1.4839068941812869e-05,4.772027844794154e-09,0.02922772802507284,1.4557636454443145e-16,0.0003212699469758355,4.636258128130692e-09,2.173548291183337e-13,0.00019278752983799402,4.5402751710187806e-05,0.10296596006652042,6.650163424839731e-09,4.3531619990178344e-05,3.349537696322769e-16,4.5201786560514607e-05,6.878630456023729e-07,3.252545676015647e-05,2.266281553214571e-09,1.8998005257887335e-11,2.4825005969044437e-07,1.927358456906004e-40,-1.8379537724973506e-40,5.523703935880932e-05,0.00833314572131956,3.543434641948622e-11,8.11986270963774e-06,1.9587569746934984e-11,0.0006574213267040662,9.835361855716998e-09,0.008202696265833066,5.859494212386342e-06,5.434095972422995e-09,6.283667547053952e-08,0.019499160685952883,3.440027888081725e-11,1.032303848474304e-12,1.3245658293524255e-08,1.9508842218598025e-11,7.963739576690376e-06,6.062041798646435e-08,0.00030397178833665387,2.5005730184911783e-09,1.9923080290425015e-11,9.519747213177162e-13,0.09999999490096147,2.9688608345916753e-10,1.3952288474324145e-12,1.0452229287015417e-05
4000,0.005587974877001722,3.7353196363420507e-06,0.0474310784221521,1.814409488399744e-10,0.03636165024809464,0.0002923769692023037,1.566941607213642e-05,5.379232643082132e-09,0.029826047506854643,2.295484670947127e-16,0.000326791280564829,5.1147625500435455e-09,2.8645997644502764e-13,0.0001987992419705176,4.6449175588043266e-05,0.10338879472734368,8.097767518160968e-09,4.494679798413656e-05,6.257902423307167e-16,4.528204309030809e-05,7.23820014781291e-07,3.280339492380938e-05,2.4661138712620046e-09,2.227722658487904e-11,2.557847971557524e-07,8.51365388824644e-41,2.3207743522468073e-40,5.678214169566103e-05,0.0086968193025832,3.960825268755067e-11,8.451506791320922e-06,2.271944145327752e-11,0.0006799472646200184,1.073354579407709e-08,0.008717187296974929,6.160160811534444e-06,6.0123363827820205e-09,6.722404683581851e-08,0.019825104084018497,3.9437471888457566e-11,1.278198660927921e-12,1.6473885223924325e-08,2.1795229011986907e-11,8.401961150058533e-06,6.538536209744322e-08,0.00031435864115125816,2.7865751421200676e-09,2.18127843246482e-11,1.2006123461064247e-12,0.09999999486911156,3.1978662993928186e-10,1.8115990399751838e-12,1.1210226278785239e-05
4100,0.005609056726798476,4.1072416444716204e-06,0.048843097744419084,2.1750838801784762e-10,0.03690591398357124,0.00029696682580348973,1.674942336834286e-05,6.591149895522094e-09,0.030142996184507234,3.6095691024394204e-16,0.0003343559942206592,5.898473643314104e-09,3.3938926823707397e-13,0.0001988044790779762,4.620434804777138e-05,0.10643804015711797,8.975953243089968e-09,4.9527711108608984e-05,7.0927633292015425e-16,4.587665345417667e-05,7.959508734612473e-07,3.259131338647762e-05,2.662956676845062e-09,2.5361087752409305e-11,2.7676474954496365e-07,2.1142524458255653e-40,2.4799810192153126e-40,5.651773262919962e-05,0.009039572417799987,4.8397652113568025e-11,8.743331303588937e-06,2.5645282093306587e-11,0.0007094402061964043,1.259893571050523e-08,0.009089546571884606,6.2139093277670455e-06,6.542853506240839e-09,7.657957681739232e-08,0.020312556920073797,4.9426257513736373e-11,1.497613682884152e-12,1.817208853833215e-08,2.4052464264798894e-11,8.490987607850745e-06,7.577456434182031e-08,0.000316229118331769,2.917985551481571e-09,2.484956032037565e-11,1.4827801268525885e-12,0.09999999482559555,3.5627800093900366e-10,2.137619590764056e-12,1.1272476800489651e-05
4200,0.005810619574664078,4.325182987309736e-06,0.050024343053547464,2.4871867036720426e-10,0.037578357382294744,0.0002990608234200892,1.7888547235049713e-05,7.323818604499029e-09,0.031245945064860305,5.013840991743916e-16,0.0003344849725654669,6.623850294674737e-09,4.105947160313156e-13,0.0002024980840734567,4.7509426780538456e-05,0.10723531366027704,1.1015693652994352e-08,5.204919798406848e-05,9.625557148533156e-16,4.727976869457631e-05,8.222084942258006e-07,3.3099656706367985e-05,3.0126420678259844e-09,2.7475988252349346e-11,2.848994437203544e-07,5.250362701013081e-40,9.45505556157865e-40,5.879777099684139e-05,0.009173101191799982,5.636772365604008e-11,8.887281316105935e-06,2.8269473595278155e-11,0.0007312055556335636,1.516646486814102e-08,0.009055647727388526,6.7151674221255e-06,6.997954410470151e-09,8.401626575385677e-08,0.020937967405527183,5.469215525989561e-11,1.7911390885100336e-12,2.2557007401280575e-08,2.8131000626746652e-11,8.858420044235336e-06,8.164389767640406e-08,0.0003303089861767445,3.2290467460751073e-09,2.8268454386104964e-11,1.7109134832880377e-12,0.0999999947766489,4.1117899011050964e-10,2.540210465869997e-12,1.2026871752299304e-05
4300,0.005961973840935858,4.796587740708106e-06,0.05132302902395436,2.826167587936182e-10,0.03765062144069481,0.00031085392781991013,1.8670057384280053e-05,8.713831748280888e-09,0.030899184980697773,7.209480327054589e-16,0.0003406875109559823,7.075912432510959e-09,4.698814918144727e-13,0.00020192048036467053,4.833753567456265e-05,0.11038499315247503,1.1914064968087499e-08,5.466640829088925e-05,1.3212139380702402e-15,4.7642602786243536e-05,8.557938929452463e-07,3.332422174912106e-05,3.3031774391569424e-09,3.2392402899906747e-11,2.9908153526761356e-07,5.803879592451539e-40,1.662639149291086e-39,5.988040626202907e-05,0.009564892460037123,6.34735078738578e-11,9.196870868543406e-06,3.144814538748392e-11,0.000754409452764251,1.773729170809259e-08,0.009368116344184111,6.7844888481984516e-06,7.702522511013186e-09,8.897432941583149e-08,0.021642950613792476,6.487720644440867e-11,2.0845789978810644e-12,2.4552140749750057e-08,3.2244317391003274e-11,9.223717037751932e-06,9.127786973189475e-08,0.0003412506812410298,3.418419143615446e-09,3.208817474460843e-11,2.1415007064052574e-12,0.09999999473764065,4.604828408778029e-10,3.1387358576798054e-12,1.235905701399849e-05
4400,0.006039919106181246,5.117683312706892e-06,0.05126367163007416,3.230674140935189e-10,0.03812895220211289,0.0003150749899218002,2.0197026954676104e-05,9.949871213062236e-09,0.031866190533294196,9.58055346582227e-16,0.0003529816183030261,8.07610528465441e-09,5.708712359656432e-13,0.00020809893619890324,4.8085314685998496e-05,0.11026582563377349,1.3951675720207573e-08,5.66907713004242e-05,1.9568261903298142e-15,4.8215028081721774e-05,9.158237166714228e-07,3.311910269702404e-05,3.78515477889564e-09,3.6259441847741356e-11,3.093357873935905e-07,1.0252539763998013e-39,2.7829785305995963e-39,5.924520285096878e-05,0.009902616662122596,7.671432469581024e-11,9.312071346050392e-06,3.576080295366176e-11,0.0007637756636157295,2.0913071652021306e-08,0.009702109609144964,7.27138951947679e-06,8.217967375518509e-09,1.0138599050796384e-07,0.022588714369002977,7.435962394468567e-11,2.511357502841895e-12,2.8336745245373218e-08,3.635932983422837e-11,9.378275808126872e-06,9.791456734036722e-08,0.00034601956175428223,3.783633583467503e-09,3.6681086583905027e-11,2.4556773611940114e-12,0.0999999946851868,5.135769181992327e-10,3.6262467375389324e-12,1.270605107826358e-05
