miliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR,EGFR_i,EGF_EGFR_i
0,67829.48630089266,-28.545266404969553,-9.662598353950617e-06,0.04330152805136861,-2.8098685103114915e-07,3.5431700000052526,1.369416761488254e-11,5.852728947784214e-15,297.86534480114506,0.0,0.0
100,67353.05405865866,-14.077956933165751,1.287483401864643e-05,0.0433294525852453,1.1090270169788034e-06,3.5431700000001736,-1.5052215671903694e-11,8.458515501244701e-15,1706.4055178948656,0.0,0.0
200,65061.46503022706,26.649824664527717,-6.7907208515575e-06,0.043339240001585046,-1.0817618333719583e-07,3.543169999991205,-6.381324851155643e-12,-1.0822440502397578e-14,2329.8660007430276,0.0,0.0
300,63801.261780371344,33.95856661018569,3.0423912724377936e-05,0.04331973810069047,4.731661638043368e-07,3.5431700000026156,1.1002134715378446e-11,-9.503325801761693e-15,4241.895521025269,0.0,0.0
400,62658.85195409514,31.903531168936368,6.7282243643705965e-06,0.043334044205673126,1.3486376240184488e-06,3.54316999998365,8.745245400984034e-12,1.2618028731597985e-14,4742.887617417904,0.0,0.0
500,61473.583103916324,56.063992924018905,1.0378697625214422e-05,0.04329534857491844,1.0541407818855372e-06,3.543169999995378,-8.738620437755226e-12,8.638309232680283e-15,6545.108642506638,0.0,0.0
600,60624.25019100962,68.46179749095597,-1.8436812454604936e-05,0.04332450969351893,1.7372849633043784e-06,3.54317000000976,1.0695568290822638e-11,-6.201624543915314e-15,7415.320443885084,0.0,0.0
700,59304.90503149061,51.856587589538584,-1.1624655920795616e-05,0.043318475556791976,-1.1675311771126998e-06,3.543170000000438,-1.0806542299335592e-11,-9.154960265936733e-15,8521.190695098729,0.0,0.0
800,57975.02453366364,63.77449878269317,-8.087777024293773e-06,0.04331566664753278,1.245440600681846e-07,3.543170000004193,-1.2782983973184138e-11,-1.213330464787237e-14,9567.648529436625,0.0,0.0
900,56479.102347261556,113.60488480811831,1.0896576499474056e-05,0.043303133391179534,1.4670274875423581e-06,3.543169999999781,-1.647346165752043e-11,8.433839386231657e-15,10614.460794182522,0.0,0.0
1000,55851.38753134461,107.95639881022832,-3.092491957889516e-06,0.04327319795380721,-4.263318296868152e-07,3.543169999988575,-9.97567744799449e-12,1.1769911575827035e-14,12324.907263764855,0.0,0.0
1100,55469.708190572994,119.06613860132913,2.045209864022441e-05,0.04324209825752658,2.3528335777174922e-07,3.543169999990327,-1.4835490987731485e-11,5.245113533358995e-15,13166.806442311146,0.0,0.0
1200,53676.668998739035,160.34976623168185,7.698886761333328e-05,0.043292298462952135,-1.0289387099076423e-06,3.5431700000140847,-4.106941649136024e-12,4.007301707991926e-15,14415.875708569973,0.0,0.0
1300,52667.62120204097,163.8644000656653,6.104953702648016e-05,0.04322477829878592,8.969473974863508e-07,3.5431699999920876,-2.557833326480189e-13,-4.253505060661349e-15,15155.728306793584,0.0,0.0
1400,51608.210864296634,244.507231592381,6.291600799636681e-05,0.04326264476698094,1.166375625577353e-06,3.5431700000100785,9.957217680969288e-12,4.410447222065729e-15,16436.285539804525,0.0,0.0
1500,50489.68018923457,269.95900646695793,9.444586306879736e-05,0.043202971152779115,1.954306807499621e-07,3.5431700000046,1.638185918945264e-11,-1.0649903319338602e-14,17112.290020392575,0.0,0.0
1600,49374.07966398161,299.771352592226,7.716747762361126e-05,0.04321114485850159,3.709413066167582e-07,3.5431699999880086,-1.4719262696771813e-12,-1.0681080801939995e-14,18519.03192247063,0.0,0.0
1700,48749.71615654237,308.34132874361376,0.00010590554946627933,0.043164812625178996,1.0749261127192285e-06,3.543170000003338,1.5724848042746866e-12,-3.4169171498518346e-15,18765.53565435273,0.0,0.0
1800,47741.633160128345,373.28837244021594,0.00012310824766662145,0.043165169302637835,4.519810155197205e-06,3.543169999984866,2.577839303115685e-11,6.210401168755875e-15,19446.035273742284,0.0,0.0
1900,47780.33355937655,382.28932097980044,0.00016949767651842828,0.04312371484098967,5.013487487802818e-06,3.543169999993171,-1.1669661809350565e-12,3.803501017113248e-15,20112.464978882264,0.0,0.0
2000,45848.018472875345,396.3782683851135,0.00021422494843458686,0.043110114545709684,3.1541742401937422e-06,3.543169999997305,1.650583125340179e-11,1.920109381815475e-14,21059.935205390455,0.0,0.0
2100,45889.04875624607,469.63609340646957,0.00019642633327129,0.04306541003446945,6.220831641162336e-06,3.5431699999864468,2.7135524885815246e-11,4.0448500447930836e-15,21929.764260890228,0.0,0.0
2200,44207.227438499205,497.3821398823779,0.00027455605019514943,0.04304834762000126,8.401155536020666e-06,3.5431699999848076,1.904316211545864e-11,-2.294290937028389e-15,22512.00295271262,0.0,0.0
2300,43696.08251136569,506.0079018136791,0.00027646460201505735,0.04305068995693053,7.372106501111151e-06,3.543169999957799,3.9591477171773304e-11,8.876018852675407e-15,23805.960353570405,0.0,0.0
2400,42526.43573060154,556.4275659039455,0.00035181887582183324,0.04298693813796111,1.2195328812469376e-05,3.543169999947746,5.195190799046625e-11,2.652903427496703e-14,24633.42241878601,0.0,0.0
2500,41755.65051954442,635.0713555820994,0.0003455938163618666,0.042950784305214984,1.0972737245020613e-05,3.5431699999652566,6.119424588559333e-11,3.110606990924192e-14,25491.95558201633,0.0,0.0
2600,41300.618137244135,681.4318772085859,0.00042222164414924503,0.04289069767727866,1.2483637553223892e-05,3.5431699999533834,4.7852272275638534e-11,3.115950679637002e-14,25835.281852089232,0.0,0.0
2700,40398.08408972,732.7359162344491,0.00040854353439431567,0.042876254356565766,1.4881519200620568e-05,3.543169999931951,7.394795661314558e-11,5.145472793373536e-14,26846.972522283435,0.0,0.0
2800,40207.99348264156,722.1064120448187,0.0004537422904204265,0.042770301344855856,1.7822180324251536e-05,3.543169999934848,7.24327341512845e-11,4.869732576178432e-14,27284.12508796959,0.0,0.0
2900,39974.06378771705,767.0946236311246,0.00053491736611757,0.04273425031889426,2.0231629067981106e-05,3.543169999894042,9.618368676219935e-11,6.833108518594739e-14,27318.060400848357,0.0,0.0
3000,38429.84135022451,852.5211302594167,0.000556659482013791,0.04269774892591022,2.2943734887979392e-05,3.5431699998834523,1.0878508383417102e-10,7.853006484080781e-14,28362.826157668118,0.0,0.0
3100,38481.90293599,872.4895202770023,0.0006103912287536862,0.04267224329936133,2.8117986753429074e-05,3.543169999879212,1.253328902573634e-10,8.619205203686815e-14,28580.20333211988,0.0,0.0
3200,37121.15496185483,917.8572019158273,0.0006935895575030218,0.04259691873634211,3.168015184446406e-05,3.5431699998582773,1.7067523362093104e-10,1.0154837169620829e-13,29314.325788456597,0.0,0.0
3300,37265.36195753721,984.6301293853774,0.0007854857293224473,0.042494009824926224,3.586390106721846e-05,3.5431699998353565,1.8371601094967929e-10,1.2352350068670596e-13,30253.098644992908,0.0,0.0
3400,36632.84313426501,1056.1604764281449,0.0007848539383442238,0.04242898287440924,3.761673485452332e-05,3.543169999795102,1.8911565664432325e-10,1.3821240306374759e-13,31311.18855242783,0.0,0.0
3500,35092.575365158606,1081.8659860635223,0.0009128209730906216,0.04240323705267211,4.271906909636401e-05,3.5431699997664574,2.19659884254078e-10,1.6568633882793806e-13,31113.609177654173,0.0,0.0
3600,35217.72388608853,1133.8589410697612,0.000966166723263534,0.0423472002774973,4.649664079443019e-05,3.5431699997312713,2.7129266974789407e-10,1.8836075870247535e-13,32313.86178888271,0.0,0.0
3700,34801.73850825256,1172.7688835568263,0.0009932174368116654,0.04222007421670907,5.137259265333326e-05,3.5431699996861123,2.9951148753343985e-10,2.391688923178849e-13,32625.329428326477,0.0,0.0
