miliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR,EGFR_i,EGF_EGFR_i
3800,34457.93118709232,1224.533433473206,0.0011219152420491505,0.04218288858266925,5.8408196811397075e-05,3.543169999649068,3.649559457728702e-10,2.9448953331519637e-13,32786.50758582489,0.0,0.0
3900,33522.54737848354,1272.8860167360356,0.0011920805024988029,0.04207137391977461,6.492055258549739e-05,3.543169999609306,3.9306070272245985e-10,3.272760208796712e-13,33506.40534953279,0.0,0.0
4000,32768.49444463435,1354.2285484102854,0.0012152445535282082,0.04196936024607902,7.125704855078607e-05,3.543169999555437,4.4943778617624986e-10,3.902471956594306e-13,33313.699086896326,0.0,0.0
4100,32702.594900026972,1356.5570050339027,0.0013481141487614926,0.041870498268842045,7.567632491928698e-05,3.543169999516364,5.130211870628646e-10,4.225736875500181e-13,34636.779427077614,0.0,0.0
4200,31378.861191489483,1409.295752349019,0.0014401659972329618,0.04178110086912962,8.337002731697676e-05,3.5431699994415267,5.44909660229803e-10,4.910879857019054e-13,35013.80454487764,0.0,0.0
4300,31722.045489979377,1476.9744542767125,0.0014663788373722457,0.041744984576374405,9.054026022916975e-05,3.5431699993860404,6.126283045926695e-10,5.819303915954027e-13,35265.00168584376,0.0,0.0
4400,31347.32483700756,1568.37092478862,0.0015784983543803111,0.0416094661225635,9.86129653111031e-05,3.54316999929678,6.971340561494562e-10,6.626794060528129e-13,35192.363575775824,0.0,0.0
4500,30553.687557518082,1595.3213927963432,0.0017043076940014437,0.04154950993818786,0.00010527776250142307,3.5431699992273664,7.567013231966918e-10,7.270528117481357e-13,35590.936545632096,0.0,0.0
4600,30436.273767464012,1671.178484731679,0.0017930882192318453,0.041396785298228114,0.00011705231496342764,3.543169999151322,8.384973252021662e-10,8.418943781794669e-13,36083.12475573839,0.0,0.0
4700,29788.634086853213,1691.496715587069,0.0018791375684317662,0.04129437650196928,0.00012443541262220309,3.5431699990567602,9.331136237393437e-10,9.331929413664476e-13,36524.9930835583,0.0,0.0
4800,29098.03676206629,1767.0010868967709,0.001987290756039944,0.041214421755348375,0.00013412056710737768,3.5431699989538945,1.0546443070127369e-09,1.0568226869468255e-12,37049.1571480802,0.0,0.0
4900,29105.399189224678,1817.0974306793087,0.002051392786287089,0.04112350079594206,0.00014343986241152122,3.543169998859975,1.1328924885074733e-09,1.181536581646844e-12,37835.03199994559,0.0,0.0
5000,28577.74168344046,1894.2999616050195,0.0021481295845004024,0.04100306386626087,0.00015437213579794405,3.5431699987570515,1.2656138015300367e-09,1.3330617629473124e-12,37924.44738630642,0.0,0.0
