milliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR,EGFR_i,EGF_EGFR_i
2600,41382.879264257404,668.3035916055674,0.0003936193338219566,0.04291174655383527,1.5709410809061175e-05,3.5431699999259862,6.530731924472227e-11,2.7699491911732562e-14,25633.639592771222,0.0,0.0
2700,40730.38831821491,696.0810865121293,0.0004402244574407005,0.04285080859945662,1.700063999166115e-05,3.5431699999339408,5.7635575573841026e-11,5.0912694609913434e-14,26115.070623955347,0.0,0.0
2800,39996.62304985195,758.7946847238684,0.0004565634496373201,0.04280677740769,1.8293479301471507e-05,3.543169999929449,6.966362583936438e-11,4.8450759942516356e-14,26736.330039748565,0.0,0.0
2900,40024.412675523694,817.5943713310818,0.0005625332315500103,0.042773641485086125,2.2827008584584097e-05,3.5431699998905004,8.648983187739959e-11,5.828055733011864e-14,27531.63980197252,0.0,0.0
3000,38422.6008747506,847.5373227399407,0.0006081373036505113,0.04270648245266564,2.2462853565968086e-05,3.543169999876942,1.0961920882653196e-10,6.079907690924496e-14,28081.052435704427,0.0,0.0
3100,38325.46129808861,887.2674591549445,0.0006071316330886849,0.04263600942915017,2.8386362778488174e-05,3.543169999855251,1.495084898719046e-10,1.0037724717615549e-13,29398.955834332344,0.0,0.0
3200,36974.75559279168,953.3541492263939,0.0006684115422883706,0.042562261930476346,3.0069733361382776e-05,3.5431699998299506,1.6797722944956472e-10,9.701779161218249e-14,29365.12353818196,0.0,0.0
3300,37328.41876913117,991.2632900825603,0.0007743398203742544,0.04251961498531246,3.294942849603283e-05,3.5431699998310378,1.6266849020502727e-10,1.141303434835292e-13,30581.388363546044,0.0,0.0
3400,36494.98372138442,1055.5619492119172,0.0007916018441995029,0.042446885497391104,3.88693456125301e-05,3.543169999798303,2.0253997890576554e-10,1.3274504090677615e-13,30858.850231124165,0.0,0.0
3500,35542.95201081668,1097.0688316275125,0.0008513600789809037,0.04241276354002128,4.157837883651236e-05,3.5431699997641886,2.4468730988668414e-10,1.6436186746779875e-13,31364.74229745349,0.0,0.0
3600,34574.46296100805,1140.7937397632068,0.0009514819885111921,0.04231185011296576,4.71933685618934e-05,3.54316999973265,2.673344166806482e-10,1.9598271891327741e-13,32402.340218944744,0.0,0.0
3700,34303.98558947263,1178.4131077191519,0.0010359114564162698,0.04224528832168444,5.325549762548612e-05,3.54316999970729,2.924127273455055e-10,2.5267296879056807e-13,31896.333084496924,0.0,0.0
3800,34204.19957182664,1253.9861210884635,0.001112311515604802,0.042180999521722363,5.6567594835270255e-05,3.5431699996631543,3.598785375687974e-10,2.855206169112353e-13,33185.92662121572,0.0,0.0
3900,33715.186930215044,1299.398303687083,0.0011604516841814119,0.04204363432420458,6.250149138526522e-05,3.5431699995934856,4.105095127593278e-10,3.346300021915076e-13,32956.42761979862,0.0,0.0
4000,32270.216365427197,1317.6763747387658,0.0012205188472336232,0.04197851527608394,7.002552336002015e-05,3.543169999539609,4.3464447181009195e-10,3.672293459718922e-13,33426.97341204467,0.0,0.0
4100,32094.495820509877,1392.9073231813275,0.0013498894424651034,0.04187472877643814,7.612965223286414e-05,3.543169999509991,4.952491186869095e-10,4.200868497147086e-13,34254.94102552122,0.0,0.0
4200,32306.333589895094,1448.2729160777603,0.001422572794916292,0.041803941610403406,8.151802286669607e-05,3.5431699994288195,5.538635662942859e-10,5.114254913752283e-13,34243.054292994966,0.0,0.0
4300,31508.47375881502,1461.7666069181469,0.0015300925451751312,0.04171815598256309,9.286836702132301e-05,3.543169999371848,6.278597159318616e-10,5.607333083461303e-13,35229.129753957284,0.0,0.0
4400,31096.314359965832,1539.6026374148087,0.0015906569772273316,0.04163118382054,0.00010064935972124343,3.5431699993181227,6.975313163840286e-10,6.612403258909991e-13,35220.636773639766,0.0,0.0
4500,30039.90183942112,1608.0102483848618,0.0016768237285875289,0.04150986516902356,0.0001082955063144221,3.5431699992144106,7.625202994515321e-10,7.194598438030181e-13,36176.66271783083,0.0,0.0
4600,30346.210810074244,1673.4145792245401,0.001765663805799745,0.04142747418705708,0.0001174921408950955,3.5431699991517784,8.49834756581369e-10,8.40868242183749e-13,35870.94856853686,0.0,0.0
4700,28886.640606475994,1677.8515347818293,0.001865608402277445,0.04133451925327029,0.00012581939329850482,3.543169999048474,9.37670151744742e-10,9.469466964218623e-13,36749.613024238184,0.0,0.0
4800,28458.4972026184,1766.9465061399333,0.0019868155464393593,0.04120466583937019,0.0001351725780430209,3.543169998972576,1.0444311230937784e-09,1.058368342494917e-12,37125.2647393924,0.0,0.0
4900,29074.54299615671,1833.030497068922,0.002073598044827352,0.04107850645465813,0.0001444089449231305,3.5431699988718783,1.1447536738662314e-09,1.1881397458839037e-12,37597.43757162138,0.0,0.0
5000,27911.652422045598,1836.9888694145743,0.0021919824554113964,0.04101019166889472,0.00015360434916955666,3.5431699987608622,1.2635181283718163e-09,1.323918968269351e-12,37349.11127805977,0.0,0.0
