milliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR,EGFR_i,EGF_EGFR_i
0,68068.14496973045,-24.39392469425451,1.2492487987440932e-05,0.04332508917294448,-1.4196543800882935e-06,3.5431700000153565,-4.8258948808496645e-14,2.370667852893303e-16,418.00259932040444,0.0,0.0
100,66829.63801672071,10.067026035354862,8.5917048266249e-06,0.043288270257731166,-2.088536020889038e-06,3.543170000011489,1.4087805255911381e-11,1.4372131804134468e-14,1798.9912275792253,0.0,0.0
200,66055.28489079235,-9.025973573366201,-1.3021159428421097e-05,0.04329718339467782,1.8660884781851228e-06,3.5431700000005955,1.1123417971042728e-12,-4.108566928225637e-15,2790.387014185703,0.0,0.0
300,63734.71912404769,39.91079741668017,6.567435583465154e-06,0.04329772303641274,4.655472097148524e-07,3.543170000016405,5.1937305154117725e-12,1.5643139493629456e-14,3988.177463480651,0.0,0.0
400,63014.52228973042,35.547425924539226,3.2794087410687824e-05,0.04331307666666495,-1.3836161482017803e-06,3.543170000008125,-1.1687490870692772e-11,1.4530073951683274e-14,5565.024972608342,0.0,0.0
500,61150.423547389044,27.63909829482301,-2.2045178170281344e-05,0.04334061159827112,1.9340959825980894e-06,3.543170000015152,1.2113667778548189e-11,-3.718425573093352e-15,7000.0692840096945,0.0,0.0
600,60394.037768361195,62.85290297975931,-1.248403724539448e-05,0.04329965895842641,-7.864587045277228e-07,3.5431699999991664,-1.471235267793985e-11,-8.097544182187293e-16,8119.856189635311,0.0,0.0
700,59495.81369372649,82.67701444179912,7.839463090014422e-06,0.04331304956144589,-2.1271874090427804e-06,3.5431700000024757,-6.593278407056362e-12,-5.4491492787878765e-15,9144.868250836851,0.0,0.0
800,57943.70239891999,103.67342388255156,-1.1993918375364697e-05,0.043275990675183465,7.664127769123319e-07,3.5431700000149773,-1.64125935865027e-11,2.699327506799672e-16,10420.981367714656,0.0,0.0
900,57091.6651554123,111.69540433707299,3.0289111105950897e-05,0.04327520053314962,-1.864210526436651e-07,3.5431699999997295,1.4580696457847567e-12,1.4476763069941e-15,10630.471112333105,0.0,0.0
1000,56378.3974419979,126.85694981397229,2.4135880107999542e-05,0.04326830960671613,1.967024678150464e-06,3.543169999997635,1.1909811466676635e-11,1.3740698093277435e-14,12393.644635771634,0.0,0.0
1100,54420.146887280534,146.68715595597226,6.478439126444217e-05,0.043298526181006096,3.6440475615103074e-07,3.543169999994163,2.212055414558399e-12,-1.3546383003604352e-14,12699.657838916857,0.0,0.0
1200,53312.440131881056,168.50367179949703,2.3497423507442557e-05,0.04323840013767285,2.9246641950770266e-06,3.5431700000037454,-1.2002703585573487e-12,1.3779396554427654e-14,14332.086539757036,0.0,0.0
1300,53330.49407030977,164.52597609984684,4.360153882753918e-05,0.043274205344666444,1.482549020230995e-06,3.543169999989422,-1.3661216821768192e-11,-8.743082418175463e-16,15270.808112081886,0.0,0.0
1400,51538.441716353926,219.55712498063227,6.306751203085525e-05,0.043206196492888885,2.721269039830686e-06,3.5431700000029105,-2.4533172943870867e-12,1.1318637174028173e-14,16158.769610336967,0.0,0.0
1500,50979.972136376644,258.0608346468894,0.00010750308317719068,0.04324147276975071,1.7847022233187188e-06,3.5431700000049524,1.939959155005052e-11,-3.037211719415322e-15,17321.874001914905,0.0,0.0
1600,49328.93944391879,300.3244791829069,8.30131735891939e-05,0.04319062902311804,1.500598695787092e-06,3.5431699999837982,3.5492440235109923e-12,1.690006217967968e-14,18194.18822151896,0.0,0.0
1700,48791.50234660237,293.15513369110585,0.0001237038751367304,0.043197633201383256,9.960900202857196e-07,3.5431700000072595,-9.854100366258623e-13,1.5424724561345212e-15,18798.406048882185,0.0,0.0
1800,47890.61082554566,318.1432907308969,0.0001601261354546699,0.04316260484221677,2.516981759324127e-06,3.5431699999979456,1.696924431116687e-11,2.496526731858473e-15,19297.058015304665,0.0,0.0
1900,47715.30607851209,385.496151300545,0.0001603122492142066,0.04315187747114048,2.5227887576118953e-06,3.5431699999910533,1.3919953931765142e-11,-1.1597228007928257e-14,20853.755449373264,0.0,0.0
2000,46530.89243518891,425.483260614106,0.0001643973220316158,0.04312237976654918,7.20529470053503e-06,3.543169999974586,2.7005070350340228e-11,-6.521142913407318e-15,21535.501815594824,0.0,0.0
2100,45078.233470844825,436.03689366469496,0.00020362950666735907,0.043046823030909745,5.999264395174443e-06,3.543169999991619,2.8154026660559685e-11,1.2187195007448819e-14,21743.661858718828,0.0,0.0
2200,44521.982122144414,500.12393393636654,0.00023394504861088975,0.043041602177890395,9.305371212969777e-06,3.5431699999861763,2.334414714011368e-11,1.6874002575321352e-15,22736.095639471198,0.0,0.0
2300,43546.12598756337,543.1347023187058,0.00030636848274806424,0.04299604493503849,9.760590213124218e-06,3.5431699999696264,3.323436183598011e-11,6.963990320222298e-15,23546.843892014567,0.0,0.0
2400,42685.494047419656,546.8349551666795,0.0003410387714926744,0.042962036604337395,9.331846969437675e-06,3.5431699999746344,4.173443538696425e-11,3.3757956988169297e-14,24502.168504282243,0.0,0.0
2500,42797.25019426108,632.3710218143016,0.0003262774774931953,0.04294192035456386,1.4171039768200252e-05,3.543169999936749,3.146153375672806e-11,1.934105861726366e-14,25363.85349948529,0.0,0.0
