miliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR,EGFR_i,EGF_EGFR_i
0,67811.8373538514,-28.454356734964698,-2.049556800550478e-05,0.0433265690015186,1.617031199490431e-06,3.54316999998397,1.1203014291620241e-11,2.6194783427948336e-15,501.40484589286996,0.0,0.0
100,67295.63317206339,-24.6982405884497,2.6682782043129497e-05,0.04331157341009462,-1.1329459883495423e-06,3.543169999986205,-1.5550235807310478e-11,-6.6532473457224635e-15,1209.3720938576016,0.0,0.0
200,65654.7199653799,-6.1328388035318975,2.984241752377515e-06,0.0432992556163183,1.394178104386593e-06,3.5431699999936836,8.244028203768248e-12,-9.84244803800988e-15,2627.853963588339,0.0,0.0
300,64148.48542741182,20.643805401063418,2.365370808231276e-05,0.04333579110472921,-1.9209915264297484e-06,3.5431699999991415,1.0796172850903743e-11,-4.778305829028834e-15,3616.3797979902843,0.0,0.0
400,62600.56654249454,-7.40464465781697,-8.106925316408704e-06,0.043342322109574775,-1.97883184174327e-06,3.5431700000046953,-1.208560221861694e-11,1.349603384886818e-14,5522.716053982159,0.0,0.0
500,61883.01855877237,39.47140650259607,1.8043522646513318e-05,0.04329337896771931,1.928669779580713e-06,3.5431700000067305,-1.3756945342537017e-11,1.6859755098131286e-14,6970.30756581355,0.0,0.0
600,60764.4886976194,65.4139398399094,3.080932357641063e-05,0.043298262607943554,-7.076423900612525e-07,3.5431700000139013,4.021820502143069e-12,-1.3110700918818748e-15,7403.758838814743,0.0,0.0
700,59036.02960626492,57.07296140089249,1.5584604690382854e-05,0.043293545189114345,-1.9427329952264432e-06,3.5431699999891584,1.3812976262466558e-11,8.977508984655794e-15,8584.7413448901,0.0,0.0
800,58575.0025779538,60.69183182623668,1.3140060536819502e-05,0.04331134315317864,-6.930757720562631e-07,3.5431699999946105,-1.5692729721609446e-11,-7.705042885384278e-15,9845.663980918313,0.0,0.0
900,57533.72723898349,79.50306325964004,2.756913297177874e-05,0.04330398349256532,-1.7622450108941124e-06,3.5431699999914894,1.397523623591026e-11,9.40358521922733e-15,11292.888643857199,0.0,0.0
1000,55649.045753169354,139.18238537149253,1.8902680737040728e-05,0.04327073142457254,-5.336425802865671e-07,3.5431700000085926,-6.056782986599308e-12,7.241029028193256e-15,12073.108080496706,0.0,0.0
1100,55188.21824325203,125.33165408964366,1.9829420268315757e-05,0.043253067358992245,-1.3138841846869048e-06,3.5431700000041073,-5.032367709473124e-12,4.374079602792232e-15,13601.43838762204,0.0,0.0
1200,54099.02239799133,192.8165737779663,5.801539611225536e-05,0.043247495395640795,6.862140001750362e-07,3.5431699999976853,3.480190513999678e-12,9.409230228995571e-15,14368.542241912804,0.0,0.0
1300,52735.92456024249,186.6536245772435,6.703357927554139e-05,0.04321794574064255,1.2442510172131454e-06,3.543169999981432,7.491967726741421e-12,-7.535286120952329e-15,14926.092413703567,0.0,0.0
