miliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR,EGFR_i,EGF_EGFR_i
0,68592.01221373268,-23.556014480363494,1.2174825612660778e-05,0.04334040465518951,-4.593523738158088e-07,3.5431700000074335,-1.4319049783771716e-11,5.7343734843661545e-15,-299.8767213138549,0.0,0.0
100,66455.57896688531,-6.900884356048683,3.238562695468014e-05,0.04330891227080853,-1.964385502421143e-06,3.5431699999997326,-4.541429180663734e-12,-4.954698751635251e-15,1580.8577264353798,0.0,0.0
200,65601.84987444084,8.70970338902539,5.400444832607541e-06,0.04328564826405611,-7.054529346157634e-07,3.543169999994887,-8.034081202242033e-12,-1.4402367456756924e-14,3062.7067579745376,0.0,0.0
300,64066.87540243606,10.323999819720095,-2.8708094606123922e-06,0.043303602336103905,-8.731045734145628e-07,3.5431699999856896,-8.000174002749891e-12,7.194914677277514e-15,3880.878616431099,0.0,0.0
400,63141.56998523029,6.948382154299534,3.479364029570882e-05,0.043302856435599744,-1.4765321345169818e-06,3.543170000014655,-1.1735884447426512e-12,1.7161558699208905e-14,5113.700130500894,0.0,0.0
500,61929.85638469258,20.45520400799375,3.4950269239397127e-06,0.04329185880064779,8.401671990589286e-08,3.5431700000145927,1.218012082363057e-11,5.125956384921726e-15,6143.89802554201,0.0,0.0
600,59923.91097140738,54.12520607444876,6.455037492118957e-06,0.043282647287795246,2.008327719141142e-06,3.543170000005971,-7.066417432231215e-12,-1.635685666016616e-14,7936.29305277516,0.0,0.0
700,59468.73948672496,46.26621797453155,-3.7480540503715566e-06,0.04329399715133127,-1.85722116154592e-06,3.5431699999872084,2.649921524361005e-13,8.068170550633615e-15,8465.396590950999,0.0,0.0
800,58103.68596334348,60.5766453489884,3.642740555086272e-05,0.04325968761555277,8.374967421611608e-07,3.543169999999047,-1.0030341856326655e-11,-1.3344011111053707e-14,9980.047322002654,0.0,0.0
900,57337.81272152486,105.54147970885494,4.3348914812412785e-05,0.043279580047535744,2.3654935968578476e-06,3.543169999986696,5.510284761388539e-12,1.1925477390294757e-15,11502.158793291781,0.0,0.0
1000,55452.3773716981,99.89650118225272,7.747782020020442e-06,0.043248954638113735,-1.6616797511694263e-06,3.543169999982827,1.0461542911488226e-11,-6.867063792001281e-15,12074.367348687038,0.0,0.0
1100,54784.29103408657,138.49134681949093,4.770203319650516e-05,0.04325099105882054,2.5608837623847517e-06,3.5431699999833115,3.480421109079894e-12,1.522223381594694e-14,12807.519970440575,0.0,0.0
1200,53304.815476321695,187.21893897665797,4.4770855486046355e-05,0.043285578803207075,2.000232425693619e-06,3.543170000000333,9.647066245093717e-12,-5.0948719752351085e-15,14459.130425590256,0.0,0.0
1300,52624.793716346896,163.32697882568425,2.7945847815473887e-05,0.04326600188071825,2.6900101804710983e-07,3.543169999987494,-7.759321008780646e-12,1.4305819696749637e-14,15416.357276502771,0.0,0.0
1400,51746.36113916431,193.35539730744466,9.230474885454066e-05,0.04326530727179015,2.1441747689564557e-06,3.5431699999823794,1.7005885365829144e-11,5.611154915771266e-15,16675.38622920394,0.0,0.0
1500,50949.187351580666,245.49629523406784,5.704802914098775e-05,0.04322776116979614,7.162273562852063e-07,3.5431699999811523,1.9696430333168926e-11,-1.2881507079021236e-14,17301.044305110176,0.0,0.0
1600,49870.79344236899,278.61362676830976,0.00013106151269848184,0.043184763261385255,1.2580913418091273e-06,3.5431700000081143,9.44317208880962e-12,-2.6173115878664827e-15,18308.19257519981,0.0,0.0
1700,48877.83920966176,321.45637381231023,0.0001124296133756986,0.043157174879060525,4.690005613464326e-06,3.543169999982993,3.729524981453002e-12,1.3047059161275674e-14,18347.81642440217,0.0,0.0
1800,48547.899343363184,351.7911747368591,0.00012196932785831436,0.04313136976549495,3.8042934121335898e-06,3.543169999980484,1.9784004075356535e-11,-3.3862638406395146e-16,20086.08940697906,0.0,0.0
1900,47087.83685305036,383.11822498883794,0.00018094235035842876,0.0431252414973049,5.841370122082831e-06,3.5431699999764414,2.0389594054594594e-11,6.157412796103057e-15,20911.804979510747,0.0,0.0
2000,46218.03891948709,433.59264356508396,0.00017442240931960466,0.043142104432012975,6.739264221226906e-06,3.543169999983159,8.786890114402984e-12,2.0736924842052824e-14,21179.091085618293,0.0,0.0
2100,45855.472234190405,432.0577870754223,0.00022192376974472324,0.043050675319341036,8.348023075270182e-06,3.543169999963488,3.690810026567311e-12,1.1983094904903346e-14,21850.275985379703,0.0,0.0
2200,44363.44442993017,469.1495989147859,0.00024030786074356883,0.043074855994748376,6.50652836125554e-06,3.5431699999744515,2.773107523525598e-11,-4.661371315644369e-15,22899.73028673434,0.0,0.0
2300,44445.78969273442,543.2934278390621,0.0002843353246092445,0.043003846763960435,1.051587208818039e-05,3.5431699999848547,3.0749713561765056e-11,4.1191321622822085e-15,23779.60930275979,0.0,0.0
2400,43648.77127675864,587.7796920587749,0.0003467025189852573,0.04300704121425028,1.1831150874210288e-05,3.5431699999710724,5.233581637787288e-11,2.667468056985881e-14,24776.886515190676,0.0,0.0
2500,42679.77373522623,611.1783639743771,0.0003424823229586328,0.042910123102067495,1.2554696496115118e-05,3.5431699999672825,4.965102561931454e-11,1.8390606735660885e-14,24932.428235600324,0.0,0.0
2600,42151.08114963497,648.2229457908102,0.0004069325194248208,0.04291731634018951,1.2215936759530633e-05,3.5431699999553774,6.02967702305407e-11,1.890233248947892e-14,26344.399770871267,0.0,0.0
2700,41394.312009416964,705.2662059318536,0.00041020853877229535,0.042869109960044026,1.5905322213925366e-05,3.5431699999167425,5.7368504855650263e-11,5.224098040732472e-14,26436.151076054703,0.0,0.0
2800,39768.9570789324,766.2523906801682,0.0005081649564947111,0.042819842588372285,1.6927459142570276e-05,3.5431699999265316,7.369242050036924e-11,4.8158518538504463e-14,27284.02191147479,0.0,0.0
2900,39407.634513081524,804.3621189407127,0.0005436328504132138,0.04273773432613665,2.2216422996085633e-05,3.5431699998925748,8.101484475945143e-11,4.4164312233343495e-14,27567.05069458736,0.0,0.0
3000,38882.20210929093,822.0649823022425,0.0006133678397016807,0.04272900497066882,2.4266487724655582e-05,3.5431699999014703,1.1915612685406882e-10,6.699671380178282e-14,28705.28161223132,0.0,0.0
3100,38048.231134647394,877.4694925506186,0.0006210468762953216,0.04262360048046865,2.7607021108195543e-05,3.543169999860736,1.4098466202987885e-10,9.172923294464638e-14,29303.707276927857,0.0,0.0
3200,37813.7312727574,930.7388918928206,0.0007100380404627969,0.04260824514126629,3.1040395875416155e-05,3.5431699998336987,1.4165809039773607e-10,1.2069526163805197e-13,30183.226249592768,0.0,0.0
3300,36757.37022016699,993.4876483335394,0.0007675797495776296,0.04251939005021018,3.4141083518082055e-05,3.543169999829337,1.8429024967282108e-10,1.3052309960833094e-13,30748.775539799113,0.0,0.0
3400,36095.739741857506,1018.1275244246309,0.0008290959816710901,0.04243723860118276,4.0110097652883644e-05,3.5431699998085753,2.1890379612784695e-10,1.624677499094972e-13,31195.826475308673,0.0,0.0
3500,35547.0435754151,1089.8585589883867,0.0009017409867213144,0.04236704604712873,4.247807155348022e-05,3.5431699997736,2.39119623620049e-10,1.9067060555634858e-13,31430.95135816068,0.0,0.0
3600,34647.73332150863,1137.0098376983415,0.0009210722877161486,0.04231257957000359,4.853729713668099e-05,3.5431699997305257,2.6893820260670455e-10,1.9448489031835206e-13,31399.413851512036,0.0,0.0
3700,34951.38143862755,1150.9689081011861,0.0010157306575311507,0.04225782233922714,5.323584674901975e-05,3.5431699996834998,2.970227796049747e-10,2.373979634544901e-13,32751.98236428015,0.0,0.0
3800,34115.47843978906,1229.0582948567087,0.0010843497493765765,0.0421487061055235,5.7978896102835665e-05,3.543169999654416,3.500116850570925e-10,2.7369649061195134e-13,32785.89854744705,0.0,0.0
3900,33230.599360099994,1303.1608901282784,0.0011707524467256887,0.04210795637708727,6.33988608558056e-05,3.5431699995997468,3.810545810575311e-10,3.08750783427134e-13,33518.96240533684,0.0,0.0
4000,33262.66402904817,1322.084386930007,0.0012212911962852283,0.042019410917581955,6.944801340684871e-05,3.543169999546819,4.479485864155827e-10,3.7336135775779684e-13,34051.59030200803,0.0,0.0
4100,31996.251734937985,1413.1297441258025,0.001325286682346902,0.041931998711256316,7.493627503115875e-05,3.5431699994899994,4.91838801303599e-10,4.4485827466316745e-13,34723.96530849721,0.0,0.0
4200,31347.898259577258,1428.7391709986334,0.0014439887019947703,0.041790307623340996,8.503259560222028e-05,3.543169999448927,5.710063515078829e-10,5.039560512111193e-13,35203.87567049804,0.0,0.0
4300,31767.796370297958,1512.791790534512,0.0014874451515207625,0.04170746181872336,9.038086891196709e-05,3.543169999377681,6.254537411008598e-10,5.824103865431503e-13,34799.35091446211,0.0,0.0
4400,30478.008433609113,1549.930449284914,0.0015616387328951614,0.041646522333123825,9.94533952032622e-05,3.543169999295494,6.836313330811949e-10,6.532346757348211e-13,35324.68690225127,0.0,0.0
4500,30075.843368520018,1569.1884926417429,0.0016567706235019952,0.04152751501146019,0.0001067098187959422,3.5431699992216092,7.772739412479652e-10,7.398929339398204e-13,35923.241883948045,0.0,0.0
4600,30494.28390928842,1643.5868187263416,0.001784044757109001,0.0414305683423172,0.00011760102856478662,3.543169999135612,8.673437276536888e-10,8.417950011695623e-13,36487.927665073454,0.0,0.0
4700,28934.17089162395,1721.139922702654,0.001857226737581363,0.04130507407469211,0.00012606151025880308,3.543169999040429,9.443050533763592e-10,9.438306749993253e-13,37052.27769290397,0.0,0.0
4800,29208.402076421477,1784.5890508686887,0.0019933055180957294,0.04123229497402297,0.000135250536630395,3.5431699989715018,1.0336832279850474e-09,1.0545355575304985e-12,36971.67335441357,0.0,0.0
4900,28248.792415912307,1802.0144308726988,0.002104310277373449,0.04107564875233971,0.00014352645035873058,3.5431699988727954,1.1357607851297705e-09,1.201964142649465e-12,37033.22493258266,0.0,0.0
5000,27672.097933570025,1857.1061299847036,0.002158906571200104,0.04095335196877052,0.00015670747581053807,3.5431699987281173,1.2493503576004109e-09,1.3364718251217277e-12,37557.09181840642,0.0,0.0
