miliseconds,NatP,MisP,Hsp70,Hsp90,Hsp70_dam,Hsp90_dam,Hsp90_Proteasome,Hsp70_Proteasome,Hsp70Client,Hsp90Client,Hsp70_Hsp70Client,Hsp90_Hsp90Client,Akt,Akt_Hsp90,CHIP,Akt_CHIP_Hsp90,Akt_Proteasome,Hsf1,Hsf1_Hsp90,Hsp90_MisP,Hsp70_MisP,Hsf1_Hsf1_Hsf1,Hsf1_Hsf1_Hsf1_P,Hsf1_Hsf1,HSEHsp70,HSEHsp90,HSEHsp70_Hsf1_Hsf1_Hsf1,HSEHsp70_Hsf1_Hsf1_Hsf1_P,HSEHsp90_Hsf1_Hsf1_Hsf1,HSEHsp90_Hsf1_Hsf1_Hsf1_P,Jnk,Jnk_P,Ppx,Mkp1,Mkp1_P,Mkp1_Proteasome,Hsp70_Ppx,Pkc,p38,p38_P,Proteasome,MisP_Proteasome,AggP,SeqAggP,AggP_Proteasome,ROS,p38Death,JNKDeath,PIDeath,CellDeath
0,17600.000409609464,0.005641320884898734,1399.9964115261384,1849.735609956283,6.580377218637681e-06,1.243591846379958e-05,-0.00042902172648001744,0.000539970904623855,489.9592891773505,589.964605264333,10.024636353518321,9.904622597205316,339.9974443478927,30.012732726216207,254.99995681770105,79.99994683954628,0.00010790669284194313,5.006950533655312,95.01535988934712,469.98529800521186,409.99765288792054,2.6569464616896367e-09,2.203750367277029e-09,-2.39782069994006e-07,2.0000000040465724,2.0000000013142727,-7.951317504968438e-10,-1.9604325462336883e-09,-4.4035066200808355e-11,-2.696379114376006e-09,100.00049858542215,-0.010386094849424758,-0.005068669380108586,-0.00012964153545636024,99.99988094064332,-9.50306168728331e-09,100.00275958423984,100.0,100.02732996831094,0.01263409906929498,500.0000417819811,0.0008521875321286666,-5.7702943893159735e-11,8.725869207943926e-19,-2.837328170487915e-13,10.00001033993356,-1.6523113760905646e-08,-3.5390373525764704e-08,-1.3566612899151868e-20,-1.3832871795533436e-08
100,17600.000490508406,0.04218719250538482,1394.9970286255882,1832.042647190635,1.228876168642129e-05,1.0124460225119375e-05,0.000413111455697575,0.0012928339709817021,483.2212111809751,577.141939261146,16.76749497610973,22.965495797751103,338.5119539446195,31.47818292495011,255.0000774789241,79.9999406365479,0.00035106075469602577,1.4307139405735563,98.55940413257183,469.972881082238,409.9739110634562,2.001626953921348e-08,9.352266735466243e-09,1.4711230525553438e-05,1.9999999963053514,2.0000000044711004,7.349380391094436e-10,1.4476536337949736e-09,1.1475127975529193e-09,3.328137338009915e-09,98.43263141975012,1.5353122248968354,1.759546867621823,0.033788780300379025,99.96638022543651,1.9332740603258796e-08,98.22945601391781,100.0,98.42214624112916,1.5803842682314095,499.99482481714284,0.0026402020615060107,1.1990476393800176e-10,-2.1307974620059868e-19,-1.8675552970321244e-13,10.000003695315389,5.298216073884793e-08,-1.2829098009166316e-08,6.150140466382106e-21,1.0595295552871743e-08
200,17600.002902922533,0.11170662395413644,1391.095854137922,1823.8714672935414,1.8052078416102583e-05,3.2701195906475e-05,0.0017608651608507346,0.001265370781054802,479.22138354034144,569.7439985546152,20.666706823499556,30.131936023403732,337.9185402688046,32.078446505278364,255.0001279516712,79.99983694627048,0.00032348394502018424,1.3426541327544708,98.66700100258745,469.9556836543437,409.96023940683466,2.8892678285983058e-08,1.0068025568932305e-08,1.6125804170797206e-05,1.9999999953321137,1.9999999962190784,1.9711880653785812e-10,-2.6786981988895966e-09,6.621566842062023e-10,3.344234238381688e-09,97.49904109225616,2.4715744432506677,1.7711510154224388,0.03552416453924383,99.9643819395711,1.754451145828696e-08,98.24619556874804,100.0,97.53277662049987,2.518202629554801,499.98967498416835,0.007493352404482508,5.5998491969918216e-11,1.296021268241809e-19,-1.3989583472478732e-13,10.00001285184712,5.114811686322038e-08,4.303680601950371e-08,-1.679546417508372e-20,4.7049083260889863e-08
300,17600.004603672623,0.14516892003545362,1388.7482308629492,1819.2317513812493,3.271475093891561e-05,6.594809722499342e-05,0.0026509434455384054,0.0019002144812240475,476.943547689593,565.2503784924063,22.949833445695987,34.636916258701106,337.70988237779113,32.30093360398559,255.00026812941317,79.9997583390768,0.0005447444298156811,1.3401102939062621,98.66393273880085,469.9237856785845,409.92559350004376,4.0439201133245896e-08,2.1122777534544495e-08,1.6839957524802797e-05,1.9999999975922143,1.99999999471713,4.5699364268340754e-10,-3.4261757664413832e-09,1.4742894857099962e-09,-5.701463713447714e-10,96.98222806937754,3.0250809440784323,1.7663597030100453,0.03590878562170905,99.96401330816914,5.6201626826456064e-08,98.23142063087789,100.0,96.96442625540708,3.0621030763598514,499.9830775817059,0.011279011438921481,-2.9072033398464333e-11,2.591154590248677e-20,-9.394968025902936e-16,10.000053168800497,8.014151191576797e-08,5.8003581783123904e-08,4.807514012752159e-21,2.4672820303271673e-07
400,17600.00562541963,0.14900667120364156,1387.4938279922349,1816.7072282666363,5.880520725944265e-05,6.934773957548583e-05,0.003362605776149865,0.0035248801701569907,475.57027879838876,562.7375301330446,24.490848602151,37.031756577066474,337.61102465122696,32.388334376480394,255.00034947591269,79.99967608915988,0.0008204074366672658,1.3712259187573983,98.62669794819762,469.91144100183834,409.9233830002115,4.747533805822934e-08,3.548258292106671e-08,1.7936621742724985e-05,2.000000002223263,1.9999999980229242,1.568350516148694e-09,-3.0508178381390813e-09,2.111110090481871e-09,3.4095882123260783e-09,96.61282527996342,3.3905881577631805,1.762433902129667,0.03622691642815076,99.96410634125681,7.165399996668878e-08,98.22896390243936,100.0,96.6282748248829,3.377579312413006,499.9783390899228,0.017541261354260998,-1.8921808911652514e-10,-6.760115295914738e-19,1.8330532544115574e-13,10.00007996400099,1.42808612127129e-07,1.0527071987788577e-07,4.657573520847376e-21,2.597388063881247e-07
500,17600.00715548499,0.2270862723704362,1386.7924066282603,1815.753248337873,7.593003437883002e-05,9.467940415154272e-05,0.004560973244564513,0.003949637884004632,474.8593765061248,561.4648531030044,25.173999265957164,38.4792635546128,337.61463092540487,32.37263915489809,255.00038068982056,79.99955972181647,0.0012584772379719829,1.3635069041300514,98.64892651536668,469.88130277435096,409.8905223709018,6.298887363975036e-08,3.330972443573188e-08,1.911840768437158e-05,1.9999999982046985,2.000000001053675,1.95851067815207e-09,-1.737771004093727e-09,1.700801031726025e-09,-2.436255259191552e-09,96.40654712157439,3.5718778142953536,1.7792073235638532,0.03588770647461765,99.96417213425475,6.728548432149695e-08,98.23931782918362,100.0,96.44645296586127,3.553271598307447,499.96674463247064,0.022404463319898198,-3.1437033613217e-10,1.5177688430707827e-19,-1.3867786438447702e-13,10.000110323859662,1.602507332536198e-07,2.1444713449442501e-07,7.095265221954923e-21,4.317586644820367e-07
600,17600.007164843548,0.2676459274192264,1386.2531168657638,1814.7238045042689,8.36889277890418e-05,9.994156851085925e-05,0.004981494340449147,0.005028428909701962,474.4828465908185,560.4910759225934,25.660177750512066,39.2030859567568,337.59820675700144,32.38994779115904,255.00048834561733,79.99958632365345,0.0015849695106440191,1.351941907427194,98.61751331715752,469.86553126739653,409.8833156411491,6.907361227875797e-08,6.081681736074059e-08,1.9774059904809145e-05,1.999999999292832,1.9999999937626514,1.7238524635527157e-09,-5.449241622634508e-10,1.7258416712528578e-09,5.134496605360302e-09,96.30898596122454,3.6587077792611953,1.7686225385988463,0.0359389320663061,99.96379628528639,9.262436198849232e-08,98.23911577995891,100.0,96.34057004735125,3.686405898643377,499.95995557677196,0.028383322907246017,-2.2032822418597642e-10,-6.908979180678378e-19,-2.2356369930022623e-13,10.000173405738245,2.3288129420077957e-07,2.7352871188912553e-07,4.338650085246197e-21,4.109258087683709e-07
700,17600.009521867793,0.26627331112409897,1385.961879230084,1814.3528584311894,9.602151789709101e-05,0.00012695499208944042,0.006418249471103051,0.005321601838950675,474.24838058468754,560.1548850741103,25.945362596427476,39.85529131679908,337.6197831659067,32.40075195707887,255.00051285498927,79.99946977185827,0.0016242231185845518,1.33560185177213,98.65482712109565,469.8270708855336,409.8638661238228,7.403385346351941e-08,7.22362510738632e-08,2.067646027281911e-05,1.9999999898680083,1.9999999938407709,4.179316786912662e-09,1.0324274559977832e-09,3.4133900577393226e-09,3.786978185544118e-09,96.25932099613763,3.7190789646760782,1.7837983034259988,0.036250489732652984,99.96402633428903,1.2664346769381433e-07,98.21754417454757,100.0,96.26104321947945,3.726454664913796,499.9564347329582,0.027718682249409134,-5.151723720455808e-10,-2.0448131037142359e-19,-3.916380054403146e-13,10.000194588723126,3.269243351159145e-07,3.31024380024647e-07,4.8242674487563075e-21,5.151577793392398e-07
800,17600.00964925501,0.3068100549464217,1385.92719863268,1813.9670730252326,0.00011599160664803868,0.0001584432170110239,0.007394662468498954,0.006142065438051896,473.9941133472385,559.8350643928388,25.974921042060565,40.09976849738499,337.6343066811057,32.38921574041448,255.00057105797242,79.99937696259549,0.0017415809456946864,1.3690254393312566,98.6463985788176,469.81402207940374,409.8384992884134,8.58891981256328e-08,8.623054716584284e-08,2.1507471524022633e-05,1.9999999950965712,1.9999999919900853,4.361502555388706e-09,7.062497566574055e-09,3.739377369980892e-09,6.033008550250175e-09,96.23286582352489,3.789989266146541,1.7740141262196363,0.03612090684404999,99.96417342545287,1.347626158203199e-07,98.2342026897697,100.0,96.18340704019528,3.79326769295245,499.9469020164724,0.03379092628743898,-6.384129828362951e-10,2.1491512955174715e-19,-4.361090217760684e-13,10.000259010333812,3.6298042723934583e-07,3.491131366026914e-07,9.712988542396233e-21,6.620412188623072e-07
900,17600.011528182054,0.3838194074059682,1385.8227775508344,1813.7675744429116,0.00012123534254486647,0.00015398365344043125,0.00782537944082101,0.007000169596302432,473.9577025544796,559.5001588358739,26.187648505499578,40.211316932986,337.63601540231906,32.36376227877662,255.00065972296568,79.99935351435035,0.002284565679737376,1.3704597574818613,98.65390922983907,469.7916224461128,409.81877947535287,9.230445860592968e-08,8.634246601864287e-08,2.2519091542137642e-05,1.9999999835017954,1.9999999857273283,5.311665826180679e-09,9.906268510981578e-09,5.34762208637746e-09,3.303324449004738e-09,96.18497900195226,3.8225392837671164,1.7711990207403638,0.03589235708209968,99.96381459198146,1.5710616045813334e-07,98.2179021358402,100.0,96.18575130439899,3.801001310647077,499.94135240901574,0.037507294635296236,-7.646217306900045e-10,-1.3598909989905093e-19,-8.545243541679553e-13,10.000298316988586,4.0048787578629764e-07,3.7494333856452346e-07,1.8803919260707923e-21,8.099495351142897e-07
1000,17600.01280444511,0.4051164472928963,1385.8145641755898,1813.8883698210068,0.00014649321256090137,0.00018448047494327248,0.00900264740780646,0.00775251944954934,473.689753814729,559.3298048104729,26.082929955898514,40.682400916841715,337.62726274485334,32.38379241495271,255.00079804211012,79.99923532348646,0.0025553565022307175,1.3842363716101451,98.63161114102654,469.7851117590887,409.7981777007185,9.325608091172085e-08,1.0626264124070986e-07,2.3340842536102667e-05,1.9999999887968105,1.9999999862182174,5.41284287242419e-09,1.109609129793682e-08,6.29500001403846e-09,7.84243261683397e-09,96.18652475068433,3.8532914128893925,1.7745594707598815,0.035992439503242116,99.96414649997665,1.6735608982043565e-07,98.23128489727867,100.0,96.19049473308814,3.8388375561978054,499.93715686147937,0.04217396061629991,-7.840656385394172e-10,-1.2862144049525477e-18,-1.5998087696184535e-12,10.00029394750037,4.638060426308678e-07,5.003044284615317e-07,6.093823595513762e-21,9.584534902182027e-07
1100,17600.01328194915,0.4674469723347815,1385.7144093467925,1813.9525027667157,0.00015899208834549216,0.0002066291419664161,0.009841105818236058,0.009598950167179302,473.857051635223,559.7068013733307,26.224364410642753,40.52277571564798,337.644698038864,32.36114456376971,255.00086431822584,79.99919003125014,0.002455415497239829,1.384628382953544,98.65800040259036,469.7596456148976,409.77373856716787,1.0273902684646074e-07,1.2942431200672846e-07,2.3936692492796215e-05,1.9999999860433035,1.999999981084411,5.98694659527366e-09,7.942983960402881e-09,5.426441965176898e-09,1.1841865936415107e-08,96.15757685616022,3.803538135611017,1.7691844305516937,0.036191995545451855,99.96374116981184,1.8820382567129016e-07,98.23019009441333,100.0,96.18925694202298,3.8153608220946396,499.9340944797257,0.04546725011517629,-9.285733056156888e-10,-1.599574299958943e-18,-1.8004475287787808e-12,10.000369682062663,5.279700437830955e-07,5.172058471522458e-07,-1.8784719971701e-20,1.099028452133926e-06
