miliseconds,OCT4,SOX2,NANOG,GATA6,CDX2,GCNF,OCT4_SOX2,Protein
0,0.004298170649275734,0.010004800856211386,0.009998460671412104,0.004679746719431684,0.012123056757296642,0.016292769868692374,0.1,0.0
100,0.07458908956108884,0.009999863011089514,0.010027826350363884,-0.010610257217810025,0.006698146079981782,0.01366960372725431,0.1,0.0
200,0.21068006858067706,0.010000110070316856,0.010018155213140346,0.027569665807197923,0.016674611365522774,0.010506362987426701,0.1,0.0
300,0.3127908147608253,0.01000359607496332,0.00999741303486596,0.08930245646315546,0.012360736268534827,0.0061306949692655245,0.1,0.0
400,0.33932028787396273,0.009998626651324234,0.010059477812487594,0.12203388463619264,0.017910873747106364,0.014997574305161666,0.1,0.0
500,0.47201324144083817,0.010001536975015279,0.010036293171392898,0.15011395941178887,0.01948314145044933,0.015440127081755788,0.1,0.0
600,0.5295453056721507,0.010011395287659935,0.010040668516067212,0.14839321052745627,0.032450359401769505,0.01205665808799179,0.1,0.0
700,0.6588903422814787,0.010017457154988384,0.01000817080584351,0.2296481242609197,0.03380942286035464,0.009915257467418073,0.1,0.0
800,0.771895305357935,0.010021168458034952,0.009950440270787416,0.26137708159339895,0.036034525797594065,0.026985428656943686,0.1,0.0
900,0.8176591861846909,0.010019692576359002,0.00995956811299068,0.2786777366450031,0.045142453653351865,0.01718955684870057,0.1,0.0
1000,0.8761692829292083,0.01001724956006401,0.009823206042319732,0.30552659476286886,0.05851135263491127,0.026772985414560625,0.1,0.0
1100,0.9517221161057888,0.010021901692267582,0.009805882336225666,0.3536686563973832,0.0584058715675039,0.025577600603277184,0.1,0.0
1200,1.0872768956081724,0.010032514751738397,0.009742931266108208,0.4576706716748279,0.07128250486717655,0.03366276028569702,0.1,0.0
1300,1.2038107121321682,0.010039094828016884,0.009709675804305588,0.5006997053624729,0.08633144797716186,0.0450192417695862,0.1,0.0
1400,1.2285429381454935,0.010041714945192234,0.009594550047465646,0.510926109758005,0.0843194905140106,0.04338052434785963,0.1,0.0
1500,1.3120407046278206,0.010046047982858896,0.009603696874495344,0.6012023084861842,0.10344504758058962,0.04756537994432844,0.1,0.0
1600,1.3865469579894392,0.010054130766826867,0.009462134325652688,0.638269632735613,0.11415902332370487,0.05393546732547816,0.1,0.0
1700,1.430924412289465,0.010062409623115621,0.009440727371626129,0.674458426287916,0.11487061655559547,0.06724636380600228,0.1,0.0
1800,1.495230350224251,0.010072198146634606,0.009319008472513116,0.7719397259130493,0.12912142590983225,0.07481843194258256,0.1,0.0
1900,1.623620826115718,0.010083587779781775,0.009313407659568937,0.8250396514329441,0.13497766332924535,0.07147673872621794,0.1,0.0
2000,1.6579840369017944,0.010087968523933327,0.009171230601876917,0.8609446765427397,0.1462386428330904,0.08200414471673907,0.1,0.0
2100,1.7667428657141306,0.01009758722232518,0.009117626662936956,0.911963282337934,0.1584085561208227,0.09873955809700276,0.1,0.0
2200,1.8038725597127696,0.01010331460328487,0.009035766377796997,0.955249722982513,0.16720297952043336,0.09865339010268412,0.1,0.0
2300,1.8622700807925419,0.010106913309758415,0.008998308470212995,0.982081096764626,0.18443041687727585,0.11603870520978664,0.1,0.0
2400,1.9563633261639792,0.010118446399303836,0.00886884081266893,1.0277653999696157,0.19504995856309515,0.12463513047528012,0.1,0.0
2500,1.9598545967197745,0.010127508221781642,0.008795896332539653,1.124405307965423,0.20277226797819453,0.13304258340591846,0.1,0.0
2600,2.0386882283290158,0.010142885571480626,0.008728203833589295,1.1726309659757412,0.2103510500346358,0.1387901303858721,0.1,0.0
2700,2.14760383522494,0.010148344993762761,0.008645897783106865,1.2687747368760756,0.2186056790982548,0.1535702461900329,0.1,0.0
2800,2.2028098478537856,0.01015217167702615,0.008562237722672271,1.3034563147038118,0.2275179904369741,0.17036790849032843,0.1,0.0
2900,2.1842312841538787,0.01016251629633549,0.008485213270182094,1.3294486161017864,0.23905782573977943,0.17667778630582606,0.1,0.0
3000,2.3022842303329787,0.01017476801390805,0.008498366185635861,1.3812598836447043,0.24716363983959888,0.1871401190149675,0.1,0.0
3100,2.3073293087501647,0.010190117393383125,0.00837260589118461,1.4281968982537967,0.2604989335969381,0.1942395795275477,0.1,0.0
3200,2.421529854857288,0.010194420203064112,0.00831292192788611,1.5413445166527149,0.2682143172589354,0.20907440769212757,0.1,0.0
3300,2.4197980691208314,0.010203459640264428,0.008223689359771387,1.539064576076376,0.27901088904707294,0.2315344629510403,0.1,0.0
3400,2.427214680189874,0.010222452789266572,0.008174860790131359,1.6107877938439623,0.284815934082186,0.24492999942980703,0.1,0.0
3500,2.5540714043027752,0.010222834862094438,0.008115382576560973,1.6623505218324965,0.2891852630072909,0.24816577882204735,0.1,0.0
3600,2.549117234518075,0.0102336921578383,0.008039639183778922,1.7527150181069029,0.30178141830254,0.2756553599664495,0.1,0.0
3700,2.5962435818467644,0.010252166983893163,0.00793636270501372,1.822615161852286,0.30885042634171106,0.2786715248848221,0.1,0.0
3800,2.635962427412284,0.010264324660947696,0.007894049959318269,1.819562334979534,0.312680288266329,0.2971487709949403,0.1,0.0
3900,2.6991294017054166,0.010270238315706531,0.007754335845152972,1.873572269668237,0.31860431319746396,0.31685250917105545,0.1,0.0
