miliseconds,OCT4,SOX2,NANOG,GATA6,CDX2,GCNF,OCT4_SOX2,Protein
0,0.0246148046907333,0.01000016801466699,0.01001291644733773,-0.0025706509287373915,0.014526001755319439,0.004322588580763341,0.1,0.0
100,0.13163547071466566,0.00999600547308233,0.010023672918084127,-0.01448242349399427,0.012910117738845824,0.0069140782033431354,0.1,0.0
200,0.21519752939984696,0.010001939808047058,0.010002902541013754,0.06494692688901095,0.015747938961358888,0.0099223167419893,0.1,0.0
300,0.3238935663036945,0.009999720307929153,0.010067416178380117,0.050853374825948754,0.012409754185909935,0.005282696111565333,0.1,0.0
400,0.37085266138143796,0.010000949826129113,0.010000828906414032,0.08327461113327175,0.026157421093289807,0.01151656853315904,0.1,0.0
500,0.47330897280533846,0.010005083082172584,0.01003379282687749,0.15037719346936018,0.025535453448419364,0.014603126651621752,0.1,0.0
600,0.5508571788489163,0.010007749112841774,0.009989291958223958,0.13667603370926928,0.03372314558124122,0.009819317946865195,0.1,0.0
700,0.6896160865024638,0.010008936463716327,0.009982758417806117,0.17582794385486974,0.03200668772876541,0.013941585913957385,0.1,0.0
800,0.7508005742939067,0.01001581260311871,0.009922228075386856,0.2774170372636326,0.03633002776632368,0.021447498095589393,0.1,0.0
900,0.7893455676823444,0.01001541087484302,0.0099219867374602,0.31400444597810834,0.04432851343557984,0.02281113976434251,0.1,0.0
1000,0.933569262525567,0.010022018139363579,0.009909808224611669,0.3391169526805466,0.055847396739421885,0.02425510523419938,0.1,0.0
1100,0.9691390053603408,0.010029458084037254,0.009834806668022077,0.38007782642266663,0.06899715140137509,0.03324712352524855,0.1,0.0
1200,1.0562152429299843,0.010038547165201438,0.00979482773232062,0.45250972439121506,0.07273143198186058,0.02754109571022105,0.1,0.0
1300,1.1823511244574856,0.010032403785950293,0.00972906970153726,0.4920889889168628,0.08521177118025199,0.03450753170019804,0.1,0.0
1400,1.2705577282220188,0.010050434915958837,0.009619421180780057,0.5079484354373185,0.08889734167985737,0.045411235699379826,0.1,0.0
1500,1.31469008246183,0.01005161923483668,0.009556887377427948,0.5433704975564791,0.10475143761232686,0.04989462826284858,0.1,0.0
1600,1.4095825272843197,0.010052608379596997,0.009500928360781636,0.6439097369188752,0.11164409721068168,0.06278794804587273,0.1,0.0
1700,1.4794749462369043,0.010063594187393596,0.009406919690202534,0.6453219275739004,0.11727791659767853,0.06770088444637719,0.1,0.0
1800,1.5614043033847955,0.0100645973572029,0.009388632173624447,0.7481406859560974,0.13480216089322425,0.06853680478193412,0.1,0.0
1900,1.5765475562394957,0.010080292837454222,0.009237739579653029,0.7795695910865991,0.14484638005029166,0.07950364779071502,0.1,0.0
2000,1.6415708491065621,0.0100863844185272,0.009173307061117839,0.8527373453146277,0.15444184227473967,0.07949470967162323,0.1,0.0
2100,1.7830652241106897,0.010090630177067626,0.009164425785178645,0.9106560740808645,0.16504380853058856,0.0981646923558632,0.1,0.0
2200,1.7943188775385068,0.010106029616581698,0.009026320356559574,0.9699381097238138,0.16563770210139556,0.10443176113781777,0.1,0.0
2300,1.896526497526978,0.010106422912915332,0.008931572516996295,1.041535769297101,0.18499895176470507,0.1127447501105228,0.1,0.0
2400,1.9742364251950242,0.01012121016553995,0.008880634719921916,1.0602288541541254,0.19609169935401208,0.12111477210007199,0.1,0.0
2500,1.9917752534430666,0.010131387467264956,0.008824494642828152,1.0936350755391804,0.19575925296613478,0.13104926999102212,0.1,0.0
2600,2.068188548869299,0.010135020248840755,0.008731918380829666,1.2044921678078637,0.2122249556435392,0.147018513172662,0.1,0.0
2700,2.112368994907134,0.010150256225790738,0.008694096232200766,1.2462242318605334,0.22417825565755886,0.15173872783376366,0.1,0.0
2800,2.1379236781826703,0.010152723689136835,0.008616000953890887,1.305873029330081,0.23290176552935776,0.15976400460991283,0.1,0.0
2900,2.23306145567289,0.010161176405274861,0.008574242893610915,1.3339897194781465,0.23361150207279704,0.175006210103512,0.1,0.0
3000,2.259665704782397,0.01017070115136257,0.008451617565070513,1.4130056622033609,0.24380674527933247,0.1834636481592402,0.1,0.0
3100,2.3225458470398164,0.010192337023412453,0.008331589295786455,1.458456065099833,0.2580128726942081,0.19993195682369558,0.1,0.0
3200,2.3773437648195297,0.010194251686745509,0.008320950073117813,1.4898594564665806,0.26496750694285814,0.20940860393780208,0.1,0.0
3300,2.444763391977315,0.010210229232236957,0.008196930178191269,1.5923116682959282,0.2750785306953836,0.2319361481512483,0.1,0.0
3400,2.490398466018717,0.010219774165568943,0.008158398854621116,1.6354165181232179,0.2791133912589193,0.2463503111565782,0.1,0.0
3500,2.5363039349694745,0.01022595703704438,0.008097908580530343,1.6604450320372384,0.29380235663876775,0.25811923788091967,0.1,0.0
3600,2.54359742184074,0.010239634728531176,0.007993794617547897,1.7703409974443838,0.3032011763356804,0.2753251326643606,0.1,0.0
3700,2.624168284767464,0.01025192222396654,0.007930490188151035,1.8208928343700395,0.30971626137333214,0.2778955158919532,0.1,0.0
3800,2.6318284499149325,0.010255600274163943,0.007884246750135701,1.848240984111396,0.3134687281791107,0.294343180658007,0.1,0.0
3900,2.678579006573433,0.010270670369783784,0.007806391343598884,1.930572260515669,0.3239534148579824,0.32035498989145583,0.1,0.0
4000,2.7554411072131773,0.010285686757961163,0.007705598137082306,1.944256909569733,0.3308564395188885,0.3269074705819713,0.1,0.0
4100,2.7354985021909446,0.010295953358495083,0.007621781407672559,1.9822438127885609,0.33290898338359015,0.3511288655349603,0.1,0.0
4200,2.8277934992908516,0.010307937273424885,0.007633131659917305,2.0389602181280435,0.3400076652640167,0.36328226310647516,0.1,0.0
