milliseconds,H,T
0,0.5076094669604861,9.980364545180768e-05
100,0.5071407119788464,0.00010088662709071621
200,0.5336914447490224,0.00010119115959233205
300,0.543484579570671,0.00010164163693014616
400,0.5609297587269247,0.00010206616807908634
500,0.5811033250212969,0.00010209102152269263
600,0.5886380967399701,0.00010292598583725566
700,0.5956657735455864,0.00010316329180395147
800,0.6156025712732128,0.00010353889819569411
900,0.6284511616476287,0.0001037099902136545
1000,0.6456990506720541,0.00010445615170384356
1100,0.6454992749929593,0.00010503055349375001
1200,0.6677589926285927,0.00010509181934286469
1300,0.6642069327085961,0.00010518075688681638
1400,0.6798147767204485,0.00010586593253082584
1500,0.7004014491656576,0.00010602583113060403
1600,0.7130181155841611,0.00010671011134761712
1700,0.710582131411249,0.00010706296282793343
1800,0.7240853955865315,0.00010702077691796487
1900,0.7404914313989638,0.00010713879657534554
2000,0.7288519117430031,0.0001077533664863578
2100,0.7395819547609294,0.00010813137154344012
2200,0.7488487974306476,0.00010849680842320556
2300,0.7572381415677594,0.0001081497863122024
2400,0.7570081442345566,0.00010872864261934982
2500,0.7822099446486532,0.00010895405360882634
2600,0.7838483046174575,0.00010910239270919841
2700,0.7807023178472825,0.00010941442860973513
2800,0.7916479486537465,0.00010933132079881331
2900,0.8027769563020795,0.00010968787096342438
3000,0.7932328771801797,0.00011004746044933369
3100,0.7983672223177947,0.00010999931360786858
3200,0.8198840152295853,0.00011070753068690417
3300,0.8127487710957926,0.00011056460784270543
3400,0.8135052120408605,0.00011068772170175785
3500,0.8191519421594942,0.00011105885411074387
3600,0.8164852711916611,0.00011132978164062162
3700,0.8265017551965218,0.00011158077272390556
3800,0.8207793040601665,0.00011189135020550869
3900,0.8443806510997657,0.00011211166407698956
4000,0.8416618614008111,0.00011201152495863339
4100,0.8403751735260583,0.00011217397561143166
4200,0.8309995125494887,0.00011254615774320099
4300,0.8527833297777093,0.00011303956800883817
4400,0.8552461970263703,0.00011266547774333036
4500,0.8483063612552902,0.00011283200413375534
4600,0.8448504197283618,0.00011341455377185542
4700,0.8488744136770888,0.0001134625613824977
4800,0.8489707543964873,0.00011357469763756987
4900,0.8438793949402328,0.0001138012014244276
5000,0.8605771226760722,0.00011360661342227133
