milliseconds,H,T
0,0.4936104882900771,9.996496436830987e-05
100,0.523966623025751,0.00010021912543842649
200,0.529224957141015,0.00010094265863951222
300,0.5438657770008227,0.00010165720471805753
400,0.5505411640685812,0.00010211529526324278
500,0.5741765414320851,0.00010227593503401272
600,0.5928508466560707,0.0001024582543634679
700,0.5997048507386451,0.00010287805953780582
800,0.618387852808799,0.00010354031192974712
900,0.63220328225759,0.00010362309087237997
1000,0.6374875637566431,0.00010422125326137855
1100,0.6408651831205371,0.00010480266954094308
1200,0.6511367094206129,0.00010540139064495148
1300,0.661767986385269,0.00010507354793272998
1400,0.6726830554259898,0.00010566344421960321
1500,0.7003224024094883,0.00010609538460626779
1600,0.695893181271252,0.00010617127880042879
1700,0.7161295762232835,0.00010685992376219424
1800,0.7198151265914298,0.00010718066214459663
1900,0.7200248288141279,0.00010768049159532444
2000,0.733878623106132,0.00010796173042864748
2100,0.7476332945181624,0.00010816181643326237
2200,0.7439234467016073,0.00010834855647413256
2300,0.7554463951852528,0.0001086240605856173
2400,0.765128729193848,0.00010893851177985602
2500,0.7724916678475813,0.0001085771617966901
2600,0.7715639167404308,0.00010947529987767855
2700,0.7874599557082445,0.00010972358495207618
2800,0.793605183842968,0.00010948660681681503
2900,0.7949552996107182,0.00010960381444890986
3000,0.809807122412203,0.00011033867256564455
3100,0.7962850489747001,0.00011060709558481726
3200,0.8087148405877713,0.0001107951232254911
3300,0.8040907351620946,0.00011036185110884132
3400,0.8109813870262778,0.000110669533559039
3500,0.8253011701814809,0.00011151538610419765
3600,0.8315054292537001,0.0001116105910984572
3700,0.8342215877489275,0.00011142164238719996
3800,0.839893157250554,0.00011179972297780969
3900,0.8283301992367323,0.00011165978712538574
4000,0.8471435123864249,0.00011205885130685704
4100,0.8320895605447726,0.00011207880456148728
4200,0.844541581598396,0.00011223243046680584
4300,0.8344263326052487,0.00011235386870727993
4400,0.8550112094707548,0.00011265006325200755
4500,0.8553752716758051,0.00011326098358061269
4600,0.8454832720900072,0.00011334850959979277
4700,0.8471198899154205,0.00011310785010004186
4800,0.8573138467331168,0.00011377132023654219
4900,0.8506477153941173,0.00011406835511603291
5000,0.8483652603035492,0.00011390833006532617
