milliseconds,sGCfast,NO_sGCfast,NO_sGCfast_6coord,NO_sGCfast_5coord,sGCslow,NO_sGCslow,NO_sGCslow_6coord,NO_sGCslow_6coord_NO_int,NO_sGCslow_5coord,NO_sGC_5coord_tot,sGC_inact_tot
0,0.11100088409986561,-1.8436202397214658e-11,-0.00022344795016599386,0.0014507063085071625,0.284691762435417,1.6685263454832028e-11,0.003846924764945187,0.0002664270045343017,0.0007418900658594439,0.0023220227277852656,0.4043076939757225
100,0.0005530975550576924,2.158334178154162e-09,0.018091100190590268,0.09397681446008865,-0.002509352178842587,5.616340228939397e-09,0.26196951267151347,0.02305000325831056,0.0041060053296307665,0.09394319411588171,0.30765456883660425
200,0.0009239335451398637,-1.6853419172588842e-11,0.0035878834461808714,0.10963918713215559,0.0015551261633259712,4.867387718335166e-11,0.256064180410485,0.024162478561185134,0.0024724314594341827,0.11764588479978418,0.2819696120562749
300,0.0007536019451096209,-5.207542053536423e-12,0.0015195119901230685,0.10939044508832356,-0.0023027007364593097,-2.6445577812258732e-11,0.2508028995702476,0.024003988263471013,0.007323874480316435,0.12247279538138182,0.2805367582104664
400,0.0006852908468873755,-2.5841942865439373e-12,0.0009900636955760378,0.1095464732802483,-0.00232714767179716,5.94530798283796e-12,0.24864313950677105,0.023883169437844114,0.015896148376984196,0.12116914219391688,0.2773468614702102
500,-0.0007578973679453918,-1.1252210409338218e-11,0.001045973808449548,0.11098613481317224,0.0022402820870091244,2.780191414465962e-11,0.2475342303893844,0.023529169868445436,0.0158471577229385,0.12569396077339778,0.2691992887866101
600,0.0008773558619800321,2.2998173961440104e-11,0.0009279817125633343,0.10996773990143255,-0.0024718067730857105,-3.5398360302430705e-11,0.2430700853744622,0.023418554848605465,0.023936599070527736,0.12802889571422882,0.26667502406019516
700,0.0006130975601161753,-4.336378000441853e-12,0.0009415856119042095,0.11192817326694446,-0.0032935864525495654,-6.544149116630706e-11,0.2386979687025814,0.022777488778987935,0.02268767496407094,0.13852702051843857,0.2678407403734521
800,-0.0001782908296292769,-1.5176440708421364e-11,0.0011435402549803586,0.10957361435696737,0.0014553226076866252,-1.0360758146281182e-11,0.23396462129907997,0.02220306493760214,0.029962665702879556,0.1417033626203783,0.25799752612716664
900,-0.00131326605994966,-2.2607630536159602e-11,0.001255606285947917,0.11216767408120762,0.0026337892517563524,-5.758327701864706e-11,0.23541939518532443,0.021830081034220065,0.0332231942504916,0.14547890307716443,0.26015979532966055
1000,-0.0004514974232997036,4.277781983088657e-12,0.0011398093567921747,0.11040271390637954,-0.00313942048977622,8.117939867187902e-12,0.2276812433495214,0.02215791969098912,0.03587575249999195,0.14326318065949475,0.25304883761100644
1100,-0.0006448867143668133,5.825398981913929e-12,0.0013167880025632091,0.11211532919507317,-0.0024095744398625126,5.1907898854107965e-11,0.23090687455726952,0.021901511213940836,0.04181017332578075,0.14817463696713518,0.25286820608017707
1200,-0.001275260942694766,-4.803242366048494e-13,0.001213113073922935,0.11137003580188752,0.0011047268549576267,2.2100911087468336e-11,0.22432661610606724,0.02092741856761924,0.04301594852737934,0.15159695592675598,0.24958460273605065
1300,-0.00021435748001055234,-2.5770888189720013e-11,0.001164385227048717,0.11196430811259321,-0.002663791852664158,-8.74183910471569e-12,0.21912340115082335,0.020789031425238656,0.04220921358382538,0.1543930128874639,0.24730008014277377
1400,0.0013844197726661,2.0552797686169646e-11,0.0012962184820994793,0.11079086522032282,0.0017488774500754147,-8.327907819422274e-13,0.2198566985760496,0.021069936504558424,0.05213110885428456,0.1572469359832221,0.24056590935689806
1500,0.0008161477977340195,2.137124744643193e-11,0.0012701488301901356,0.11123230055764466,0.003913882991430835,8.954411372214212e-12,0.22005889127117362,0.020600570880279664,0.05411910082779593,0.16413597899293625,0.2389886664099501
1600,0.0007286718002299834,-2.7571113965567077e-11,0.000889201433084668,0.11049904577306001,-0.0036803813599365124,-5.6231588363520994e-11,0.20967331266417397,0.019978314779928657,0.05530398446848319,0.1656331110338125,0.2358849429678046
1700,-0.00017639545463093504,7.197749732490799e-12,0.0008688223851249027,0.10953600497734974,0.0019345428504151342,-5.051772964055673e-11,0.21043392804652644,0.019629903868788264,0.05435207538222879,0.17126729731524512,0.23214081085732452
1800,0.0006851206326780152,-5.330590901149899e-12,0.0009103812982451984,0.11048792242822515,0.0019020796604714671,-5.068756185996491e-11,0.20962130975044624,0.0199389270279777,0.06355097377598605,0.16794422118758248,0.2309499211788515
1900,-1.1051661744033397e-05,2.377756342384366e-11,0.001277480080798545,0.11053298370378205,-0.0005432101221006106,3.493738826784771e-11,0.20082987572194622,0.019205171451944964,0.06297525563818468,0.17723758578937013,0.2270817637308848
2000,-4.279992549946519e-05,9.727596536499143e-12,0.001179105121239634,0.1123897331319426,0.0010162741484602065,-2.8252094859616516e-11,0.2063168954881793,0.019007765521970428,0.06981218130063338,0.1757106215071405,0.22211529299054888
2100,-0.000675258176062427,1.9592827527292058e-12,0.0010650782913043451,0.11059190978645066,0.003017693653640738,7.024002600939754e-11,0.19489278596924778,0.019148770566327706,0.0740321078368344,0.1797298008549977,0.22394032381476978
2200,0.0013921608609368287,2.517440888418065e-11,0.0011531603665664344,0.1101011897168863,0.00016650662218257873,1.971252589341494e-11,0.19923983240024595,0.01849472642382423,0.07200161694746629,0.18362751712701966,0.22013116198879235
2300,0.001166281485402038,-2.7572816117893098e-11,0.0011103180671971186,0.10959635074787841,0.0034399700607272493,-1.0539507465318088e-11,0.19845279772681834,0.018533122243782115,0.07712840778139401,0.18931671463026045,0.2112943609072078
2400,-0.00016406020162800384,2.2011301086921895e-11,0.0012331290284512111,0.10989985909256111,0.0034299935530215826,1.1073028905316253e-11,0.18905307606326321,0.018481384217687923,0.07441621239303692,0.18975170143044479,0.21548360505795347
2500,0.0015571931887881992,2.1224603953543156e-11,0.0013040903916615243,0.11223008673959814,0.0023687395541469565,1.8748580350250474e-11,0.18762046369726088,0.018010760897773412,0.08501455237133936,0.18837523170985815,0.20413769170201412
