milliseconds,T,E
0,105.22321281548149,1000.2175750530039
100,96.08306500597158,999.5038187530815
200,102.40920762113264,998.0290936031095
300,120.84215863363517,997.6346567048134
400,108.69804114363626,995.7978881715627
500,130.83870859265022,994.609301411904
600,120.04340891910289,994.3825547976636
700,134.85064330474108,992.3483499503945
800,133.49298631887174,991.5303875235286
900,149.24640630821224,990.825791517966
1000,142.88363843941312,989.8216528610686
1100,162.7768445006184,988.3410108857712
1200,155.24949090892005,988.1259809069912
1300,179.0101384039386,987.603617495096
1400,168.99051154003223,986.6371451425076
1500,186.81781989612696,984.8157231868764
1600,191.9738260583018,984.2470180828881
1700,208.66942959062072,982.8436619906333
1800,210.42005194082336,982.3708451454605
1900,228.32100593472566,980.8473475651037
2000,230.33444993244103,979.5678723621695
2100,244.49017212268757,978.463038173632
2200,257.03048510628014,978.1336397894369
2300,257.8945955687305,976.9388821844635
2400,261.2604182032744,975.9170604201191
2500,278.2188010195428,975.845501894736
2600,286.38733806819005,974.6710992923241
2700,299.13982450488294,972.6912270715192
2800,329.1238086959777,972.6712017125291
2900,325.3463940659033,971.2207523771424
3000,338.35475188372004,969.9117151837938
3100,355.4972756484905,969.1439599659524
3200,387.37723282279745,968.022630958708
3300,391.66213830160393,967.2615532020817
3400,412.91755064050176,967.0473114390453
3500,425.13892576990696,965.3433092125707
3600,448.0046470313175,964.7017395036602
3700,465.7280222678938,962.8220921214931
3800,487.8340220283548,962.9226417519886
3900,513.1821216468098,961.4254634082765
4000,537.5450892537742,961.2253731083765
4100,560.638209999397,959.4239705329552
4200,574.7901760859916,958.9283723346274
4300,592.4288788379438,957.1908540211977
4400,622.6232857555495,956.4860706856545
4500,658.4187144782522,955.2013028915161
4600,674.0770437758235,955.0060737162793
4700,714.3423486974068,954.3888657997394
4800,735.1898041807705,952.8430683234716
4900,774.7261217623975,951.1914937515395
5000,802.2172161745854,951.5114427168489
