milliseconds,T,E
0,103.37127083756567,1000.2015625456804
100,114.09624776248619,999.0556886518333
200,101.23585664956157,998.1504927750062
300,105.77319085661266,997.2826404096276
400,110.78849227322034,996.2615459279673
500,115.96348718094343,995.4225992370856
600,119.335233977999,994.1205544061514
700,136.36978385167276,993.2926035487334
800,137.34245506221097,991.4096840750055
900,155.23759447966782,991.2387897576058
1000,159.64941619890598,990.5038434215686
1100,156.58249006456043,989.4839825791238
1200,157.03248868696454,987.2838908645409
1300,175.40789835803938,986.5702195465408
1400,171.86450868287898,986.2084538389757
1500,188.04230690909444,985.3525485219307
1600,188.0322346569333,983.5200627815244
1700,211.9418583032366,983.3062749098507
1800,201.94857471324326,981.6462866935761
1900,214.10817816377724,980.9396110904323
2000,223.85888369095662,980.4785299981528
2100,236.50811568500976,979.7523798186604
2200,252.25582073701705,977.8864587168175
2300,268.076015098898,977.6913145806283
2400,264.47023868380717,975.4770858401788
2500,290.5086332865784,975.1741183153538
2600,287.470731937097,973.6604073690409
2700,307.8216314689695,972.5491933709055
2800,319.33123208392476,972.05309265008
2900,323.9182732484944,970.6807863952939
3000,357.1363655610582,970.9560678124601
3100,363.6240897913366,969.5102679329906
3200,373.76515865545014,968.6750921584537
3300,388.40000174905083,967.2419158617174
3400,415.5338416460129,966.4726206197321
3500,421.1480588474139,965.9621473515714
3600,453.8782762989504,964.228319085516
3700,474.50925565076466,963.032147784575
3800,485.65155891372353,962.1030554573813
3900,515.5825378684021,961.1914908813044
4000,525.4474092606584,961.1627317995885
4100,549.4590127840418,960.1150977331614
4200,573.91580854831,958.9474013879819
4300,597.3919428762817,957.0054635280088
4400,625.0509419879338,957.1456538146354
4500,644.7631450135476,955.4871753764874
4600,680.4764789930576,954.8874358912105
4700,705.1424837558737,953.3464099171338
4800,737.1942758008081,953.1170892469037
4900,761.7297199415401,952.4617515368019
5000,808.4693077253002,950.6031082358351
