milliseconds,s22,s36,s65,s93,s110,s113,s114,s117,s119,s123,s124,s126,s127,s128,s130,s132,s133,s150,s160,s165,s170,s173,s178,s185,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200,s201,s205,s206,s209,s212,s213,s214,s215
1000,0.0003333122783314198,0.00033331065221807514,0.0003333124532264828,5.85332243220952e-14,-3.238638494776238e-14,1.695755360544057e-11,-1.938565973533853e-17,3.6171645968466443e-11,-1.5160216036208044e-13,-1.2827432450898742e-11,4.8273012547384066e-15,1.2084138985872473e-40,6.30099929627894e-40,1.062185368658298e-40,0.0,0.0,9.33743934828788e-06,-1.0312740755170689e-05,-5.080329201008801e-09,3.867648763131395e-09,-4.049786559335269e-09,4.3025267075276854e-09,6.965174111540336e-11,3.633256967692655e-09,4.70475220259073e-41,0.0,3.0231934727494513e-31,0.0,-1.9492196470969948e-45,6.647261677836391e-06,2.254298054860369e-08,9.696635073675692e-34,-3.8403719602167525e-39,-5.497599948174809e-50,6.645735688122385e-06,2.5287454152492843e-08,-2.5204024560876255e-41,-7.446127272203482e-52,6.646474806831829e-06,2.5054151737374532e-08,-3.65732906332661e-09,5.3119760044791316e-40,-4.607568061164227e-50,-3.005526467850047e-41,-5.927362898512323e-52
1100,0.00033331130437467887,0.0003333088826678971,0.0003333108400375745,1.710722644785967e-13,-9.82890683932597e-14,2.6704570619522685e-11,-3.665181963150559e-18,5.357199040438682e-12,-1.4113447263462399e-13,2.563412328769307e-12,1.0612911278433207e-14,4.115302076006048e-40,-5.501077733639461e-40,4.41441157676813e-41,0.0,0.0,1.0130622335632854e-05,-9.626292378392013e-06,-5.399838061543047e-09,6.227993597859026e-09,-5.387309443282309e-09,4.165851384381411e-09,3.745675812323405e-11,3.851480263534387e-09,-3.8028203495123307e-41,0.0,-1.3165930795391717e-31,0.0,5.922813131569556e-46,6.641588248460498e-06,2.728937875533308e-08,-1.6662364166870502e-33,-2.7991130223227972e-39,-5.254053723519493e-50,6.645006415639563e-06,2.1233954704963478e-08,2.1719446328606917e-41,8.619258789028417e-52,6.642231221630193e-06,2.3734883802503882e-08,-3.4301605787132347e-09,6.466279325625134e-41,7.917960714210692e-51,3.024202841066966e-41,-9.50104863067531e-52
1200,0.00033330689828792826,0.00033330920173408745,0.0003333094288321436,-1.0595519745167171e-13,-6.261441493926117e-14,4.450246988858297e-11,-8.47524600819161e-18,8.743163275213255e-11,1.7676468791519979e-13,2.3906254001304784e-11,-5.397482971597626e-15,5.97560555984662e-40,7.406681436666032e-41,1.4472848123902142e-40,0.0,0.0,1.3252698775065361e-05,-1.0513789456455538e-05,-6.273950282380993e-09,4.564688742678829e-09,-6.550560080756322e-09,5.344029488342637e-09,6.952566980499965e-11,3.816855100175966e-09,-1.3977879067714354e-41,0.0,-3.533398503059781e-31,0.0,1.7952036463397634e-45,6.636826845909812e-06,2.6207838931313563e-08,5.9656765198152795e-34,-2.005907325444683e-40,-6.880599652044427e-50,6.643175111101676e-06,2.5905246154819972e-08,6.892640330093386e-42,2.1536145196550136e-52,6.6386877050003314e-06,2.6067188720007597e-08,-3.803132638306986e-09,-1.370950250311571e-39,2.203148582287545e-51,4.2743287687106714e-41,-2.0648425626761257e-52
1300,0.00033330132751516,0.0003333056246458046,0.0003333042802901669,-6.180095287206443e-14,1.721265974076986e-13,3.949658901727778e-11,1.8104481675334265e-17,6.674075454035759e-11,2.0981492778119277e-13,2.2991307713717726e-11,7.005832705920921e-15,-6.130113013357769e-40,2.5871432054132326e-40,5.350838566033892e-41,0.0,0.0,1.316711590371087e-05,-1.3890014923004656e-05,-6.144419071667221e-09,6.0871948134512565e-09,-6.240434651814756e-09,5.536197182518719e-09,9.230761509507928e-11,4.0861101106605595e-09,-4.342517256998082e-41,0.0,3.1979943602876246e-32,0.0,-2.6883269900509245e-46,6.6397810663854755e-06,3.032741362289056e-08,-9.542055776774379e-34,-3.047709074904133e-39,3.8133887783903156e-50,6.640939554248832e-06,2.664767884894153e-08,-2.4730769783691433e-41,-5.4020728994615304e-52,6.639164398784359e-06,2.878826080479876e-08,-5.130300544883268e-09,-5.0924094238257916e-39,6.526007187077974e-50,-4.4592726209009345e-41,-3.481724254621982e-53
1400,0.000333299199424529,0.00033330358374058356,0.00033330345467963283,1.2483602987204105e-13,1.2182461936821963e-13,4.755830775765833e-11,1.0604541237573069e-17,3.2020914522544986e-11,-1.990177093685946e-14,1.1878633597407815e-11,2.3463180998913666e-14,1.020251035346001e-40,-3.694952977162088e-40,4.693166818263724e-41,0.0,0.0,1.3286100953732884e-05,-1.54859776846583e-05,-7.772889043341204e-09,5.7055332911928625e-09,-7.398559108273095e-09,7.056325435082541e-09,6.45250944541491e-11,4.424128519623899e-09,-4.582114462987318e-41,0.0,-1.2138947525799224e-31,0.0,9.122064625563112e-46,6.6384555892690505e-06,3.1982923725731206e-08,1.4760163838849743e-33,5.193933796611869e-39,6.116105923225857e-50,6.6360751326488085e-06,2.912394773955331e-08,-4.847976406927241e-41,-5.316210388342162e-52,6.634407328709039e-06,3.12125953431841e-08,-5.3621511517976336e-09,5.046241715098973e-39,-5.770579156846326e-50,2.6669199942774813e-41,-1.1008731479865028e-51
1500,0.0003332979189619317,0.00033330031166807066,0.00033330282010122646,-4.0278342054225505e-14,3.3562965448352845e-14,2.750390439822413e-11,1.3751754199347726e-18,7.766519011481739e-11,4.78566135846095e-13,2.3367002479023718e-11,1.529583269649954e-14,-3.023287051999284e-40,1.6721059937065774e-40,1.7261405501714236e-41,0.0,0.0,1.5561803952109145e-05,-1.3547830489020142e-05,-7.99485799075795e-09,6.799899640903417e-09,-7.438632894875246e-09,8.532452529056554e-09,1.3586614990443436e-10,5.250044023616873e-09,1.3243290602944053e-41,0.0,2.8248465093226714e-31,0.0,1.151462503491484e-45,6.635468927679975e-06,3.1565020911414404e-08,6.297416072708805e-34,-2.6521492805100258e-39,9.472436374002628e-50,6.6304202399982846e-06,3.435073265591934e-08,3.4984614974326375e-41,-3.1855870599533488e-52,6.632262801419588e-06,3.409102799030982e-08,-5.417250290992108e-09,-3.17843218141172e-39,6.906693402982157e-50,-3.880339688607031e-41,6.529003378695683e-52
1600,0.0003332997440962752,0.00033329980890644525,0.0003332999416480386,2.2460775752076854e-13,3.9363698769798e-14,7.198491505863373e-11,-8.76229292160467e-18,1.024398644575941e-10,3.7362761733052463e-13,1.1494876295565421e-11,1.4017494485746796e-14,-1.8146034361922956e-40,-5.89747756586598e-40,-1.2003991739371275e-40,0.0,0.0,1.7334781618748166e-05,-1.6992714410890088e-05,-7.662488226655804e-09,8.466622540831656e-09,-7.494401250144635e-09,9.141022884435035e-09,1.4528552687283882e-10,6.302635380584549e-09,4.5028058186110673e-41,0.0,2.314106683211548e-31,0.0,-6.218957418411837e-46,6.630307330457472e-06,3.6605670544679194e-08,-9.463392723476982e-34,4.3164893357066533e-39,-2.729792736612164e-50,6.632791223554768e-06,3.266751830828137e-08,3.0378524749958915e-41,-7.398712261610022e-52,6.629867071179749e-06,3.820047196205319e-08,-5.7405012985619405e-09,-9.637474705842128e-40,-9.086771585195524e-50,4.5065792767406577e-41,2.44113617310976e-52
1700,0.00033329688879633873,0.000333293328525792,0.00033329482044418116,5.517472659711262e-14,1.6412315680080714e-13,7.072196363603743e-11,1.9637087589380064e-17,1.3379629691931742e-10,4.077427491613131e-13,1.73594385610855e-11,1.900909869227243e-14,3.561485560287904e-40,-1.0972342233437211e-40,-1.4819899570148214e-40,0.0,0.0,1.84806165887798e-05,-1.6138288251494712e-05,-1.0129364712887623e-08,9.47632005583368e-09,-8.429146592415926e-09,8.407971281246633e-09,9.432991076837476e-11,5.676117093495208e-09,2.7198193152922134e-41,0.0,-9.49103946916706e-33,0.0,4.4066420726360904e-46,6.6261805356787804e-06,3.526140446861546e-08,-7.698700956681605e-34,-3.5837869607910466e-39,-6.360260022453883e-50,6.631745708052865e-06,3.491749200168133e-08,1.9837443643186263e-41,1.6174707756631563e-52,6.630634246613275e-06,3.7861281762353685e-08,-6.192423749645329e-09,-1.7572784698525068e-39,-6.469924503733647e-50,3.0186837057360885e-41,-5.600308396166607e-53
1800,0.0003332933516325146,0.0003332928419849837,0.000333293014036594,-2.4561683254177122e-14,1.0378623864931568e-13,9.468492656775898e-11,2.110307505439655e-17,1.1164772345672927e-10,4.672702889032178e-13,6.027705374683495e-11,5.439021636718917e-14,-5.363799007371339e-40,5.2700052825759234e-40,1.3625187525759301e-40,0.0,0.0,1.7488149611956195e-05,-1.8093096747804634e-05,-8.284694534845985e-09,1.0038403318388e-08,-1.0754692932018061e-08,1.0758629675609137e-08,1.204496904887995e-10,6.298771934883411e-09,1.0767547206740157e-41,0.0,-1.1668159638544611e-31,0.0,-1.0144076266905846e-45,6.625666610427735e-06,4.0197246915375964e-08,4.640778926610024e-34,4.592973112772807e-39,-9.516504963113968e-50,6.625854608809501e-06,4.274860485118353e-08,-4.3388219009492986e-41,-7.820252671210485e-52,6.6257978311756065e-06,3.7001219111427974e-08,-6.968955409865983e-09,-2.020959481530855e-40,-7.689687331987053e-51,-1.4035282781388198e-41,6.4086417011727616e-52
1900,0.0003332888902405176,0.0003332880194688572,0.0003332884597357502,9.390825496129199e-14,1.3845216607579543e-13,9.380488709622196e-11,1.2579754787435519e-17,9.957448959964514e-11,2.980824715543803e-13,3.311287653216883e-11,5.3069891956224715e-14,2.6644463973879493e-40,2.826292878579005e-40,-5.721630300344432e-42,0.0,0.0,2.0396489900573304e-05,-1.9429274765791025e-05,-1.1308483798698039e-08,9.415828226298154e-09,-9.253548302879513e-09,8.945884705751497e-09,1.7533035709243345e-10,6.57609734975302e-09,-2.471824262195007e-41,0.0,3.4408318534189668e-31,0.0,-1.618575626341199e-45,6.625263896058994e-06,4.470795824514617e-08,1.126003847790957e-33,5.013058398888926e-40,9.40399350774286e-50,6.624736466776407e-06,4.3273480096770113e-08,2.708392479585605e-41,-1.2184392309947861e-51,6.624240684479317e-06,4.4554612372908174e-08,-6.689583805842181e-09,-1.7549703817907794e-39,-4.083884130835215e-50,2.176039857492843e-41,-2.97664998411849e-52
2000,0.00033328745201097177,0.00033328742670343965,0.0003332879017756326,2.4363905546607287e-13,2.106493573987855e-13,1.0189487158241223e-10,4.1771554246461515e-17,1.303227234265009e-10,7.628468440924217e-13,4.456711011472585e-11,6.149960237325803e-14,5.756686942182128e-40,-7.612081321064738e-41,-1.535174051388442e-41,0.0,0.0,1.890048215168648e-05,-2.0181694034288697e-05,-1.0511180716514726e-08,1.2025042486483477e-08,-1.0998257673736532e-08,1.1078010634740663e-08,1.6503768232668454e-10,7.753037135676801e-09,-4.5277074728265094e-41,0.0,-5.79609382082391e-32,0.0,-3.853064796813946e-47,6.62526664747699e-06,4.631592702089576e-08,6.729315966670157e-34,2.882976396554979e-39,1.001756428288212e-49,6.619937196799158e-06,4.2017391482476744e-08,4.480168092401857e-41,-7.580599144204829e-52,6.622141448756309e-06,4.116321887701324e-08,-8.049681460565897e-09,4.569485211399518e-39,-2.2355578089873984e-50,2.883445435901068e-41,-1.5143088230810542e-52
2100,0.0003332896667706201,0.0003332871379794178,0.00033328996567465755,3.0027692714213167e-13,3.7101502622405663e-13,9.057156463928752e-11,1.2355925296890759e-17,2.0415498102415844e-10,3.664985222865431e-13,6.531473369410467e-11,5.5362983810644e-14,2.049644147935772e-40,6.075547438511036e-40,-1.6066183793405874e-40,0.0,0.0,2.119638271811308e-05,-2.2394147383623737e-05,-1.2823863349378316e-08,1.0779057731930937e-08,-1.1554461882906414e-08,1.2898706223682645e-08,1.8628013869406752e-10,7.701488690957969e-09,4.1686383814997574e-41,0.0,-2.165559323635421e-31,0.0,1.3728177065395712e-45,6.620533677178324e-06,4.734908943409347e-08,1.0036175837605167e-33,-7.894231532367396e-40,-5.276792224410348e-50,6.622233798682238e-06,4.784638193795001e-08,-7.1033134082474394e-43,-3.1931023415561645e-52,6.621622221029698e-06,4.491834895959753e-08,-8.543327550749244e-09,-2.2768029239561765e-39,-1.072782111260975e-49,4.2651064965333895e-41,-6.2072037558062825e-52
2200,0.0003332856520374207,0.00033328764816274595,0.00033328327995257835,4.099607886113987e-13,3.2660595391124067e-13,1.2934016412661678e-10,4.976430515148863e-17,1.7637974384527868e-10,9.298965606696122e-13,8.434800730627799e-11,8.14219372295932e-14,2.5710925705032453e-40,-2.1180646853962648e-40,1.9420791577075884e-41,0.0,0.0,2.141220499393416e-05,-2.3443924715194322e-05,-1.1656125729593984e-08,1.3408454132955869e-08,-1.2491087884591229e-08,1.317031492733142e-08,2.5444762751322756e-10,7.816072327882763e-09,-1.8740652014988413e-41,0.0,2.384931792019007e-31,0.0,5.255841470681957e-46,6.615558137558214e-06,5.195562339476458e-08,3.2867581591410003e-34,-1.572402300793371e-39,4.0569226032470036e-50,6.616710469212404e-06,4.5919551210167955e-08,-3.9890081642562973e-41,4.74587869167713e-52,6.619733902916884e-06,4.995176250868169e-08,-7.973248369120022e-09,1.5463989899416727e-39,-4.661747736648501e-50,4.9638833962874726e-43,-4.136303074238182e-52
2300,0.000333281340600088,0.00033328406699697745,0.0003332813726066351,4.2138465699000346e-13,4.651983161597915e-13,1.3032462798811867e-10,2.7123065959085706e-17,1.925009482320864e-10,8.994445654210267e-13,9.91589455243075e-11,5.632948593572297e-14,-6.244904230659457e-40,5.121994723251682e-40,2.3765925673818064e-41,0.0,0.0,2.391481177657878e-05,-2.1971592603016673e-05,-1.3315507886625304e-08,1.237827095812784e-08,-1.3963787919816966e-08,1.2287723460162694e-08,2.2486888456121976e-10,8.11281511960762e-09,-4.463560414393576e-42,0.0,3.4087769883930894e-31,0.0,7.014651863489871e-46,6.615801611736367e-06,5.387285649202742e-08,1.7316130196097147e-33,-4.07140024407416e-39,1.1256016641904195e-49,6.618730089449931e-06,5.006771557652227e-08,3.331838219189536e-41,2.4523012971305236e-53,6.61752216834533e-06,4.9885702890039085e-08,-8.186752964837194e-09,-3.4998689091369427e-40,1.3493618901543445e-50,3.508413263525176e-41,-6.736124855452962e-52
2400,0.00033327795540818707,0.0003332807668218534,0.0003332810033505162,3.192453892274564e-13,3.7440889445756646e-13,1.3425387074597497e-10,2.7963272597787135e-17,2.2640198605845136e-10,1.0615162974299957e-12,1.218063906012931e-10,1.018843719203259e-13,3.3165872514952603e-40,-2.5331159788527235e-40,8.2722776640124e-41,0.0,0.0,2.5437507062183644e-05,-2.3462817453067588e-05,-1.4813791816745679e-08,1.4919085465057398e-08,-1.3835548802303244e-08,1.5401410007729247e-08,2.586255912669799e-10,8.730023112762123e-09,6.102353148840132e-42,0.0,2.2874333345171877e-32,0.0,-9.257617528945171e-46,6.616636977808131e-06,5.637500310757825e-08,-5.137981075703884e-34,3.177392434820241e-40,-1.3909492236450065e-49,6.612900832717915e-06,5.195652927296501e-08,4.499172729615844e-41,-2.8812568047784313e-52,6.611555346968268e-06,5.40289028148983e-08,-8.741193236761906e-09,3.9537368955701295e-39,9.905247607412987e-51,-1.718879353589478e-41,-3.987890008869456e-53
2500,0.00033327886955657985,0.000333280505829255,0.0003332803959289903,5.774822902259156e-13,4.508018515932959e-13,1.4929667941611382e-10,6.935234911058882e-17,2.424451387212203e-10,1.078725876341098e-12,1.1322978502469743e-10,1.19694803274735e-13,7.97098197843392e-41,-4.4271697733195845e-40,1.3181791219821137e-40,0.0,0.0,2.6222677668851065e-05,-2.505245171150363e-05,-1.5953377724759058e-08,1.5489569770321458e-08,-1.5775039499768255e-08,1.439217168633354e-08,2.48509340263505e-10,8.940095309213561e-09,-1.3823461070789466e-42,0.0,-2.8282192093107993e-32,0.0,-7.442624804804153e-46,6.613565132279469e-06,5.532233343702068e-08,2.2012909142292308e-33,4.856158691063289e-39,2.7330394773651944e-50,6.61083983403395e-06,5.525164937468885e-08,-5.111117566466109e-41,-5.4482362745888884e-52,6.61448939883472e-06,5.383175801839346e-08,-9.71722176918676e-09,3.026077251274713e-39,-9.203009747814888e-50,2.3521698345104354e-42,-9.445953418998786e-52
2600,0.0003332771888927824,0.00033327708944524997,0.000333275638630853,6.118228034254105e-13,5.030395636738491e-13,1.8450222001881694e-10,6.480631850211076e-17,2.9972174547254026e-10,1.4786052183111582e-12,1.331626857796162e-10,1.304215960857896e-13,3.2086325443453637e-40,3.541301940909969e-40,7.388761485436547e-41,0.0,0.0,2.573583376710224e-05,-2.689219401410137e-05,-1.7090104068688502e-08,1.70054546822501e-08,-1.6235012227180473e-08,1.5307062405763403e-08,2.7575288545501565e-10,9.782622325882198e-09,-1.2124973738292973e-41,0.0,2.1716141047496618e-32,0.0,1.5761979152074133e-45,6.6099378474328345e-06,6.053345832907784e-08,-1.0282552421989773e-33,2.8432830384920266e-40,9.498112637598222e-50,6.608411364220949e-06,5.6214534263213504e-08,-8.475122775878705e-42,5.0129495245182174e-52,6.609051906533878e-06,5.648677924287368e-08,-1.0578713984565756e-08,4.400495797092564e-39,-7.95605455829923e-51,8.054959211964852e-42,9.55474942247349e-52
