milliseconds,s22,s36,s65,s93,s110,s113,s114,s117,s119,s123,s124,s126,s127,s128,s130,s132,s133,s150,s160,s165,s170,s173,s178,s185,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200,s201,s205,s206,s209,s212,s213,s214,s215
0,0.00033333058598614417,0.0003333314451982402,0.0003333359049320163,2.525202974373284e-14,-5.723489915079408e-14,-2.3896661463808084e-11,1.9932240528031955e-17,3.33869359531977e-11,2.327771999943944e-13,1.7158904802613503e-11,5.655144501435832e-15,1.3223877240797646e-40,5.192898645039824e-40,9.79697642221001e-41,0.0,0.0,4.29376958832227e-07,4.439484429245006e-07,8.106105867172416e-10,-2.463153694189188e-10,1.3001726766050219e-09,-1.018893038892185e-09,1.3971285133301658e-11,-3.046225736273587e-10,4.982723990054584e-41,0.0,-5.250171428864669e-32,0.0,-1.9578572085495818e-45,6.6659531298558894e-06,-3.18770035075748e-09,3.951171591612746e-34,2.3416355961082962e-39,7.767295892483636e-51,6.664767385930997e-06,-2.8134767784799065e-09,-4.480218954716925e-41,-3.1773238512740474e-52,6.666159486389815e-06,2.6725129933807227e-10,-5.832761414293258e-11,-1.3338027741828653e-39,8.817639349937584e-50,5.557428156708062e-41,-6.337007563875951e-52
100,0.00033332968832604427,0.0003333295884322474,0.0003333329231538663,-1.6233621699488183e-13,-2.934381260563293e-14,1.0924726794484561e-11,2.1675395354424797e-17,-3.885790292072624e-11,-2.3892596720227815e-13,1.241946918263804e-11,1.767722356623773e-14,-5.384690446089304e-40,-1.3245269870401352e-40,-7.695498753273987e-41,0.0,0.0,1.8282125783222973e-06,-1.952529676704419e-06,-2.553393961016144e-10,4.812131973987161e-10,-1.0983225590730484e-09,1.3120571150280542e-09,-2.7823579378917372e-11,6.12053780369074e-10,-5.06685881423682e-41,0.0,6.29390778698394e-32,0.0,3.122289848882307e-46,6.6667751282034106e-06,6.889224017802201e-10,1.8297685667098847e-33,3.548616785170209e-39,-5.2743295596316385e-50,6.664157239389841e-06,3.461950747875804e-09,3.9819727201549073e-41,1.227971966071787e-51,6.665622242386232e-06,4.492009585750461e-09,-7.049984282149071e-11,-6.1036340154471404e-40,1.2054504033968822e-49,5.049499929874291e-41,-1.2334850217131469e-51
200,0.00033332574672401035,0.00033333205348441144,0.0003333314549836736,-8.668772833581048e-14,1.3590789931265236e-13,1.130126144742368e-11,1.591774109351346e-17,7.568367133616813e-12,1.4402243061149562e-13,-2.282858495874755e-11,-1.733351446900979e-14,2.2634083142434863e-40,-2.5207782891441534e-41,-1.0370132026850876e-40,0.0,0.0,2.5384349838174754e-06,-1.6409482047034452e-06,-1.9663387330157727e-09,5.378395227307546e-10,-1.7108245504906257e-09,-3.050572636676736e-10,-2.9914459030142816e-11,7.535024963074246e-10,2.2716333544893947e-41,0.0,-2.6888224535075394e-31,0.0,-3.130008206072524e-46,6.65896217827044e-06,2.4859081291111894e-09,1.6186831570385258e-33,-4.617512134156547e-39,-1.345654669065094e-49,6.664035949867972e-06,6.757564369872238e-09,-1.1536884530403233e-41,1.0466325233726895e-52,6.6596851435964534e-06,2.9237626925769853e-09,-5.197652886897706e-10,1.1887896332216158e-39,3.790040584293798e-50,1.651123725644739e-42,-8.416437540969143e-52
300,0.00033332831979610624,0.0003333234172210998,0.0003333287262986886,1.6244302687387203e-13,-1.1146434093667867e-13,-1.868263464187899e-11,-1.611780470300252e-17,-1.504678735031393e-12,-1.4485541213912037e-13,3.568994533449691e-12,3.2783722513737102e-15,2.7351433305471462e-40,-1.296462549180674e-40,4.3230271013141246e-42,0.0,0.0,2.938138368017526e-06,-3.6709047245779218e-06,-2.2603827793275667e-09,2.2604232910574804e-09,-3.530873075632296e-12,1.5442109564839519e-09,1.6997914156972052e-11,1.0751134297258134e-09,-4.5095061691208684e-41,0.0,1.9884704412405286e-33,0.0,4.244917551711125e-47,6.659780147343233e-06,5.991114123434705e-09,2.4686769443891605e-33,-3.918958834519392e-40,6.968890685794175e-50,6.659084062965176e-06,9.210501789680848e-09,-4.0577289758511175e-41,6.245922717103746e-52,6.659712991403362e-06,9.774386760398731e-09,-1.0595335931683896e-09,-2.858721059948523e-40,-1.2799828025834836e-50,2.9685951714447133e-41,2.493728740736746e-53
400,0.00033332502141485506,0.00033332284302526097,0.00033332247769991163,7.619084375703536e-14,-1.1539124776942106e-13,1.3425889090314976e-11,5.3342229254118795e-18,-3.1123135785852955e-11,9.989509300014701e-14,6.543939884097045e-12,-2.0155654262063284e-14,-5.2081582036302615e-40,-4.06684612478249e-40,-1.1122508316304148e-40,0.0,0.0,4.027513342871394e-06,-4.5591137435816225e-06,-2.70813466509483e-09,1.7055372377371256e-09,-1.3140876060832415e-09,2.782043550353713e-09,4.3810557478849306e-12,1.2354609886055078e-09,4.653223335530283e-41,0.0,-4.970364922015345e-32,0.0,9.331036541920316e-46,6.65555947856744e-06,5.770459175752076e-09,-1.98038289823319e-33,-3.326550496020645e-39,-5.951168215471066e-50,6.660912580430286e-06,5.759413607731075e-09,-3.0622442229315885e-41,2.2166075995988138e-52,6.658641287589052e-06,1.1612001990858184e-08,-1.2012852889971972e-09,1.660360402704036e-39,5.192025130884894e-51,1.4774187598704893e-41,8.088745635489126e-53
500,0.000333320024894039,0.00033332427930820034,0.0003333215048205366,-5.502828262231014e-14,1.3902528609043604e-13,1.7493200912188822e-11,-9.38811013932502e-18,2.1173961713571386e-11,1.9108295253561005e-13,-8.802481617805988e-12,1.332280722954601e-15,-1.6489385151610874e-40,-1.6734616687214688e-40,-7.737243273744369e-42,0.0,0.0,4.005677673765137e-06,-6.1489177699766655e-06,-1.489622471050605e-09,2.773962730257152e-09,-9.98946098366284e-10,1.8670487252982326e-09,-9.53239474195127e-12,2.034641968464763e-09,4.1326788034115294e-41,0.0,-1.8083671948938292e-31,0.0,1.9900880337611837e-45,6.656784610080582e-06,1.209420971206364e-08,-2.143977343892559e-33,4.849068088353174e-39,-7.868439093660914e-50,6.653689865220701e-06,1.3407062102896282e-08,-3.160570690469756e-41,8.18408232941155e-52,6.658677913170526e-06,1.3620861021327142e-08,-1.065340135352599e-09,-2.5936014518550872e-39,1.4340786567881072e-49,1.2229122954749694e-41,8.788605345036624e-52
600,0.0003333220393534637,0.0003333178211987839,0.00033331974967098143,9.004113027259537e-14,-4.6531280872076727e-14,2.922275959396255e-12,-1.3439809148910808e-17,-2.8453397234159366e-11,-1.0951673032140111e-13,3.990248947627822e-12,1.9691187049707457e-14,-6.003297050789734e-40,2.08710404580764e-40,-1.1552022884598836e-40,0.0,0.0,6.14817852629827e-06,-4.901595734757436e-06,-3.06298145670309e-09,1.855079552593339e-09,-1.7165790252394156e-09,2.160681652116175e-09,-1.3846023858690052e-11,2.6667958735199678e-09,4.1696846608504073e-41,0.0,1.0119524431500808e-31,0.0,9.894333106056108e-46,6.655379321637864e-06,1.1875344259489042e-08,8.851490972782074e-34,-5.469764566612205e-40,-4.409823035795707e-50,6.651987741216645e-06,1.6414164420162587e-08,-6.836246953453893e-42,3.070154402956483e-52,6.6547664278790005e-06,1.1770746551676527e-08,-1.831115702867136e-09,-2.6010531167666528e-39,8.12726434671754e-50,-2.4174436933789716e-41,1.5958022686851973e-52
700,0.0003333198216823159,0.00033331637766715537,0.0003333183998619552,1.4966238224932857e-13,-1.1392415197855429e-13,-1.0628641806635495e-11,2.5856355610279436e-18,4.856993347528716e-11,-2.1634256542241444e-13,-2.4215382856293772e-11,-1.2557564739451584e-16,-2.9632695148186238e-40,5.410411418713975e-40,-3.543757090010499e-41,0.0,0.0,6.276834978020822e-06,-6.186572135341562e-06,-3.3782188121022446e-09,2.0487177180380472e-09,-1.9773340448272433e-09,2.6557262867606583e-09,-1.5631587787312598e-11,2.5613054040850673e-09,3.5891652112336254e-41,0.0,3.2436053937203847e-31,0.0,-5.334259288914482e-46,6.647858914018282e-06,1.4529514030534996e-08,1.9629529566520497e-33,1.4292652758485747e-39,1.4482228339855204e-49,6.649733393811742e-06,1.2926301701052496e-08,3.070382857683709e-41,-1.0116858531654048e-51,6.651671206053973e-06,1.4742581412596446e-08,-2.21641908736534e-09,5.114513884998951e-39,2.8494156167355063e-50,-4.259302767438763e-42,7.424580060987509e-52
800,0.0003333188178829417,0.00033331739821011643,0.0003333166032771261,-8.6471871936485e-14,-1.0070506195866374e-13,1.3594637781137515e-11,-8.74906907516081e-18,2.811836963899821e-11,6.841047040906262e-15,8.908466645582038e-12,1.9058099446435165e-14,-4.100279662952137e-40,2.825252805172317e-40,6.061316759172883e-41,0.0,0.0,9.352606565921568e-06,-6.656221693681232e-06,-3.263440008610372e-09,3.2905243604638927e-09,-3.7298409583168146e-09,3.5407047738432068e-09,4.248160219083077e-11,2.753293734711996e-09,1.848550321884442e-42,0.0,-1.3457853304407055e-31,0.0,-1.631117805793063e-45,6.6509362805054665e-06,2.0286787745466017e-08,-1.3035376857613014e-33,-1.0607789834932539e-40,9.456325974598981e-50,6.645709960071154e-06,1.7345731711306087e-08,-2.889964013166398e-41,1.1528086402573955e-51,6.646044161152586e-06,1.557369486186703e-08,-2.5781519755987245e-09,-2.7334545149293154e-39,3.2725645427550043e-50,2.4563594408823296e-42,3.894170164362308e-52
900,0.0003333126730543159,0.0003333145064355259,0.0003333124694688749,1.7351226125653267e-13,3.709278753405754e-14,1.5847717639323907e-11,8.75967477174943e-18,6.182477125783404e-12,-2.423137499726369e-13,6.7205987771338945e-12,6.523353189795502e-15,-6.493148987669491e-41,-4.3585046083890834e-40,-1.184507573951482e-40,0.0,0.0,8.085723569727233e-06,-8.153635525552455e-06,-2.7188198339511177e-09,3.5817385011429316e-09,-3.5905743427042873e-09,3.353177050907899e-09,1.037641146588765e-11,3.044429350812817e-09,2.671920636037632e-41,0.0,2.340181444940102e-31,0.0,-1.3512055884629942e-45,6.645091891462732e-06,1.6868086105418895e-08,-2.184868783213549e-33,5.871175362473343e-41,-6.248748069736255e-50,6.646484925999439e-06,1.6818638500356854e-08,3.5549403669336757e-41,-1.1114596704397753e-51,6.646706535856892e-06,1.941595965480297e-08,-2.9392061752467755e-09,4.445553054144905e-39,-2.5995800736078803e-50,5.067580026849361e-41,-1.2089870003792161e-51
