milliseconds,s22,s36,s65,s93,s110,s113,s114,s117,s119,s123,s124,s126,s127,s128,s130,s132,s133,s150,s160,s165,s170,s173,s178,s185,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200,s201,s205,s206,s209,s212,s213,s214,s215
1000,0.0003333136669034348,0.0003333135530489412,0.00033331316668555166,-1.3281363767659745e-13,-7.336332741302174e-14,-1.5323753682700704e-13,3.4461363233010436e-18,4.176201895449076e-11,3.5305915727575655e-13,-1.7776939418452877e-12,2.7759865240424996e-14,9.62054223727629e-41,5.5081943116455764e-40,-6.95207829064549e-41,0.0,0.0,1.0201619291877651e-05,-1.0728496078826717e-05,-4.87254263743703e-09,3.7292524509126524e-09,-3.4796091217648808e-09,4.09132907339e-09,3.733981246083504e-11,4.085278182339084e-09,-1.841544089608548e-41,0.0,1.080650815673598e-32,0.0,-1.1394689458433371e-45,6.646015279238702e-06,1.9468793574620717e-08,-3.732508735460618e-34,2.6862545430863075e-39,1.3138524757020263e-49,6.6432443912482535e-06,2.4420787637811024e-08,-5.560413314225117e-41,1.069445142298608e-51,6.6455258781843205e-06,2.323029026456989e-08,-3.927137093542364e-09,1.7116691845340488e-39,1.250371623465093e-49,3.0250516866680954e-41,-1.2577439127816171e-51
1100,0.00033330880359074304,0.00033331131749941335,0.0003333114247037739,1.718931207875391e-13,-2.625080021423075e-14,3.0573176735777816e-11,-1.0172220400689073e-17,4.0814721409051014e-11,-1.4606488850143679e-13,2.543033945287329e-11,-1.2601309718445974e-14,4.5764048161214956e-40,-2.541778392773291e-40,-1.464646990464333e-40,0.0,0.0,1.029371392151617e-05,-9.581669299706496e-06,-5.842882855279696e-09,3.952761861305614e-09,-4.159737469637755e-09,5.014135562388197e-09,7.764056318485477e-11,3.492618920946927e-09,9.384436851866397e-42,0.0,1.2620963835802235e-32,0.0,-1.4766357889530903e-45,6.642301901097193e-06,2.4139037129703717e-08,-9.569888455222172e-34,3.905535955983546e-39,-3.5125908536060913e-50,6.642954054875097e-06,2.4861189482134195e-08,-1.419841489329588e-41,-1.6469391386827655e-52,6.643604784219566e-06,2.719649760000455e-08,-4.128164960028386e-09,-3.605348977014596e-39,-6.420266346875158e-50,2.404063263929742e-41,-6.239522697066928e-52
1200,0.0003333080705470466,0.0003333095408712876,0.00033330915221805425,1.1538395513255655e-15,2.0682927441238347e-13,2.300675942397283e-11,3.1751464480425903e-18,3.211725134250306e-11,2.6232154132317176e-14,4.148155702634887e-12,2.6025207091347968e-14,-2.417827204851675e-40,6.276694784688661e-41,8.622215378690509e-41,0.0,0.0,1.0827385056828287e-05,-1.2551077158085357e-05,-5.303676907373122e-09,6.019171547493125e-09,-6.181408223190902e-09,6.759034316257146e-09,8.243341146515274e-11,4.269967683611245e-09,-3.7862254461323885e-41,0.0,3.3881086062120923e-31,0.0,-1.8768786870423426e-45,6.640011576935232e-06,2.884701218560257e-08,1.3745755552379288e-33,3.324226413351293e-39,1.129253947372712e-50,6.641371877374635e-06,2.862245410773319e-08,-1.1451473205701207e-41,-5.6792924899858576e-52,6.6418594308174955e-06,2.3610272195270196e-08,-4.581135841875964e-09,-3.816299751283313e-39,1.3499214490766962e-50,-2.320113127773159e-41,-1.0764807599724191e-51
1300,0.00033330395824636015,0.0003333046213889584,0.0003333032738513806,2.086104091580933e-13,1.9544760168157296e-13,1.4446968668878762e-11,-1.206397054057728e-17,2.882187944366021e-11,1.1410767616260733e-14,2.4925344651452782e-11,-6.429820329069848e-15,4.751506625874296e-40,-3.860799402866284e-40,6.849886160466359e-41,0.0,0.0,1.4090994679957352e-05,-1.2237219550559517e-05,-7.080750916605038e-09,5.041751918131887e-09,-6.008911096314808e-09,6.3318858317124355e-09,5.592468423788725e-11,4.995347773952618e-09,3.115923895694497e-41,0.0,-8.634774487244049e-32,0.0,6.8759347910816115e-46,6.638938427342686e-06,3.1732828666637225e-08,3.1293485165779403e-34,-2.597779601585466e-39,5.737109817743634e-50,6.6373424100830095e-06,2.8142715432705492e-08,2.8851349718157464e-41,-2.0799091468177125e-52,6.640066788759969e-06,3.0949247358768015e-08,-5.0200172682177466e-09,1.0347015937123684e-39,-1.4915558785879312e-49,-4.149082647706246e-41,1.2457140328925403e-51
1400,0.00033330508512123644,0.0003332992458185537,0.00033330226972242896,4.449611302900874e-14,1.411660603843665e-13,3.2229740327474407e-11,2.6271765398437292e-17,3.567119053393904e-11,4.5338770164869333e-13,4.6031868143843995e-12,3.6948257414675464e-15,8.440696092184328e-41,-8.280961399684942e-41,-2.7356222578694236e-41,0.0,0.0,1.3277729110131852e-05,-1.5001169439395019e-05,-6.18062632303017e-09,7.449811394008516e-09,-6.780904430900538e-09,6.586544852714882e-09,7.003301584323414e-11,5.563468587722408e-09,9.974447378809729e-42,0.0,7.898836089273026e-32,0.0,2.0104581604748153e-46,6.633950898379294e-06,3.268674634489325e-08,2.147779644946396e-33,1.7265905934461425e-40,9.032861651080718e-50,6.6335378299684805e-06,3.208817046767612e-08,1.5713804642979586e-42,-1.2034376354011807e-51,6.638372386524232e-06,3.126320639249827e-08,-5.602713914842612e-09,-2.7171314400564087e-39,-1.7356831616957231e-50,2.5193146927218425e-41,2.412931868326203e-52
1500,0.0003333006303906299,0.00033329804845895445,0.0003333033412274515,2.4408237329019194e-14,7.748312979401569e-14,6.159315551329939e-11,-1.7358433696637857e-18,4.549782617440853e-11,5.389864721939901e-13,1.4936370985803262e-11,3.211999671392838e-14,1.5686074951674887e-40,-7.433467631133431e-41,-6.111081229155102e-41,0.0,0.0,1.5946427384884108e-05,-1.5636548068986805e-05,-7.995140349210659e-09,6.999611174905873e-09,-7.125811416750985e-09,7.765145574283672e-09,1.2820846091423055e-10,5.190457912714191e-09,1.176774575601401e-41,0.0,-1.3990383461831257e-31,0.0,-6.189829460164468e-47,6.63405656759967e-06,3.597993828436401e-08,-2.015474964675587e-33,3.604582864669571e-39,6.355136773948849e-50,6.636022063711213e-06,3.181855522408453e-08,5.5096351856936654e-42,-1.1974174774540059e-51,6.632028593440388e-06,3.599707285956853e-08,-5.92317381141384e-09,3.5844775055083305e-39,5.2882176316427595e-50,2.0287899112425193e-41,8.808439225161373e-52
1600,0.0003332954973267614,0.000333299565146634,0.00033329909803171833,9.482247361530832e-15,7.74335809079273e-14,4.263733389404285e-11,2.990588094988555e-17,9.675445030653399e-11,2.703626416752372e-13,3.038084095656016e-11,1.876029926909465e-14,8.12152039384417e-41,3.693732430664682e-40,6.763062896973695e-41,0.0,0.0,1.4683240089302851e-05,-1.6820730505517183e-05,-8.775819909747447e-09,7.933931789157925e-09,-7.63298500944772e-09,7.1161175213965734e-09,1.1646601355904524e-10,5.2561088633988205e-09,-4.987141582565599e-41,0.0,2.374513570712081e-31,0.0,-2.0892046451410835e-47,6.632946061989791e-06,3.566687779366863e-08,6.872076006254187e-34,-3.011391247531037e-39,6.746575239881769e-50,6.633176428285929e-06,3.8373053100639785e-08,-2.809105353212944e-41,-1.1699091462904553e-51,6.628044828164488e-06,3.4575257964838206e-08,-5.6939382706755256e-09,-1.7763881839460402e-39,1.4393211863910815e-49,3.6560273446872034e-41,-2.7215422783277176e-52
1700,0.00033329561952919677,0.0003332967295815429,0.0003332940848347474,2.6305467099087766e-13,5.982312879094779e-14,8.093346249871584e-11,1.8242475057932462e-17,1.0371929953891969e-10,1.9380595191967137e-13,2.3948647106133563e-11,4.629958629163371e-14,-3.76472172391927e-40,-2.6469528955898204e-40,1.1367605856657991e-40,0.0,0.0,1.5624152507578887e-05,-1.5796818332384534e-05,-9.984909058238422e-09,9.944658524000486e-09,-9.727389109105765e-09,9.786522734747398e-09,1.0092526184005107e-10,6.415244304752419e-09,3.6868050477406996e-41,0.0,-1.0128124724183485e-31,0.0,-1.8726602254105543e-45,6.6308316889531245e-06,3.931821416868278e-08,1.456310410974635e-34,4.6097439131188415e-39,-1.5972756925553159e-50,6.629067816692319e-06,3.6456094630121656e-08,-4.2558293598769277e-41,6.5794237497570965e-52,6.627672269206128e-06,3.4466913650794924e-08,-6.5670979731537796e-09,-3.3993319920273734e-39,-9.017307226113592e-50,5.074807833177492e-41,-4.2291425906039854e-52
1800,0.0003332913511809142,0.000333293638369545,0.00033329061857511445,2.5647018559207704e-13,3.1497362643807913e-13,6.950794780388509e-11,1.0854396037413245e-17,1.0289291582949624e-10,3.36460223783712e-13,4.308302987803711e-11,4.521418192699575e-14,1.1468319711277318e-41,5.630708115198017e-40,-6.29965254201547e-41,0.0,0.0,1.8986188167248883e-05,-1.9204998801801982e-05,-1.0857039351432145e-08,8.693010533671107e-09,-1.0142769561413953e-08,9.852874218671988e-09,1.277971397600416e-10,6.2942062005827565e-09,5.414024251587835e-41,0.0,1.596897385548182e-31,0.0,-2.3312125434870246e-47,6.630011744187284e-06,4.1589986596483876e-08,-1.0024110513175098e-33,-5.119535641632835e-39,-2.897470952307573e-50,6.625707496757067e-06,3.7270167117390335e-08,1.9496582542851276e-41,4.898724308085935e-52,6.628589610699729e-06,3.9729937466270596e-08,-7.011365513871699e-09,-2.8739506668621125e-39,-1.3042616951192177e-49,-1.5628418503341823e-41,2.4936162207804913e-52
1900,0.0003332920650295118,0.0003332906469049159,0.00033329081311446137,3.0238751250153043e-13,1.7638892143707065e-13,8.385635432078726e-11,4.802202709160919e-18,1.0567007802154176e-10,3.3388354714923836e-13,5.397748883061517e-11,4.8430993262506144e-14,2.0994077098544545e-40,-4.852088305148989e-40,1.6346958755494362e-40,0.0,0.0,1.8715430179750413e-05,-1.7614978117637853e-05,-9.19678130906988e-09,9.161620263468719e-09,-9.556942692615743e-09,1.0599766699272073e-08,1.5023433874969273e-10,6.6209713706367635e-09,-2.979897905979918e-41,0.0,-1.4095049340178276e-31,0.0,-6.782883738587396e-46,6.627741673951263e-06,4.28260289617031e-08,1.3411307130233217e-33,-3.4994461217856964e-39,3.693732778837621e-50,6.6215696686137405e-06,4.4220442458292646e-08,5.201997269908409e-41,9.931370574867175e-52,6.622477919520138e-06,4.053206699685275e-08,-7.2180346338422675e-09,-1.9907976450428773e-39,-4.838155974375061e-50,1.0427455548826789e-41,4.7141870417598095e-54
2000,0.00033328899273668214,0.0003332898813389339,0.00033329039659201165,1.9257651418568663e-13,3.02420496963028e-13,1.0650819736460502e-10,2.751965852041697e-17,1.2846622790505323e-10,4.719307779731694e-13,8.19561414302789e-11,5.947874734672322e-14,-7.51565087843212e-41,-2.723024660745659e-40,1.280305244255166e-40,0.0,0.0,1.903548815778496e-05,-2.1111546585353365e-05,-9.83690234406108e-09,1.1290547748768506e-08,-1.0887882792577206e-08,9.983520543726643e-09,1.919140106113298e-10,7.945646637404502e-09,3.635058024319671e-41,0.0,-2.0166329904381997e-31,0.0,9.057836559887688e-46,6.622870124052379e-06,4.5030089033104184e-08,-4.897559023667719e-34,1.6282384489410817e-39,1.0830160878294237e-49,6.624843621365115e-06,4.3977424729836364e-08,-2.7341930630476463e-41,1.6614141095661909e-52,6.622733071686239e-06,4.363921815586689e-08,-7.0661573280462145e-09,1.0482344827224681e-39,-1.0144713444842423e-49,3.8857221063343583e-41,1.0743505527917359e-51
2100,0.00033328869557592547,0.0003332898721979929,0.0003332889310681996,1.6795865263818616e-13,3.1569248834204236e-13,1.2529553163744798e-10,1.0641583940792642e-17,1.6521559601979062e-10,8.649069160353168e-13,8.910133144403793e-11,6.213307086115301e-14,-8.927625547011648e-43,4.667187086966438e-40,-9.646343923801983e-41,0.0,0.0,2.1425419070595444e-05,-1.9731718398923975e-05,-1.272405559730835e-08,1.0913490630596412e-08,-1.091312247932278e-08,1.267226007909074e-08,2.0534126249867297e-10,7.329036189970139e-09,-1.623870875654003e-41,0.0,-1.9343710732814517e-31,0.0,5.531320792160385e-46,6.622328452058191e-06,4.5540420085412484e-08,2.847280428125533e-34,-1.1358466920839926e-39,8.389485803972393e-50,6.620595644849161e-06,4.626314811293999e-08,-3.8508603106791465e-41,-7.673456324580878e-52,6.619572350654201e-06,4.396085667175112e-08,-7.335145537006948e-09,5.0887351783198683e-39,1.16542948713329e-51,-5.249490520627524e-41,3.1276114213654938e-52
2200,0.0003332859580622736,0.0003332876040498266,0.0003332842912135129,1.0972884100315643e-13,4.68453793546697e-13,1.2529700969527074e-10,4.9908384108891334e-17,2.324084642838636e-10,9.368524765068133e-13,1.0771901153582989e-10,4.536603999314843e-14,-5.3155142310529174e-40,6.227559419757809e-40,2.873850829950975e-41,0.0,0.0,2.25019838810326e-05,-2.206976986555681e-05,-1.171797676253096e-08,1.3212419198677609e-08,-1.1614880873547418e-08,1.3488822783506032e-08,2.0241151831153386e-10,8.480878976366369e-09,-9.665090255397039e-42,0.0,-2.725044254017278e-31,0.0,9.618241476976882e-46,6.619975603339416e-06,4.5647958396718025e-08,2.5308014125765553e-34,-4.3356460121934093e-39,-5.196311319792188e-50,6.6153193471024046e-06,4.706892197598408e-08,4.827248852240741e-41,9.224659121171191e-52,6.615888303124611e-06,4.7118436212655224e-08,-7.943253200673767e-09,-3.132675524158708e-39,4.692174164613133e-50,-2.6808624617344145e-41,3.3089454790346304e-52
2300,0.00033328111485346425,0.0003332814446111,0.0003332815627832874,1.657246169346674e-13,4.570576046063639e-13,1.1323548080502427e-10,3.517554120217335e-17,2.0088055732825878e-10,7.054313325375114e-13,8.79008635825527e-11,5.986704183021231e-14,-2.7075624401511586e-40,8.620539558028876e-41,4.746666382075813e-41,0.0,0.0,2.1581699496398723e-05,-2.2717305607567345e-05,-1.3003503549528575e-08,1.4565064841087549e-08,-1.3929792858980178e-08,1.2773262901066354e-08,2.572132305407568e-10,8.589953720865096e-09,-3.5140840194257413e-41,0.0,-2.563743592007421e-31,0.0,1.0777059052476065e-45,6.61564371440864e-06,4.7687683602644247e-08,4.102065320140926e-34,-7.766195565659149e-40,-9.501139379553268e-51,6.616503070183503e-06,4.839342735964837e-08,-5.029637136546069e-41,1.0741810702350227e-51,6.617407114779338e-06,5.20628922434373e-08,-8.653070056588919e-09,-2.8074892864601154e-39,-1.3963314548707866e-49,-3.001067695929998e-41,-5.064503677218655e-52
2400,0.0003332827042506765,0.00033327887784636635,0.0003332812292325963,4.836049391393894e-13,5.83120433279733e-13,1.5848347414535955e-10,3.2015239318942504e-17,2.7236765776910023e-10,7.527469726197093e-13,9.700596321013643e-11,9.131340218759118e-14,4.768747494601645e-41,1.6703404847071872e-40,-2.99954793959031e-41,0.0,0.0,2.426943008493758e-05,-2.3481691391610617e-05,-1.3664724959647779e-08,1.3697509128329403e-08,-1.3930550270604062e-08,1.5320338307907964e-08,2.269739077506294e-10,9.392811127003727e-09,-1.9683726238581583e-41,0.0,-1.4188754080591975e-31,0.0,1.0221314493497581e-45,6.61680536182157e-06,5.140521791114877e-08,-7.242464648058287e-34,-2.0281089546241815e-41,1.10732674627614e-50,6.612457387739582e-06,5.214982017276054e-08,-3.2787727958324374e-41,1.0850013468465118e-51,6.616121989694629e-06,4.9917914870761824e-08,-9.245225556857313e-09,5.647830973331275e-39,-4.668864740386123e-50,-4.881586422089244e-41,8.65639512672825e-52
2500,0.00033327865382372964,0.00033327930150173695,0.0003332748884031359,2.668532423636275e-13,5.400386182864265e-13,1.6484197204493418e-10,4.3651124044613786e-17,2.3954316942137614e-10,1.084116232109469e-12,1.004011105421876e-10,8.865011980379593e-14,-3.373238450389958e-40,3.294762009910393e-40,-9.795385359526546e-41,0.0,0.0,2.49593652005069e-05,-2.3742735636331816e-05,-1.5253969657197408e-08,1.515142181848491e-08,-1.4596468471267217e-08,1.5372072789879886e-08,3.0182017502728574e-10,1.000677106606261e-08,1.4674379684197858e-41,0.0,3.326845493559879e-31,0.0,-4.75821498733596e-46,6.609656423993791e-06,5.6010626893080965e-08,2.8160894795047327e-33,1.4014117262339447e-39,-7.089177901055215e-50,6.6129627382790255e-06,5.2393514628229186e-08,-2.2801612006057526e-41,6.6251998243092274e-52,6.609783048543269e-06,5.301634186106633e-08,-9.28294851459125e-09,-3.018416539826576e-39,-2.364344021912997e-50,-9.971382528454872e-42,9.03075658182118e-52
2600,0.0003332776098030805,0.00033327410226581034,0.00033327640074568357,4.04490036242612e-13,5.934293597668881e-13,1.8018651188905267e-10,6.671704568610194e-17,2.8793385209850763e-10,1.4310500917595154e-12,1.0929844647155478e-10,1.172738666416281e-13,-4.879255534520376e-41,-1.8093137592816875e-40,5.27495765045574e-41,0.0,0.0,2.4690414033639634e-05,-2.716911834036357e-05,-1.5391731619463487e-08,1.6134362982939202e-08,-1.6516368352983715e-08,1.7094660522740672e-08,3.093241728720758e-10,1.0119997325706446e-08,-4.3610267367710017e-42,0.0,3.49676941362901e-32,0.0,1.292135884284869e-45,6.611488642417641e-06,5.844964501886126e-08,6.292944476779796e-34,-2.941471752781171e-40,1.736535280612613e-51,6.606061716482867e-06,5.4973638492122486e-08,4.1365739731593974e-41,-9.116602098135958e-52,6.6105467381413406e-06,5.616776871953412e-08,-1.0437058754813962e-08,-3.399360835422869e-39,-1.4762442854341368e-49,-1.2680152001496883e-41,7.133679743742374e-52
