milliseconds,s22,s36,s65,s93,s110,s113,s114,s117,s119,s123,s124,s126,s127,s128,s130,s132,s133,s150,s160,s165,s170,s173,s178,s185,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200,s201,s205,s206,s209,s212,s213,s214,s215
0,0.0003333363483078305,0.000333332174474108,0.00033333610543246093,-1.1664627190802715e-15,-1.4088672310385247e-13,-2.282393233780024e-11,5.401092656266929e-18,2.9816131146064324e-11,-1.166792523805482e-13,-2.3922886696819473e-11,2.163167096761155e-14,2.0666794142561467e-40,-2.046230299929964e-40,2.900752278826788e-42,0.0,0.0,-4.4147470475064283e-07,-1.5145920384591645e-07,3.386646259411957e-10,-1.1319283062428577e-09,-9.582373820291155e-10,8.206833729130031e-10,-1.113962883381049e-11,2.753040644517285e-10,1.2554754750733298e-41,0.0,-2.7871536622585725e-31,0.0,-1.7397100738533937e-45,6.669330316817922e-06,1.3507151776707714e-09,3.990449845963647e-34,3.8935771142263924e-39,8.888177402883095e-50,6.669309063262633e-06,-1.1927094546038933e-09,5.336009349853238e-41,-5.766732811043245e-52,6.667241742615221e-06,1.2871073912541855e-10,-5.854383202948606e-10,-1.6892856609421854e-40,-1.3397147625317824e-49,4.620992498299742e-41,-6.58298571680705e-52
100,0.00033332913688438744,0.00033333391049264694,0.00033332892798560137,6.774843701463213e-14,-9.289725438709069e-14,-1.196276707714189e-11,-1.8301632100321607e-18,4.0743558752588656e-11,1.352475028449328e-13,2.3866190750692516e-11,8.126309051081345e-15,-3.0952918961434375e-40,3.776719649889678e-40,1.1323905925808224e-40,0.0,0.0,-8.635493193006104e-08,-1.213501551170188e-06,-3.626271835970576e-11,5.944465762038457e-10,-9.969891574417544e-10,1.553935301366674e-09,1.0887324416772107e-11,2.8461500233695124e-10,-3.8921504077057037e-41,0.0,2.4408288188098084e-32,0.0,-2.1006871352690772e-46,6.663585895249984e-06,7.506569695050159e-11,-1.4345219850232809e-33,5.274737921894252e-39,9.852364441431993e-50,6.663464232193228e-06,1.565127725873973e-09,4.180791322117753e-41,8.341494470806116e-52,6.667602404584682e-06,1.0297180093239547e-09,-9.865636453346097e-11,5.67689475117853e-41,-1.2967925347443556e-49,-4.3860543747711496e-41,-9.119680567716594e-52
200,0.00033332834827271766,0.0003333305372392139,0.0003333274116812276,1.4719974656470892e-13,1.0875886552148384e-13,-1.4509389878212634e-12,-6.943683518081662e-18,-3.268488972679622e-11,-2.7042721659608964e-13,-8.846538142059495e-12,-2.5261615971609438e-15,-2.025664072894558e-40,1.1095523336047721e-40,-9.53453380660776e-41,0.0,0.0,3.3012704511554866e-06,-3.3241612796107465e-06,9.925272217951407e-11,1.858425544750382e-09,-1.5399562249481376e-10,1.6458093060286494e-09,3.2711185383130804e-11,1.1069998780632818e-09,6.624541645745808e-42,0.0,1.8225221180519491e-31,0.0,-1.6979830078852962e-45,6.665253373568846e-06,5.201350609958188e-09,5.2359171839549535e-34,4.850031212096282e-39,9.669150798136534e-50,6.663697962835821e-06,5.178720766191031e-09,5.465290827016723e-41,-8.42776855677978e-52,6.6597135868756244e-06,4.811888846483728e-09,-1.0087529419790992e-09,-4.047881242618279e-40,-5.876097927275136e-50,5.33199467970409e-41,6.467160253256977e-52
300,0.00033332860648152166,0.0003333276568802229,0.0003333248543886808,-1.0508999835741508e-13,6.910999444561278e-14,-2.4151284200488153e-11,-3.863063623751383e-18,-2.1264904150773676e-12,-1.1035417100242573e-13,-1.8429748598613673e-11,-2.1884707895951173e-14,-4.4316727927539014e-41,1.1872637584342305e-40,6.777976528263564e-41,0.0,0.0,3.0087392095011724e-06,-2.7065795268203786e-06,-1.431204375068798e-09,1.21587685154695e-09,-3.0063385823050946e-10,2.291392102588842e-09,-7.013371222929093e-12,1.4382634133491011e-09,9.450169784764474e-42,0.0,3.541153049852898e-31,0.0,1.0182702582148784e-45,6.661976605911776e-06,6.644990170537531e-09,-1.051049038930963e-33,1.4809388414170008e-40,1.3400832489075e-49,6.658071907532822e-06,3.602939022462117e-09,-4.019801037710384e-41,-2.5839695503937186e-52,6.656831580298957e-06,3.6684723674869606e-09,-1.4202355700705566e-09,-3.24304190157155e-39,1.3769477098324854e-50,4.4804391464892443e-41,1.0323598919913468e-51
400,0.000333326834832928,0.0003333241931455625,0.0003333235971260251,3.5933096706014754e-14,1.2446100966433208e-13,3.523589992218335e-12,-1.580830680563537e-17,6.688796012940013e-12,7.955314355615989e-15,2.4649114698211677e-11,-1.9509696578548087e-14,2.1431263533517315e-40,6.119871478034608e-40,5.851642269716837e-41,0.0,0.0,4.038384637584538e-06,-4.290203721736409e-06,-2.7243443014588565e-10,2.152241306471367e-09,-2.6966703903349736e-09,1.8160579664749333e-09,3.8250428314570666e-11,1.1319266187957912e-09,3.906978598436208e-41,0.0,-2.6631727443331916e-31,0.0,-4.506288548278592e-46,6.660635589350903e-06,5.806413345198029e-09,-1.299721792990319e-33,2.1152051035571353e-39,-5.845559664010434e-50,6.655610531119678e-06,7.0852321027495175e-09,5.297913272862544e-41,1.1450800498311682e-51,6.656437565490798e-06,6.8286232374173886e-09,-8.115733658134049e-10,5.2607856894601875e-39,8.742445150311838e-50,2.924239380623165e-41,-3.483464273885626e-52
500,0.00033332147356969965,0.0003333233791304236,0.00033332394991023614,1.599806089075108e-13,-1.3549460315144561e-13,1.5199952909055817e-11,-1.6995774992691668e-18,5.124959818076011e-12,3.2418515432259553e-15,1.641720507978481e-11,-5.999082964970459e-15,3.879081012842272e-40,-1.3352026022171556e-40,2.948776323963773e-41,0.0,0.0,5.073248281807429e-06,-5.344914147918558e-06,-2.1450635207666128e-09,1.4753568657901024e-09,-3.046640499832324e-09,3.0328517651041596e-09,3.2975661108875708e-12,1.77710497479211e-09,4.264879276380082e-41,0.0,-1.4606518963730591e-31,0.0,-1.891684111204659e-45,6.654835870910051e-06,1.0815248609443669e-08,8.51927312737957e-34,-3.73585042843382e-39,9.234694842123231e-50,6.655078066740582e-06,1.0976710579749406e-08,4.2138314571568343e-41,-7.936853255424654e-52,6.655914022809084e-06,1.026879428655219e-08,-1.2677189390447901e-09,-4.4197158887787316e-39,-8.805803098865724e-51,-7.799425583923723e-42,7.09161150278399e-52
600,0.00033331849743165504,0.0003333201878723842,0.00033332218688532914,1.051248162651905e-13,-6.452792424352638e-14,-1.733728982493147e-11,1.4554567216796517e-17,-1.650178225581976e-11,2.5824693058748647e-13,-6.148020425867423e-12,-1.0707262141498971e-14,-4.4711249679102175e-40,-7.804859762710206e-42,-8.348224061638918e-41,0.0,0.0,5.2536099103058345e-06,-5.467031697420073e-06,-2.9350646785850556e-09,2.677065689111554e-09,-3.5984658117460034e-09,3.448747248549666e-09,1.807995387145712e-11,1.884817236625065e-09,-3.6433333083680363e-41,0.0,-1.9095002304027581e-31,0.0,9.044738477582779e-46,6.650595447749848e-06,1.5460047183154135e-08,-2.391096824574477e-33,4.5145133266595674e-39,1.2256485936018403e-49,6.650607769986717e-06,1.2409203320813825e-08,5.542489899101854e-41,-1.4832948431868393e-52,6.652673846772698e-06,1.0372898183258239e-08,-1.4455772346794788e-09,-1.075172792670591e-39,7.184399434902845e-50,5.089550635615482e-41,5.5899773503079114e-52
700,0.00033331467425702155,0.0003333160309539047,0.00033331483356851106,-7.81289672698184e-14,3.384259823909692e-14,3.5665094458398e-12,-2.0348861394559715e-17,-7.031638983250898e-12,1.6791994801691882e-13,6.158045641369822e-12,2.046999985156007e-14,4.447003414381215e-40,-5.529122456674206e-40,-1.631360841117999e-40,0.0,0.0,7.93269011996634e-06,-8.053339577122619e-06,-2.797735883517079e-09,4.098826061260938e-09,-2.924601617511599e-09,2.8911777168769917e-09,-8.63566400630586e-12,2.209209574879499e-09,-3.590022879703001e-41,0.0,-3.2632825152453476e-31,0.0,3.2899234891738085e-46,6.648462511010926e-06,1.453164631075476e-08,-2.0331536978310203e-33,-4.865712557597559e-39,7.756300843686359e-50,6.6495947997926425e-06,1.666032754735909e-08,-2.8879200269312235e-41,-1.0994046572780638e-51,6.648964152840084e-06,1.241572830920446e-08,-2.772333912563942e-09,4.761643610651306e-39,1.2433506622422991e-49,6.987018458625909e-42,4.162179719435011e-52
800,0.00033331822058330687,0.00033331832111109007,0.00033331774412223954,-1.5990155876804491e-13,1.3685173259299026e-13,-2.742378477823593e-12,1.739540678126202e-17,5.25971940661538e-13,3.2477155604500045e-13,-1.4837998184041875e-11,-1.1723631988744664e-14,-2.9592855674346258e-40,-4.851737622449113e-40,-2.0798423047667956e-41,0.0,0.0,7.485162635465976e-06,-7.9141006282465e-06,-4.049458036909979e-09,2.626329743891659e-09,-2.261550685096338e-09,3.6234218000938817e-09,1.7453541220369494e-11,3.1148158759800843e-09,3.178611170408506e-41,0.0,-5.616402323200318e-32,0.0,-1.77694233374921e-45,6.651343000915031e-06,1.4884542587636296e-08,-1.027308730760825e-33,-3.4396987739375954e-40,-3.9101668762539285e-51,6.649706352104508e-06,1.7773595111794218e-08,2.152683036552592e-41,1.8495347358948348e-52,6.650239676134445e-06,1.6201010186258218e-08,-3.050867115017077e-09,-1.4316301754357093e-39,-3.881392388179081e-50,-4.4673770041480377e-41,4.3305309813821536e-52
900,0.00033331273751878476,0.0003333131990584966,0.00033331381093888593,-3.121012344475295e-14,1.330767308293879e-13,-4.854692659148945e-12,5.0743226646674014e-18,4.06794061912413e-11,8.887468990073651e-16,-3.4964348290052524e-12,2.742683191904239e-14,6.259487935782596e-40,2.599251216335349e-40,-1.4985179787940415e-40,0.0,0.0,8.880762466604644e-06,-8.39227888487834e-06,-3.917476516533514e-09,3.3835785856340883e-09,-4.097804200501182e-09,4.586113764142158e-09,1.9132554376966552e-11,3.5332279234813497e-09,-3.738040093843723e-41,0.0,1.2626634465616544e-31,0.0,-1.0953774457435524e-45,6.645961221242618e-06,2.2489350542945177e-08,-2.288157368857452e-33,-5.030338276586644e-39,1.3550634265959899e-49,6.647653739407687e-06,2.107366313202644e-08,3.3373918684495576e-41,-6.031836199908075e-52,6.648973111392823e-06,1.8266964927960132e-08,-3.788903975232524e-09,2.8655551866812113e-39,3.9215268049379186e-50,2.4073589655247454e-41,4.075129061739121e-53
