milliseconds,s22,s36,s65,s93,s110,s113,s114,s117,s119,s123,s124,s126,s127,s128,s130,s132,s133,s150,s160,s165,s170,s173,s178,s185,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200,s201,s205,s206,s209,s212,s213,s214,s215
1000,0.0003333114151026476,0.00033331269450370216,0.0003333082600736516,-6.257253150796744e-14,-3.4259236859036996e-14,2.8924234400463354e-11,-1.7789075218364207e-17,5.4195267135542144e-11,-1.6664595977561335e-13,2.6689590035697008e-11,-9.596460981039089e-15,3.2683957993843162e-40,-1.6481194897106924e-40,-5.882495480866153e-41,0.0,0.0,9.830206645973513e-06,-1.0704255628686141e-05,-3.6137233246284164e-09,4.34125540966265e-09,-5.496019237512731e-09,3.917582853093178e-09,7.987407607399627e-11,3.0012909337398724e-09,9.352644679060986e-42,0.0,2.178560180494697e-31,0.0,9.594981493121097e-46,6.646625582861858e-06,1.9353365988293884e-08,2.39654068790534e-33,-4.728689157671673e-39,-6.042688591793822e-50,6.645278350428964e-06,2.3375237060599254e-08,-1.9336085737372545e-41,-1.0618465377945153e-51,6.646989444652894e-06,2.047562431254172e-08,-3.99340296981963e-09,1.9337100492365727e-39,1.7382847882288525e-50,1.7948358638012686e-41,-5.747412867385956e-52
1100,0.0003333116915624566,0.00033330797654410656,0.000333306540885048,1.0015917672301442e-13,1.0884674543658225e-13,3.578739503085327e-11,-2.2474401236631026e-18,5.3721171426182626e-11,2.0889995937615946e-13,7.700000528383889e-14,7.810937615087767e-15,4.580258589668645e-40,5.241319913648083e-40,8.043816003641967e-41,0.0,0.0,1.1389282477624984e-05,-1.0137675818080373e-05,-5.505755044703138e-09,5.513566960712827e-09,-4.990236332728849e-09,5.251727223769976e-09,3.0723663975438933e-11,3.2827984573771456e-09,-4.4220371284536844e-41,0.0,5.001701174306017e-33,0.0,3.3080690632810093e-48,6.641961490885864e-06,2.3885902056506178e-08,-1.5476395173775885e-33,3.5713020090108153e-41,-1.5872278281428447e-50,6.641597611777491e-06,2.2509946944417156e-08,4.593486615282377e-41,-1.1070902315515777e-51,6.640852592804503e-06,2.2791758993000298e-08,-4.112526645224175e-09,-2.004802852835019e-39,1.264654885051097e-49,-5.863584522273471e-42,1.2543106114893615e-51
1200,0.0003333060641069007,0.0003333079702658501,0.000333306878870674,1.0612114109310642e-13,1.802206487992007e-13,1.8026436391832508e-11,-6.922585946175098e-18,7.733648518651744e-11,1.6069085835000928e-13,1.6822184044835823e-11,2.322266874355364e-14,-4.801111494352471e-40,-1.3329970230258708e-40,-1.4059541286763213e-40,0.0,0.0,1.118889066704509e-05,-1.327316973439381e-05,-6.632866905653232e-09,4.8703428652179586e-09,-5.7651486623254925e-09,4.766500079238407e-09,4.295019541352272e-11,4.57755415935633e-09,4.858282801486574e-41,0.0,-6.696041668333993e-32,0.0,-1.119243794205625e-45,6.641677257868281e-06,2.5552137387580803e-08,-1.6456823571129017e-33,2.2068738793884353e-39,2.8854211901282603e-50,6.640136635643475e-06,2.8497583444465955e-08,-3.535754718432626e-41,-1.1210721313590776e-51,6.642992948874641e-06,2.7858904741792635e-08,-4.0241200623722425e-09,3.028983878634063e-39,4.351682569040255e-50,4.110326250243943e-41,-1.747972011132179e-52
1300,0.00033330534635153854,0.0003333022056730427,0.0003333042733444437,1.1362941688234238e-13,1.9881656154643616e-13,4.684131828563583e-11,3.5059347130553e-18,7.321403355522394e-11,3.7542262147408254e-13,2.987804541911594e-11,2.1582148285578543e-14,5.306976601968974e-40,3.75787318726908e-40,2.386685989030008e-41,0.0,0.0,1.2089283832080662e-05,-1.1865181029011669e-05,-5.8169677247477704e-09,5.94103264446389e-09,-5.519555848728603e-09,5.669906769951268e-09,4.284878247997561e-11,4.341687954110745e-09,4.857764445602024e-41,0.0,2.248085114557078e-31,0.0,1.0326628061975362e-45,6.639586911497346e-06,2.6735765464125774e-08,1.233571725946624e-33,1.7386795245100607e-39,-3.812455252557935e-50,6.634636350227644e-06,3.193606471250562e-08,-4.989157079181443e-41,-8.776992950224607e-52,6.639812681429489e-06,2.879304837457481e-08,-5.0497559422295246e-09,1.8804090031462746e-39,5.072024398177738e-50,-2.6341357397869164e-41,-1.0650674032398497e-51
1400,0.0003333012642929185,0.00033330362215633943,0.0003333017965818334,-1.128728592686998e-13,1.4693206269452314e-13,5.3058974720129493e-11,2.44269239009269e-17,1.0922603644531609e-10,4.722045424641477e-13,4.599267440201529e-11,1.2040877573976253e-14,-3.2917975957092576e-40,-9.524854230333209e-42,-4.162042274547536e-41,0.0,0.0,1.2659260119277221e-05,-1.4378967371227948e-05,-7.058922387204883e-09,7.2196763372938785e-09,-5.651017737592357e-09,5.697934709874938e-09,9.181750612891181e-11,5.3977391761180435e-09,9.707208488191944e-42,0.0,2.2892511948559175e-31,0.0,-7.329495605554023e-46,6.634036631194132e-06,2.9303349790584858e-08,2.1126334408835085e-33,-2.640447601461096e-39,-1.8365388695791642e-50,6.633567146696907e-06,2.7798540402177658e-08,5.123288698987499e-41,-9.976491397435518e-52,6.635018307842081e-06,2.8311955127463064e-08,-4.517543641565004e-09,-3.0465071256284435e-39,-1.0769738537148025e-49,-1.8842569589029017e-41,8.115323399800767e-52
1500,0.00033330204435331833,0.00033329841746946936,0.0003333021794889451,1.22049105827511e-13,2.126540968091556e-14,3.511282527056551e-11,7.705292564214971e-19,9.704088862413282e-11,2.183831896220968e-13,2.3153355788092254e-11,4.995149252186967e-17,5.95329916288194e-40,5.49612605273017e-40,8.27390498961953e-41,0.0,0.0,1.3739039354055927e-05,-1.4227216913103427e-05,-7.715730715981189e-09,8.34703616854215e-09,-8.449702488316698e-09,7.809978511540723e-09,1.3594375723553902e-10,5.529330102494587e-09,-2.7631403067134147e-41,0.0,-2.5757763745490893e-31,0.0,-5.399951534911857e-46,6.6340562621460874e-06,3.114119209116499e-08,7.2719300338517605e-34,1.019507016764808e-39,3.9742613887400544e-50,6.6332975505669965e-06,3.2026793363505853e-08,-5.18992741900404e-41,7.187999138789621e-52,6.631428323055817e-06,3.147479493819607e-08,-5.825704168870046e-09,1.1293507136497156e-39,6.805497248717211e-50,-3.884799772259456e-42,4.2590416604491304e-52
1600,0.0003333006643787628,0.00033329774734789763,0.00033329503738741294,1.1219784176893449e-13,2.6335925645455484e-14,7.042904049242943e-11,-6.294027528760265e-18,7.564011366430321e-11,4.608449975813373e-13,4.9704833538924175e-11,2.823886836045508e-14,-6.037706939386913e-40,2.8903973579341993e-40,9.885844229664038e-41,0.0,0.0,1.6156963474290664e-05,-1.723029778675457e-05,-7.079282308677812e-09,9.110794718274457e-09,-8.410374977869358e-09,8.231510498745473e-09,1.0866815852236518e-10,6.111352779456326e-09,-1.0668704595840487e-41,0.0,-2.7145596633924696e-31,0.0,1.1697432221509723e-45,6.6327268473214e-06,3.415114482650015e-08,2.039499984663076e-33,-1.70391083414432e-39,1.4283225192430596e-49,6.632159579657855e-06,3.46076460393129e-08,2.2876606580836308e-41,-6.415200210346406e-53,6.630144945419229e-06,3.254210679607084e-08,-6.502931256423229e-09,-3.817079874071539e-39,1.3784110366833835e-49,-4.1807414905998695e-41,6.080804218142151e-52
1700,0.00033329453702760287,0.00033329322045157564,0.0003332945708162409,1.2857358294083472e-13,2.584191619843053e-13,6.308565948766466e-11,6.413083620093053e-19,8.69433614296888e-11,3.514026796820613e-13,5.5944080208943334e-11,3.8174368451647486e-14,-5.065918714679664e-40,-6.115151786638319e-40,-1.7425788254807762e-41,0.0,0.0,1.7036983504477695e-05,-1.633990122226284e-05,-7.984093802391994e-09,7.791790427551233e-09,-9.46241916847929e-09,9.207281076766721e-09,1.0363589380574065e-10,5.858388794052233e-09,4.192708835198162e-41,0.0,1.665088468010938e-31,0.0,-1.255087908799121e-46,6.6317682780767786e-06,3.923424217108546e-08,3.765351922876358e-34,6.5565689836838375e-40,4.467347275248101e-50,6.627119725294924e-06,3.535387271416858e-08,-4.653310390973071e-41,2.8415848869914247e-53,6.628151855637063e-06,3.988875066436177e-08,-5.9507450802134274e-09,3.805336320391107e-40,3.6400465600399156e-50,1.5351707390867918e-42,4.943932999568043e-52
1800,0.00033329547869412985,0.00033329534391750667,0.00033329463165262103,2.967788665604231e-14,2.6489556942885046e-13,8.16807066420223e-11,3.4616198540274243e-17,9.877588590010738e-11,6.378712650934852e-13,3.9154279495454947e-11,2.1009585134650427e-14,-1.7234860249595256e-40,2.393685327072841e-40,-6.274100601602638e-41,0.0,0.0,1.7540587129955648e-05,-1.8752188639673082e-05,-8.519900857837118e-09,1.0152218136030765e-08,-9.002499683832888e-09,9.970824358811338e-09,1.563097435780516e-10,6.447176954128994e-09,-4.411684879376748e-41,0.0,8.173304095856087e-32,0.0,1.8007678541964342e-45,6.6274558236942375e-06,4.2428977429513035e-08,-1.8397880156346878e-33,1.0695972429299877e-39,-2.914246896818242e-50,6.624276837073296e-06,4.286338225334492e-08,-4.5626999851393386e-41,-3.999318286630938e-52,6.625293594227852e-06,4.192962426417377e-08,-6.5421212931017965e-09,5.097736732805594e-39,-6.702071351913073e-50,-9.085817492678757e-42,-6.196397800212512e-52
1900,0.00033329075210246427,0.0003332896324132728,0.0003332925469422196,1.6888838476724775e-13,1.4815175296881633e-13,7.426975910369698e-11,9.59560022400342e-18,1.7839516517270497e-10,5.85501121672408e-13,7.638365111702887e-11,2.2566790904566573e-14,4.20295458829966e-40,-4.4276614803053324e-40,1.5539372360287713e-40,0.0,0.0,1.9528759941237017e-05,-1.852853075137477e-05,-9.54935237523592e-09,9.310178178936133e-09,-9.22952572170691e-09,9.100822294173306e-09,1.5974575854886247e-10,6.4912943601918945e-09,4.917970521918457e-41,0.0,3.5619624895031284e-31,0.0,-9.300580496860676e-46,6.626158435447043e-06,4.063830540527563e-08,2.3836417592774458e-33,3.4848783069297898e-40,1.2932840343460404e-49,6.625629584705355e-06,4.0715696858107236e-08,-3.7952477702547765e-41,1.0161480056733661e-51,6.625268988898352e-06,4.218400785749937e-08,-6.647092861317918e-09,2.4114256625892982e-39,1.2971521282349788e-49,-3.995106033745335e-41,7.902424438603395e-52
2000,0.00033328792567833225,0.00033329067996362813,0.00033328611291822167,5.786063111470321e-14,3.274606480746979e-13,9.569750458139451e-11,3.7472704158673566e-17,1.1508043686287339e-10,4.614360491864372e-13,7.125404799304354e-11,5.2055502525505905e-14,-7.287085752615129e-41,3.693329669100121e-40,-3.8109104975645405e-42,0.0,0.0,1.915780253144523e-05,-2.0263820508438535e-05,-1.223471381374363e-08,1.0448097326983434e-08,-1.1440624028352933e-08,1.1749847997062601e-08,2.065947944496712e-10,7.881460344645673e-09,-1.9051903029824594e-41,0.0,2.9090441006106084e-32,0.0,1.173526633484669e-45,6.625091321967576e-06,4.2883092423565506e-08,-2.2424899052543176e-33,-4.8561512705751683e-39,1.2317522130293316e-50,6.620509063434587e-06,4.585669633087245e-08,-3.098759180014537e-41,-6.666414148279984e-52,6.619444973462506e-06,4.305936950449668e-08,-6.9487730226122215e-09,3.1100466802980635e-39,-1.8440663562964525e-50,-3.5999883445398274e-41,-2.928649149694171e-54
2100,0.00033328544783821183,0.0003332896057164996,0.00033328439514013507,1.0348394824611334e-13,4.4262220307219685e-13,1.1240939886061632e-10,2.5693215812842892e-17,2.1303808141748854e-10,8.662596548238114e-13,6.227383942430093e-11,7.921181960808221e-14,-6.381375513608317e-40,-5.253488943228443e-40,1.2542063365720184e-40,0.0,0.0,1.99226949984521e-05,-2.042487545604356e-05,-1.2512889366532819e-08,1.2593054175385259e-08,-1.251849375717216e-08,1.2383423270866012e-08,2.3227282409661582e-10,8.340862516683288e-09,-4.870778318074002e-41,0.0,3.6790620699530625e-31,0.0,-1.7643473342882765e-45,6.6225377520106305e-06,4.8079323396902424e-08,-1.5060014503779925e-34,4.373002687824297e-39,7.051566333724003e-50,6.621201313488767e-06,4.954245768188972e-08,-4.888868858253813e-41,1.0703678449894524e-51,6.621537499328324e-06,4.675128927549213e-08,-7.906303765986767e-09,-2.3658719638259396e-39,-9.786170531783385e-50,3.4902894415620343e-41,-1.0138620443047684e-53
2200,0.0003332863558585275,0.0003332877840563735,0.00033328219788634236,1.5839016062542257e-13,3.6329190034049453e-13,1.3985447188745637e-10,3.828638716228518e-17,2.3427281097259924e-10,9.544144242786944e-13,8.314884369532972e-11,8.043398493784755e-14,6.646118163685262e-42,4.85377427935675e-40,1.654371217028243e-40,0.0,0.0,2.272342315135535e-05,-2.1405669801767848e-05,-1.1436673205886904e-08,1.3251246576848374e-08,-1.2840529000557388e-08,1.367317743109018e-08,2.544595131459003e-10,8.395311943529506e-09,-4.231547176267181e-41,0.0,7.012539237979774e-32,0.0,7.877038196273254e-46,6.6206867540732014e-06,4.964886676477184e-08,-1.0076650070669154e-33,-4.083256909103854e-39,-3.5435947918045035e-50,6.621229874613915e-06,5.0880435973224385e-08,5.269699325626945e-41,1.698001886589588e-52,6.616830750156507e-06,4.9480756437782527e-08,-8.317339333908214e-09,5.162341740539017e-39,3.440065517440896e-50,4.739861604590605e-41,-1.3900440444268322e-52
2300,0.0003332814180581717,0.0003332829940213459,0.0003332828481109144,3.3572945184216567e-13,3.554700272695176e-13,1.1245087648076662e-10,4.2801831324715744e-17,2.2672355895116921e-10,8.004672535969647e-13,1.2429800386400777e-10,9.409498628614381e-14,2.272854001476011e-40,-1.822620624728892e-40,-4.5773688691799835e-41,0.0,0.0,2.2236563374487044e-05,-2.4096873518519952e-05,-1.284816179608977e-08,1.3123535583667357e-08,-1.2788397241117963e-08,1.3862046435480741e-08,2.578374701363818e-10,8.843908721206014e-09,-8.55473137223281e-42,0.0,3.6556603680632172e-31,0.0,-1.766668791219476e-45,6.613445290425728e-06,5.390054190882164e-08,2.2950531964878215e-33,-1.6817079632798447e-39,1.2979010627582019e-50,6.61493084473572e-06,4.993070921725371e-08,-1.7166609165445556e-41,7.35017789559596e-52,6.614795609348121e-06,5.077019899536817e-08,-8.881364208626105e-09,1.2420704757829635e-39,1.2820073121575439e-49,5.124312026891573e-41,-8.154216895569936e-52
2400,0.0003332793258784043,0.0003332794769642714,0.00033328159239884487,4.864450513997406e-13,3.620094931393955e-13,1.6042561615021567e-10,5.587953816811565e-17,2.1452603944198688e-10,8.790054351655079e-13,1.0525268037700335e-10,9.825100696863825e-14,7.522207354978926e-41,6.755906458192468e-40,1.0586750997333527e-40,0.0,0.0,2.338075302709426e-05,-2.5405257366983687e-05,-1.3899896902045177e-08,1.3426451551141382e-08,-1.358725253374824e-08,1.3804026843768466e-08,2.5662096424880254e-10,9.455334408737276e-09,1.700756791476498e-41,0.0,4.1156903391659134e-32,0.0,1.1995982169827219e-45,6.616648663588864e-06,5.412121918736286e-08,1.8879235775482457e-33,1.3699762475284082e-39,1.06863109969557e-49,6.610679153037522e-06,5.281144345725132e-08,3.311595019045414e-41,3.1340355915189652e-52,6.610984533863623e-06,5.620019132543399e-08,-8.597662176615081e-09,1.8261344867478932e-40,9.106942573546595e-50,-4.262768973916591e-41,-1.187466830808882e-51
2500,0.0003332764186476978,0.00033327969177673504,0.0003332751812805442,3.0266499035588014e-13,4.499054680323229e-13,1.5763591051812163e-10,5.567630905407112e-17,2.6579959786266593e-10,1.3830866899120549e-12,1.204637831944052e-10,9.780641185843399e-14,-7.3387866008908525e-40,9.171127951558617e-42,5.508296903481345e-41,0.0,0.0,2.3839140963081197e-05,-2.469404080467056e-05,-1.5300442356226502e-08,1.575472132897962e-08,-1.4366337006846537e-08,1.4039161686098103e-08,2.6926317875526286e-10,9.046964031273882e-09,4.051469783594444e-42,0.0,8.218896582241435e-32,0.0,-9.422832670921321e-46,6.611231649390527e-06,5.4472475939935483e-08,-1.8349927505499168e-33,2.617695465333178e-39,-3.3492505088371195e-50,6.608904370015751e-06,5.218947377892779e-08,6.181391373799919e-42,-5.3938805638166e-52,6.611265315276641e-06,5.233639137263248e-08,-9.896175781796408e-09,-1.1196260343288427e-39,5.6188482386141265e-50,-3.3725808104923e-41,2.383818920887251e-52
2600,0.00033327742537275274,0.0003332736714233374,0.00033327355614686736,6.296177120547387e-13,5.17463488430372e-13,1.7417992149126901e-10,6.177525024427749e-17,2.608060487207577e-10,1.203534847574238e-12,1.1529375993572655e-10,1.2846909127030333e-13,-6.690406125094863e-40,2.3785735638025574e-40,1.5876568183694206e-40,0.0,0.0,2.549974365597044e-05,-2.6580770857788334e-05,-1.511923375686468e-08,1.5587376495478725e-08,-1.572247759496921e-08,1.5353321106969582e-08,2.733538096247303e-10,9.606217476552785e-09,4.2542986554794365e-41,0.0,-1.1125628123111102e-32,0.0,-1.9767894151186925e-45,6.609335411605578e-06,5.7254567296723486e-08,-1.3487393664228453e-33,-3.324996961557506e-40,-1.3938706887241795e-49,6.6082680191129705e-06,5.5985327663042684e-08,5.286002104979006e-41,-8.868795886280092e-52,6.607606555377895e-06,5.4401889432974054e-08,-1.0500272360553579e-08,3.144973350708241e-39,-1.2784203148699402e-49,4.748517776714595e-41,-8.171638151764814e-52
