milliseconds,s22,s36,s65,s93,s110,s113,s114,s117,s119,s123,s124,s126,s127,s128,s130,s132,s133,s150,s160,s165,s170,s173,s178,s185,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200,s201,s205,s206,s209,s212,s213,s214,s215
0,0.0003333351028673849,0.00033333235294829373,0.00033333527716197195,-1.6950676316347605e-13,-1.695686345658096e-15,-1.9907315514016133e-11,1.6026916521544005e-17,-3.4583545076800194e-11,-8.798847844547225e-14,2.6057628729720744e-11,2.097442411737629e-15,-4.864853201610117e-40,-5.944561105778322e-41,-4.5804492865113555e-41,0.0,0.0,-9.389898105804482e-08,-1.27466999646679e-06,3.556284521548574e-10,-1.2745710032379109e-10,2.841021463568768e-10,-1.3671884245227957e-10,-1.6361725312926668e-11,-1.3072731900358297e-10,-3.0378530037459414e-41,0.0,-3.398162340580453e-31,0.0,8.695785512375985e-46,6.668048776206072e-06,6.02358018393566e-10,1.5927562455920885e-33,3.947865925722464e-39,1.3172477485235965e-49,6.667294156356643e-06,4.1869282602271194e-10,5.191127082681911e-41,-3.415090396183822e-52,6.664065292364004e-06,3.4045172218812884e-10,-1.5849081282378345e-10,-4.0315674873767806e-39,-7.754565658594091e-50,2.500556104497116e-41,-1.0258392745092784e-52
100,0.00033332979105921937,0.00033333346857080727,0.00033333294500012306,9.23368334880901e-14,5.733892129198892e-14,8.780981016296062e-13,-1.741875099087162e-17,2.498279390506569e-11,-4.108062986800823e-14,5.02214400425991e-13,-1.2726408778466905e-14,4.0877597229787415e-40,-5.7509947776057795e-40,-7.416390997181179e-41,0.0,0.0,9.101022642650693e-07,-2.0201366438941305e-06,-1.2832572341704852e-09,3.776923955097692e-10,6.32973308186224e-10,-2.9654113612584873e-10,-8.611432084394916e-12,2.6813375503977215e-10,-1.6696622953614422e-41,0.0,-3.0627647128343235e-31,0.0,3.1611170143136518e-46,6.665613746276409e-06,5.31250998522532e-09,-1.7351702716799852e-33,7.107203263028226e-40,-1.1087869958429764e-49,6.662512563769207e-06,8.742577536047393e-10,-8.901322792126784e-42,4.044879181098935e-52,6.6669408624155025e-06,3.728933274464057e-09,-8.875536793400846e-10,4.9366283670645355e-39,-5.584633000426034e-50,2.5104815161098587e-41,5.059244184376606e-52
200,0.0003333261150388988,0.0003333266597486205,0.0003333286065158935,3.2351033917406704e-14,3.4620227235156e-14,-1.5466663097314286e-11,-5.392214703509651e-18,-2.1179664938454367e-12,2.7619949411165613e-13,1.5444230336426662e-11,-1.2332554877971493e-14,5.717675696743454e-40,5.9963466755535225e-40,-1.0248616772216993e-40,0.0,0.0,2.263892310367928e-06,-1.067682649175203e-06,-1.4893417720596168e-09,5.355005789642296e-10,-6.133673549179667e-10,-5.077410246381581e-10,1.1915642559625808e-12,4.733155902694048e-10,1.8848095785896455e-41,0.0,3.5159506477254155e-31,0.0,1.7806486600061722e-45,6.66000437317314e-06,6.384630449650138e-09,-2.0825731721071175e-33,3.160177314410591e-39,7.008706127681026e-50,6.659145795075281e-06,7.174280133369318e-09,-3.125934063079226e-41,-8.11332387837437e-52,6.665108142263484e-06,5.956641203934018e-09,-4.3338060972952283e-10,1.3095392778607961e-39,-1.4698303870040276e-49,-1.8155407840253247e-41,-4.684416140667138e-52
300,0.0003333295864448375,0.0003333243599476506,0.00033332867752534743,2.7989353116958123e-14,-5.100402957714935e-14,2.433063455985001e-11,1.1971123178155717e-17,-3.206853100868734e-11,1.3509935783654382e-14,-2.5299904544074515e-11,1.831455858432471e-14,5.025787914538322e-40,-8.919950417065761e-41,6.642015032455182e-41,0.0,0.0,2.8511421732725008e-06,-2.737156781414296e-06,-7.269757738327501e-10,1.5252928117666424e-09,-1.537081157433294e-09,6.120472762332407e-10,-1.648395633445986e-11,9.669782769049736e-10,-3.9452684276060184e-41,0.0,4.1415605288434336e-32,0.0,2.6001881910977224e-46,6.661737554881977e-06,9.626498571910584e-09,-5.038997099623359e-34,-2.8011385093428082e-39,1.021292682912479e-49,6.662748363861436e-06,4.899624612404247e-09,-5.188271455903896e-41,-9.097947741531019e-54,6.661308400556186e-06,7.554949879407322e-09,-5.274198706771902e-10,-3.7375663230246184e-39,3.368740687287295e-51,1.432706742834495e-41,9.906458154681692e-52
400,0.00033332620046598826,0.0003333267165425884,0.000333326216720039,-9.293643978651138e-14,-4.640425230211143e-15,1.0859999150000174e-11,-1.628900334597561e-17,3.5164870046225746e-11,-2.0881474408524688e-13,-2.681072772236382e-11,5.761353152489003e-16,-1.929625838237632e-40,4.5971314931817086e-40,8.432750299015503e-41,0.0,0.0,5.080481912349081e-06,-4.164843370522135e-06,-2.319220176695379e-09,3.9305800628747663e-10,-9.448276701155514e-10,1.6661487698034166e-09,-3.4310607187519693e-12,1.5483969419871204e-09,-3.1420743238057627e-41,0.0,-1.8238146500719068e-31,0.0,-4.1605377424082894e-46,6.659678254697308e-06,7.960995657769863e-09,-2.325507575109686e-33,1.9641177997789496e-39,1.1056409976474277e-49,6.658271166713464e-06,7.716316629276831e-09,1.8924430996307729e-41,-1.90791663693402e-52,6.657785358021135e-06,1.0453483076074452e-08,-7.590997572887409e-10,3.76213514067604e-39,1.0462860268519835e-49,1.8250137172900235e-41,-3.434363131162608e-52
500,0.00033331979469870674,0.0003333204471925703,0.00033332407014393864,-4.836386027663926e-14,4.8099672390725445e-14,-6.967788160114066e-12,-9.569569153265473e-18,-2.053664321865047e-11,-1.3167003852045492e-13,2.626399096201772e-11,1.6022719766079357e-14,-2.857732694449895e-40,-1.9508479974234953e-40,-1.111395846777632e-40,0.0,0.0,5.094891118094327e-06,-4.0999877516192834e-06,-8.444580117003213e-10,1.0263909050139794e-09,-1.3323373636465089e-09,2.361331407911093e-09,1.555849269556818e-11,1.1148305856138222e-09,2.7816685790367143e-41,0.0,2.5595109152506453e-31,0.0,1.1668115865435532e-45,6.6554166424098825e-06,1.2050515285990695e-08,-1.5923856554433763e-33,-2.8506122298415874e-39,-8.305823399642723e-50,6.655864091216289e-06,1.4221784827466761e-08,3.436409772620327e-41,5.1334184244318425e-52,6.652675075692062e-06,9.481846173311386e-09,-2.3710770414380743e-09,2.1640363700782095e-39,7.937161169636027e-50,-2.102082569787441e-41,1.4266911054446456e-52
600,0.00033331998404540777,0.00033331900936233366,0.00033332167964803303,-1.4817067044172253e-13,1.3168031244304846e-13,-9.52519015381693e-12,-2.647950987308009e-18,2.9112372626342364e-11,1.7810230694392054e-13,1.1258445016843485e-11,-1.4776438564579254e-14,4.8627997084500616e-40,6.755432337168958e-41,1.1160114464080086e-40,0.0,0.0,5.7072585212493895e-06,-4.647135845504951e-06,-1.7657465544678533e-09,1.2300720874061641e-09,-2.8709500292627296e-09,2.242327274847144e-09,-1.3438979768781848e-11,2.3454510887635247e-09,1.7534150164372873e-41,0.0,-1.7199851318935316e-31,0.0,-1.0942327611349754e-45,6.653087148963496e-06,1.186123886842459e-08,-1.280306543037111e-33,2.3000656543527743e-39,-1.0060343190778332e-49,6.652340200043586e-06,1.4240643321033956e-08,-3.253141529773181e-41,-2.7748053198247955e-52,6.651627526602823e-06,1.5558646986948424e-08,-2.5526183206635558e-09,-4.713928751512995e-39,-5.55865660612848e-50,2.2572299736348174e-41,-1.1584950563536944e-52
700,0.00033331693549411116,0.00033331624251203287,0.0003333189026519808,-4.561417803279623e-14,-1.1955457237101922e-14,1.7666940913193534e-11,3.113784640186779e-18,1.2807802332882473e-11,1.760012688529704e-14,4.673032487571186e-12,-1.4953196224216981e-16,6.173080973809263e-40,-2.597987886370573e-40,1.30363088001554e-40,0.0,0.0,5.645141475952649e-06,-8.294920663147562e-06,-2.3498574279308618e-09,3.7075076034640097e-09,-3.989131809041138e-09,1.9776452839696705e-09,1.0991135243208291e-12,2.2040154954006184e-09,-1.3977381036494403e-42,0.0,-1.2306173276240248e-31,0.0,1.640950901513791e-45,6.6490793132041445e-06,1.668045677860066e-08,-2.3276711302692022e-33,-5.0473239222187853e-39,-4.663567270939613e-50,6.652239767337354e-06,1.8807354154060117e-08,-6.048040590884981e-43,-7.482384800091383e-52,6.651306718663116e-06,1.3965001515691833e-08,-1.8075586073953287e-09,-5.849513242187245e-42,6.171173877415304e-50,-2.566442356894089e-41,-8.299801290108549e-52
800,0.00033331871697044995,0.00033331366244834397,0.0003333131684149408,-2.7425653762375635e-14,-2.530433198268175e-14,3.800945449973324e-11,1.6839671598270784e-17,1.8373139670389493e-11,-2.559794355894208e-13,1.4920924075704302e-11,5.939953060356186e-15,-4.374822326990354e-40,-7.947285111347078e-42,1.2363637743545859e-40,0.0,0.0,7.0178815685542495e-06,-6.830903318118198e-06,-3.798059587391644e-09,3.1859660061238603e-09,-2.8917323625821097e-09,2.860514817581432e-09,1.3871586891508428e-11,2.2212713600667758e-09,-2.2708108635393316e-41,0.0,1.6249448608886692e-31,0.0,3.8712181478585654e-46,6.650728839822424e-06,2.0283334908682024e-08,-1.3688653964542656e-33,1.003439100343775e-39,-7.887866655685755e-51,6.651662675676133e-06,1.983372302419595e-08,3.34974147314717e-41,9.798284171516476e-52,6.6516963739530845e-06,1.5829985051159862e-08,-2.9883848418916566e-09,-4.363089046059021e-39,-1.0124468562405077e-49,-1.5042918166201136e-41,-1.1426295772570655e-51
900,0.00033331329040003514,0.0003333127898347123,0.0003333143921870526,-5.177419087313778e-15,-1.0348155583382643e-13,-5.312140914917621e-12,8.02319671822662e-18,2.3539508167070383e-12,1.8605428759178534e-13,6.225270489754328e-12,-1.0939668512614989e-14,-7.145491342089015e-42,-6.122758397601585e-40,1.3876053657307715e-40,0.0,0.0,8.044168665850746e-06,-8.866891836497331e-06,-4.1992445296381595e-09,3.918923187057185e-09,-2.7333616888386236e-09,3.0008563765727723e-09,5.775923139728665e-13,3.381865088274054e-09,-3.332770310849199e-41,0.0,1.8836691626973527e-31,0.0,6.423491351055329e-46,6.648330593766071e-06,2.0345896653738813e-08,6.891005075640739e-34,-4.52269909534255e-40,8.071482807318767e-50,6.6483469663198225e-06,2.162863075377097e-08,3.501205358659778e-41,1.0395149600199e-51,6.643965977193525e-06,1.8460039153762305e-08,-2.8867766547850562e-09,3.417471716713084e-39,1.3373199362730518e-49,2.561430478334129e-41,6.5668118646544694e-52
