milliseconds,Fbna,FM,Thb,Fbni,C0,C1,C2
0,-0.00027012691890549573,0.15182513192685734,1.0000129875674766,2.5073121206783564,7.178865050030928e-08,-6.245054190492376e-06,3.90757196369854e-06
100,0.007024438400373843,0.14766042965868426,0.9997802162017918,2.4867932582374217,3.403354264687646e-05,7.880396889956817e-05,9.909586981787041e-05
200,0.020466681900111996,0.1452199900774695,0.9997662694948592,2.491726518342266,3.340602099344687e-05,8.072500977797896e-05,9.579979759850427e-05
300,0.027448907005968585,0.1443068061390488,0.9997451417987078,2.480131633332585,3.383256897048671e-05,9.001204804029037e-05,0.0001264426361842634
400,0.03800695450627005,0.1435400772828172,0.9997480884120046,2.4781417536217156,3.307146714301153e-05,9.830735497794718e-05,0.00012613110174539548
500,0.046745241469181534,0.14183758837307156,0.99973373477775,2.4689755988492004,3.332167287086267e-05,0.00010157669622658256,0.0001255767390492341
600,0.04205308824504458,0.1416011208137618,0.9997053397897215,2.453523752544236,3.2834420987805324e-05,0.00011442685223654797,0.00012234724971388214
700,0.06079804742182942,0.1411362817995259,0.9997177647190837,2.4577688814882945,3.3065366616288146e-05,0.00010980832984871758,0.00013481050143355426
800,0.05691807652236882,0.13939861881450658,0.9996968985498754,2.4422232709418505,3.2737337489533493e-05,0.00011970202122142155,0.0001506918726472673
900,0.06709104246087123,0.1410560958703534,0.9996897585104136,2.4464818046216865,3.2625501128639935e-05,0.00012859205178808268,0.00014391998596328522
1000,0.06774287864165665,0.14061572291815588,0.9996860554210206,2.4326719904182084,3.2683926540634776e-05,0.00013075010486048648,0.00016011169911549938
1100,0.08291254191269475,0.13868950043102243,0.9996523257321059,2.4354664857106383,3.2859626740429254e-05,0.00013350209091340405,0.0001824662309858089
1200,0.08250746435502146,0.13805744682690732,0.9996348182587356,2.419020050646186,3.279332082337058e-05,0.00015009586920798168,0.00017646699358972142
1300,0.09928005269120997,0.14106527900154847,0.9996469614955237,2.413549072685728,3.29301230062268e-05,0.00015117190242352804,0.0001695545339861436
1400,0.09218336037345097,0.14201250939591772,0.9996096566167832,2.403900644151856,3.282752370503609e-05,0.0001480940620654194,0.00020423735839530168
1500,0.10905389182450262,0.1399909458261474,0.9996019323663236,2.40482057132136,3.2422815215340066e-05,0.00015926339278771057,0.0002094045233019761
1600,0.10465051322809532,0.14211582712309,0.9995870213992036,2.4035383606743657,3.1972547432863985e-05,0.0001607843414951808,0.0002102588110841019
1700,0.10948722098787982,0.14215135827200276,0.9995959503120628,2.39894443298162,3.1956736717777925e-05,0.00016432357418557568,0.0001999840077322172
1800,0.11420250041114959,0.143624392432718,0.9995653533886374,2.3794426417047214,3.203420111431613e-05,0.00018126301089189343,0.00022098403248095808
1900,0.12548444328484737,0.14348653907184752,0.9995747198608392,2.38761531532608,3.2207475449020464e-05,0.00017781194498116374,0.00022216243739356926
2000,0.12724515222603994,0.14668041210202695,0.9995475803522287,2.365767715903165,3.176725845028992e-05,0.00018937746732287426,0.00023726820342476337
2100,0.13634681154122832,0.14455506889502948,0.9995487915034413,2.3686408265881265,3.161280714122152e-05,0.00018748698002665204,0.0002587313342304508
2200,0.13652898486518114,0.1492083268019426,0.9995163842545055,2.3622783682268746,3.16922220386937e-05,0.0001891224795817581,0.0002554773696785743
2300,0.14693433202542183,0.14887838194834016,0.9994908041140965,2.35586366210239,3.21057387259588e-05,0.00020549755766095213,0.000277652019601326
2400,0.15590068918269717,0.15153400583835752,0.9994709835774752,2.3490990037997648,3.1637538011336175e-05,0.00020783591572764057,0.0002632558619994693
2500,0.16096067320433544,0.15175678796830752,0.999487653247662,2.3366012564301757,3.139943705648375e-05,0.00021194493976089612,0.00028370630261494254
2600,0.15324441171401285,0.1554963908665079,0.9994693447369376,2.3401092456066235,3.185375049926064e-05,0.00021660587378652315,0.0002862852555283883
2700,0.16069159626404017,0.15643130751619733,0.9994577361660457,2.3289132137871627,3.172224017656535e-05,0.00021869163798767844,0.00031095890013650544
2800,0.17210741251533374,0.15879348359879458,0.999425981468958,2.331684933237582,3.092429695493218e-05,0.00022498679301149893,0.0003087142287860609
2900,0.16543576590552167,0.16015027497283968,0.999424752342743,2.31627772306674,3.120969113043867e-05,0.00022911717703527217,0.00030822241285935015
3000,0.1794529054735748,0.16091108347843616,0.9993835629431301,2.310755429023585,3.1615258201396294e-05,0.00023416970932019728,0.00032026012763705365
3100,0.18036133147962805,0.1624440713174334,0.9993783770979593,2.3149082196076356,3.1001361252446993e-05,0.00024541554180405114,0.0003384867214534025
3200,0.18959307841580827,0.16418172267608622,0.9993697584731479,2.307635118166713,3.0781992817446814e-05,0.0002448609599302413,0.00036723054948914035
3300,0.18464763769823958,0.16503822691170553,0.9993649840683976,2.2863000919181715,3.069008477822951e-05,0.0002540092569104794,0.0003495057204357182
3400,0.1933594202555563,0.17060981554844118,0.9993419817573587,2.28245903527376,3.0590129589921215e-05,0.00025628677461844517,0.0003678992139394391
3500,0.20214166371277095,0.17228342900669116,0.9993217623918833,2.278845716893521,3.120227912044145e-05,0.00025594201083228347,0.0003834833194609254
3600,0.1964312944511495,0.17311640558364325,0.999310041343847,2.2811651235691315,3.054160926045426e-05,0.00026034395874017645,0.00040683209057788936
3700,0.197401711863966,0.1761546867876585,0.9992966436594686,2.2693548802315178,3.094073347996011e-05,0.0002617548217963452,0.000416005304711382
3800,0.2083462456156049,0.1767851186502225,0.9992836805403091,2.2608242339523943,3.0669983514678e-05,0.00027344580837519836,0.0004210704884008528
3900,0.20452380074505092,0.1816184846700522,0.9992640222861693,2.255773189544963,3.015392250723835e-05,0.0002701953929560061,0.00041988364151464145
4000,0.2106520029853492,0.18023338381421583,0.9992523214171597,2.2537479383740875,3.053791101558336e-05,0.00027454913293134504,0.0004337274730207105
4100,0.21899436225351943,0.18233808190348044,0.9992084718168286,2.252385413118706,3.021284528908135e-05,0.0002851664386194076,0.0004648992522458628
4200,0.21794288850937726,0.18514890900513326,0.9992187087964911,2.238251907708309,3.0146450369269644e-05,0.00027883775425171234,0.00046271915052525497
4300,0.22662563686114454,0.18811396105015327,0.9991783678212136,2.2360792792368556,2.9910613759373718e-05,0.00029675997031266963,0.0004955733964090913
4400,0.2308349085711647,0.19058272479543575,0.99919627207796,2.2284284539556554,2.9664240383381487e-05,0.0002986613655115501,0.0004902790768533799
4500,0.22488113628906037,0.19490820438327214,0.9991707021044882,2.2287923235170277,2.972414922426857e-05,0.00029937915064804884,0.0005250290736320577
4600,0.2414940520332663,0.1955838626750922,0.9991562543311755,2.222739365261213,2.9826808540359375e-05,0.00029911489788042724,0.0005299454871733345
4700,0.2319246172726288,0.19750288969922122,0.9991197163616439,2.219985253865413,3.0167421786292458e-05,0.0003117307726730326,0.0005294293897968693
4800,0.2394985228292405,0.2034686840809917,0.9990902131989444,2.2065809769626936,2.9351920987815567e-05,0.00031744405610909887,0.0005595674616368527
4900,0.23898491546282064,0.2038863878857347,0.9990747756211616,2.2057533100362754,2.9294340156448613e-05,0.0003179353835879548,0.000582838510999544
5000,0.24952327607993446,0.20627135610432273,0.9990586673374398,2.1919231888235986,2.9620840609173375e-05,0.00031505077290602096,0.0005869440991412585
