milliseconds,Fbna,FM,Thb,Fbni,C0,C1,C2
0,-0.00038424685937505715,0.15009457746186916,1.0000080942595664,2.508982424676887,1.6023161922971382e-07,1.6673403409662381e-06,-3.2462065224316587e-06
100,0.005787893822413306,0.14929250173349332,0.9997817664015882,2.4939429172103478,3.343899053173228e-05,7.763474718910473e-05,0.00010587108914015475
200,0.016830106263975363,0.1447544456384191,0.9997768430218429,2.492627545881498,3.3932893873548374e-05,8.637216253751993e-05,0.00011175911018276783
300,0.026169735574431908,0.14267527881605452,0.9997491417305552,2.482113235002571,3.3678141400917646e-05,8.638018730906489e-05,0.0001158655663902052
400,0.03671161643954077,0.14525169754826628,0.9997561800504358,2.4684092143311958,3.361269525900619e-05,8.898417691463698e-05,0.00012124218963921338
500,0.04436990180232253,0.1439580850081197,0.9997257193885873,2.4732234738153838,3.331360527067063e-05,0.00010591546349498155,0.00012929342558796778
600,0.05329679006231716,0.14324639190032015,0.9997386373665998,2.460747591289211,3.28657810536313e-05,0.00010481297266928996,0.00014754496074787256
700,0.05134148974347212,0.14018890104354914,0.9997027556406367,2.4557445693509954,3.350713815505963e-05,0.00011783682654256374,0.00014521379746013392
800,0.057110692263061945,0.13843070459148543,0.9996858032812201,2.454012145379079,3.281877885553959e-05,0.00012112164720479474,0.00016325160058278977
900,0.06945380608498704,0.14073597447012917,0.9996734058909724,2.435285772463942,3.3324252992727775e-05,0.0001320199644235541,0.00016808605712791323
1000,0.07737640787372572,0.1398089348534315,0.9996697314828993,2.442774865368307,3.303521235328841e-05,0.0001303709632836125,0.0001626964937477111
1100,0.07763483731740506,0.1404244430682615,0.9996610088868779,2.424553102821244,3.2409998590186e-05,0.00013204635469858054,0.00018104504829549815
1200,0.09201117505425868,0.13982184417332472,0.999666291884196,2.4218770812428465,3.2675677521871446e-05,0.00014087823641859647,0.00018606226363471936
1300,0.09204784715554967,0.14166107585963597,0.9996461956693093,2.4149392123230076,3.2936126715244435e-05,0.00015375222197763988,0.00016946400220615461
1400,0.09677491380458235,0.1413018500006525,0.9996270537587542,2.4108131770937353,3.2663178147560426e-05,0.00015495646205698974,0.00018440970600576268
