milliseconds,APAP,NAPQI,GSH,NAPQIGSH,APAPconj_Glu,APAPconj_Sul
0,0.09997898149691561,-1.997358142926068e-08,9.99999987115219,-8.811339843194984e-08,5.4273303507377546e-06,5.764122300312241e-06
100,0.09999878644789659,1.0352259766391884e-07,9.999999895935682,1.201205023629457e-07,1.293969899164825e-05,7.717453920615096e-06
200,0.0999504985450876,2.515581351790476e-07,9.999999910847562,1.1140960779365647e-07,1.4797471285728007e-05,1.9430121971374578e-05
300,0.09994160751097106,3.977440514204774e-07,9.999999971949961,3.479622698834748e-08,3.53483656040583e-05,2.2010741411948167e-05
400,0.09993517737926713,4.661148028501055e-07,9.999999861082046,-1.7546808169949283e-08,3.5159538058925336e-05,1.980520305431952e-05
500,0.09992669129817593,5.852285595975938e-07,9.999999972836589,8.674609429844549e-08,4.730740802157308e-05,2.7642946232683246e-05
600,0.09990624653226172,6.403565588036813e-07,9.99999968652669,8.311761237813415e-08,6.183876784642605e-05,3.715346761781735e-05
700,0.09990583358197862,6.887422398592466e-07,9.999999740622684,2.5302483570015e-07,7.639386607660868e-05,3.384513924592826e-05
800,0.09988156054762849,7.957270824107683e-07,9.999999730057954,4.638485666818831e-07,6.368821186372442e-05,4.909634822892303e-05
900,0.09986969029140808,8.883804914572934e-07,9.99999944724769,6.226679679336566e-07,7.425490198410073e-05,6.0008616891062374e-05
1000,0.09985939072690517,8.845530437231989e-07,9.999999547863952,3.770654691823941e-07,9.12102815167464e-05,5.210468911901573e-05
1100,0.09982552799826566,9.391477840163545e-07,9.999999340726458,6.874819642993325e-07,0.00010004125467425651,6.0612693040437906e-05
1200,0.09981346425367567,1.0267846070101742e-06,9.9999993298878,8.163219102502607e-07,0.00011153450846093519,7.418715098658588e-05
1300,0.09982271441045312,1.0673406072243769e-06,9.999999266458659,6.653086075865658e-07,0.00010473952160958971,7.617725641015422e-05
1400,0.09981092976326324,1.050252485860057e-06,9.999999249166484,1.009287668917379e-06,0.00014039514923170802,8.751188742727971e-05
1500,0.09975272152444509,1.1474642813372277e-06,9.999998780326962,1.0795361050850112e-06,0.0001240910146976074,9.521172271808783e-05
1600,0.09976072392073071,1.1565415094967808e-06,9.999998926658174,1.2638433630192454e-06,0.00015005036492132839,8.891993957238888e-05
1700,0.09973572967249657,1.1633312519668111e-06,9.999998888996714,1.4083944083079397e-06,0.00015446305496469455,9.80083066731629e-05
1800,0.09971164633835075,1.1674008994132509e-06,9.999998545195798,1.2535959733089164e-06,0.00015268197962206684,9.647709978259456e-05
1900,0.0997233666973045,1.2468647299905e-06,9.99999831845934,1.5864900513392591e-06,0.00016419051465759333,0.00011465287415136575
2000,0.09969766878686474,1.255818511497913e-06,9.999998382576365,1.769582669453317e-06,0.0001789096851657331,0.00011012987539768495
2100,0.09969504141456366,1.2291374232589798e-06,9.999998067712877,1.6891204460585987e-06,0.00018177085782854994,0.00012416293627779486
2200,0.09964921772799,1.274334303388021e-06,9.999998114191673,1.7321040002622541e-06,0.00021271916792872693,0.00012436541404074785
2300,0.0996517692164404,1.2971145529284105e-06,9.999997806707121,2.154292741494667e-06,0.00019783460668205903,0.00012861689093363645
2400,0.09965045540730237,1.3173312007917528e-06,9.999997839991273,2.3231759656860937e-06,0.00022631171853005946,0.0001464637749633536
2500,0.0996017658082795,1.3252100259133487e-06,9.999997627081314,2.248168563759356e-06,0.00021369493750017483,0.0001490814307718464
2600,0.09962162879729401,1.3331816880867722e-06,9.99999767991476,2.4024769164672738e-06,0.00023122505239160258,0.0001592031494464324
2700,0.099598053467442,1.3068799955231842e-06,9.999997416957498,2.575996990269474e-06,0.0002326506034874591,0.00016283748952937538
2800,0.09956945688242085,1.3242656160560244e-06,9.999997239438297,2.6081265977126604e-06,0.00026478654115930274,0.00016329423166587672
2900,0.09954835460446189,1.3912070141049113e-06,9.999997110463237,2.8831043301800667e-06,0.00025947389743363855,0.00016270958017131721
3000,0.09953934511509478,1.370054939059135e-06,9.999997101230438,3.1190084758030686e-06,0.0002847680550065452,0.00017949471960017287
3100,0.09955101061043369,1.3749129199348151e-06,9.999996898234349,2.9324958365972684e-06,0.00029364621237122017,0.00017404925164350645
3200,0.09952821515618927,1.3484230845981852e-06,9.999996885252017,3.046859084976789e-06,0.0002797765597823516,0.0001829870319294879
3300,0.09948849395221124,1.3511610054610466e-06,9.999996661786318,3.2700771397396995e-06,0.00031090691076046553,0.00019269539543427948
3400,0.09947175885384466,1.4152267085989244e-06,9.999996399044425,3.38436609024656e-06,0.0002952051714678002,0.00020074577812180755
3500,0.0994868878336385,1.365305645882692e-06,9.999996472493505,3.7292593833211082e-06,0.00030582002048379765,0.00020445055855838426
3600,0.09947572020772368,1.400515301391229e-06,9.999996361944985,3.7709597579455835e-06,0.00032736839328332586,0.00020554483351354805
3700,0.09946569581874821,1.3983467815005694e-06,9.999995916512878,4.018798104459301e-06,0.0003444194153492457,0.00020716641556130135
3800,0.09944401348189014,1.4234278245467453e-06,9.999995859184757,3.9390036371428244e-06,0.00035701943040853616,0.0002159548862687673
3900,0.09940534294768066,1.3904155837578045e-06,9.999995825097624,4.2978384660750185e-06,0.0003601535471482529,0.0002224794482647133
4000,0.09939904467656505,1.4358882531410659e-06,9.999995760894445,4.367550252030145e-06,0.0003525690462396254,0.00023364010237102132
4100,0.09938418636380618,1.3858510188778913e-06,9.999995586105868,4.556149000308071e-06,0.00038003800385255496,0.00023309170943019124
4200,0.09935006518478616,1.4063186902997495e-06,9.999995256073799,4.53063906689887e-06,0.00039204857297477807,0.00024103493269795074
4300,0.09934423229508475,1.3817865152232804e-06,9.999995345046807,4.911438671268334e-06,0.0003924965727422566,0.0002537912257028821
4400,0.09932132591948284,1.4306441165524847e-06,9.999995204084572,4.785289661172643e-06,0.0004059299340687603,0.0002501991292275556
4500,0.09931284147928213,1.4336245204523113e-06,9.999995006704573,5.02001925712284e-06,0.0003977801014782478,0.00025744139915615763
4600,0.09929119947610454,1.4019890204259825e-06,9.999994672690315,5.221833822778506e-06,0.00041731910841408406,0.0002740101937294697
4700,0.09928561188129731,1.41931484414536e-06,9.999994633893236,5.2865102021528484e-06,0.0004392114682563932,0.0002804710443058704
4800,0.09927693985359262,1.4464472006948264e-06,9.999994457474225,5.4862210297949845e-06,0.00044713819291579784,0.00027716489061102004
4900,0.09925524955479578,1.392012430762505e-06,9.999994383134807,5.672096225378016e-06,0.00045236771177523105,0.0002859239999017893
5000,0.09923282459830877,1.432630345220008e-06,9.999994085000036,5.769803847589374e-06,0.00044876338668952195,0.0002930131167205353
