milliseconds,APAP,NAPQI,GSH,NAPQIGSH,APAPconj_Glu,APAPconj_Sul
0,0.10000971821364808,-3.154410379866505e-09,9.999999945240287,-8.67232318040229e-08,-3.929667505795255e-06,-3.804285941017596e-06
100,0.09998811795115452,1.0403031973448964e-07,10.000000041698135,-1.2865435751880205e-07,-1.0285327258611958e-06,7.718441775497695e-06
200,0.09995209556919542,2.3890008885983734e-07,9.999999805516076,1.901981902244943e-07,6.942222292619944e-06,9.074697791688968e-06
300,0.09996656376807718,3.4151795287339975e-07,9.999999883746089,9.364751492534046e-08,3.785889454661212e-05,1.0287656593954462e-05
400,0.09993509507592079,5.039077683092965e-07,10.000000027717407,1.901435834920441e-08,2.5339334918758037e-05,2.9171345659995854e-05
500,0.09992211217325561,5.991331965943419e-07,9.999999927183246,3.0393850890165196e-07,5.773826875928528e-05,3.0433558141886416e-05
600,0.0999219270578289,6.611964560072226e-07,9.999999641207133,6.667381274253104e-08,6.553046181754927e-05,3.959071117607851e-05
700,0.09989217342507742,7.351038924918565e-07,9.999999763765075,2.766354438816996e-07,7.628338773049139e-05,4.235867567337093e-05
800,0.09989489658935964,7.889302856582517e-07,9.999999727764457,1.9697829850573492e-07,6.256574735227446e-05,5.3313533056473164e-05
900,0.09985390128821332,8.281282400359576e-07,9.99999952228624,5.589349129772409e-07,8.690201944178958e-05,4.475486266594385e-05
1000,0.0998332760255937,9.171512532709123e-07,9.99999953830427,6.274111770474076e-07,7.887947815316474e-05,5.323655995104951e-05
1100,0.09985002777511284,9.750199850813755e-07,9.999999435489448,5.155336250102391e-07,0.00010716023529103542,5.859481172318419e-05
1200,0.09983948575775248,1.0212501215978169e-06,9.999999253026733,7.67395101667852e-07,0.00010197992866554807,7.234806627994683e-05
1300,0.09979391979735504,1.0677030435309352e-06,9.99999919777546,6.766983642568546e-07,0.00012483089548374977,7.789341325205284e-05
1400,0.09977789575461253,1.070565693946153e-06,9.999999018198542,1.1034326331461314e-06,0.0001228958741317424,8.459437967707362e-05
1500,0.09978513490715006,1.0977062975001661e-06,9.999998934810298,1.1182547682824662e-06,0.0001402794646397203,8.949234172847202e-05
1600,0.09975002979002379,1.1212495331067136e-06,9.999998726213844,9.83236463275776e-07,0.00015094892709348508,8.634987149215838e-05
1700,0.09975658091654704,1.1688485252067106e-06,9.999998770526922,1.1777014761732335e-06,0.00014847171369769703,9.595050566534104e-05
1800,0.09975031963721348,1.1890176583835118e-06,9.999998543635137,1.539071835519513e-06,0.0001700030841733712,0.00010712800103671579
1900,0.09972527465611168,1.1859344426202714e-06,9.999998496604109,1.6590297935568919e-06,0.0001825930419545832,0.00011361621168997198
2000,0.09968266400354539,1.2461460116835994e-06,9.999998477638652,1.5095758815127874e-06,0.00017844418991491947,0.0001142616484129995
2100,0.09968864726316945,1.2944132456940219e-06,9.999998270887772,1.745111285433912e-06,0.00018220275254027127,0.00011707163350469566
2200,0.09967238109215425,1.296515427189508e-06,9.99999819075963,1.951733565052887e-06,0.00018638351656824804,0.00013430838775349625
2300,0.09963895875488547,1.3176889313262037e-06,9.999998022794037,1.8403202699133164e-06,0.0002099451361199277,0.00014264462415522903
2400,0.09962260587227392,1.2925254900690785e-06,9.999997893981337,2.046128938111391e-06,0.00022962815661079291,0.00013128323859458354
2500,0.09964274736058738,1.3202977972298805e-06,9.999997556207914,2.3116403279201542e-06,0.00022010555846846262,0.00015152736289959253
2600,0.09962841703077166,1.3339986447853404e-06,9.999997484708711,2.418185108870543e-06,0.00023403030925385783,0.00015461862694206936
2700,0.09958883781073831,1.3410657197251758e-06,9.999997432850835,2.6182008810831976e-06,0.00025042290378968505,0.00016180129965976338
2800,0.09955674725817326,1.3553103004887196e-06,9.999997151878446,2.8551578417917912e-06,0.00025385483689570717,0.0001602715110546469
2900,0.09956945177563158,1.3792916551835713e-06,9.999997191401114,2.8514287842492146e-06,0.00026635769741033147,0.0001671233664982035
3000,0.09955929745044267,1.331131952943024e-06,9.99999715409765,3.008693385093305e-06,0.00026471901951564345,0.000174388379261662
3100,0.09952729953997667,1.3988675675455846e-06,9.999997004584207,3.1941043623406144e-06,0.0002834882712295032,0.00018264119195618154
3200,0.0995029636518237,1.4012277134168606e-06,9.999996782777798,3.215549031086571e-06,0.0002798173007410903,0.00018108865803579465
3300,0.0994933672415008,1.3986613738106304e-06,9.999996607269104,3.2520101105587842e-06,0.00028933438907395467,0.0001860739203792088
3400,0.09946667682219826,1.3660913381706605e-06,9.99999637880303,3.5504667640950514e-06,0.00030553211006559326,0.0001895720545197669
3500,0.09949386816197504,1.3879145912220545e-06,9.9999964862695,3.7901803171368706e-06,0.00030971810914566647,0.00021074730722143558
3600,0.09944982600557069,1.3876256071965348e-06,9.999996334462313,3.6231929857011563e-06,0.00031640582915306957,0.00021651559052755068
3700,0.0994594692988383,1.3917771668557518e-06,9.99999624894958,3.7661642904335177e-06,0.00033917364204502724,0.0002199322973998767
3800,0.09944211978327953,1.3961320720787117e-06,9.999995772575499,4.22222799464834e-06,0.000356655018875401,0.0002182878109795872
3900,0.09942201025669618,1.3675269918257866e-06,9.999995838185415,4.372473138057292e-06,0.0003524459600634462,0.00023447019529930158
4000,0.09941342280269681,1.3810136052810187e-06,9.999995807438264,4.198710979080493e-06,0.00037319035436511074,0.00023980717717125147
4100,0.09940266047272568,1.4437122921635226e-06,9.999995652301312,4.543774693854249e-06,0.0003688988688125507,0.00023463036378899618
4200,0.0993875243191588,1.4293104332329166e-06,9.999995404026318,4.463786419485782e-06,0.00039000398170644854,0.00023715769717424042
4300,0.09936863164649641,1.4228558053840334e-06,9.999995326328184,4.7680410790008e-06,0.00039468718442671377,0.0002418841790977814
4400,0.0993334051491227,1.4082362008119098e-06,9.999995205384986,4.973507377638708e-06,0.0004077783885161426,0.0002552863632654943
4500,0.09930959517080752,1.4250484181640665e-06,9.999994900431012,5.071961690257981e-06,0.0003945115832064613,0.00026539019326452884
4600,0.09929641794482609,1.4132562699027537e-06,9.999994856709804,5.276267071813317e-06,0.0004291204841592947,0.0002691121566710291
4700,0.099273417338018,1.4144807359038533e-06,9.999994854797015,5.155102297027811e-06,0.000428304789990435,0.0002650277588034858
4800,0.09929292808621137,1.4098690259797757e-06,9.99999445237777,5.537517256588251e-06,0.0004325953479368797,0.00027811658689454747
4900,0.09926008587847639,1.451823646334882e-06,9.9999942553366,5.510954602193528e-06,0.0004529504888785068,0.0002894837964328794
5000,0.09922712404138347,1.4026292666114934e-06,9.999994344468778,5.615534080433939e-06,0.00045938398877782806,0.00029837508950707295
