miliseconds,M,TF,CP,CP2,IC
0,1.3952321500423948,0.12910797477001745,0.03703725247194154,0.04405833517203339,0.36953839996445553
100,1.3990972640783341,0.12297162733773812,0.037387548880816156,0.048884377402186395,0.3766225534366026
200,1.4032735179299098,0.11889541792841608,0.03765807022651944,0.05053172721102719,0.3817336848892361
300,1.3945505811720658,0.11352022926839368,0.03788381033029367,0.04979648521980899,0.38731013977690804
400,1.4057713927963464,0.10836425210291953,0.038083068033375946,0.051037043937832184,0.3902264956343573
500,1.3981700629853095,0.10493136449520112,0.0382395620599362,0.05809290761314349,0.39492110116284773
600,1.3866249226946938,0.09772024350700896,0.038383484355313205,0.056702762558046,0.4033413028443005
700,1.3931766506192087,0.09329048352107985,0.03849564383331303,0.06260043969178013,0.40556121782071053
800,1.3784256036760096,0.08770166262940378,0.03866871798586754,0.06344999248805765,0.412650537311089
900,1.381139533586739,0.08422985651865936,0.038809371481305054,0.06670167830084288,0.4157307636037452
1000,1.3685368154375024,0.07806966869849775,0.03883725320540989,0.06924552895674425,0.4211367119296259
1100,1.364202334224876,0.07458517986603112,0.038894236322180184,0.07342231472750273,0.42500034805400877
1200,1.3557322398722222,0.0713685996270299,0.03897601317214503,0.0804465659510656,0.43124476898893893
1300,1.347831223719385,0.06671881028531997,0.03897156733343929,0.07787805708405099,0.43394412676436656
1400,1.3404276381026496,0.06117677541965331,0.039023308046468065,0.08428321691867427,0.4381821788744288
1500,1.3218661461144912,0.057170825935528094,0.039016870314927246,0.09106342402032606,0.44207366608639986
1600,1.317945231864247,0.05497364976011173,0.039073518700711615,0.09314262152384456,0.44442377591622384
1700,1.30780594867484,0.05208582087495933,0.03905845695282306,0.09753667419821845,0.449202681692015
1800,1.301859074912288,0.04671833270246722,0.03901654745258025,0.09925965417087698,0.4527436481746769
1900,1.2806629748762561,0.04401992303397908,0.03893488394663316,0.10863797157436497,0.45467746403701226
2000,1.2797555702425802,0.040881588478910255,0.038863852038206324,0.10984758839128686,0.45907878731313306
2100,1.267119042201284,0.04102800866506313,0.03883055042213677,0.11341833627722302,0.4604490328165654
2200,1.246409870531464,0.038697369308387734,0.038798247775166314,0.11903075882307351,0.4613425792907653
2300,1.2463335190777634,0.03568760746558686,0.03868499215473516,0.1227705325380573,0.4651252475749738
2400,1.237269156963741,0.03235661706354587,0.03864092193535942,0.1275630187102815,0.4685122263465296
2500,1.2188163894253403,0.029363596652877973,0.038456189446527914,0.13370654240214208,0.467822997078685
2600,1.2015845753147403,0.027490735542948147,0.038333646965402216,0.14157290364492164,0.4715583573364588
2700,1.1955451470451033,0.025933761520210825,0.038236630836755055,0.1424861406144308,0.4711779621462185
2800,1.1909343252269315,0.025014262768799766,0.03823495968685288,0.14741741115508714,0.47270357178863565
2900,1.1716219949289992,0.026547945473718713,0.03803849588440937,0.15632097653356897,0.474351177678159
3000,1.168349540616904,0.025406054915493005,0.037876944571709224,0.158703073317976,0.4758266650853289
3100,1.1479357415365194,0.023717039414627203,0.03780033651450692,0.16568111309137465,0.4784188088059653
3200,1.137807253238591,0.019996901907247806,0.03764007091247297,0.16787632756249174,0.4778275069798527
3300,1.1285673620045495,0.02245998897031229,0.037557751313362725,0.17545938360246766,0.4782238110951469
3400,1.1252143934765555,0.019113921017754793,0.03741051198388692,0.1803052908242143,0.4791124686076933
3500,1.108411929021073,0.018939773176250545,0.037330426270362205,0.18569944324607268,0.4803487809230802
3600,1.0924447019510863,0.018619388494148636,0.03708285915078696,0.19252676827727577,0.4832188468275877
3700,1.0870108241428298,0.017252422526940113,0.036992038231742914,0.19623540018723007,0.4809140799231767
3800,1.072838279419119,0.01587880050680073,0.03678099134509608,0.19778663751197906,0.48308806860612674
3900,1.0707324589771825,0.01770102102874116,0.03667922205935384,0.20289069219405825,0.48238674205653
4000,1.060901217284909,0.01596837493121612,0.03647160322049197,0.20881942165007497,0.4831762743036656
4100,1.0403592167147582,0.017484796832923026,0.03638781025519188,0.2147915699139955,0.4837395224141051
4200,1.0419250473352777,0.01522558412089857,0.03621062946865585,0.2161377048754833,0.4863169263694284
4300,1.0319980232978372,0.014247841261471054,0.036057181861621795,0.22018583895486676,0.48409822526578633
4400,1.0212429969618764,0.015214451397490884,0.035929107340569116,0.22511473425222253,0.4841110759031818
4500,1.0114552172263125,0.014846482832212661,0.035682950854674454,0.2256370612640237,0.4864098759376959
4600,0.9973507894140432,0.013556366516173153,0.035558086382843815,0.22983590756798056,0.4842762311156768
4700,0.9830206300304749,0.013880469629165011,0.03531540963064595,0.23765999013558844,0.4846942808222225
4800,0.9832337537444718,0.012343250176259098,0.03522050501005258,0.24195901557651478,0.48727387229913255
4900,0.9687787639003721,0.01257183364412887,0.034976366362522895,0.24009119711651994,0.4859709123029276
5000,0.9535315440874388,0.012500400247659967,0.03479316669193029,0.24797339348570654,0.4870792107033049
