miliseconds,M,TF,CP,CP2,IC
0,1.4065693263310335,0.12899910568038994,0.03704096615703942,0.04436604254249193,0.3703422829476338
100,1.401526488274775,0.12497735467693828,0.03734883780340426,0.04757471337598998,0.37530857185652733
200,1.3973025380740098,0.11979922349286495,0.037650855928321104,0.05058781413577841,0.38173911371911873
300,1.393839372961994,0.11376594715317766,0.037870853412316774,0.051801462494133366,0.3873479565323983
400,1.3958337082104073,0.10927539164955043,0.038084569372218074,0.05544604535332115,0.3909398973306178
500,1.399148784724545,0.10224190690816383,0.038216148297780715,0.055740132835961076,0.39510355016908844
600,1.389168311964985,0.09818931419158684,0.03833968524793314,0.06066531940234276,0.40169715556437285
700,1.3838253253079442,0.09344185757771545,0.03854733561479568,0.06197552577713469,0.4080914244744855
800,1.385427785317178,0.08839826220642182,0.038657430819771896,0.06712073262773721,0.41172804090356036
900,1.3824620551385758,0.08428060585742153,0.03876994250925845,0.06946355139940183,0.4169821289506107
1000,1.365256682887286,0.07943324253359027,0.03888886841166691,0.0716052511043007,0.41969782686398943
1100,1.3557549155303177,0.07437821401050372,0.038919000242705476,0.0763549474196791,0.42496416794455244
1200,1.34903675576636,0.07064262572977205,0.03900353078169807,0.08029136572362726,0.4307750392488813
1300,1.344096035532075,0.06646958799648166,0.038987090328514454,0.07812767789896868,0.4342155492554272
1400,1.336056217052378,0.06293724427387173,0.039002308274397525,0.08381005198761872,0.4379419246105604
1500,1.323373743608084,0.05754475700386499,0.039078840632317584,0.08978029402352902,0.441320640264741
1600,1.3110940349520794,0.05418083748208959,0.03908928008599377,0.09262417183443933,0.4444824166431664
1700,1.3098820770585622,0.050392454877090175,0.038976682296758346,0.09873948799666375,0.4491263735247752
1800,1.3005648374693237,0.04797166815077557,0.03899634068853997,0.1023126145300658,0.45115059035570537
1900,1.290342806862015,0.044024196927427754,0.03892094908674775,0.10341280812233461,0.4557756529018536
2000,1.267257590089999,0.04327455032177161,0.03887635835485491,0.11244756922174926,0.45969689200738356
2100,1.2661350208011104,0.0409774109416207,0.038859313149924794,0.11585287770857362,0.45963441612770684
2200,1.2542856361087062,0.03650932509924688,0.03870064240417081,0.12308698352875576,0.4621566260678408
2300,1.242029614691567,0.03404652410140618,0.038647958615610774,0.12530711909086337,0.4645773796743457
2400,1.2265525083493152,0.03248513109613778,0.03855874554541351,0.13202023797412407,0.46722904073377886
2500,1.2177246135559894,0.03004816735779394,0.038451864671621074,0.13397099497071177,0.46982798789110053
2600,1.209228869756212,0.030033842124779376,0.03836860821557302,0.1427568200427963,0.46922880728078187
2700,1.2023578153488663,0.026632199353730526,0.03826614670929163,0.14473523978513464,0.4722194488702462
2800,1.1845155618097745,0.024699529182475196,0.038184550220668925,0.15014096181859993,0.4753386071763286
2900,1.169751223336142,0.026185733561735636,0.03806163612547624,0.1560811477198905,0.47479583154002325
3000,1.165335901671317,0.022011751953451092,0.03797065820954973,0.16010696938594074,0.47570749377425675
3100,1.1569202071706999,0.021602980663052013,0.03786116202282414,0.1654790831735583,0.4788738898850046
3200,1.1481014608090512,0.02274079133513275,0.037665287783687745,0.16784155745798926,0.4779716421420788
3300,1.1239793857047495,0.019540451478133557,0.03759510326114948,0.17506454532304208,0.4800900046513167
3400,1.1140040091979484,0.020325516262294306,0.03738431807561729,0.18386168429383745,0.4789849142523906
3500,1.112046014041095,0.01985121439195213,0.03720814772139419,0.1847038820694826,0.4824976570545607
3600,1.0952738735176195,0.017721682841724824,0.03709581940109923,0.1916914155967292,0.48063703445782485
3700,1.0947330415190517,0.018761680406827873,0.037026145304180365,0.1980444128838393,0.48195446801539316
3800,1.08130361252853,0.015795861665559022,0.03678457801590351,0.1995521286163643,0.48362843296574304
3900,1.0691662174636685,0.01516301518730474,0.03671602438376561,0.20225125248246095,0.4847113337500932
4000,1.0620670186089753,0.016969503106619026,0.0365376686589957,0.20806207356780965,0.4832755861549508
4100,1.0509832259579501,0.015285531744165392,0.03630653597735992,0.21000485242119554,0.4836363595552543
4200,1.03850736051527,0.017097636516147964,0.03622617343626616,0.21559628332202727,0.4857451759684285
4300,1.0230352354641024,0.015094306124982916,0.035999995799911436,0.22161221759254607,0.4849058694938765
4400,1.0113476617315666,0.015093189196651976,0.0359144461000216,0.22597231016947125,0.4845767181513707
4500,1.0063970761223815,0.013306819742140246,0.035731302073691365,0.22658064169791983,0.4841179914339379
4600,0.9902957165949704,0.012328584260516827,0.03559420299978854,0.23049743104656903,0.4855849338277557
4700,0.993625890258202,0.01487235874357739,0.035320755513167525,0.235007316268809,0.48659910432161857
4800,0.9817127911322742,0.014738135194189815,0.03513500662010265,0.24114453703299707,0.4865605098096257
4900,0.9695337515331609,0.013177972534666814,0.03500810575651817,0.24152660756241523,0.4867588638473015
5000,0.9603400806023864,0.013185824946620411,0.03485319279454402,0.24803215362118897,0.48593319382179107
