miliseconds,I,A,D_II,D_IA,R,aux
0,10.035071192424283,9.988191127256371,9.978682376078389,10.038830669845849,0.9992847142539305,-1.8999230716401326e-06
100,10.057300872548758,10.062598582007885,9.961696097134352,10.074234899183502,1.0653968084365573,-1.0862068966230445e-06
200,10.000286449818816,10.10540669997087,10.066109628290354,10.048566876856771,1.2061447956590612,1.7655901813582148e-06
300,10.068286060736252,10.154607131289245,10.011558637938109,10.124314752504892,1.3052791422401038,8.442654623731725e-06
400,10.086460944521534,10.193109077134205,10.121735412867801,10.18096973612043,1.364304253726108,-2.431991789115572e-06
500,10.042381806155007,10.2271117758017,10.177004652802202,10.28090074078663,1.4200900972246215,3.912861712492503e-06
600,10.079044298464913,10.262933313833111,10.124897384426918,10.351755527167343,1.554313554451913,2.40833996327542e-05
700,10.120870227920577,10.290132287644443,10.1741189604381,10.395603941331878,1.6674983405135444,6.451239743603335e-06
800,10.134631928102866,10.33344405517835,10.250085623020622,10.418643435495746,1.7786081789252621,1.8600393171108932e-05
900,10.163246804510809,10.374473036939682,10.319333899916732,10.426195395397025,1.8560834714458994,3.5166651554639175e-05
1000,10.156467908548374,10.407064470854115,10.318178607964407,10.483444735089257,1.958122095352103,4.561693028395503e-05
1100,10.207278677824423,10.451778776734697,10.344921738498332,10.59096242057041,2.005982390869068,4.3076257215987976e-05
1200,10.27738834197908,10.474344376811187,10.364303966820529,10.647497964283358,2.1689584137143525,3.692055607415688e-05
1300,10.262948005212214,10.48865755260996,10.51673164025588,10.710707762843699,2.261092136557048,4.714339737664482e-05
1400,10.327023060419965,10.534542248651217,10.531430782909428,10.825935955566056,2.345671046001762,7.98899422190268e-05
1500,10.356936049838394,10.564046748385673,10.670362409813844,10.863461471179019,2.4146612540029735,7.943884025032587e-05
1600,10.375431690609583,10.587878257706372,10.712876183302315,10.899639949811785,2.459798938148815,7.456374045544933e-05
1700,10.409023731706595,10.607499833473799,10.796227771391619,10.969228859218093,2.602037723773872,9.424509830673147e-05
1800,10.465326905619351,10.65256643140653,10.884294361261436,10.995090932277652,2.703398452464263,0.00010954139223031097
1900,10.461956219232803,10.674039261649671,10.859027749338097,11.067701589381272,2.826989997465844,0.00012560273945122312
2000,10.506438119154062,10.700742426961563,11.033449748955835,11.180715628776532,2.906798324306787,0.00012916939529317254
2100,10.55380172259091,10.716808310988283,11.038212043597202,11.225463240119062,3.0517298117812834,0.00014514213478826734
2200,10.624402307423457,10.745702408609933,11.111517739495484,11.310565984314232,3.1569822497555164,0.00016256641353807694
2300,10.678667101512938,10.749765349984022,11.182294118330427,11.409490051322255,3.1463768234786103,0.00019279502087098655
2400,10.727784626711312,10.775345924355594,11.384123461378358,11.488399647796912,3.2796423052050248,0.00019754716886851174
2500,10.759919284388731,10.787551183595543,11.463068738144964,11.587919444193803,3.38792631081182,0.00022179960002858306
2600,10.786241162603668,10.826119144312075,11.619860605638381,11.596807787792082,3.527805229583335,0.0002379770896845018
2700,10.877893760831201,10.826265063736292,11.59734733792025,11.654532462425678,3.5864945487983757,0.0002615278794177162
2800,10.941677603927426,10.853635226403203,11.78162776362844,11.77734916935361,3.6459166332183113,0.000271494491244585
2900,10.998215284908467,10.878904749515376,11.889593674807172,11.813233944259819,3.8325304299081755,0.00029984091391669954
3000,11.010880202710458,10.884005315706785,11.965454820170534,11.864453235124019,3.9090618827351244,0.00030773904687929945
3100,11.096667901824604,10.894647655498636,12.119848046090565,12.018679886156196,3.9394927540246027,0.0003257698192178478
3200,11.117499559337896,10.911308311154537,12.340395628052075,12.096981164901036,4.02806880738181,0.00034387577348154964
3300,11.164328003483973,10.918808448686908,12.34557722346132,12.124362476328237,4.15533392917872,0.000382924782723883
3400,11.268029318286295,10.947433410100187,12.52513810570146,12.277689895914925,4.274167990546247,0.0003985217081527194
3500,11.320374271931787,10.961972412582428,12.619472113811035,12.268030914623928,4.4537670594218675,0.000429618811740824
3600,11.415505689941245,10.977583358727744,12.779154988544324,12.411267348316711,4.459104729372677,0.0004497202589436474
3700,11.467646494313046,10.966624126861861,12.998766676044472,12.478505910993109,4.570360079786828,0.0004770714390243552
3800,11.499105157047804,11.00004559366527,13.142755537475491,12.542504197059126,4.711455444753459,0.0004896948262887614
3900,11.610102320779632,10.988247497518847,13.217396133145948,12.647749908189008,4.7735828732791,0.0005133204288245759
4000,11.648991286215413,10.995148647736658,13.473309160554864,12.74856942440508,4.86435875306446,0.000560050117653886
4100,11.710530202636964,11.018031406756274,13.604485758557328,12.817466572879951,4.98964563478429,0.0005710826612914161
4200,11.83336662322359,11.029040475465356,13.822575413856866,12.936259712749017,5.0934229501059916,0.0005917239683039523
4300,11.84661503215159,11.010005733002883,13.973604661148382,12.987122011890678,5.165689524626524,0.0006219977717944784
4400,11.983365655764356,11.018874401593665,14.049625445611115,13.057523732748841,5.340765656471853,0.0006660379770288633
4500,12.016399981173302,11.042243288828926,14.237661972324439,13.205432123901607,5.455612688526301,0.000699815458965065
4600,12.134706638269012,11.049163693968952,14.437969299660159,13.220837876675839,5.454863245112182,0.0007367519595186448
4700,12.197102769879914,11.03519959705818,14.671404654458499,13.32699870075398,5.574223781239057,0.000753520267255597
4800,12.233909457304632,11.051706737372056,14.837939399948679,13.392697068865445,5.6903130966791755,0.0007757493220548738
4900,12.308532268073877,11.050576336464013,15.096460693761472,13.581654754357377,5.751465954911004,0.0008153847093316846
5000,12.413530235654429,11.036991696838315,15.227829518508791,13.643570955750254,5.824947057506348,0.0008562855178135942
