miliseconds,I,A,D_II,D_IA,R,aux
0,9.968716146999219,10.013684352820873,9.970647249311162,9.946922619818277,0.939608729677503,-7.551083693812986e-06
100,10.052514977671377,10.054470866899559,9.99380262988307,9.983433159598535,1.153873149110223,7.671087943641356e-06
200,9.998365742868495,10.115423404065952,10.04266030003549,10.063738196345048,1.1302666437563516,-3.7073242611783316e-06
300,10.016754799763296,10.13066454362878,10.120557873141733,10.158459097598323,1.266843475555111,8.90109299868685e-06
400,10.071919371515268,10.180844564555166,10.081834528606624,10.191485833421908,1.401011863684972,1.5278667990318643e-05
500,10.082880519200204,10.225043986027421,10.119007376741193,10.215068974999294,1.4645072159374217,1.1565659684829504e-05
600,10.130992167271456,10.255249449588007,10.229729003251759,10.279895453722643,1.6100455153462296,2.224481028239638e-06
700,10.107465427582722,10.28777705363156,10.248999644804254,10.317360421420938,1.5753164251369545,2.6137817444708742e-05
800,10.172959476787643,10.334162404553767,10.163241729144952,10.438614974419913,1.7256620149044772,1.3444616517519133e-05
900,10.132362119728578,10.365561792445948,10.250888858398715,10.517500087345509,1.7710003267539696,2.020590227966634e-05
1000,10.194193794750129,10.390476033561999,10.329404632687366,10.555412135491986,1.8852059275822035,3.241645351294626e-05
1100,10.209352209263988,10.437508617760377,10.389422822524635,10.609039970893505,2.095525746997074,4.8590675637324246e-05
1200,10.218758636808188,10.476148678564853,10.386621714114776,10.677231197301122,2.141343927819884,3.831730330255238e-05
1300,10.267634246077494,10.498390799919465,10.42453955974457,10.677894301196664,2.226504629971774,6.705903403334703e-05
1400,10.33240501263757,10.519556772987118,10.51323173452658,10.833220606040062,2.3291791527118586,6.931465692738556e-05
1500,10.32274606063882,10.550020723643481,10.542721394217835,10.877204797996532,2.4475721990582824,8.571037544669842e-05
1600,10.358378073061877,10.573747738574227,10.702758395733635,10.903367606704485,2.4910651201358625,8.154185217249716e-05
1700,10.417247850374595,10.604561042175469,10.674024570653488,10.930604269768272,2.5722858044585366,0.00010983162779918276
1800,10.439383987878054,10.63498859415727,10.795695174558416,11.013060417521425,2.7482583539156433,9.935874775379173e-05
1900,10.516430889333057,10.68076153452599,10.97958938910416,11.099238810463273,2.7565352394327776,0.00012669079436865418
2000,10.53532355295469,10.690453580423329,10.928137669020513,11.175216099995902,2.8886379891027256,0.00014382401323173222
2100,10.575468191116135,10.71998002845448,11.13829541734444,11.29148767641628,3.0583566952847705,0.00014244049576005044
2200,10.600434045776465,10.746180079320345,11.193579501332817,11.32611733269293,3.116709815737877,0.0001780703983785504
2300,10.667169006357515,10.772741834430123,11.300760001129042,11.421834732859027,3.246284033419478,0.00017442060015114306
2400,10.7331913911602,10.79279394583203,11.279780079326796,11.469152629864023,3.2884064705554903,0.00019657264909892993
2500,10.78301496980705,10.80841172623024,11.48149064193426,11.504595908077253,3.338137338710465,0.0002017757666832976
2600,10.781450188031114,10.811217063279967,11.57864824926209,11.641955380456986,3.5000690531868273,0.00023671654843685893
2700,10.85199441037897,10.839361762052853,11.722275878568736,11.6839752188069,3.6585078525422787,0.0002610399083616952
2800,10.935254797573908,10.868363274073824,11.84956462416807,11.812560176748194,3.7363379075777505,0.0002686206489160968
2900,10.95394192129403,10.869896707449463,11.925848093936517,11.845162869807917,3.7700919891538627,0.0002819769539068034
3000,10.997189104955192,10.901602030558157,11.95731305022159,11.886286941164,3.8357535255635336,0.0003089019955672108
3100,11.08486438285294,10.89532987227114,12.196100628090486,12.04103776043462,4.0031340193111244,0.0003400990115031035
3200,11.145364986772453,10.917404624448489,12.255615983001054,12.030243790801874,4.053980494381301,0.0003509785889547483
3300,11.221426765327784,10.926000007793013,12.44921375806771,12.134101458816142,4.1792982671411805,0.0003664906363033852
3400,11.27430279375907,10.95630013919294,12.55313932244033,12.20629432258868,4.2798737239235,0.0004028527476891125
3500,11.284963672368113,10.953896925390158,12.738440917097018,12.275821310845709,4.368841573664323,0.0004174638991321129
3600,11.366920885735224,10.977882423717956,12.815826525695275,12.362624640361819,4.457617066587279,0.0004373304209043785
3700,11.445684992846953,10.980811611758872,12.99092374247604,12.478906360462988,4.616672424061965,0.00047048031158168543
3800,11.52682587896447,10.982807881191874,13.122833646408786,12.530691766348857,4.732057993373049,0.0004859575556948429
3900,11.61520832507459,10.984311322773028,13.233912745448501,12.612885866034466,4.81914080390033,0.0005184823329692862
4000,11.643815583985145,10.98880778942435,13.37399823574429,12.708426015509566,4.909490498609496,0.0005437606480088661
4100,11.743932488143484,11.002728604367707,13.518949107344211,12.79903356017948,4.917376609016379,0.0005706481394095639
4200,11.7634849204466,11.020179136021294,13.712510170883492,12.87012362468209,5.044351138220342,0.0006064327270877637
4300,11.892218339376916,11.032339747136966,13.947203651192808,13.019776503963437,5.17722873798846,0.0006257385088168871
4400,11.92545996292536,11.041138762953494,14.167681676789636,13.061928523124275,5.329259592896437,0.000657903612198123
4500,12.039970891828036,11.035882115595506,14.35062375817063,13.222062877896233,5.399038719916593,0.000681507266033728
4600,12.084686289970755,11.048785430806873,14.388308459360758,13.2891882971515,5.549894920209791,0.000713817678984777
4700,12.181742754376193,11.026900675099201,14.611920218930726,13.382326098240265,5.6257953991355825,0.0007548599314793754
4800,12.244976531643143,11.056068835752484,14.824116901206034,13.408760297381702,5.668970108914804,0.0007760089668662943
4900,12.326917622020495,11.052081897134899,14.989285946047268,13.511239758413433,5.738501654449785,0.0008343531879795254
5000,12.451714021507705,11.039888490659097,15.267020784230361,13.667540546793393,5.8466508507283885,0.0008468610497613026
