miliseconds,I,A,D_II,D_IA,R,aux
0,9.963219003445047,10.014664353518324,9.932713213248267,9.995333913435374,1.0340418372523283,-1.181836011622198e-05
100,10.045717070559476,10.048887506223943,10.024846620391376,10.037685563738252,1.163497815477193,-2.7001132703932785e-06
200,10.064443394124575,10.096446996603488,9.986897106389831,10.029882730255066,1.140382484606024,-1.129000258423781e-05
300,10.01817613216455,10.13077861863877,10.080755816301767,10.178499252371248,1.2068935374935104,1.0585869572300643e-05
400,10.0747867798332,10.186953474255585,10.018307445359678,10.169195912858532,1.3629418103948296,1.658761289047886e-05
500,10.067950206818969,10.216717201969638,10.194412319807252,10.252777643814051,1.4412303911949027,-2.0314230893112964e-06
600,10.131324186454323,10.258057482703144,10.1504523227029,10.326868502576957,1.538981750068075,1.7090393063861428e-05
700,10.146584636413529,10.300911955189328,10.137580287235048,10.30724720913519,1.5753317564056923,1.2469665611026677e-05
800,10.130718675367241,10.321636407213044,10.264961410371646,10.40587990171461,1.7583283014123652,1.5891309887603094e-05
900,10.150843870205145,10.358450316871563,10.200463979897453,10.526426549653511,1.8888801527097994,1.721639698932864e-05
1000,10.186411209416338,10.389105486424352,10.306070561250374,10.589075057275519,1.88515510116633,2.168318759251224e-05
1100,10.248120943936707,10.452497565911626,10.397037657414748,10.624526629808907,2.0444079854343036,4.35224952523509e-05
1200,10.247449215487292,10.468114639248363,10.418973810653243,10.647943600217813,2.1237469275018275,5.039963482815311e-05
1300,10.273768968558617,10.515041534110086,10.469935880371423,10.694621149978882,2.2556874876584394,5.914884853909777e-05
1400,10.28687300989184,10.519708247471959,10.53055382748429,10.74414552715683,2.2993225065707463,5.923548144800462e-05
1500,10.351708363583617,10.547648102006745,10.56483195108807,10.850343430334856,2.4818253393599043,8.000055881373206e-05
1600,10.344436104604286,10.598022996683785,10.750344492501556,10.876495712114904,2.5397373671512113,9.535801268068535e-05
1700,10.374960793055681,10.613762413660949,10.824485932911175,10.9287425053037,2.555580163863065,8.702374645250431e-05
1800,10.418798246252637,10.652402071399425,10.818905677067905,11.028788935493214,2.7021313723322877,0.00011203175869019854
1900,10.493495473089947,10.669875145602388,10.897381521340284,11.10654832798557,2.7533396823452643,0.00012577433359787596
2000,10.52056508069901,10.680600257541224,10.930842390103187,11.166489316677877,2.8931142712797797,0.0001450676510333746
2100,10.577404597952519,10.707920145499612,11.017788516392942,11.226778323174363,3.035192392873087,0.00015286341641308713
2200,10.581211959668606,10.740419521199795,11.189995645241776,11.3057510046612,3.126018826668039,0.0001616059998665776
2300,10.632944487207743,10.766312871855915,11.220050746461615,11.441137468127888,3.1272218690450617,0.00018473599924238168
2400,10.740238052590064,10.783244299762059,11.42494050869056,11.49864699985214,3.259661001923391,0.00018866493537956765
2500,10.738418320186602,10.797408016625205,11.397499728190999,11.556625922805539,3.39700470626372,0.00020110001041182034
2600,10.830512154527,10.826408791763209,11.605752623722402,11.598032383552823,3.449229010414832,0.0002218903942461452
2700,10.87131155198386,10.85099816063122,11.655042113123123,11.721655225295773,3.546230125582295,0.00025162055882084017
2800,10.902969502235925,10.870073045896865,11.832475768812953,11.734573576212942,3.6854028550149383,0.000277483851797001
2900,10.930040906480198,10.864837041456603,11.960378959908352,11.836135651217928,3.766348961672907,0.00029998946149855754
3000,10.99948875616084,10.883504819025207,12.066722043482166,11.962782207883482,3.891304588463939,0.00030347280102331495
3100,11.0794893053961,10.893696764476854,12.158312691469712,11.973217524147056,4.059696778053229,0.0003291378603764494
3200,11.133517820158058,10.925572486938108,12.228160284264112,12.09458158218283,4.054379544143786,0.0003594631620603415
3300,11.226707846092568,10.937703780573415,12.420334050443797,12.14798063224478,4.138918067646665,0.0003839668526786505
3400,11.261871816019914,10.955214101377535,12.505176732178427,12.241088202686345,4.28474941556867,0.00040062347359114017
3500,11.30707973012398,10.951810206902511,12.663329076274461,12.353669160149584,4.373595364943671,0.00043121561197937135
3600,11.385515395514966,10.981836880652953,12.803092059493986,12.448871956034695,4.545033646826314,0.0004435834901074569
3700,11.45663973609052,10.961754325627886,13.03172078144094,12.487087472537686,4.558333283180577,0.00047084902273620383
3800,11.513225296532333,10.983031291322664,13.131208577981836,12.519340187978113,4.615667670825736,0.0005070599055683425
3900,11.567618643664389,10.983569996244809,13.285486768905338,12.703213160551245,4.830508191414442,0.0005274539960125622
4000,11.651316712983073,10.998286189388525,13.367086549484037,12.731781927677304,4.929896692090864,0.0005395269665822298
4100,11.74807240341647,11.015373176718363,13.569984445105211,12.840882518126019,4.924585510096301,0.0005877050707342773
4200,11.823776059509385,11.020098220530151,13.795383620520129,12.905854279950791,5.114819189118115,0.0006063202462677928
4300,11.836569709849542,11.0138057763505,13.95341709500623,12.963664817150121,5.238735623588399,0.0006231719432730239
4400,11.933490303942305,11.021882253155947,14.087232210882494,13.135512827049261,5.266752738132172,0.0006598484202354544
4500,12.021141964390608,11.041551296537397,14.325918126768459,13.152786822724545,5.377987860423319,0.0006994766239939848
4600,12.134712459893041,11.027711726013898,14.427453639805876,13.2089089500711,5.428727852929274,0.0007270596630013249
4700,12.163692707800406,11.043779315991738,14.620626285268177,13.342428363060705,5.549989719270435,0.000756760754918333
4800,12.289119073430136,11.050328096753931,14.816029971102111,13.413458987300837,5.6723539159974905,0.0007807863841310139
4900,12.364135512073107,11.03790478982431,15.093570641633637,13.485926153782113,5.745981958674374,0.0008086744475743252
5000,12.451181010597658,11.057064021106815,15.19036011825896,13.592162599687871,5.94471767401027,0.0008632660086484537
