milliseconds,G0,G1,rA,I,rI,A,AI,A2,G2,G3
0,1.0001562690747217,-0.00017839904551935352,0.0006846560641402404,-0.1269611332882024,-0.02098174738666722,2.0978527194719145,-0.362065181406346,0.32900419615005755,0.0,0.0
100,1.0002283273419266,-2.102431706371415e-06,0.08082515848215208,-0.0503130619505111,0.037857113645018356,1.2011235141605405,-0.5082046185010001,0.5384670746557108,0.0,0.0
200,1.0002393644615337,-8.133230385288949e-05,0.21128114275931315,0.205421155517447,0.0178622446065186,-0.6455140910004983,-0.07816978568347138,-0.07887004932428411,0.0,0.0
300,0.9999039585496002,-2.7798310117779845e-05,0.32870440111216837,0.27971232382813926,0.04201741889117583,-0.658719998529125,0.2547817585291234,-0.015959287899650277,0.0,0.0
400,0.999966681509251,-0.00022814565923321998,0.36381602724937123,0.15813289334368807,0.06879640166517466,-1.067355908726171,-0.14558085891046466,0.5377269378648878,0.0,0.0
500,1.0000538973983064,0.00011883235673200104,0.35353321246639413,0.2531172830854142,0.09786939258529255,-0.992627704533376,0.08906407559857624,-0.5164756674960173,0.0,0.0
600,1.0002293474548396,0.00017323353757786478,0.550204252697348,0.3452767433975469,0.12473312082094024,1.501056909277283,-0.6921097293328493,-0.6929174289480275,0.0,0.0
700,1.000227349641693,-5.0395039945032e-05,0.6570029086902711,0.8261734446355251,0.10530493274541045,4.733461234537705,-0.4229460498786218,0.4803309702512217,0.0,0.0
800,0.9998925199748832,-0.00011298203850074047,0.7966190652681218,0.9315565501749484,0.15152559054157602,6.690496927177878,0.08940960619789759,0.4821980036137462,0.0,0.0
900,1.0000193588123443,-0.00022744560522454312,0.8356167200187381,1.0583838498218894,0.14326333780577866,3.239095524797675,-0.4609759139309229,0.7649706296283355,0.0,0.0
1000,1.0001980500829237,7.082316732037644e-05,1.0468985432638327,1.3610740027822816,0.1995196158610284,3.981134883002803,0.5728687653357261,0.1135530105991488,0.0,0.0
1100,1.0001036428964263,0.00011283684358999777,0.9728332077934616,1.5955474798424958,0.1924447695743505,9.59920499572667,-0.22277373905225556,0.44935892157835394,0.0,0.0
1200,0.9998154302670217,0.00014519928958562763,1.079127022762465,1.7323734489300513,0.19014056885757452,7.399749213074658,-0.3250084774192529,0.7990387592644363,0.0,0.0
1300,0.9999524721632242,-7.546003653304322e-05,1.2427290858646023,1.9980872753680787,0.20336475822436711,9.554631670244433,0.5653543275052152,0.4821404780213967,0.0,0.0
1400,1.0001030308356065,-0.00014663088454595203,1.2141360426982937,2.152633032605999,0.23976250288177892,13.894046145632345,-0.07131514112607659,0.29274858319197705,0.0,0.0
1500,0.9999403146701714,5.966457126503924e-05,1.3941175212679262,2.516987073499296,0.25400706774571186,15.768403647414296,-0.42373650527396794,0.7076108499211986,0.0,0.0
1600,0.9998496642200938,2.6261432799858897e-06,1.6595441269812987,2.7960609595449206,0.2644534089803748,15.371187814807383,0.5697440617772153,0.8470242135426893,0.0,0.0
1700,0.9999667123935799,0.00018510567609958167,1.5247895594433338,3.301640601389386,0.3021827793502899,15.78201303375772,1.0214684495019704,0.168455312376678,0.0,0.0
