miliseconds,A,C9,C9X,X,AC9X,AC9,C3,C3_star,C3_starX,C9_starX,C9_star,AC9_star,AC9_starX
1000,19.26869625644377,18.51806403999987,0.7778050085393703,39.217640500772866,0.03265312844966709,0.7297818753333584,199.96190878924688,0.039192950301815195,0.001806254420113579,2.345147136108778e-06,9.695872626157679e-05,-5.136051869827416e-07,2.8388959049506887e-07
1100,19.22039034646285,18.423938848581177,0.8133092490480559,39.162472052615634,0.03424565661122178,0.7504613751912057,199.9527415349813,0.047013514389421106,0.0026158105355439287,6.087394423488384e-07,8.344704093809122e-05,5.58721940430053e-06,3.549546199461793e-07
1200,19.132110606896045,18.317147602497283,0.9220884314283718,39.08206878928902,0.0427038509884776,0.8279607842505,199.9396484209049,0.050042823930083156,0.0025997239423844807,3.311492241504673e-06,7.769706524694652e-05,8.763715945500141e-06,4.485470269342588e-08
1300,19.056772307237,18.13348128674401,0.9800038782144103,39.018542917970045,0.046587373519019266,0.8971707818409729,199.93365654408362,0.06898886755808073,0.005525908376184888,2.474055808231934e-06,9.858790997931894e-05,3.191255663066371e-06,1.0112740018285297e-07
1400,18.986043843316708,17.935062448462407,0.9821232123389831,38.94880197699104,0.059804453267512034,0.9657297422270088,199.92013214459837,0.07095668177244735,0.0035008021609969292,1.22048995899388e-06,0.00010924720728449113,1.2148984231782714e-05,-8.489466779282822e-08
1500,18.94523535422052,17.834124976789592,1.07707009520741,38.8972258316399,0.0585863224691552,0.9994106629510762,199.92017090000172,0.07723520402739965,0.0056287288891775375,3.072356611062648e-06,0.00016090535557107555,1.1077613946018345e-05,4.260967509508409e-07
1600,18.901021041323176,17.775063484848378,1.110359959556091,38.77143118544485,0.0611367705039826,1.017002186149657,199.9098604099766,0.07989817528752177,0.005901811922608466,3.596109118928067e-06,0.0002099102047329539,1.4476747626606528e-05,2.9168433321246416e-07
1700,18.862491808883423,17.541959423587137,1.1962587410215633,38.6965043260511,0.07580644883765819,1.0741081613900119,199.9057276554673,0.09213053854884516,0.006517608874893502,5.51439500786791e-06,0.00020680281013672318,1.3546030366938406e-05,4.906915116914576e-07
1800,18.786154299174743,17.416935251250894,1.2644438137035037,38.57672083788126,0.0836576518356996,1.1432176649874042,199.89462285762087,0.09980597680184411,0.008141987478794023,5.081288375780003e-06,0.0002668091014174321,2.1579627155881628e-05,1.6235280746741238e-07
1900,18.681343683468842,17.29091588138788,1.341370861403102,38.55416127495718,0.0935758780147649,1.1644649417589896,199.88567305913202,0.11531130128869305,0.009070938646097365,4.802906411794314e-06,0.0002744311991042451,2.0498970617272288e-05,6.076003000758244e-07
2000,18.67782892570596,17.2031994725276,1.4213799240054754,38.473248248874185,0.09663654412640771,1.22337645094149,199.86204653167937,0.12161154675001212,0.011690427563870294,6.375979014836884e-06,0.0003199970924115447,2.193856393168571e-05,8.465771750555333e-07
2100,18.585261279618095,17.17911007174036,1.4466220726229988,38.38540741634671,0.10785275608669065,1.2901590892789316,199.86121074346838,0.12343888016726759,0.011617542010592388,1.0882105276347212e-05,0.0004088230972655084,2.3602630430685983e-05,6.999550039754707e-07
2200,18.521098695860548,17.011531724735523,1.5335297403524917,38.3813699903665,0.11904691606663678,1.3336650211891943,199.84870209259833,0.1360022687226584,0.012831822269544163,1.139319797001775e-05,0.00038601625225583,2.9404906405807868e-05,1.054498504025225e-06
2300,18.488924099727395,16.831470801739613,1.614160932591584,38.25155173830319,0.12543990982054673,1.3556349269326335,199.82947523726892,0.14978250209004262,0.016678630769003312,1.367434375574877e-05,0.0004751587634198535,3.215362361282619e-05,1.2863951079926297e-06
2400,18.40943564444217,16.75721392891612,1.642313234532438,38.220390593568005,0.13790798023584086,1.4260814015674064,199.81999327952573,0.15149078010422937,0.019030767021647993,1.2324440530847584e-05,0.00050734444802627,4.182761834548377e-05,1.122075452723904e-06
2500,18.38170963464777,16.699178112217243,1.6852299386065732,38.11911157953348,0.14906555617719866,1.4488357877199567,199.80823744464297,0.16293355696138037,0.019411083818468115,1.41781202596041e-05,0.0005589423526212462,4.578057552078771e-05,1.2828058952872032e-06
2600,18.305096859286646,16.54319561519767,1.722856444168502,38.098855573164286,0.15822621871002376,1.5187186026589923,199.79521063974505,0.18059828419337487,0.020695546081691867,1.8143107110943113e-05,0.0005898241554653688,5.079098151500244e-05,1.9272916782504205e-06
2700,18.26062144539474,16.527949030961103,1.8057458043725323,37.996434703907845,0.1697192185371315,1.5200784082850431,199.784229647067,0.18652554451998474,0.024809578792269613,1.962414293505416e-05,0.0006483626063873023,6.809981769859857e-05,1.6951626363606292e-06
2800,18.262042780595177,16.349114490521927,1.901568764335198,37.9200159740096,0.18666043566613882,1.5528872831308251,199.77296496681902,0.2036395560564891,0.024363350823195067,2.4204637206037363e-05,0.0007625753136842688,7.346870241310394e-05,2.2388253691654824e-06
2900,18.190273381939665,16.24663064584156,1.9588896414419927,37.87060169272184,0.19921410981290233,1.6265432191794504,199.75986286253135,0.21077435431642724,0.02866079697782542,2.408514570012679e-05,0.0007931349172606136,7.39340250956892e-05,2.8814003174295108e-06
3000,18.14371709596403,16.070448789837194,1.9589029709478718,37.76362927828489,0.20889217514502845,1.6653373723051763,199.74157636869094,0.22101675773933355,0.03159114948523794,2.8053513230888266e-05,0.0008342474100895749,8.48886211925228e-05,2.73300756384874e-06
3100,18.08601572589918,15.982181456236248,2.064021781486861,37.742756898359964,0.21014666682026095,1.670456498538858,199.7387220449409,0.23262322984083653,0.032465612980512634,3.2605603331111704e-05,0.0009324377117659171,9.342251427288544e-05,3.5387609264658434e-06
3200,18.03759287428001,16.023760766988392,2.1197654223845803,37.661774567198336,0.2283345123548891,1.7209484878998909,199.71877867194786,0.23506310113160653,0.034648713568936625,3.5318436916628355e-05,0.0009713413001274384,0.00010757375061889706,4.1511295118765435e-06
3300,18.042200618625426,15.926628436447446,2.19039729721199,37.59181336954823,0.23990693955810738,1.7328068988840473,199.7157648350517,0.24739553389134114,0.03787233741942416,4.1416412490879335e-05,0.0010863874122008636,0.00011411797111061307,4.323649182921342e-06
3400,17.981597040391314,15.799041132315184,2.171588618818781,37.53204810488105,0.2567610793884167,1.8018316420117724,199.69578108406535,0.26868315658449743,0.04242840910535579,4.354781782797653e-05,0.0011010718811052978,0.00012583544457604317,5.008234478091444e-06
3500,17.952816720400158,15.637204189012092,2.27488167246188,37.43634041506373,0.25967625571715963,1.82432282218977,199.68814079592553,0.27581724137083236,0.04406605409960441,4.926007703021616e-05,0.0011973528437555043,0.00013969892815583277,5.4538536086576676e-06
3600,17.90668286684639,15.616519234938382,2.3095184743909067,37.358448622072764,0.2694459082141742,1.854679745603388,199.66564785537005,0.27971096870337453,0.04703804724800914,5.215640873248569e-05,0.0013240888224264331,0.00015474418290484,6.369796677510439e-06
3700,17.798570129497175,15.541750189852051,2.350654128392918,37.344385257250565,0.28267746903384555,1.9118503697887452,199.64723456293945,0.3016448254352686,0.04992580280242878,5.73880724829524e-05,0.0013404944276560432,0.00016952257546433286,7.301529927541626e-06
3800,17.75534609490498,15.401585639006736,2.4246784969380313,37.19731923672236,0.30247039612744214,1.8947290848478189,199.64310613787342,0.3075592047409327,0.054829685587753224,6.062653470055262e-05,0.0014645954097205268,0.0001811438060425398,7.68713834168922e-06
3900,17.72531865536076,15.206799250837804,2.5078585690246005,37.16900153167011,0.3069038290476601,1.941488964145249,199.61673156891484,0.3212570645008036,0.05678731495571613,6.628540153096056e-05,0.0015176525878896775,0.00019487734319325293,8.841411811837764e-06
4000,17.745373660799004,15.18732072872478,2.511590497260484,37.05198329759875,0.32116360904908864,1.9788359107630022,199.60688061328443,0.3329392694618992,0.06185263414323598,7.363715590537959e-05,0.00163605945411729,0.00021770229025715922,9.79829742592893e-06
4100,17.660913674640625,15.10265169995525,2.5287669976997504,37.00133275009996,0.3375987166067096,2.0204328327770624,199.5974255185802,0.3434798664229508,0.06605274233263231,7.887049134597772e-05,0.0016956815508074744,0.00022399120844405,1.055445629018148e-05
4200,17.626527173754774,15.00551421546958,2.6270157985962372,37.00604858550021,0.3452014536127481,1.9983742748706468,199.57180647517927,0.35539190132113335,0.06791678827106844,8.616941744446958e-05,0.0018252098308760094,0.00024362101701867444,1.1346087603929764e-05
4300,17.60952182657146,14.914639401940857,2.6476464727147095,36.872929032822505,0.3652130499725107,2.04338278522668,199.55296198413288,0.3608168739441863,0.07369426258126377,9.072656959172115e-05,0.0019614771357515724,0.00025952212536049134,1.2546786030068894e-05
4400,17.541125275534938,14.855114376304595,2.7578214443245366,36.84847630317126,0.37316764284389553,2.0479944162375046,199.54875698311758,0.3829755164353948,0.07844589251202795,9.935276943315217e-05,0.0020467854914942227,0.0002834869587497575,1.3878552258008333e-05
4500,17.552314619921656,14.83259051244227,2.7924268513240165,36.793655552919915,0.3905374750677922,2.115973050809267,199.53431108703185,0.39184917493767196,0.08269340353460523,0.00010783354966175972,0.0020875977688190627,0.00030379798840307197,1.4973177756971068e-05
4600,17.465988545432904,14.66607404316959,2.844366947134698,36.73931198778718,0.4025127471330675,2.084970877328438,199.5132893304876,0.40034964943016493,0.0855510743534195,0.00011349755229651304,0.002206926399864993,0.0003203798169303655,1.6573142267969075e-05
4700,17.45836529960749,14.615749974492362,2.8828895729519277,36.65052697582486,0.4232007805958361,2.148838700835255,199.49237787230805,0.4154201333666974,0.09083584440114453,0.00012526400172686755,0.0023569732156911165,0.00033885052418795576,1.772138304272069e-05
4800,17.398872806362956,14.517865827085332,2.919396902561519,36.58041652136734,0.42918473674167684,2.1547655518607156,199.48018165198027,0.43054411307426294,0.09369482750598056,0.00013005791779356228,0.0024471393803159585,0.0003605933932086434,1.9885713314546146e-05
4900,17.414974378776222,14.393528398340505,2.9406660235822626,36.54918365911212,0.4433646244584137,2.150325259951183,199.46527132468228,0.43118771363236036,0.10070100701923744,0.00014086467862472498,0.0025806006830729235,0.0003838190709936648,2.1062048972096363e-05
5000,17.316179591895605,14.278210727678843,3.024373125818449,36.402753386478565,0.45267431676849645,2.2045700492912985,199.4532307487641,0.45544569615055047,0.10341960618075845,0.00015122878910539905,0.0026733308724516593,0.00041327568880277047,2.2946921121590403e-05
