miliseconds,A,C9,C9X,X,AC9X,AC9,C3,C3_star,C3_starX,C9_starX,C9_star,AC9_star,AC9_starX
0,19.98280919452563,19.95685208186132,-0.0004271519482455698,40.010708782631674,0.0023668473644773494,-0.026835129141089663,200.00029851085262,-0.0005557566214315836,-0.0008545132571071279,1.6149106715840386e-06,8.758328869105613e-06,-7.505773827332131e-07,-2.702890044213164e-07
100,19.885237063005732,19.924616278976067,0.11479715413932524,39.948760188055005,-0.0058613576131748635,0.08956010207781716,200.00576893008335,-0.002439118213900562,-0.0008717248429888964,1.5682986683291385e-06,2.630121761838647e-05,-4.22278125676523e-07,4.330125448533763e-08
200,19.846376875365735,19.72176022622525,0.17574020397536372,39.891397613370344,0.00606618338424292,0.13685078349977087,199.9956175639598,0.011761619502467097,0.0012713783825780973,-1.740267026565484e-06,1.8878744210341922e-06,1.2889015745033113e-06,-2.170294755451905e-08
300,19.758544518684335,19.449725624570817,0.22219563349603316,39.73707425295036,-0.002210064373004881,0.22397364637334619,199.98512353744002,0.007144387413392591,-0.0004904524597641991,-2.115144577336857e-06,3.814062641131099e-05,2.2672668293777895e-06,-2.764036060038734e-07
400,19.669099916860034,19.331409261502067,0.29366278323174644,39.65466778453698,0.0004490630933436301,0.2843354674636158,199.98166200361186,0.01180916572364757,-0.0007285895495716974,-4.2310899794671003e-07,-8.721226152336406e-06,4.431901572726936e-06,3.9171587332998356e-08
500,19.584640555252243,19.30449839559147,0.39631765515364914,39.608944130325455,0.011810489220917856,0.3694177669796335,199.98346620462974,0.011887551540998083,0.000583626200721074,2.1825623527584895e-06,-1.3841658165417024e-05,2.117183762812653e-06,4.08001072005331e-08
600,19.520419655477696,19.107914106369748,0.4899296704781656,39.535068075734166,0.00830679853876279,0.46992286565628855,199.97360897428453,0.01545501713927772,-0.0004158927238251895,-7.5527230886189e-07,5.68217916255266e-05,-4.344689151828727e-06,7.266400455187165e-08
700,19.4437704291894,18.950929822721015,0.5740834649198887,39.46103189551471,0.019436428731755218,0.5377176968413991,199.97619045306723,0.02540700604617695,0.0003080798773510162,-1.8748809190241463e-06,2.3366063385640906e-06,-4.034492390129182e-06,-3.2256111680686106e-08
800,19.441034165385812,18.856464843151368,0.6206587195910661,39.34030588018212,0.01462386370263162,0.5565341281805266,199.9632621616573,0.025146985821825434,0.0010788652738749865,-6.082991657177842e-07,4.0220540332286934e-05,-4.183486460996243e-06,1.634769810969054e-07
900,19.32899974236902,18.73048101906609,0.7113089673315719,39.28823709113905,0.026317787678495776,0.6724037820965473,199.9545619948129,0.032290786168178084,0.003014683451695602,2.4664110997133325e-06,7.374648421714481e-05,3.0066898983025914e-07,-2.3821126507708275e-07
