miliseconds,A,C9,C9X,X,AC9X,AC9,C3,C3_star,C3_starX,C9_starX,C9_star,AC9_star,AC9_starX
0,19.975423435044465,20.004103724135653,-0.02981513190969927,39.94979259885814,0.0018056005917304388,0.017001013384982156,200.0034280969705,0.005429243977386082,0.0014979192446399287,-1.3710243040080167e-06,3.3682301443233656e-05,3.347096714018493e-06,1.716394055610601e-07
100,19.895702779334762,19.92139325611997,0.10731499779347223,39.93151117559691,-0.0015244251270571567,0.09763162762194083,200.0048895252507,0.0032455137659918886,-0.001478637838622869,-1.6636007479889242e-06,-2.4028813179980784e-05,2.2984580530820397e-06,-3.621569908596099e-09
200,19.82740051238825,19.710141132493728,0.17080144288097662,39.83249025282808,0.0053736978478981815,0.14214616749341663,199.98846838420587,-0.0017829417803722951,0.0010983740366259402,1.5624754055679853e-06,1.1464870342396996e-05,5.27479122217576e-06,3.035751911166483e-07
300,19.8036339309709,19.537519376459677,0.21971481362078463,39.730909921317256,0.0024508197849885806,0.21848991429979792,199.99673031912297,0.001990120801915396,-0.0005453969934212234,-1.4218189843892692e-06,-1.104405105002502e-05,4.915026248608688e-06,-3.9412375477923894e-08
400,19.663948050931477,19.39477375052167,0.3385301212803149,39.63407037770375,0.011500428202315323,0.32426753113675827,199.9794921895298,0.015116772377798097,0.0014242670642580424,-4.823270852889468e-07,-5.436681697092501e-06,-2.6677889528726877e-06,-2.8739516132382267e-07
500,19.65582715944399,19.273409065517672,0.3668069601312308,39.613533366492824,0.0022470033852199766,0.3855757626829919,199.97713176237087,0.02074254535437515,0.00018829172440485654,-1.1736537783418023e-06,-5.134856793403239e-07,6.12444367866858e-06,1.1006378176163895e-07
600,19.549888638037853,19.121648440293036,0.421421343884825,39.52816152027891,0.01632513944461988,0.41862254821702793,199.97646014152372,0.0236264769608117,0.002115692208214987,-1.7756183117264282e-07,5.899852317765035e-06,6.5430314249709305e-06,1.1554372218524469e-07
700,19.472775749826237,18.944540656268554,0.523295487933662,39.41203442213421,0.01813060144780634,0.5070549415372533,199.97085379028505,0.026934676211017347,0.0011217335874674026,-1.6174872322336689e-06,-5.654196756681501e-06,-4.23749794510783e-06,-2.528354884607258e-07
800,19.435189315439413,18.851036512425555,0.6124569825648603,39.352557052521725,0.020072247997011447,0.5609977295209865,199.96412145320787,0.03095464307764328,0.001108443049732727,3.370329588682897e-07,3.885000360091431e-05,-7.497696213612268e-07,-8.38290634804405e-08
900,19.32717122713788,18.58592617204083,0.7022998304444679,39.28386176235479,0.02942862263517175,0.6187145013595436,199.95480451356357,0.031181159534362082,0.000783132640032058,-6.806460962433983e-07,1.814547850560784e-05,-6.540406114197648e-07,-9.726899306288208e-08
1000,19.25131356412147,18.45227587496073,0.7351298593296349,39.23638254768671,0.02949925916481083,0.6830960855715521,199.9573905874891,0.0371657594360317,0.0026498673812220927,4.727278975839437e-09,9.810402582788553e-05,8.168539758018446e-07,1.4032054919670274e-07
1100,19.17182017157966,18.383732746302673,0.8450502180353043,39.09996021490341,0.032231330709677694,0.7882555101962105,199.94104496702462,0.051621558040793214,0.003941370999103159,1.761557519939036e-07,7.568480093729339e-05,4.9575650379743605e-06,1.2222732610514825e-07
1200,19.170769578767562,18.190920034854127,0.9234941363182363,39.065107500160096,0.03983941007986469,0.8190020501922032,199.9409636053884,0.06110294303525128,0.0023689677295506877,5.676322927237635e-07,0.00010825932573080539,2.7265645539560486e-06,-7.498843226918264e-08
1300,19.036543107434373,18.084092887482235,0.9732433324523768,39.03548075592324,0.050181822511724525,0.9118086081799637,199.93988395621676,0.06850321701924725,0.004210944390637819,2.2646410048845747e-06,9.81259732691253e-05,5.102544504159175e-07,-1.4412928839499642e-07
