milliseconds,A,C9,C9X,X,AC9X,AC9,C3,C3_star,C3_starX,C9_starX,C9_star,AC9_star,AC9_starX
0,20.009010994249554,19.9926568646794,0.015012640329218641,39.97235891095197,0.00013166902140528345,0.014467974211456564,199.99981462131117,-0.005911169016850371,-0.0012315007915700287,5.414027575073049e-07,-1.1120153586838141e-08,-4.34253842872967e-06,-3.064164066398026e-07
100,19.89981178603666,19.90094136945996,0.06073756424929101,39.94787580622751,-0.0014540172192889058,0.11119503773869535,199.99414164250078,-0.0039906003637269856,0.0005661046179087163,1.382697290574447e-06,-3.5526500547236226e-05,3.880476112087291e-06,-3.1650474525138457e-07
200,19.87649549374958,19.73695201016114,0.1508554408831097,39.79883292496662,0.004373022186678644,0.1830179306928912,199.99595398127045,0.01090612740434932,0.0009669979989929857,-1.459902468168559e-06,2.7336188590936698e-05,-1.6830467792884918e-06,-1.49504532412717e-07
300,19.787745276409414,19.463145630626016,0.2550801592392435,39.7552291523087,-0.0036821326281180886,0.20236381620825145,199.9872717094599,0.009324434323692041,0.001025315706733689,1.2730778769209657e-06,2.1047668503750447e-05,3.186144449333941e-06,9.351611869670111e-09
400,19.673837875919485,19.382696530761,0.2911144215886757,39.72049655098843,0.005549905912591844,0.30811096750857564,199.98604945627932,0.010917814612249024,-0.0012536516974401433,5.606864412757017e-07,9.10349243938961e-07,1.722740605538956e-06,1.0635810515887963e-07
500,19.64134359610845,19.23642926995736,0.4157572383236632,39.582717141290566,0.010980584626145427,0.3765102208725301,199.97610447703178,0.014790453521698419,2.484333628417453e-06,1.6704562593311329e-06,2.839445082401389e-05,5.051190862544757e-06,-2.1978038954934206e-07
600,19.529072357753225,19.01705585864517,0.47842803102847686,39.5590938353208,0.006475253682375603,0.43876888287530813,199.9775703783244,0.01816448889921567,0.00039226883552094635,2.0663584143912953e-06,3.4804985544332044e-06,5.443205466268744e-06,-2.1591296809791052e-07
700,19.47330502531123,18.995025697470265,0.5727264939559394,39.41554513997628,0.016847984428573826,0.5321342816207338,199.97969896390114,0.032497442918008046,-0.0003980369308769805,-1.199193993692111e-06,6.516403446893254e-06,4.49860900920572e-06,9.468320659987099e-08
800,19.37931244044446,18.8169498610051,0.6433407135264776,39.42624386768225,0.02327581614865419,0.5860754482608385,199.96712336179314,0.024949494371525355,0.002251393111211263,1.046978625856345e-06,3.871800137640563e-06,4.196476879349036e-06,-2.4645078763819913e-07
900,19.344706315245798,18.608715036472923,0.6683673043272028,39.326162860350934,0.017389544699509932,0.6464852872449658,199.96711782822413,0.036303298712251304,0.0008607577086785574,-8.006264043176476e-07,5.515392783918029e-05,2.4197928608062314e-06,1.77733964937303e-09
1000,19.22916553519965,18.46630346538864,0.7318086273152523,39.23526710648951,0.02719883604581684,0.6909599450640815,199.95702061830048,0.044742807052555185,0.0014329404577003713,2.6894267087963685e-06,9.287774458862285e-05,-8.48913792354607e-07,-2.2810488829916355e-07
1100,19.179226502174714,18.379725267242364,0.8272348073085022,39.18644337720685,0.03880739185140923,0.7883462518311143,199.95048293363533,0.05334903510907864,0.0028541905321480075,8.909619767708698e-07,7.998316029219016e-05,5.895729087549847e-06,-1.2466863969320002e-07
1200,19.12027120689888,18.26967608847206,0.9164578354880326,39.12013655779444,0.041957558885100686,0.8118823947610763,199.94887726684195,0.06150172018595317,0.003673335377291047,3.466910409264151e-07,8.955332644068084e-05,3.820859471007972e-06,3.777043539535678e-07
1300,19.059206789707908,18.108108664114237,0.917863439715177,39.01853657436294,0.04619898722886025,0.863110633393742,199.93187677902262,0.05643722704956923,0.0033215550965322396,3.900067872242756e-06,0.00011143556781379249,4.867278745542905e-06,-2.2246194131326883e-07
1400,19.02270939010616,18.02789109950029,1.0410053408848225,38.88423140138739,0.059293998666296935,0.9199836850267193,199.91853717038916,0.07169270831983272,0.004577697071105488,4.058058323563417e-06,0.00015348039042863178,1.1099959750320038e-05,-1.8590261458794563e-07
1500,18.980181048759498,17.819476599255136,1.0496036071953736,38.89929505986414,0.053377798123612444,0.9860503389463913,199.91794701543552,0.07312887750529988,0.007103695652617013,1.1341571063075987e-06,0.00017159421018997324,6.283167293526665e-06,5.163716285405475e-08
1600,18.904705094583186,17.756994337579968,1.1288780585987972,38.74113974818467,0.06651554190966683,1.025140600815823,199.90387956262148,0.07987288282847038,0.0074695863681886205,4.587696400004557e-06,0.00019483777784837429,9.988845749726292e-06,2.044107247402656e-07
1700,18.803475037951106,17.631578062661312,1.236661961767378,38.68249161206459,0.07945463794371971,1.108820811202123,199.89639521547426,0.09718888467129941,0.00874246444609931,4.61507336703559e-06,0.00021288104767984407,1.601759248995053e-05,8.217195483846973e-08
1800,18.796253090995798,17.50582036490199,1.272245498949206,38.607152937107415,0.08011694302281519,1.1345651088597175,199.8930340428017,0.0992684181107453,0.009123314329901999,4.934924263033364e-06,0.00026767278784258565,2.081045723179534e-05,4.841907989333389e-07
1900,18.7070517919102,17.365954702835378,1.3578570624010677,38.52131336046505,0.09017267676745623,1.1949336291692545,199.8781052294309,0.10877848821573542,0.008580401680657988,5.617275356594541e-06,0.00026432049494250025,2.061965653607815e-05,7.524397741412647e-07
2000,18.68372864617849,17.28605129670265,1.4292858135898714,38.43405157502012,0.0949442806529607,1.26014907049674,199.8649994666453,0.12447448889128888,0.011112094613443743,9.626569810473446e-06,0.0003579104678866046,2.8681919631926714e-05,2.3760753052084205e-07
2100,18.638376392795887,17.21150508960247,1.5061415461704262,38.42086626762714,0.11656863906570904,1.3116299801027107,199.86248413261362,0.1273203801340741,0.013262656117665554,6.96876854594797e-06,0.0003645410564505379,2.5821973786446643e-05,6.821952399818814e-07
2200,18.519121521702395,17.01946971900969,1.498814661118551,38.32990309956226,0.12479889867206893,1.3597446852331825,199.84407580704138,0.13762304879545506,0.015407284566837627,1.2194581113184766e-05,0.0004503967791652151,3.294663617358133e-05,6.634162037850834e-07
2300,18.504847137976355,16.822847125594922,1.6219591397227717,38.29041177686649,0.12797017793066107,1.3733761058082359,199.83998110374247,0.15416059616822156,0.016465765937592677,1.0657639152478463e-05,0.000491141912315043,3.4802007530852864e-05,6.975902190245217e-07
2400,18.43220591882213,16.759793213743244,1.6197818427496276,38.197999816713576,0.14258617692280023,1.4303913004021693,199.81626878815493,0.15466384122287222,0.01857074243928979,1.2602339742431554e-05,0.0004922643524076898,3.747460328171291e-05,9.547153049740055e-07
2500,18.36250024818029,16.673804221629656,1.69330031250804,38.143609689500074,0.15481828033504957,1.4456673290950866,199.81333646303557,0.1641351254740884,0.021017880749569964,1.7022587343259776e-05,0.0005235626220468817,5.348195707469752e-05,1.3616919349369567e-06
2600,18.35675316419519,16.4897501349311,1.7399439976484072,38.079291621446096,0.15755553496438296,1.5142901120750198,199.80732969064206,0.18444969878896852,0.022926071443129355,1.9869361800631506e-05,0.0006085500146202988,5.462269474590268e-05,1.8498647117265229e-06
2700,18.292276896296983,16.401230562640034,1.8349451031366308,37.933315928468616,0.1767323040456143,1.558966357600516,199.79032707462176,0.1848934016390107,0.02214634077376068,1.986251617878253e-05,0.0006920770487631151,6.688644104968699e-05,2.0563083634263672e-06
2800,18.228003876307092,16.378073967330643,1.9223250362856055,37.88675248777637,0.18182741249674209,1.5516789846355128,199.77057862772074,0.19460959334442451,0.025234212377657866,2.238885132801108e-05,0.0007057703905111023,6.941929215948011e-05,2.0780472108974854e-06
2900,18.177600200530833,16.331243264379843,1.9269541755857105,37.833239593184096,0.19389235381556405,1.6238330811790724,199.7667855328671,0.21361224811316482,0.02693940075709256,2.7589293033886754e-05,0.0007660398435464062,8.171119851698668e-05,2.4316084523088285e-06
3000,18.161849331821426,16.104723220097153,2.0211243003374646,37.731694117887805,0.21004214592947423,1.6367303799400827,199.7548969634804,0.22084343204667803,0.03152190382529684,2.811564415900348e-05,0.0008194605399957103,9.148121908661861e-05,3.2731507128001334e-06
3100,18.11372173417409,15.986729724845123,2.007040956031692,37.66566313530191,0.21575066771801873,1.7017765314827304,199.7418317889196,0.22396333701292956,0.03462441002017053,3.4274630950735856e-05,0.0009463804208521045,9.651880757644429e-05,3.3835798690489198e-06
3200,18.043561641627825,16.02816405115476,2.0827462046998653,37.61451948985744,0.23291106092901037,1.7164532401568777,199.7253406056245,0.2400812375877871,0.03423418828157637,3.696662265015555e-05,0.0010312812306815966,0.00010524339635163796,3.6628026838305785e-06
3300,18.0166459670148,15.864276418886588,2.1248416786252275,37.567365065366545,0.24074567462406068,1.7886736257910978,199.70416031102073,0.256749535150825,0.039247886265354394,3.834167322813541e-05,0.001100460895336718,0.00012111038871087973,4.180156178486356e-06
3400,17.975643517051164,15.774757628964785,2.1804254826638276,37.457582437830084,0.2444576090081124,1.776187400096984,199.69684652051276,0.2659613149202507,0.041989412162430864,4.542178080061718e-05,0.001137566676839126,0.00013390266177933972,5.171540136430581e-06
3500,17.887897218885083,15.722413208164252,2.244581065143098,37.426099318461794,0.26339515947226877,1.8251950335228355,199.67326306207124,0.28106766398316285,0.04568374848521491,4.711093233582995e-05,0.001208126165569227,0.00014436146954333422,5.453998296931397e-06
3600,17.889097590834456,15.520762760939203,2.30211796777247,37.347461523124416,0.280695392117556,1.8588279573308386,199.67132394866255,0.27954581979373183,0.04903642084238143,5.124515264212106e-05,0.0012709538779532594,0.0001586890447972802,6.200008937946719e-06
3700,17.860378337722043,15.505082518443476,2.367330419647742,37.32328611566641,0.28286550884614137,1.8742825436552042,199.65185529216308,0.29473220598619776,0.052350981117053975,5.55947284806813e-05,0.0013466405739952915,0.00017111552972895997,6.966772202844569e-06
3800,17.795963007599966,15.302022938934043,2.372581525313823,37.245725041370406,0.30577247559651977,1.9254565887643904,199.63592949959857,0.3111542666210736,0.05499929632591448,6.37567622886285e-05,0.001489675479301607,0.00018775587313445968,7.754609301272982e-06
3900,17.718939360542198,15.26621935749394,2.4813406501061226,37.170045515473475,0.3062471108075338,1.9340931358479825,199.62643759029496,0.31781836017652343,0.05712876305296743,6.997917724975361e-05,0.0015157753523164397,0.00019834512970026537,8.652734080126907e-06
4000,17.73571820232787,15.249451251396595,2.4995283244970428,37.13296165326554,0.32640262741919424,1.9837407944901668,199.60397932271425,0.3265821172336211,0.061766211453834985,7.551908172653376e-05,0.001633826373927098,0.00021577178722913715,9.607180814917775e-06
4100,17.6476668087775,15.074198487007125,2.595251382546441,36.997819891300274,0.33607652788151604,1.9648859963750802,199.59839049628553,0.33905216472217453,0.0649605401228522,8.12731495478991e-05,0.0017483423162597692,0.00022628546961737616,1.0841927976490037e-05
4200,17.61977156800613,15.088469423517873,2.613789283945927,37.01376319068898,0.3573363263738504,2.0122190827156032,199.57343185595084,0.3592992403397607,0.06943532444906954,8.821243653132005e-05,0.001820629169592055,0.0002449680618956721,1.1731717293810652e-05
4300,17.590601386771176,14.952101989658269,2.688710338043898,36.85684019295828,0.35883921500131133,2.0198406951843726,199.5600656457619,0.3619817010574348,0.07412065406524893,9.158217451135519e-05,0.001938559240491239,0.0002618081856852078,1.2631311583997312e-05
4400,17.5217704365745,14.871228527152855,2.6770555284683453,36.791409772374706,0.37990556178214474,2.068414829283328,199.5528086736429,0.3763788339085193,0.07672373878431593,9.920835803239071e-05,0.0020352985599931452,0.00027905665766073535,1.3925783386849239e-05
4500,17.49736898970328,14.765712077183919,2.7416587413235853,36.74518928910711,0.3901581874653011,2.079811039402225,199.53026766590193,0.394362597599746,0.07962020686860541,0.00010803961776619417,0.0020945624063842456,0.0003037322429104062,1.5250333105320408e-05
