miliseconds,CRP,CRPsiteI_crp,CRPsiteII_crp,CRPsite_cyaA,CRPsite_genome,CRPsite_ptsGp1,CRPsite_ptsGp2,CRPsite_ptsHp0,CRPsite_ptsHp1,CRPsite_ptsIp0,CRPsite_ptsIp1,CRPsite_mlcp1,CRPsite_mlcp2,Mlc,Mlcsite_mlcp1,Mlcsite_mlcp2,Mlcsite_ptsGp1,Mlcsite_ptsGp2,Mlcsite_ptsHp0,Mlcsite_ptsIp0,CRP_cAMP,CRP_cAMP_CRPsiteI_crp,CRP_cAMP_CRPsiteII_crp,CRP_cAMP_CRPsite_cyaA,CRP_cAMP_CRPsite_genome,CRP_cAMP_CRPsite_ptsGp1,CRP_cAMP_CRPsite_ptsGp2,CRP_cAMP_CRPsite_ptsHp0,CRP_cAMP_CRPsite_ptsHp1,CRP_cAMP_CRPsite_ptsIp0,CRP_cAMP_CRPsite_ptsIp1,CRP_cAMP_CRPsite_mlcp1,CRP_cAMP_CRPsite_mlcp2,Mlc_Mlcsite_ptsGp1,Mlc_Mlcsite_ptsGp2,Mlc_Mlcsite_ptsIp0,Mlc_Mlcsite_ptsHp0,Mlc_Mlcsite_mlcp1,Mlc_Mlcsite_mlcp2,IICB,IICB_Mlc,CYA,IIA_P,IIA_P_CYA,mRNA_cyaA,mRNA_crp,mRNA_ptsG,mRNA_ptsH,mRNA_ptsI,mRNA_crr,mRNA_mlc,IICB_P,IIA,HPr_P,HPr,EI_P,EI,cAMP
2900,5.420608601747096e-06,7.433168765364656e-11,1.9044286155464454e-10,3.10853244830126e-11,3.6743614284891096e-09,1.2017299794351767e-10,1.2017146323760226e-10,1.2017156191127091e-10,1.201702793793182e-10,1.201715107216833e-10,1.2017275603766166e-10,1.2017026864038341e-10,1.2017331027536902e-10,5.517064334591437e-10,2.426700153052208e-10,2.428200067620775e-10,2.188507338623128e-10,2.1885072867694422e-10,2.188507218064295e-10,2.1885072717421257e-10,1.0221259561108725e-07,1.6866459921674302e-10,5.2557360553515085e-11,2.119182275026293e-10,3.755579158139378e-09,1.2282952280153463e-10,1.2282798590857198e-10,1.2282669736212779e-10,1.228272950719933e-10,1.228283862573196e-10,1.228280958420939e-10,1.2282823794115753e-10,1.2282951891712614e-10,2.414826655601316e-11,2.4148264471861902e-11,2.4148277483092887e-11,2.414827832551498e-11,3.2533466148612295e-13,1.8085321931230038e-13,4.284392201560294e-05,1.6546081773942705e-07,1.4952064601910068e-06,7.00953107780882e-06,7.3466655563472146e-09,1.3642481424384085e-08,5.0255316546245305e-08,4.556076605365715e-07,1.1411111604653512e-07,1.0038113593214015e-08,9.386096837598757e-07,1.5101151230306768e-09,7.105545600938287e-06,9.623179531018557e-05,7.586827691775208e-07,1.1793077873825158e-05,2.431912881914438e-07,8.609805094112822e-07,4.7163273472012297e-07
3000,5.420606195881516e-06,7.432908628311308e-11,1.904409039437963e-10,3.108302438272678e-11,3.674334332908638e-09,1.2016859219417545e-10,1.2016906075557472e-10,1.2016819321039452e-10,1.2017068484124076e-10,1.2016788487166479e-10,1.2016825360686297e-10,1.201709461830749e-10,1.2017013955774198e-10,5.517063866533289e-10,2.4267001539776987e-10,2.428200068101709e-10,2.188507369473801e-10,2.1885074081951452e-10,2.1885072904857186e-10,2.1885074156732643e-10,1.0221386377522788e-07,1.686688566022958e-10,5.255688682334626e-11,2.1191929009169038e-10,3.755667258352238e-09,1.228295411425199e-10,1.228292445539346e-10,1.2282969032695673e-10,1.2282947280383903e-10,1.22831312542362e-10,1.228320051843762e-10,1.2283124983414076e-10,1.2282987125080722e-10,2.414826211434944e-11,2.4148257642813386e-11,2.414827063629151e-11,2.414826660627288e-11,3.2533454129183176e-13,1.8085313279364852e-13,4.28439262041992e-05,1.654608401606039e-07,1.4952444502029904e-06,7.009534011358762e-06,7.346983544921074e-09,1.3642377590194985e-08,5.025541642346313e-08,4.5561003596607746e-07,1.1411117023275137e-07,1.003813070602856e-08,9.386096649983589e-07,1.5101154877818646e-09,7.105549333076372e-06,9.623183185914387e-05,7.586832806991823e-07,1.1793079119881693e-05,2.431913300162649e-07,8.609806939463448e-07,4.7167103122363827e-07
3100,5.420605491002889e-06,7.43283403016504e-11,1.90440627306095e-10,3.108246925479997e-11,3.6742188315078627e-09,1.2016871577832577e-10,1.2016860552101036e-10,1.2016582453297587e-10,1.201671688786086e-10,1.2016691850443092e-10,1.2016856374401752e-10,1.2016880533028118e-10,1.2016600689751187e-10,5.517059330397169e-10,2.4267001553850323e-10,2.4282000683849113e-10,2.188507398352345e-10,2.1885073825153464e-10,2.18850749041751e-10,2.188507396661745e-10,1.0221995187969689e-07,1.6866846492851816e-10,5.255888169103922e-11,2.119209732634519e-10,3.755773634829107e-09,1.228342315337395e-10,1.228311447561706e-10,1.2283201104437215e-10,1.228341348054879e-10,1.228338556859949e-10,1.2283217849690519e-10,1.22832151663289e-10,1.2283129386837472e-10,2.414825281058343e-11,2.414826154410811e-11,2.414825210322579e-11,2.4148258628919832e-11,3.253344126385429e-13,1.8085307956258643e-13,4.28439594032149e-05,1.6546085451237865e-07,1.4953536223140195e-06,7.009541589688968e-06,7.347123069090086e-09,1.3642305436264738e-08,5.0255573771900625e-08,4.556149388636899e-07,1.1411141720140597e-07,1.0038165287172353e-08,9.386096523762044e-07,1.5101153600076667e-09,7.105552875330391e-06,9.623187998832606e-05,7.586833856461218e-07,1.17930885054743e-05,2.431913675393593e-07,8.609807915060228e-07,4.7168516121739644e-07
3200,5.4206015298262605e-06,7.432732099312467e-11,1.9043940263967699e-10,3.108112719979141e-11,3.67418714509882e-09,1.2016552740983562e-10,1.2016404291299245e-10,1.2016597808767256e-10,1.2016657446364974e-10,1.201658273315842e-10,1.2016680475597525e-10,1.201638688237046e-10,1.201650633024506e-10,5.51705619113825e-10,2.426700155061596e-10,2.42820006931946e-10,2.188507545195282e-10,2.1885075919806003e-10,2.1885075663698387e-10,2.1885075909860084e-10,1.0222349473616498e-07,1.6867179800611627e-10,5.256152295285597e-11,2.1192113787328586e-10,3.755797575347567e-09,1.228352758620156e-10,1.228340804367508e-10,1.2283614226269185e-10,1.228350919348673e-10,1.2283584051725366e-10,1.2283624413310291e-10,1.2283451757241547e-10,1.2283573832267607e-10,2.4148245906096044e-11,2.4148252747989864e-11,2.4148245418452642e-11,2.4148239575122133e-11,3.253345041146643e-13,1.8085303454895144e-13,4.284396756837304e-05,1.6546087820225557e-07,1.4954086300317126e-06,7.00954216447781e-06,7.347602077752067e-09,1.3642214696275051e-08,5.025593236215791e-08,4.556159587202636e-07,1.141118807901344e-07,1.0038193433852003e-08,9.386096444034966e-07,1.510115793625164e-09,7.105561117521109e-06,9.623196226508166e-05,7.58683726227484e-07,1.179309028479442e-05,2.4319141234468426e-07,8.609812026085616e-07,4.716864050754584e-07
3300,5.4206004328153346e-06,7.432399495183686e-11,1.904361386242555e-10,3.10804719045427e-11,3.674109300417738e-09,1.2016432748835983e-10,1.201615717043045e-10,1.201624223973383e-10,1.2016369842848093e-10,1.2016165657690394e-10,1.2016234511700142e-10,1.2016477852766372e-10,1.2016254548686283e-10,5.517055700785214e-10,2.4267001576522645e-10,2.4282000703061784e-10,2.1885076004232784e-10,2.1885076130013488e-10,2.1885076622474364e-10,2.1885075617695089e-10,1.0222359005185193e-07,1.6867312144422588e-10,5.256118832935604e-11,2.1192217419943953e-10,3.755828304483832e-09,1.228376234862924e-10,1.2283827929227047e-10,1.2283649677632403e-10,1.2283741622262865e-10,1.2283663852076432e-10,1.2283677367422763e-10,1.2283823829509517e-10,1.2283639424732102e-10,2.4148243747970365e-11,2.4148237287852923e-11,2.4148237258144324e-11,2.4148235308988575e-11,3.2533422158656777e-13,1.8085293898604755e-13,4.284400919025597e-05,1.6546092611978652e-07,1.4954448283589462e-06,7.009544689967587e-06,7.3474598885412164e-09,1.3642152225439498e-08,5.025616384539168e-08,4.5561945737163506e-07,1.1411220575976219e-07,1.00382371694168e-08,9.386096461034671e-07,1.5101162775924887e-09,7.105562675212484e-06,9.623203060389146e-05,7.586838894460063e-07,1.1793093420821968e-05,2.431914777249118e-07,8.60981290587771e-07,4.7171687590009616e-07
3400,5.420601772082339e-06,7.43235906716085e-11,1.9043480308526797e-10,3.1080601924066276e-11,3.6740702642418076e-09,1.2016006354937365e-10,1.2016100483924544e-10,1.201615303707833e-10,1.2016211209030187e-10,1.2015963273232008e-10,1.2015984969088757e-10,1.201596484026875e-10,1.2016082845478213e-10,5.517051095705811e-10,2.4267001604318065e-10,2.428200070969961e-10,2.1885076978284732e-10,2.1885077846207412e-10,2.1885076917095995e-10,2.1885076798641147e-10,1.0223063820191678e-07,1.686744810639872e-10,5.256283116244621e-11,2.1192290814712876e-10,3.755931051336238e-09,1.228375202334326e-10,1.228389236761728e-10,1.2284039981500942e-10,1.228394454582415e-10,1.2283976661877594e-10,1.228404280225245e-10,1.2283849060488537e-10,1.22839591114323e-10,2.414821751265893e-11,2.4148223141030382e-11,2.414822260059401e-11,2.414821764042238e-11,3.253340184639075e-13,1.8085290627931775e-13,4.2844050047558496e-05,1.6546094915292569e-07,1.4954603609628343e-06,7.009554259795423e-06,7.347866267943551e-09,1.3642054619964755e-08,5.0256255802622416e-08,4.55624159812734e-07,1.1411259180912896e-07,1.0038253552954478e-08,9.386096305693978e-07,1.5101162846713662e-09,7.105570070754009e-06,9.623201582993232e-05,7.586841924545874e-07,1.1793101612788825e-05,2.4319152357821615e-07,8.609818194746615e-07,4.71730886198478e-07
3500,5.42059709886187e-06,7.432131296147666e-11,1.904331829720655e-10,3.107939699656392e-11,3.674044175911857e-09,1.2016045544302107e-10,1.2015933241001017e-10,1.2015747932637094e-10,1.201582943377399e-10,1.20159641304279e-10,1.2016025588441608e-10,1.201587092053272e-10,1.2016037209466116e-10,5.517047543005947e-10,2.426700161576569e-10,2.428200072292351e-10,2.1885079144123109e-10,2.1885078466275157e-10,2.1885079506510868e-10,2.1885078170818063e-10,1.0223109748501212e-07,1.686773029484921e-10,5.2564709725031667e-11,2.1192369195138963e-10,3.75600516964994e-09,1.2284156117515736e-10,1.228416862953121e-10,1.2284079689811146e-10,1.2284238102082684e-10,1.2284138333727854e-10,1.2284081620277582e-10,1.2284022661684383e-10,1.228397412105893e-10,2.4148216324144513e-11,2.4148216323647966e-11,2.4148211916717986e-11,2.4148211957157738e-11,3.253338663856019e-13,1.8085276993329602e-13,4.284407765258472e-05,1.6546098267129835e-07,1.4955656881604202e-06,7.0095543155723564e-06,7.34805292335951e-09,1.3641981027037445e-08,5.025649860406213e-08,4.556282727171308e-07,1.1411311353284665e-07,1.0038278455371154e-08,9.38609619797366e-07,1.5101167520087204e-09,7.105577773840585e-06,9.623209213344005e-05,7.586845033303327e-07,1.1793109432639058e-05,2.4319156170867535e-07,8.609821367991389e-07,4.717434399166183e-07
3600,5.4205966561933615e-06,7.432110589117909e-11,1.9043292587912216e-10,3.107759307488917e-11,3.6739771421072515e-09,1.2015712622189175e-10,1.201578891163244e-10,1.2015592214292023e-10,1.2015787252231877e-10,1.201555671873001e-10,1.2015835470606454e-10,1.201573607805599e-10,1.2015538348273956e-10,5.517044117982218e-10,2.4267001638924117e-10,2.4282000744527914e-10,2.1885080551984904e-10,2.188507978089301e-10,2.1885079973840669e-10,2.188508007805513e-10,1.0223539435401352e-07,1.6867961001820296e-10,5.2566076915617195e-11,2.119247744135651e-10,3.756097900143203e-09,1.2284439985438226e-10,1.2284186587169562e-10,1.2284292864004325e-10,1.2284156379889276e-10,1.2284452426629194e-10,1.2284239282313324e-10,1.228418272230395e-10,1.228421406716469e-10,2.4148190736878863e-11,2.4148205248927436e-11,2.4148189582499886e-11,2.4148204910172605e-11,3.2533367026376964e-13,1.8085256441801694e-13,4.284411987451188e-05,1.6546101764926085e-07,1.4956033728639455e-06,7.0095563221068815e-06,7.348405852897591e-09,1.3641824721245384e-08,5.0256724267005374e-08,4.5563038527782255e-07,1.1411331382810318e-07,1.003831019937668e-08,9.38609616271038e-07,1.5101169316089646e-09,7.1055845364270274e-06,9.623210868862179e-05,7.586850580590669e-07,1.1793112865788891e-05,2.4319165374073075e-07,8.609824857732194e-07,4.717451217393757e-07
3700,5.420596477651836e-06,7.431738950814397e-11,1.904322941813558e-10,3.107644962349029e-11,3.6738542887045226e-09,1.2015480466838908e-10,1.2015415897783324e-10,1.2015377412213212e-10,1.2015550797520378e-10,1.2015557064766501e-10,1.201553500934171e-10,1.2015522923674448e-10,1.201547753234292e-10,5.517041146868128e-10,2.426700166204861e-10,2.42820007538266e-10,2.1885081388196853e-10,2.1885081812761362e-10,2.1885081130410645e-10,2.188508154103261e-10,1.0223621064709925e-07,1.6868116545042213e-10,5.2567473626696015e-11,2.119261271951276e-10,3.7561648486625195e-09,1.2284475786861568e-10,1.228436469730916e-10,1.2284545098371024e-10,1.228442930920354e-10,1.2284666593186e-10,1.2284604205067422e-10,1.2284480646419118e-10,1.228452085436439e-10,2.414818056507923e-11,2.414818242443355e-11,2.4148183511509963e-11,2.4148187261279936e-11,3.2533336711996206e-13,1.808525576063331e-13,4.2844146086689774e-05,1.6546105682913815e-07,1.4956547668792333e-06,7.009558162890075e-06,7.348606660233769e-09,1.3641723263281024e-08,5.025700828266695e-08,4.556340298418446e-07,1.141138050905992e-07,1.0038354879631381e-08,9.386096007163032e-07,1.5101174774326482e-09,7.105588666098048e-06,9.62322073811748e-05,7.586852353403281e-07,1.1793122741387489e-05,2.431917083702568e-07,8.609828246974846e-07,4.7178209256132643e-07
3800,5.420598255196383e-06,7.431652908910984e-11,1.904289850302603e-10,3.107693965626102e-11,3.673820424213336e-09,1.2015298695127854e-10,1.2015345692805642e-10,1.201526314953892e-10,1.201536718914535e-10,1.2015400162364054e-10,1.201525277104096e-10,1.201527137737031e-10,1.201541141397547e-10,5.51703679904959e-10,2.4267001693244153e-10,2.428200076968201e-10,2.188508294925042e-10,2.1885084425638145e-10,2.1885083003077502e-10,2.188508368143451e-10,1.0224292440713226e-07,1.686819523298546e-10,5.256808677367419e-11,2.1192649273207095e-10,3.756221756233361e-09,1.2284644928625377e-10,1.2284562344418103e-10,1.228473119908439e-10,1.228466647685839e-10,1.228467077365945e-10,1.228482811995739e-10,1.2284789347087873e-10,1.2284856293285092e-10,2.4148164603150568e-11,2.4148164215898e-11,2.414816367524745e-11,2.4148161242566395e-11,3.253331523847743e-13,1.8085240974062305e-13,4.284418012076026e-05,1.6546106500475114e-07,1.495729505151616e-06,7.009566425173764e-06,7.348806690415235e-09,1.364168190371907e-08,5.0257325421994844e-08,4.556360793716896e-07,1.1411425624953842e-07,1.0038376747932762e-08,9.386095919527287e-07,1.5101178638975331e-09,7.105593146754958e-06,9.623226179136473e-05,7.586857328120537e-07,1.1793132418112701e-05,2.431918157658659e-07,8.609831519648374e-07,4.7179294663699637e-07
3900,5.420596092271682e-06,7.431583024055345e-11,1.9042864520339316e-10,3.1075876236922766e-11,3.6737001709529683e-09,1.201496927878626e-10,1.2015211319373448e-10,1.2014946955447273e-10,1.2014966082654446e-10,1.201507572209544e-10,1.2014932077271567e-10,1.2015217162503255e-10,1.2015133809971802e-10,5.51703139526396e-10,2.4267001714384315e-10,2.428200078250477e-10,2.1885086106706992e-10,2.1885085691576222e-10,2.1885084898318113e-10,2.1885085146550158e-10,1.022434889477926e-07,1.6868211018249413e-10,5.2569866713586606e-11,2.119279098202814e-10,3.7562833906619325e-09,1.2284999795045013e-10,1.2284944788024887e-10,1.2285025962950628e-10,1.2284758280722016e-10,1.2284877576579874e-10,1.228495091968754e-10,1.2284792121946358e-10,1.228476622192667e-10,2.414814730240985e-11,2.4148142763327306e-11,2.4148140533641143e-11,2.4148147767361908e-11,3.253328706901451e-13,1.8085215067155005e-13,4.284423438746002e-05,1.6546110350464058e-07,1.495748060380578e-06,7.009569178016446e-06,7.349160167029251e-09,1.3641570706698394e-08,5.025751357423017e-08,4.556401155562534e-07,1.1411464403711645e-07,1.0038412485913635e-08,9.386095849252644e-07,1.5101178833219073e-09,7.105600899288024e-06,9.623229710817408e-05,7.586859423580248e-07,1.1793140259422375e-05,2.4319189133563985e-07,8.609836720678055e-07,4.718088976749494e-07
4000,5.420597471685876e-06,7.431317368785787e-11,1.904277249949665e-10,3.1074108451574326e-11,3.673645539313117e-09,1.2014854450000236e-10,1.201497247591664e-10,1.2015002573381046e-10,1.2014919991104742e-10,1.2014893228155803e-10,1.2014934619069725e-10,1.2014948156585727e-10,1.2015023646555596e-10,5.517028047018589e-10,2.426700174495828e-10,2.4282000805821325e-10,2.188508842698821e-10,2.1885087661602292e-10,2.1885087124551275e-10,2.1885087654480986e-10,1.0225103346072954e-07,1.6868509074106523e-10,5.2571318409223475e-11,2.119286114009129e-10,3.756311934668589e-09,1.2285057523141822e-10,1.2284983097667315e-10,1.2285197702758817e-10,1.228519116882319e-10,1.2285077745090887e-10,1.2285163919386375e-10,1.2285004404220642e-10,1.2285128293454178e-10,2.4148114108973755e-11,2.4148115896667373e-11,2.4148119836704798e-11,2.414812904683963e-11,3.2533253449277154e-13,1.8085195270067795e-13,4.284428888823601e-05,1.6546113002702045e-07,1.4957646284496836e-06,7.009570202037234e-06,7.349556348071146e-09,1.3641428509176153e-08,5.025779061643226e-08,4.556435673548609e-07,1.1411501330974212e-07,1.0038442872047121e-08,9.386095772490144e-07,1.510118096250203e-09,7.105610404637398e-06,9.623231529097415e-05,7.586863060950378e-07,1.1793148202256486e-05,2.431920254335786e-07,8.609840075638046e-07,4.718146210331398e-07
4100,5.420598945721527e-06,7.431066777127838e-11,1.9042549200702247e-10,3.107412630732214e-11,3.6735810402856206e-09,1.2014801303091353e-10,1.2014786800289302e-10,1.2014806911484515e-10,1.2014572321331599e-10,1.2014644661603792e-10,1.2014718540905593e-10,1.2014795977261173e-10,1.2014853001842804e-10,5.517021646189999e-10,2.4267001794742585e-10,2.4282000817824026e-10,2.1885090615346185e-10,2.188509060955303e-10,2.1885089830663468e-10,2.1885090147495894e-10,1.0225442501917675e-07,1.6868604980024182e-10,5.257218724623279e-11,2.1192878216282277e-10,3.7563618423250405e-09,1.2285273350757104e-10,1.2285416544363047e-10,1.2285285065378817e-10,1.2285252209021107e-10,1.2285279973712925e-10,1.2285310895243125e-10,1.228532684606174e-10,1.2285367464546163e-10,2.4148101219182048e-11,2.4148093573907835e-11,2.4148103904672824e-11,2.414809226362577e-11,3.2533209355770417e-13,1.808518651128264e-13,4.284434324199046e-05,1.6546115738942016e-07,1.4958008745375857e-06,7.0095694136054326e-06,7.34962874063621e-09,1.3641364584715914e-08,5.0258155151114515e-08,4.5564778165999524e-07,1.1411527268411981e-07,1.003850254865251e-08,9.386095592399545e-07,1.5101183496225038e-09,7.1056179302423774e-06,9.623242957212949e-05,7.586869568603139e-07,1.1793154253500368e-05,2.4319215063454575e-07,8.609845605654214e-07,4.718440669312168e-07
4200,5.420595600150601e-06,7.430895133908626e-11,1.904242294827346e-10,3.1072477872719216e-11,3.673545262408548e-09,1.201445975417597e-10,1.2014498868752765e-10,1.2014342811862995e-10,1.2014416443651976e-10,1.201439564288238e-10,1.2014519104827368e-10,1.2014606589525162e-10,1.2014423655244477e-10,5.517016493007263e-10,2.426700180746339e-10,2.428200084171784e-10,2.188509297817605e-10,2.1885092058328544e-10,2.1885091649549604e-10,2.188509287975921e-10,1.0225625838122515e-07,1.6868726391746034e-10,5.257435726438827e-11,2.1193044908272034e-10,3.756459585148721e-09,1.2285419177763062e-10,1.2285607251171836e-10,1.2285578933064262e-10,1.2285421033659386e-10,1.228536181159752e-10,1.2285530672122702e-10,1.2285494106472892e-10,1.22856492257438e-10,2.4148072510816172e-11,2.4148075210935643e-11,2.4148074882299365e-11,2.4148070757793826e-11,3.2533186618057356e-13,1.8085160543733776e-13,4.28443816283882e-05,1.6546122393946723e-07,1.4958574319814994e-06,7.009571607649635e-06,7.3500631674247754e-09,1.364119556988756e-08,5.0258372278039305e-08,4.5565448571757947e-07,1.141158334002302e-07,1.0038523901150868e-08,9.386095613976599e-07,1.510118344442869e-09,7.10562561248184e-06,9.623240991549847e-05,7.586873203757805e-07,1.1793165338493207e-05,2.4319223945014684e-07,8.609850975271239e-07,4.718507331895695e-07
4300,5.420596584612451e-06,7.430791438938282e-11,1.904234536135651e-10,3.107264885601626e-11,3.6735592213337718e-09,1.2014320386870423e-10,1.2014362850775056e-10,1.201416217020218e-10,1.2014284228733347e-10,1.2014353581323584e-10,1.2014325475902761e-10,1.2014178358267653e-10,1.2014326420450235e-10,5.517008677432146e-10,2.426700185897241e-10,2.4282000854333906e-10,2.1885094584062671e-10,2.1885094696819078e-10,2.1885095457213771e-10,2.1885095089163997e-10,1.0225777317698587e-07,1.6868908259468546e-10,5.2575762214121786e-11,2.1193140482640717e-10,3.756507251742619e-09,1.228554221446563e-10,1.2285659886727754e-10,1.2285622746455503e-10,1.228576377206313e-10,1.2285655185339708e-10,1.2285533434514634e-10,1.2285748963175565e-10,1.2285720383162166e-10,2.414805499658676e-11,2.4148057506241742e-11,2.414804760571183e-11,2.414805365939036e-11,3.2533130509045947e-13,1.8085137916076194e-13,4.284445053301595e-05,1.6546125273161128e-07,1.4959631276333574e-06,7.009574704832699e-06,7.349958064008542e-09,1.3641144230852805e-08,5.025872829709686e-08,4.5565806660491844e-07,1.1411629432340897e-07,1.0038558622116445e-08,9.386095494672363e-07,1.510119013709854e-09,7.105633763690569e-06,9.623252695452786e-05,7.586880300746197e-07,1.1793170301121885e-05,2.4319234733979625e-07,8.609856232308882e-07,4.718745244120622e-07
4400,5.420602136382303e-06,7.430719295072832e-11,1.9042271782519436e-10,3.107098940981519e-11,3.6734688931158135e-09,1.2014122011769875e-10,1.201402806668156e-10,1.2014152277863677e-10,1.2014002255604131e-10,1.2014111607427292e-10,1.201405091967903e-10,1.2014019875276552e-10,1.2014071230767265e-10,5.517000747265724e-10,2.4267001907419184e-10,2.428200088206448e-10,2.1885097021266667e-10,2.1885097954398034e-10,2.1885097007484418e-10,2.1885096949596399e-10,1.0226255466503523e-07,1.6869244806873111e-10,5.257695818364951e-11,2.1193114549638268e-10,3.756558349676442e-09,1.2285895449260483e-10,1.2285908580176056e-10,1.22857545768309e-10,1.2285968745453938e-10,1.2285876849080399e-10,1.228602477648236e-10,1.2285923696058957e-10,1.228597149706127e-10,2.4148017385453827e-11,2.4148018526588223e-11,2.4148016591506963e-11,2.4148027992313913e-11,3.2533114184399835e-13,1.8085116976493804e-13,4.284451607723445e-05,1.6546128587617615e-07,1.4959559390598237e-06,7.009573878167841e-06,7.3501386653940165e-09,1.364096565290058e-08,5.0258918709907896e-08,4.556623688889709e-07,1.1411683647272533e-07,1.0038617263374085e-08,9.386095354181934e-07,1.5101192834855975e-09,7.105645308647847e-06,9.623253928241244e-05,7.586884093769079e-07,1.179317987534824e-05,2.4319246991495504e-07,8.609860801093886e-07,4.718671414546799e-07
4500,5.420603447621812e-06,7.43046585660107e-11,1.9042144949925331e-10,3.10704742641683e-11,3.673358017038214e-09,1.201398401746241e-10,1.2014005138377553e-10,1.201392692254885e-10,1.2013990585469344e-10,1.201387575205025e-10,1.2013829378687037e-10,1.2013820355868235e-10,1.2013844366959833e-10,5.516994194709987e-10,2.426700193318155e-10,2.428200090390035e-10,2.1885100763402388e-10,2.1885101313238414e-10,2.1885100801463263e-10,2.1885100834507914e-10,1.0226397689284725e-07,1.686930163792734e-10,5.2578098368436354e-11,2.119330806246531e-10,3.7565816353405885e-09,1.2285912690814405e-10,1.2286116788840928e-10,1.2286035065181471e-10,1.228606538476005e-10,1.2285925941353535e-10,1.2286200005639918e-10,1.2286156732301063e-10,1.2286018178202048e-10,2.4147987616255847e-11,2.4147989552651437e-11,2.4147999775223528e-11,2.4147990000468635e-11,3.2533061459637106e-13,1.8085088887480597e-13,4.2844573829794776e-05,1.6546130060932475e-07,1.4959989389569904e-06,7.009576672028867e-06,7.3507167284890654e-09,1.364084557824254e-08,5.02592825366392e-08,4.556662197304441e-07,1.1411729319753194e-07,1.0038638576898217e-08,9.3860953213456e-07,1.5101193134379452e-09,7.10565600183988e-06,9.623254522475029e-05,7.586887531514219e-07,1.1793188218600326e-05,2.43192578717547e-07,8.609867890484235e-07,4.7188210427781423e-07
4600,5.420604426329236e-06,7.430335309693508e-11,1.9041899199654162e-10,3.106987405594726e-11,3.6733355647428648e-09,1.2013616344360972e-10,1.2013619181928563e-10,1.2013755555755748e-10,1.2013790324558188e-10,1.2013903033064878e-10,1.201363954763953e-10,1.2013821258416013e-10,1.2013697964171713e-10,5.516987927989112e-10,2.4267001975048457e-10,2.4282000929820667e-10,2.1885103462625698e-10,2.188510407642996e-10,2.1885103672806437e-10,2.1885103455995835e-10,1.0226770940207979e-07,1.6869329145945632e-10,5.2580309069678275e-11,2.1193289247897286e-10,3.756624550040972e-09,1.228619115543225e-10,1.2286392325370358e-10,1.2286377984951689e-10,1.2286149566513479e-10,1.2286275923834535e-10,1.2286160152492415e-10,1.2286107270656517e-10,1.2286234054042753e-10,2.4147960928595602e-11,2.4147960145495396e-11,2.4147962096143602e-11,2.414796619538365e-11,3.253301814978304e-13,1.8085069738495822e-13,4.2844635066010845e-05,1.654613238779604e-07,1.4960978134952891e-06,7.00957736737669e-06,7.350933780931599e-09,1.3640743575861712e-08,5.0259679474277936e-08,4.556703532604605e-07,1.1411795885506143e-07,1.0038701028734908e-08,9.38609525577048e-07,1.5101191933321845e-09,7.105662939169623e-06,9.62326235974317e-05,7.586893605235933e-07,1.1793197943372087e-05,2.431927427990653e-07,8.609875309302721e-07,4.718969101715692e-07
4700,5.420607246804138e-06,7.430121326339649e-11,1.9041951752902584e-10,3.1068800039424515e-11,3.673250866348641e-09,1.2013483125584782e-10,1.201371256115221e-10,1.2013729950933143e-10,1.2013574171658145e-10,1.201355195867892e-10,1.2013595119199592e-10,1.2013462404892994e-10,1.2013465095609812e-10,5.516979886677654e-10,2.426700202760147e-10,2.428200095675534e-10,2.1885107085512004e-10,2.1885107013806697e-10,2.188510621277953e-10,2.1885106061381557e-10,1.0227335626016724e-07,1.6869661551145584e-10,5.258088581714016e-11,2.1193415053338769e-10,3.756745819691045e-09,1.2286390878369158e-10,1.228630731704715e-10,1.2286556202620642e-10,1.2286454165048613e-10,1.2286497203865788e-10,1.2286542661893766e-10,1.2286573709614225e-10,1.228652354890174e-10,2.4147935708058167e-11,2.4147925435870878e-11,2.41479253331086e-11,2.4147927780709985e-11,3.253295785363566e-13,1.808503536061847e-13,4.28447206068735e-05,1.6546133704263456e-07,1.49609084032284e-06,7.0095836913842675e-06,7.350879266538899e-09,1.364063492130202e-08,5.0259903787980186e-08,4.5567241428737205e-07,1.1411839243882885e-07,1.0038734054592497e-08,9.386095167412173e-07,1.5101196045139222e-09,7.105676230712865e-06,9.623264601870545e-05,7.586898060962678e-07,1.1793211705646744e-05,2.4319289435706643e-07,8.609880674956897e-07,4.719151249471063e-07
