milliseconds,CRP,CRPsiteI_crp,CRPsiteII_crp,CRPsite_cyaA,CRPsite_genome,CRPsite_ptsGp1,CRPsite_ptsGp2,CRPsite_ptsHp0,CRPsite_ptsHp1,CRPsite_ptsIp0,CRPsite_ptsIp1,CRPsite_mlcp1,CRPsite_mlcp2,Mlc,Mlcsite_mlcp1,Mlcsite_mlcp2,Mlcsite_ptsGp1,Mlcsite_ptsGp2,Mlcsite_ptsHp0,Mlcsite_ptsIp0,CRP_cAMP,CRP_cAMP_CRPsiteI_crp,CRP_cAMP_CRPsiteII_crp,CRP_cAMP_CRPsite_cyaA,CRP_cAMP_CRPsite_genome,CRP_cAMP_CRPsite_ptsGp1,CRP_cAMP_CRPsite_ptsGp2,CRP_cAMP_CRPsite_ptsHp0,CRP_cAMP_CRPsite_ptsHp1,CRP_cAMP_CRPsite_ptsIp0,CRP_cAMP_CRPsite_ptsIp1,CRP_cAMP_CRPsite_mlcp1,CRP_cAMP_CRPsite_mlcp2,Mlc_Mlcsite_ptsGp1,Mlc_Mlcsite_ptsGp2,Mlc_Mlcsite_ptsIp0,Mlc_Mlcsite_ptsHp0,Mlc_Mlcsite_mlcp1,Mlc_Mlcsite_mlcp2,IICB,IICB_Mlc,CYA,IIA_P,IIA_P_CYA,mRNA_cyaA,mRNA_crp,mRNA_ptsG,mRNA_ptsH,mRNA_ptsI,mRNA_crr,mRNA_mlc,IICB_P,IIA,HPr_P,HPr,EI_P,EI,cAMP
0,5.420700190031307e-06,7.436744692014622e-11,1.904710009463739e-10,3.1102661325611136e-11,3.6756128258634504e-09,1.2021021745915062e-10,1.2021092144623918e-10,1.202111089142113e-10,1.2021153641268682e-10,1.2020843255193594e-10,1.2020890197878376e-10,1.2021160035877962e-10,1.2021125258353073e-10,5.517199068639854e-10,2.426700000721135e-10,2.4281999995163025e-10,2.1884999239396914e-10,2.1884999732537627e-10,2.1884999392595548e-10,2.1884999455438013e-10,1.0213798350618005e-07,1.6863076865208563e-10,5.252800870042865e-11,2.1190022254231535e-10,3.7544032483722165e-09,1.227902411998709e-10,1.2278882448126181e-10,1.2278858544322418e-10,1.2279029137186798e-10,1.22791216577494e-10,1.2279054968933533e-10,1.227904769140712e-10,1.2279114878057753e-10,2.4148994832701752e-11,2.4148994339690995e-11,2.414900330824451e-11,2.4149004238181677e-11,3.253499670977006e-13,1.8085993794283598e-13,4.2843985760752515e-05,1.6546000629815408e-07,1.493359797267232e-06,7.009400954945299e-06,7.3372245645766175e-09,1.3643010812063705e-08,5.025397153297319e-08,4.55590301191217e-07,1.1411007442959622e-07,1.0037988772636955e-08,9.386100022002219e-07,1.5100997485151727e-09,7.105502895316022e-06,9.62300138869311e-05,7.586697793805679e-07,1.179299698788275e-05,2.4318997178043e-07,8.609800289284032e-07,4.710783165565407e-07
100,5.420748032888423e-06,7.439334385055953e-11,1.9049058221444132e-10,3.111600741691797e-11,3.676578920716571e-09,1.2024195988245235e-10,1.202432591004791e-10,1.20242093617715e-10,1.2024093088068195e-10,1.202433509028275e-10,1.2024385618945147e-10,1.2024298321384034e-10,1.2024215771518562e-10,5.517026095825761e-10,2.426700175649486e-10,2.428200080399166e-10,2.188508771292393e-10,2.1885087278879303e-10,2.1885087517252337e-10,2.188508839956623e-10,1.0209240179264197e-07,1.6860462088576275e-10,5.250726947387729e-11,2.1188595408436147e-10,3.753418967332451e-09,1.2275595501416647e-10,1.2275721584739055e-10,1.2275793684600693e-10,1.2275904967457865e-10,1.2275650132424186e-10,1.2275706324141898e-10,1.227583281068737e-10,1.2275611763258516e-10,2.4148129656174942e-11,2.4148115557106417e-11,2.414811717586076e-11,2.4148127006419697e-11,3.253325648144153e-13,1.8085203825227126e-13,4.284398680938206e-05,1.6546003379515698e-07,1.4934547539885335e-06,7.009365808873876e-06,7.337765371781226e-09,1.3643040968741826e-08,5.0253962717726865e-08,4.555871199940809e-07,1.1410957262172381e-07,1.0037971435741972e-08,9.386099834597118e-07,1.5101005375874908e-09,7.105494772989123e-06,9.623009148097617e-05,7.58675172273836e-07,1.1793001160522947e-05,2.431911486399974e-07,8.609789408215527e-07,4.7107764808296836e-07
200,5.4207442069241046e-06,7.439064018598988e-11,1.9048869403545654e-10,3.1114583527509703e-11,3.676414811609657e-09,1.2024121041710086e-10,1.2024081158836832e-10,1.2023881531854191e-10,1.2023970167911838e-10,1.202402854769317e-10,1.2023964866061065e-10,1.2023981650690082e-10,1.2023809555521775e-10,5.517029823810657e-10,2.4267001744866535e-10,2.428200078782499e-10,2.1885086430859605e-10,2.188508736832708e-10,2.1885087068362957e-10,2.1885087783752392e-10,1.0209402933347849e-07,1.6860903426419877e-10,5.251068789106827e-11,2.118880360378149e-10,3.753524074679872e-09,1.2276107623926202e-10,1.2276066193960918e-10,1.2275895537362657e-10,1.2276050778645204e-10,1.227619396336847e-10,1.2276015341248938e-10,1.2276116049245897e-10,1.2276167151020832e-10,2.4148132283982746e-11,2.414813496859529e-11,2.414812329886651e-11,2.4148127504355804e-11,3.253325665402963e-13,1.8085202087629506e-13,4.284400254877561e-05,1.654600623253555e-07,1.4935031646349315e-06,7.009376573604236e-06,7.3380223295253e-09,1.3643128871358492e-08,5.025370796769562e-08,4.5558725786455284e-07,1.1410935247663374e-07,1.0037958652168217e-08,9.386099819218904e-07,1.5101012525009868e-09,7.105498826318189e-06,9.623014790534043e-05,7.586756882519238e-07,1.179300378927385e-05,2.431911297143955e-07,8.609788604697929e-07,4.7109260725922586e-07
300,5.420736029595757e-06,7.438885144365136e-11,1.9048775816167712e-10,3.111338582285706e-11,3.6763350430290063e-09,1.2023678261641978e-10,1.2023654952356803e-10,1.2023751998476711e-10,1.2023780503520647e-10,1.20237422804988e-10,1.2023556479145289e-10,1.202365736285493e-10,1.202365902646199e-10,5.517031345647378e-10,2.426700171373571e-10,2.4282000782028586e-10,2.1885086563567869e-10,2.1885085529547471e-10,2.1885085706710577e-10,2.1885086135045344e-10,1.0210195578425413e-07,1.6861005256661914e-10,5.251164335088462e-11,2.1188992616763653e-10,3.753650250631385e-09,1.2276321332294089e-10,1.2276409864607063e-10,1.2276265890171198e-10,1.227622643109303e-10,1.2276477575889344e-10,1.2276222467277253e-10,1.227616003109864e-10,1.2276333774711507e-10,2.414813953256101e-11,2.414813834108097e-11,2.414813663996001e-11,2.414813616301875e-11,3.2533270691250946e-13,1.80852095030406e-13,4.284397676410904e-05,1.654600784758972e-07,1.4936536328856684e-06,7.0093821228120136e-06,7.3381648539170895e-09,1.3643103115435768e-08,5.0253543802506196e-08,4.555837067939325e-07,1.1410928793909225e-07,1.0037943672661954e-08,9.386099658603206e-07,1.5101023100271784e-09,7.10550109655552e-06,9.623025191553023e-05,7.586760378725039e-07,1.1793008197995236e-05,2.431911479580212e-07,8.609789080687373e-07,4.7113613445188464e-07
400,5.420729224923509e-06,7.438552904403962e-11,1.904844759348045e-10,3.11130880499062e-11,3.6762883290763608e-09,1.2023319842107818e-10,1.2023519994889033e-10,1.2023414859028888e-10,1.2023245908411743e-10,1.2023281348931127e-10,1.2023505616529801e-10,1.2023288937619511e-10,1.2023267128356732e-10,5.517033018833806e-10,2.4267001713503057e-10,2.428200077470263e-10,2.1885085547640905e-10,2.1885085002034173e-10,2.1885084624034928e-10,2.1885085304760142e-10,1.0210305921239485e-07,1.6861205178198385e-10,5.25135214421778e-11,2.1189112583171046e-10,3.7536581026910976e-09,1.2276651144940843e-10,1.2276725374655722e-10,1.22764910804553e-10,1.2276593816091416e-10,1.2276465136113558e-10,1.227643349168735e-10,1.2276612948979046e-10,1.2276481084729813e-10,2.414814432621284e-11,2.4148141886137638e-11,2.414813867691945e-11,2.4148147055166066e-11,3.2533276989475135e-13,1.808521644018782e-13,4.2843986995971894e-05,1.6546012850802716e-07,1.493722741532654e-06,7.009388068173054e-06,7.3388979976811515e-09,1.3643130248176233e-08,5.0253614010506296e-08,4.5558287566214387e-07,1.1410893562515021e-07,1.0037925225113539e-08,9.38609957175295e-07,1.510102758609941e-09,7.10549894710431e-06,9.623027107369763e-05,7.586764372839706e-07,1.1793006552705571e-05,2.431911521280822e-07,8.609791866299493e-07,4.7114473970571255e-07
500,5.420726116227299e-06,7.438304769361992e-11,1.9048360761765906e-10,3.1111575077024255e-11,3.6762306842737953e-09,1.202303504850824e-10,1.2022995420717237e-10,1.2023284595744563e-10,1.2023261782287246e-10,1.202300662938358e-10,1.2023023565179647e-10,1.2022972540989394e-10,1.2023255368214375e-10,5.517036423120827e-10,2.4267001711333176e-10,2.428200077643498e-10,2.1885084851839295e-10,2.1885084662221537e-10,2.1885083728548809e-10,2.1885084009672556e-10,1.0211231498323904e-07,1.68613875432022e-10,5.251529609882156e-11,2.1189133001724704e-10,3.7538313682944294e-09,1.2276807425282508e-10,1.2276884224540484e-10,1.2276870659307686e-10,1.2276918833717337e-10,1.2276852051361007e-10,1.227697889440486e-10,1.227674634490068e-10,1.2276938591712821e-10,2.4148156617316843e-11,2.414815915103858e-11,2.4148159850761036e-11,2.4148156953012116e-11,3.253329434400169e-13,1.808522978295205e-13,4.28439525604985e-05,1.65460127781515e-07,1.4937739377825316e-06,7.0093930378791366e-06,7.339125134944186e-09,1.3643216663560995e-08,5.025357173424966e-08,4.555811667871054e-07,1.1410901218542297e-07,1.0037933129986992e-08,9.38609935106967e-07,1.5101036976944668e-09,7.105501972947513e-06,9.623039901312211e-05,7.586766601518932e-07,1.179300952439346e-05,2.4319111777430826e-07,8.609789603948233e-07,4.711622999446945e-07
600,5.420717935767664e-06,7.438076279870347e-11,1.9048207866547274e-10,3.1110310279994176e-11,3.676088466404996e-09,1.2022835071312114e-10,1.2022896298825588e-10,1.2022897193203027e-10,1.2022991165817558e-10,1.2022997336678322e-10,1.202298696555172e-10,1.2022817272367906e-10,1.2022905981048197e-10,5.517037698351972e-10,2.4267001692423005e-10,2.4282000772579454e-10,2.1885082950014706e-10,2.1885083750114048e-10,2.188508344791371e-10,2.1885084306966947e-10,1.0211305116419675e-07,1.6861872021873017e-10,5.2518453794201563e-11,2.1189338178616156e-10,3.753922749334644e-09,1.227710248428036e-10,1.227729537218462e-10,1.2277212622351336e-10,1.2277296068455475e-10,1.2277176327146333e-10,1.227700292544665e-10,1.227708726609161e-10,1.2277025790258052e-10,2.414816682256137e-11,2.4148164899676604e-11,2.4148164130767453e-11,2.4148166125793317e-11,3.2533326986106563e-13,1.8085236017453295e-13,4.2843959873900236e-05,1.6546014529161994e-07,1.4938464739035225e-06,7.00940262751034e-06,7.3395591660131595e-09,1.3643193390173075e-08,5.025341346953007e-08,4.55579564106454e-07,1.1410874900903392e-07,1.0037908120912655e-08,9.386099255945271e-07,1.510104415407766e-09,7.105507071629236e-06,9.623041651717691e-05,7.586772781962518e-07,1.1793012958093564e-05,2.43191112906316e-07,8.609792200819515e-07,4.7120007482075e-07
700,5.420714075580584e-06,7.437940333921926e-11,1.9047872370330359e-10,3.1108179277206995e-11,3.6760180038381773e-09,1.2022433339674512e-10,1.2022421982251308e-10,1.2022471719487882e-10,1.2022478569454594e-10,1.202257877400196e-10,1.2022416586578445e-10,1.2022532763268983e-10,1.202258530595113e-10,5.517041250301052e-10,2.426700166056501e-10,2.428200075994017e-10,2.18850826996309e-10,2.1885083424187035e-10,2.188508304236065e-10,2.1885082672742738e-10,1.0211791014199546e-07,1.686211425323698e-10,5.251961762610319e-11,2.1189446916770293e-10,3.7539327783089406e-09,1.227749557688363e-10,1.2277365415630214e-10,1.2277446591639464e-10,1.227737174336605e-10,1.2277371438515589e-10,1.2277483737532392e-10,1.2277555293617588e-10,1.2277533526603363e-10,2.4148167726220973e-11,2.414817252121432e-11,2.41481711967586e-11,2.414817466574248e-11,3.2533332970943765e-13,1.8085244225714953e-13,4.2843926169649575e-05,1.6546019349284073e-07,1.4938673547892676e-06,7.0094078984083095e-06,7.3399239140212636e-09,1.3643238320912691e-08,5.0253463914411386e-08,4.5558029776713103e-07,1.1410868404453278e-07,1.0037914522333565e-08,9.38609910179688e-07,1.5101044591975384e-09,7.105505686503639e-06,9.623048791974847e-05,7.586771777690783e-07,1.1793015397896012e-05,2.431911419082049e-07,8.609789917338244e-07,4.7120774351622207e-07
800,5.420708055466064e-06,7.437455516587517e-11,1.904776925413445e-10,3.110735660515857e-11,3.675992841209988e-09,1.202222495898126e-10,1.202245186942095e-10,1.2022461121495527e-10,1.2022411394211624e-10,1.2022304503078228e-10,1.2022429966291444e-10,1.2022165234144568e-10,1.2022195921144978e-10,5.517040834388564e-10,2.426700165217912e-10,2.4282000755099845e-10,2.1885081604798462e-10,2.1885081020883655e-10,2.1885082355682629e-10,2.1885080972927926e-10,1.0212656244245789e-07,1.6862093150153848e-10,5.252114309883715e-11,2.1189525391637357e-10,3.754022068157008e-09,1.2277557276342054e-10,1.2277640355711228e-10,1.2277648688007679e-10,1.2277856250085874e-10,1.2277627589681378e-10,1.2277819082049324e-10,1.22777131260326e-10,1.2277609041196928e-10,2.4148181814725672e-11,2.4148180378649035e-11,2.414817830364567e-11,2.41481787328775e-11,3.253334376275566e-13,1.8085245912458855e-13,4.28439249119453e-05,1.6546021401926974e-07,1.4939238842550453e-06,7.009416184688991e-06,7.3400486750050525e-09,1.3643202896508577e-08,5.0253450437086575e-08,4.555788308761689e-07,1.141086088238691e-07,1.0037916439748676e-08,9.386099034280752e-07,1.510105167194362e-09,7.105504782539618e-06,9.623059041894008e-05,7.586778319226731e-07,1.179301802279441e-05,2.4319112228361124e-07,8.609791882812791e-07,4.7122162350378737e-07
900,5.4207008573778085e-06,7.437461468751614e-11,1.9047527920412542e-10,3.1105731944080724e-11,3.6759215705821106e-09,1.2022181640423075e-10,1.2022007527555356e-10,1.202188737508592e-10,1.202214925541212e-10,1.2022030931268788e-10,1.2022129689433178e-10,1.2021938220255093e-10,1.2022153140911367e-10,5.517045075885459e-10,2.426700165377916e-10,2.4282000742446603e-10,2.1885080449037172e-10,2.188508050439096e-10,2.1885080458052362e-10,2.188508146491889e-10,1.0212644531161225e-07,1.6862494734980677e-10,5.2523151197249004e-11,2.1189589247835986e-10,3.754167826993294e-09,1.2277798462196487e-10,1.2278041564472295e-10,1.2278107873179085e-10,1.22780895979138e-10,1.2277870595036764e-10,1.2277977448201389e-10,1.2277929031479793e-10,1.227792997369788e-10,2.4148189270519164e-11,2.4148199045917926e-11,2.414819920778505e-11,2.4148188155459523e-11,3.2533366353708267e-13,1.8085255319103086e-13,4.2843902827774715e-05,1.6546022618566075e-07,1.494011235966072e-06,7.009421392048908e-06,7.340642895817025e-09,1.3643267378620274e-08,5.0253247224037815e-08,4.555782107353803e-07,1.141087003731094e-07,1.0037896736768053e-08,9.386098866614829e-07,1.5101060583829304e-09,7.105506952425338e-06,9.623063673405709e-05,7.586781120738547e-07,1.1793020658409191e-05,2.4319110470072974e-07,8.60978926863579e-07,4.7125286951893857e-07
