miliseconds,CRP,CRPsiteI_crp,CRPsiteII_crp,CRPsite_cyaA,CRPsite_genome,CRPsite_ptsGp1,CRPsite_ptsGp2,CRPsite_ptsHp0,CRPsite_ptsHp1,CRPsite_ptsIp0,CRPsite_ptsIp1,CRPsite_mlcp1,CRPsite_mlcp2,Mlc,Mlcsite_mlcp1,Mlcsite_mlcp2,Mlcsite_ptsGp1,Mlcsite_ptsGp2,Mlcsite_ptsHp0,Mlcsite_ptsIp0,CRP_cAMP,CRP_cAMP_CRPsiteI_crp,CRP_cAMP_CRPsiteII_crp,CRP_cAMP_CRPsite_cyaA,CRP_cAMP_CRPsite_genome,CRP_cAMP_CRPsite_ptsGp1,CRP_cAMP_CRPsite_ptsGp2,CRP_cAMP_CRPsite_ptsHp0,CRP_cAMP_CRPsite_ptsHp1,CRP_cAMP_CRPsite_ptsIp0,CRP_cAMP_CRPsite_ptsIp1,CRP_cAMP_CRPsite_mlcp1,CRP_cAMP_CRPsite_mlcp2,Mlc_Mlcsite_ptsGp1,Mlc_Mlcsite_ptsGp2,Mlc_Mlcsite_ptsIp0,Mlc_Mlcsite_ptsHp0,Mlc_Mlcsite_mlcp1,Mlc_Mlcsite_mlcp2,IICB,IICB_Mlc,CYA,IIA_P,IIA_P_CYA,mRNA_cyaA,mRNA_crp,mRNA_ptsG,mRNA_ptsH,mRNA_ptsI,mRNA_crr,mRNA_mlc,IICB_P,IIA,HPr_P,HPr,EI_P,EI,cAMP
2900,5.420608918928652e-06,7.4332056458876e-11,1.9044185062494892e-10,3.1084952054849597e-11,3.6743581082466263e-09,1.2017079444210693e-10,1.2017239442514272e-10,1.2017333847299843e-10,1.201711166393972e-10,1.2017224253119024e-10,1.201731717062653e-10,1.2017123122952285e-10,1.2017171343173775e-10,5.517064895247131e-10,2.426700152241372e-10,2.428200067321078e-10,2.1885073577260783e-10,2.1885072871612195e-10,2.1885072956812287e-10,2.188507261980135e-10,1.0221175331898977e-07,1.6866597437107936e-10,5.255720270048692e-11,2.1191797120235697e-10,3.755607424637323e-09,1.2282936679344393e-10,1.2282955196802392e-10,1.228292186582391e-10,1.228289452195075e-10,1.228268014797688e-10,1.228299120306148e-10,1.2282817659393066e-10,1.228290180007167e-10,2.4148273106008385e-11,2.414827513256629e-11,2.414826830511175e-11,2.4148262023746808e-11,3.253345937606537e-13,1.808531797948196e-13,4.2843893846573583e-05,1.654608262668774e-07,1.4952379420732187e-06,7.009530978368361e-06,7.346767146310187e-09,1.3642440879774938e-08,5.02552926609136e-08,4.5560777841196747e-07,1.1411108186383608e-07,1.003810710554562e-08,9.38609672719894e-07,1.5101147275699661e-09,7.105543857924145e-06,9.623174998073349e-05,7.586825907172946e-07,1.1793078492849221e-05,2.431912435792244e-07,8.609803522102705e-07,4.7162940845924837e-07
3000,5.420607662966137e-06,7.433050413146191e-11,1.9044100715244606e-10,3.108412630840861e-11,3.6743198568435176e-09,1.2017072148232121e-10,1.2016789268898604e-10,1.2016938222039062e-10,1.20168215534798e-10,1.2016931383508052e-10,1.201695915179802e-10,1.201690908787034e-10,1.2016822899319527e-10,5.517062206801522e-10,2.4267001551923225e-10,2.428200068448932e-10,2.188507424324115e-10,2.1885074424205785e-10,2.188507417119215e-10,2.1885074443757228e-10,1.0221619399842813e-07,1.6866797653530843e-10,5.2558220327284166e-11,2.1191886758714604e-10,3.7556626992401245e-09,1.2283030914145308e-10,1.228296485923115e-10,1.2283159784673787e-10,1.2283030302315152e-10,1.2283169428231769e-10,1.228304689711215e-10,1.228317483270425e-10,1.228317184312495e-10,2.4148261474876053e-11,2.4148264061606106e-11,2.4148256367724783e-11,2.4148257823801787e-11,3.25334621746282e-13,1.808531024401758e-13,4.284392838138552e-05,1.654608270037328e-07,1.4953003681465432e-06,7.009538708493452e-06,7.346804841693401e-09,1.3642363176858223e-08,5.025544088943271e-08,4.556096660132054e-07,1.1411138442438326e-07,1.0038138406142716e-08,9.386096756400449e-07,1.510115083516338e-09,7.10555245166446e-06,9.623183747709654e-05,7.586831316329953e-07,1.179308054978391e-05,2.431913301149221e-07,8.609807605730542e-07,4.71654482380387e-07
3100,5.420605487409624e-06,7.432986762371233e-11,1.904398458198712e-10,3.1082308696739864e-11,3.674295746124147e-09,1.2016828286868395e-10,1.2016802002535935e-10,1.2016656362523542e-10,1.2016737515654858e-10,1.2016899245617806e-10,1.201686923320367e-10,1.2016832338277305e-10,1.201689174397128e-10,5.517059686182452e-10,2.4267001535184284e-10,2.428200069352465e-10,2.1885074630997803e-10,2.1885074974383323e-10,2.1885073684442563e-10,2.188507490431674e-10,1.0222002846013878e-07,1.6866853116773288e-10,5.25594177893958e-11,2.119207256514777e-10,3.7557519824118855e-09,1.2283138890749202e-10,1.228336275908223e-10,1.2283158240003225e-10,1.228326597191678e-10,1.2283252676736786e-10,1.2283276151440727e-10,1.228325877111777e-10,1.2283321220499632e-10,2.4148255036013052e-11,2.4148257663003408e-11,2.4148262024474675e-11,2.4148254000843752e-11,3.2533458030509065e-13,1.8085307216741661e-13,4.284393750590269e-05,1.6546085445823916e-07,1.4953726506752322e-06,7.009542483210163e-06,7.34719650033431e-09,1.36422810815744e-08,5.0255603289067125e-08,4.5561339603049676e-07,1.1411153463574553e-07,1.0038176262288454e-08,9.386096620844965e-07,1.510115310251346e-09,7.1055530155884885e-06,9.623190369777885e-05,7.586831845404277e-07,1.1793087646217092e-05,2.431913761807437e-07,8.609809553362078e-07,4.7168806234765813e-07
3200,5.420605058386124e-06,7.432656176091007e-11,1.9043918710304222e-10,3.1081585609867866e-11,3.6741997616396467e-09,1.2016486304457332e-10,1.201668854433793e-10,1.201665670943682e-10,1.2016515594609164e-10,1.201668869629468e-10,1.2016394299565517e-10,1.2016361959408913e-10,1.2016401016417168e-10,5.517058782440954e-10,2.4267001574506357e-10,2.428200070393024e-10,2.1885075150473131e-10,2.1885075134660793e-10,2.1885075193426118e-10,2.1885075270260354e-10,1.0222395763862367e-07,1.6867006576709858e-10,5.2559983241880336e-11,2.1192167860736828e-10,3.755845697012493e-09,1.2283320215705327e-10,1.228339725886696e-10,1.228342796289166e-10,1.2283447576668415e-10,1.2283556283955415e-10,1.2283461864793416e-10,1.2283466033624166e-10,1.2283641363949897e-10,2.414823896722322e-11,2.414824843201671e-11,2.4148252669829312e-11,2.414824226339636e-11,3.253343413619252e-13,1.808530439220587e-13,4.284396894429117e-05,1.65460893921573e-07,1.4953675247453437e-06,7.0095411448349845e-06,7.347234844460448e-09,1.3642226447793159e-08,5.0255853791430574e-08,4.556178465010198e-07,1.1411185846990133e-07,1.0038183823863498e-08,9.386096531960873e-07,1.5101159355322235e-09,7.105558671043551e-06,9.623197485264504e-05,7.586835830352146e-07,1.1793094711840283e-05,2.431913842175103e-07,8.609812940963027e-07,4.7168094694670563e-07
3300,5.420600062864626e-06,7.432454915762585e-11,1.9043789104849847e-10,3.1080199350207523e-11,3.6741072585550996e-09,1.201630319036334e-10,1.2016319208428092e-10,1.2016269269562527e-10,1.2016293706516057e-10,1.2016369494300774e-10,1.20164163660329e-10,1.2016416977249766e-10,1.2016200307770987e-10,5.517053993181598e-10,2.4267001564436405e-10,2.428200070878292e-10,2.1885075694397e-10,2.1885075696910143e-10,2.1885076492112054e-10,2.1885076174271595e-10,1.0222530313676529e-07,1.6867200540490376e-10,5.2562595885823294e-11,2.1192233471767314e-10,3.755888316815877e-09,1.2283624979537734e-10,1.2283551691985176e-10,1.228358438007582e-10,1.2283764269677418e-10,1.228369921243435e-10,1.2283704050776346e-10,1.2283648443755577e-10,1.2283641395770475e-10,2.4148233042913975e-11,2.4148231772937448e-11,2.4148239876315445e-11,2.414822981289238e-11,3.253341242848999e-13,1.8085290474423257e-13,4.284401794520619e-05,1.6546091043042196e-07,1.4954334150464967e-06,7.0095450649163494e-06,7.347855804673298e-09,1.3642192844983788e-08,5.025618899187515e-08,4.556185406003186e-07,1.1411233206069786e-07,1.0038235800725074e-08,9.38609639094262e-07,1.5101162914590442e-09,7.105562980996051e-06,9.62319701951162e-05,7.586838937549231e-07,1.1793096414743899e-05,2.4319147084345326e-07,8.609813727043533e-07,4.717068464181091e-07
3400,5.420600029090768e-06,7.432446219661376e-11,1.9043583114684684e-10,3.1080597499690366e-11,3.674065989354922e-09,1.201594780176852e-10,1.2016246589981676e-10,1.201624443868723e-10,1.2016015310782178e-10,1.2016117162516608e-10,1.201603350743174e-10,1.2016140975157815e-10,1.2015961791785536e-10,5.517053437103199e-10,2.42670015958133e-10,2.4282000715079705e-10,2.1885077324581835e-10,2.1885078096871733e-10,2.188507736429393e-10,2.188507760603771e-10,1.02229343863747e-07,1.6867336976082953e-10,5.2564153066631496e-11,2.1192338476339332e-10,3.755946724386851e-09,1.2283916691002902e-10,1.2284019281637455e-10,1.2284037436191567e-10,1.2284059647151675e-10,1.2283883564345903e-10,1.2283838944205326e-10,1.2283837753681638e-10,1.2283787454831488e-10,2.4148221863894406e-11,2.4148223936682485e-11,2.414822180005602e-11,2.4148218674245074e-11,3.253341657535395e-13,1.8085287229651542e-13,4.2844025090722236e-05,1.6546093843243424e-07,1.4954748387527617e-06,7.0095544412238615e-06,7.347934860767926e-09,1.3642032776776209e-08,5.0256220494293105e-08,4.556245307590375e-07,1.1411274990384421e-07,1.0038241535092043e-08,9.386096344096458e-07,1.5101163782303686e-09,7.105570724096517e-06,9.623200614685606e-05,7.586840888880277e-07,1.1793103557821664e-05,2.4319151800910486e-07,8.60981640048114e-07,4.7172009423903123e-07
3500,5.4205970951197175e-06,7.432288325767264e-11,1.904339669632393e-10,3.10794836362361e-11,3.6740444409001526e-09,1.20157467349896e-10,1.2015903136414876e-10,1.2015887342802638e-10,1.201587478051217e-10,1.2015860711663498e-10,1.201584064102686e-10,1.20160494294152e-10,1.2015989634332304e-10,5.51704809611031e-10,2.426700160620245e-10,2.428200072430448e-10,2.1885078157605104e-10,2.188507884659921e-10,2.1885079121971718e-10,2.1885079482352187e-10,1.022333864067583e-07,1.6867761589466946e-10,5.256587503790798e-11,2.1192465893616175e-10,3.755962135160567e-09,1.2284122466424924e-10,1.2284179019819956e-10,1.2284028893145471e-10,1.2284197203861945e-10,1.2284163571531292e-10,1.2283940202611713e-10,1.2283963422807869e-10,1.2284145360623306e-10,2.414820332983058e-11,2.4148215465095695e-11,2.4148203816353938e-11,2.41482085862556e-11,3.2533377601103675e-13,1.808527591655131e-13,4.284406542815901e-05,1.654609949232962e-07,1.4955473851020717e-06,7.00955356243056e-06,7.348134810333463e-09,1.3641992508163455e-08,5.025666918511888e-08,4.556286067756254e-07,1.1411309634318829e-07,1.0038274419372754e-08,9.386096148304536e-07,1.5101167525614108e-09,7.105574970157989e-06,9.623207899169193e-05,7.586847164701404e-07,1.1793112061214666e-05,2.431915969979526e-07,8.609821368241507e-07,4.717286981594767e-07
3600,5.4205962126875905e-06,7.431910230670527e-11,1.9043287282899264e-10,3.107780888382168e-11,3.6739023031455667e-09,1.201577946769192e-10,1.2015639251139618e-10,1.2015628025056647e-10,1.2015722450394108e-10,1.2015822287373384e-10,1.201571390268924e-10,1.20155489059497e-10,1.2015631150636512e-10,5.517044769859893e-10,2.426700163223329e-10,2.4282000739717946e-10,2.1885080535298704e-10,2.1885080702228653e-10,2.1885080469866812e-10,2.1885080941256855e-10,1.0223482779568694e-07,1.686793182417431e-10,5.2566909461447285e-11,2.119247592785407e-10,3.756055164707555e-09,1.2284438694343813e-10,1.2284275578898563e-10,1.2284164667100816e-10,1.228442579607406e-10,1.2284347597773548e-10,1.2284249782155147e-10,1.228427431636085e-10,1.2284439913000604e-10,2.4148196256964754e-11,2.4148191605784676e-11,2.414819690353893e-11,2.4148202264390345e-11,3.2533359828166914e-13,1.8085265661514223e-13,4.2844102980051114e-05,1.654610215525622e-07,1.4955857089845684e-06,7.00955451532926e-06,7.3484241727797495e-09,1.3641869979756304e-08,5.0256875145177756e-08,4.556311961536233e-07,1.1411318740429849e-07,1.0038319602979158e-08,9.386096125626582e-07,1.5101173250139547e-09,7.105583658176187e-06,9.623214230165315e-05,7.586848492279308e-07,1.1793116059255988e-05,2.4319165769588317e-07,8.609823641204565e-07,4.7175475675172995e-07
3700,5.4205957092339e-06,7.431943607807955e-11,1.904313758643471e-10,3.107740594783832e-11,3.6738938894680862e-09,1.2015637099713615e-10,1.2015421904800318e-10,1.201547464412198e-10,1.2015341622515717e-10,1.2015365092155214e-10,1.2015490728941234e-10,1.2015577074845184e-10,1.2015323155002313e-10,5.517041344406921e-10,2.4267001658982285e-10,2.428200074397687e-10,2.1885081374456083e-10,2.188508187154708e-10,2.1885081375498966e-10,2.1885081422050458e-10,1.0223741557315562e-07,1.6867968196157603e-10,5.256708191121588e-11,2.1192570129440628e-10,3.756145954520899e-09,1.2284533650735815e-10,1.2284571662016515e-10,1.228441222755778e-10,1.2284603813862089e-10,1.2284498709018513e-10,1.2284352375529734e-10,1.228466060987474e-10,1.2284553976851235e-10,2.4148186461819536e-11,2.414818190767788e-11,2.4148186781572913e-11,2.4148179443204717e-11,3.2533349991153296e-13,1.8085252199591077e-13,4.284414282981778e-05,1.6546104576800361e-07,1.4956093360737928e-06,7.009560579710661e-06,7.348534486534882e-09,1.36418036432054e-08,5.0257121768164466e-08,4.5563385477364894e-07,1.1411366863596389e-07,1.0038349087392691e-08,9.38609606322115e-07,1.5101173210950732e-09,7.105589297727728e-06,9.623218976226147e-05,7.586851669841061e-07,1.1793124252354137e-05,2.4319173493248485e-07,8.609826843310508e-07,4.7178643050212366e-07
3800,5.4205944769676065e-06,7.431758263662306e-11,1.904288670682638e-10,3.107568526321915e-11,3.673857547952019e-09,1.2015401189541258e-10,1.2015232429697936e-10,1.201515169163253e-10,1.2015420598552574e-10,1.2015384108646134e-10,1.201535577452616e-10,1.2015449303747996e-10,1.2015158484939693e-10,5.51703639421928e-10,2.42670016984066e-10,2.4282000764541916e-10,2.188508405404984e-10,2.1885083787293925e-10,2.1885083607207366e-10,2.1885083147039582e-10,1.0223985101193071e-07,1.6868306203708065e-10,5.256892538592447e-11,2.1192646513074267e-10,3.756154797645396e-09,1.2284760525061492e-10,1.2284599911476466e-10,1.2284678418997573e-10,1.2284850406390274e-10,1.2284743409496188e-10,1.2284563901770993e-10,1.2284629555491485e-10,1.2284676739596032e-10,2.414816707366552e-11,2.4148156752351283e-11,2.4148158387598632e-11,2.414816787116715e-11,3.2533304934035515e-13,1.8085232984942173e-13,4.2844183199719126e-05,1.654610822312554e-07,1.4956695585995888e-06,7.00956591406051e-06,7.349002682521198e-09,1.3641699477343726e-08,5.025723981171213e-08,4.556373827352835e-07,1.1411431167638106e-07,1.0038380815892652e-08,9.386095862686975e-07,1.5101176528722906e-09,7.105594446917278e-06,9.62322532418302e-05,7.586858104564073e-07,1.1793130207325682e-05,2.4319184275318557e-07,8.609832805546812e-07,4.717929400474619e-07
3900,5.420598233261773e-06,7.431603842569622e-11,1.9042756965768104e-10,3.1075194373123605e-11,3.6737988455712977e-09,1.201514820654759e-10,1.2015239145419718e-10,1.2015229027797382e-10,1.2015002077601195e-10,1.2014964395857551e-10,1.2015057615138394e-10,1.2014923656115306e-10,1.2015228239762653e-10,5.517030695085546e-10,2.4267001722664253e-10,2.4282000784882907e-10,2.1885085402632842e-10,2.1885086215572597e-10,2.188508501783655e-10,2.18850853939324e-10,1.0224552866252468e-07,1.6868326796448312e-10,5.256978617874628e-11,2.1192795855443278e-10,3.756290682459238e-09,1.2285001920489823e-10,1.2284933114984542e-10,1.2284900905332279e-10,1.228483281490505e-10,1.2284960128974086e-10,1.2284999942194002e-10,1.2284965979732176e-10,1.228489349191554e-10,2.414814317850689e-11,2.4148147493203893e-11,2.414813693240241e-11,2.41481402667097e-11,3.253327551749614e-13,1.8085217940104143e-13,4.284422452312655e-05,1.6546111949078562e-07,1.4957319671794066e-06,7.009566636480779e-06,7.349259851119504e-09,1.3641507588903813e-08,5.0257615578464415e-08,4.5564139712581166e-07,1.1411440853446484e-07,1.0038407350299931e-08,9.386095897553267e-07,1.5101180433008807e-09,7.105600301404109e-06,9.623231479843406e-05,7.586861842795708e-07,1.1793139728286447e-05,2.4319193792309146e-07,8.609836358854248e-07,4.717974320294226e-07
4000,5.420597658063537e-06,7.431249591511916e-11,1.9042650453372046e-10,3.1075024899698504e-11,3.6737191295069206e-09,1.2014870807445483e-10,1.2014873996369198e-10,1.2014939721728662e-10,1.2014913920077772e-10,1.2014743891044526e-10,1.201500754052197e-10,1.201488537784373e-10,1.2014914098097674e-10,5.517025071552627e-10,2.426700173721673e-10,2.4282000805794085e-10,2.1885088104678372e-10,2.1885087088333327e-10,2.1885087693807437e-10,2.188508793230168e-10,1.0224935964100089e-07,1.6868641783974467e-10,5.257093672176872e-11,2.1192888509290513e-10,3.756308891955759e-09,1.228523567232332e-10,1.228525854317958e-10,1.2285112335466302e-10,1.2284984468571911e-10,1.2285070629299694e-10,1.2285108246331584e-10,1.228516885458991e-10,1.2285035791306612e-10,2.4148115762625023e-11,2.4148123196358077e-11,2.4148129173420436e-11,2.4148130367560964e-11,3.253324094056372e-13,1.8085203980842402e-13,4.284427640348369e-05,1.65461132222713e-07,1.4958234427450155e-06,7.009565309552969e-06,7.34955616751008e-09,1.3641491241875943e-08,5.0257909603184086e-08,4.556458719148794e-07,1.14115127506381e-07,1.0038457912830833e-08,9.386095757126248e-07,1.5101178265439852e-09,7.105607858624244e-06,9.623238508776224e-05,7.586862980612483e-07,1.1793146860820258e-05,2.4319199432350875e-07,8.609841895125525e-07,4.718156142536786e-07
4100,5.4205953275023235e-06,7.431134981193712e-11,1.9042565120061644e-10,3.1074273805653664e-11,3.6736430812202893e-09,1.2014771975035273e-10,1.2014755368431974e-10,1.2014693412166994e-10,1.2014577422254082e-10,1.2014606568096562e-10,1.2014661861634879e-10,1.2014755580586625e-10,1.201468124963019e-10,5.51701924599907e-10,2.426700177179717e-10,2.42820008150314e-10,2.1885089474037513e-10,2.1885090708477189e-10,2.1885089535629366e-10,2.1885089251971013e-10,1.0225335736383631e-07,1.6868722967233595e-10,5.257294413377518e-11,2.1192973370272974e-10,3.7563578947926315e-09,1.2285299962834943e-10,1.2285257100819916e-10,1.2285201625112745e-10,1.2285146790701124e-10,1.228529342901495e-10,1.2285184472957477e-10,1.2285432907834523e-10,1.2285387320637533e-10,2.4148091436848672e-11,2.414809820895339e-11,2.414810542736975e-11,2.41481012307608e-11,3.253322938620136e-13,1.808518807674086e-13,4.284435159326302e-05,1.654611562704986e-07,1.4958351662071616e-06,7.009572810004458e-06,7.349837604050684e-09,1.3641328946704381e-08,5.025801036371069e-08,4.556504298075962e-07,1.1411544248178181e-07,1.0038477982370262e-08,9.386095638593499e-07,1.5101182418997278e-09,7.105615910173563e-06,9.62324012803977e-05,7.586869932457866e-07,1.1793150653705913e-05,2.4319215413117007e-07,8.609844751568077e-07,4.7183714104516557e-07
4200,5.420599702610968e-06,7.430888027511424e-11,1.9042499368244187e-10,3.107294926863934e-11,3.6736036196263e-09,1.2014637393335898e-10,1.201460306199502e-10,1.2014493887512868e-10,1.2014493276624508e-10,1.2014600226222259e-10,1.2014628362173612e-10,1.201458389227702e-10,1.2014426736198507e-10,5.517014807619508e-10,2.426700181853261e-10,2.428200084417171e-10,2.188509293204601e-10,2.188509246739763e-10,2.1885092702423365e-10,2.1885092275300226e-10,1.0225447137499477e-07,1.6868889767763211e-10,5.25735905245789e-11,2.119299615911263e-10,3.756423081975765e-09,1.2285509696166973e-10,1.228547833769495e-10,1.2285566415145344e-10,1.2285452162368859e-10,1.228550016890053e-10,1.2285404037650434e-10,1.2285624826506885e-10,1.228550345091508e-10,2.4148075774882037e-11,2.414807168543856e-11,2.4148069312102682e-11,2.4148075066354172e-11,3.2533182221658665e-13,1.8085157640969768e-13,4.2844408573878254e-05,1.6546118740778656e-07,1.4959150673198202e-06,7.009571630167088e-06,7.349884919694365e-09,1.3641193352841808e-08,5.025838105847477e-08,4.556543569760306e-07,1.1411579816695597e-07,1.0038540191694095e-08,9.386095597821205e-07,1.510118829626953e-09,7.105625665587239e-06,9.623245260152621e-05,7.586875979945881e-07,1.1793163530789298e-05,2.431922299636587e-07,8.609849996024658e-07,4.7185764486300293e-07
4300,5.42059712118606e-06,7.430867051085405e-11,1.9042450694959807e-10,3.107203391569732e-11,3.673481332143735e-09,1.201441963134917e-10,1.2014298001863472e-10,1.2014344027944504e-10,1.2014310402350493e-10,1.2014204863611112e-10,1.201438727846591e-10,1.2014330216681598e-10,1.2014230114437803e-10,5.517007070339588e-10,2.4267001844853993e-10,2.428200085901861e-10,2.1885094247006546e-10,2.1885094779270932e-10,2.188509443159875e-10,2.1885095836459743e-10,1.0225813077401309e-07,1.6869060856395592e-10,5.25749240661166e-11,2.1193152998967583e-10,3.7565329199103144e-09,1.2285755631871862e-10,1.2285724131157077e-10,1.2285681453478094e-10,1.2285534039590873e-10,1.2285708540610985e-10,1.2285557661908537e-10,1.2285824488579535e-10,1.2285832975092783e-10,2.4148042260188734e-11,2.414804388695305e-11,2.4148057382901112e-11,2.414804308894952e-11,3.253313293687124e-13,1.8085140165752193e-13,4.2844446924579185e-05,1.654612505748871e-07,1.4959260633197282e-06,7.009577421725563e-06,7.350097952465619e-09,1.3641101510432672e-08,5.025867526727915e-08,4.5565526809706297e-07,1.1411628257181794e-07,1.0038580881190113e-08,9.38609548830613e-07,1.5101186019718798e-09,7.105635525632881e-06,9.623245504476203e-05,7.58687910723191e-07,1.179317338294088e-05,2.43192378856874e-07,8.609856849305761e-07,4.718595352389872e-07
4400,5.4205987588643634e-06,7.430569286465098e-11,1.9042221561996915e-10,3.107098235461723e-11,3.6734964849541346e-09,1.2014010708521103e-10,1.2014098771483604e-10,1.201403322532472e-10,1.2014074858343319e-10,1.2014175749032132e-10,1.2014001175189394e-10,1.2014000293038662e-10,1.2014146509391827e-10,5.517000492426489e-10,2.426700189965375e-10,2.4282000883134624e-10,2.1885097190940208e-10,2.1885098501927193e-10,2.1885098083658464e-10,2.1885097855203442e-10,1.0226071222257614e-07,1.6869241539994668e-10,5.257667405413344e-11,2.1193154654799324e-10,3.756525298311891e-09,1.2286014350104963e-10,1.2285738343463548e-10,1.2285779516476466e-10,1.2285749680546922e-10,1.2285874668546688e-10,1.228600515732145e-10,1.2285725813812943e-10,1.2286009039086382e-10,2.4148014309956197e-11,2.414802922077243e-11,2.414802767210038e-11,2.4148025825025587e-11,3.253309336324525e-13,1.808511230689544e-13,4.284450703353509e-05,1.6546127830950433e-07,1.4959464895432055e-06,7.00957461284025e-06,7.35047459510911e-09,1.3640970935949536e-08,5.025896240473776e-08,4.5566088464245556e-07,1.1411685490207525e-07,1.0038597168051875e-08,9.386095422591942e-07,1.5101190393859007e-09,7.105642725062633e-06,9.623257084407825e-05,7.586881262126679e-07,1.179318421871005e-05,2.4319251425079387e-07,8.609862888610284e-07,4.7187716350773785e-07
4500,5.42060295247355e-06,7.430447290279962e-11,1.904206293007779e-10,3.107015871926842e-11,3.6733927926441197e-09,1.2013976779209245e-10,1.2013779497956196e-10,1.2014059204695156e-10,1.2014084797624705e-10,1.2013843916233104e-10,1.2013988999621098e-10,1.201379479497514e-10,1.2013813626746944e-10,5.516993318998006e-10,2.4267001933106135e-10,2.4282000908572356e-10,2.1885100553844787e-10,2.1885100954363918e-10,2.188510140818441e-10,2.1885100272769278e-10,1.0226732030012338e-07,1.686920664368438e-10,5.257750839974674e-11,2.1193244436740127e-10,3.756566016734302e-09,1.2285973439064139e-10,1.2285911383806238e-10,1.2286062800074622e-10,1.2285970317057086e-10,1.2285889634878664e-10,1.2286127794636954e-10,1.2286018188573652e-10,1.2286182605610403e-10,2.4148001655447922e-11,2.414800056050117e-11,2.4147987590579062e-11,2.4147996206593417e-11,3.2533074157494975e-13,1.8085094311337688e-13,4.284456659223121e-05,1.6546130180981004e-07,1.4960145646683129e-06,7.009575806915954e-06,7.350714485734185e-09,1.3640897151371228e-08,5.025934666146159e-08,4.556657765440942e-07,1.1411729236858463e-07,1.0038641283569465e-08,9.386095265565409e-07,1.5101189274779939e-09,7.105652808951564e-06,9.623256910442932e-05,7.586888094684344e-07,1.179319167856019e-05,2.431925983896905e-07,8.609866498606061e-07,4.718882564588325e-07
4600,5.420604140206653e-06,7.430321293813422e-11,1.9041961348922758e-10,3.106961605170708e-11,3.6733662940275795e-09,1.2013885451101996e-10,1.2013632344143622e-10,1.201382243887177e-10,1.2013660360092073e-10,1.2013813599420125e-10,1.2013892970055408e-10,1.201389514322447e-10,1.2013686486518637e-10,5.516985542251716e-10,2.4267001996217017e-10,2.428200093309506e-10,2.1885103964170054e-10,2.1885102930495344e-10,2.188510444316684e-10,2.188510291156348e-10,1.0226848927698647e-07,1.6869472665357398e-10,5.2578513446743565e-11,2.119333648241971e-10,3.756619624390136e-09,1.2286361834107824e-10,1.2286203016932488e-10,1.228614236202723e-10,1.2286198507701104e-10,1.228625194998559e-10,1.228629475156677e-10,1.228634018379756e-10,1.2286285834900677e-10,2.4147961424892706e-11,2.414796632929017e-11,2.414795537812688e-11,2.414796672912295e-11,3.253301155567481e-13,1.808507243122781e-13,4.284464555482574e-05,1.6546131890102372e-07,1.4960246867357336e-06,7.009583315735285e-06,7.350961087186908e-09,1.3640767519913061e-08,5.0259531428600776e-08,4.5566975211042986e-07,1.141178023955217e-07,1.0038698832161814e-08,9.3860952889129e-07,1.5101195651682996e-09,7.105666057606341e-06,9.62326181277956e-05,7.58689092017153e-07,1.179320424629797e-05,2.431927117977575e-07,8.609873490769158e-07,4.7191580587758086e-07
4700,5.420606043655817e-06,7.430215738113312e-11,1.9041899828064455e-10,3.1068119154921476e-11,3.6733248536154776e-09,1.2013509003856144e-10,1.2013631878960846e-10,1.2013563654101306e-10,1.2013657304059453e-10,1.2013616297196695e-10,1.201345926242124e-10,1.2013472157067238e-10,1.2013511981259408e-10,5.516978637120282e-10,2.426700201995815e-10,2.428200095612453e-10,2.188510730394583e-10,2.1885106997315198e-10,2.1885106996604985e-10,2.188510628364321e-10,1.0227132422167758e-07,1.68697016634005e-10,5.257989865901967e-11,2.119345755022033e-10,3.756719933518215e-09,1.2286269550944641e-10,1.2286427409189636e-10,1.2286316818065557e-10,1.2286271514130168e-10,1.2286437031367643e-10,1.2286403149269003e-10,1.2286469107740852e-10,1.2286500428703136e-10,2.4147929101162562e-11,2.4147937401631097e-11,2.4147925298250603e-11,2.414793253165934e-11,3.253297113541424e-13,1.808503761316043e-13,4.284471074762464e-05,1.6546136885581566e-07,1.4961343618302043e-06,7.009582954710327e-06,7.350972141110245e-09,1.3640628969076644e-08,5.0259831318805596e-08,4.5567394156817615e-07,1.141185117256659e-07,1.0038745288505301e-08,9.386095085226763e-07,1.5101194842029466e-09,7.105674707469876e-06,9.623265996036835e-05,7.586897622758619e-07,1.1793213156678195e-05,2.431929200249375e-07,8.609881799380178e-07,4.7191039137359223e-07
