miliseconds,CRP,CRPsiteI_crp,CRPsiteII_crp,CRPsite_cyaA,CRPsite_genome,CRPsite_ptsGp1,CRPsite_ptsGp2,CRPsite_ptsHp0,CRPsite_ptsHp1,CRPsite_ptsIp0,CRPsite_ptsIp1,CRPsite_mlcp1,CRPsite_mlcp2,Mlc,Mlcsite_mlcp1,Mlcsite_mlcp2,Mlcsite_ptsGp1,Mlcsite_ptsGp2,Mlcsite_ptsHp0,Mlcsite_ptsIp0,CRP_cAMP,CRP_cAMP_CRPsiteI_crp,CRP_cAMP_CRPsiteII_crp,CRP_cAMP_CRPsite_cyaA,CRP_cAMP_CRPsite_genome,CRP_cAMP_CRPsite_ptsGp1,CRP_cAMP_CRPsite_ptsGp2,CRP_cAMP_CRPsite_ptsHp0,CRP_cAMP_CRPsite_ptsHp1,CRP_cAMP_CRPsite_ptsIp0,CRP_cAMP_CRPsite_ptsIp1,CRP_cAMP_CRPsite_mlcp1,CRP_cAMP_CRPsite_mlcp2,Mlc_Mlcsite_ptsGp1,Mlc_Mlcsite_ptsGp2,Mlc_Mlcsite_ptsIp0,Mlc_Mlcsite_ptsHp0,Mlc_Mlcsite_mlcp1,Mlc_Mlcsite_mlcp2,IICB,IICB_Mlc,CYA,IIA_P,IIA_P_CYA,mRNA_cyaA,mRNA_crp,mRNA_ptsG,mRNA_ptsH,mRNA_ptsI,mRNA_crr,mRNA_mlc,IICB_P,IIA,HPr_P,HPr,EI_P,EI,cAMP
2900,5.4206091972531625e-06,7.433317380140235e-11,1.9044300633006575e-10,3.108503180521752e-11,3.674390331285762e-09,1.2017059292472246e-10,1.2017266202551204e-10,1.2017277906696722e-10,1.20171364336552e-10,1.2017158129583053e-10,1.2017292872763412e-10,1.2017194163836755e-10,1.2017025292254567e-10,5.517065758479677e-10,2.426700153541271e-10,2.428200067553431e-10,2.1885072176779036e-10,2.1885072664128195e-10,2.1885072987383585e-10,2.1885072569577622e-10,1.0221220193339255e-07,1.6866427498855017e-10,5.255537798045608e-11,2.1191857858549526e-10,3.755649773107259e-09,1.2282769117679522e-10,1.2282844676720268e-10,1.2282888765087406e-10,1.2282895173698127e-10,1.2282668336670233e-10,1.2282733839804578e-10,1.228274317714801e-10,1.2282730800880565e-10,2.4148278320086142e-11,2.4148270800944865e-11,2.414827679658221e-11,2.4148274017444565e-11,3.253346883217651e-13,1.8085317107961386e-13,4.2843921244210084e-05,1.6546082241405707e-07,1.4952263206886624e-06,7.009533656916657e-06,7.346564001269966e-09,1.3642523615806836e-08,5.025533497230969e-08,4.5560822648478677e-07,1.1411094214151464e-07,1.003810661894568e-08,9.386096818449817e-07,1.5101147847651206e-09,7.105546057624524e-06,9.623180558758719e-05,7.586828294690466e-07,1.1793072797285673e-05,2.4319126551350317e-07,8.609804249720314e-07,4.7163281536358046e-07
3000,5.4206089391913386e-06,7.432964263701819e-11,1.9044224708589454e-10,3.1083787195863896e-11,3.674270555066192e-09,1.2016920812744968e-10,1.201691330134838e-10,1.2017082961487446e-10,1.201687927551645e-10,1.201710902619113e-10,1.2016807920100532e-10,1.2017027740350148e-10,1.201711478594452e-10,5.517062509498952e-10,2.42670015395362e-10,2.428200068145836e-10,2.1885074406069468e-10,2.1885074172553568e-10,2.1885074302862737e-10,2.1885074163406378e-10,1.0221502415617751e-07,1.6866889590740492e-10,5.255730659764144e-11,2.1191861400967981e-10,3.75563222205286e-09,1.2283157027040567e-10,1.2283010935977157e-10,1.2282906064104006e-10,1.2283041261446022e-10,1.2282995978614368e-10,1.2283212039347047e-10,1.2283144232635325e-10,1.2282981957707618e-10,2.4148262301660734e-11,2.4148265769602585e-11,2.4148255207015018e-11,2.4148259795049404e-11,3.2533462645632915e-13,1.808532032107807e-13,4.284393115028198e-05,1.6546082213517565e-07,1.4953250417826917e-06,7.009539589215099e-06,7.347054480805634e-09,1.3642378105419325e-08,5.0255522664932666e-08,4.5561119165401936e-07,1.1411134396333026e-07,1.0038153797405849e-08,9.386096670452902e-07,1.5101151023373283e-09,7.105550393114443e-06,9.623187647642398e-05,7.586832143010199e-07,1.179308139564285e-05,2.431913084130629e-07,8.60980515111905e-07,4.7166635807236685e-07
3100,5.420605970744228e-06,7.43275245374482e-11,1.9044031742208818e-10,3.108202645007859e-11,3.674227520029107e-09,1.2016572275399804e-10,1.201667014976478e-10,1.2016607728398678e-10,1.201673161470853e-10,1.201676783494779e-10,1.2016699540534046e-10,1.2016671169464573e-10,1.2016684739562015e-10,5.517061975081503e-10,2.426700155209923e-10,2.4282000682457475e-10,2.188507488756554e-10,2.1885075232246483e-10,2.188507466574917e-10,2.188507446741019e-10,1.0222058529728461e-07,1.686699031163713e-10,5.256003332885063e-11,2.119205509749751e-10,3.755732820894248e-09,1.22833056823419e-10,1.2283383992657903e-10,1.2283191654489266e-10,1.2283241571334715e-10,1.2283195365052207e-10,1.2283397893153802e-10,1.228324106051695e-10,1.228322821259221e-10,2.4148254131855435e-11,2.4148255897007778e-11,2.4148260887186633e-11,2.4148253456144963e-11,3.2533454747833717e-13,1.8085305261301067e-13,4.2843942526937434e-05,1.6546088786395602e-07,1.4953752539734058e-06,7.009542553321501e-06,7.347024430915572e-09,1.3642319944086179e-08,5.025577784768277e-08,4.5561238456294784e-07,1.141115829896499e-07,1.0038167211861974e-08,9.386096603730648e-07,1.5101154438647676e-09,7.105555714514503e-06,9.623185302539847e-05,7.586832945307314e-07,1.1793082849722338e-05,2.431913251691453e-07,8.609807502400546e-07,4.716650465974168e-07
3200,5.420602777621895e-06,7.432821251687715e-11,1.9043839996280246e-10,3.108210194305731e-11,3.6741579779042963e-09,1.201668850948402e-10,1.2016501771718676e-10,1.2016416168281585e-10,1.201649379699535e-10,1.2016617644713881e-10,1.2016459426121573e-10,1.201648410796211e-10,1.2016588405833915e-10,5.517056198851299e-10,2.4267001555614115e-10,2.428200069526391e-10,2.188507596435208e-10,2.1885076086884066e-10,2.1885075243214065e-10,2.1885075405466982e-10,1.022198105030247e-07,1.686702311083438e-10,5.25602990340144e-11,2.1192057280057597e-10,3.755772520680524e-09,1.2283537836153306e-10,1.2283525370617578e-10,1.2283432983521777e-10,1.2283331613686123e-10,1.228338922070619e-10,1.2283614940436223e-10,1.2283389477221657e-10,1.2283634720248226e-10,2.41482470846067e-11,2.4148249583988526e-11,2.414824794733052e-11,2.4148253030004938e-11,3.253342677917634e-13,1.8085304707120033e-13,4.284397049742935e-05,1.6546090862384017e-07,1.4953662799290199e-06,7.0095422782577985e-06,7.347474933072233e-09,1.3642221140725404e-08,5.025598113613154e-08,4.556178376020199e-07,1.1411194445975935e-07,1.0038211578553594e-08,9.386096497164124e-07,1.5101160993551655e-09,7.1055606591082245e-06,9.623196140130208e-05,7.586834927107867e-07,1.1793091822631235e-05,2.4319137039068907e-07,8.609813069299172e-07,4.7169759541181607e-07
3300,5.420601119525999e-06,7.432605977333425e-11,1.9043618890623117e-10,3.108018026414855e-11,3.6741248415252224e-09,1.2016213782617576e-10,1.2016212473007047e-10,1.201630193357188e-10,1.2016377586818772e-10,1.2016298728967464e-10,1.2016158012875077e-10,1.2016244901124652e-10,1.201619727139372e-10,5.517053964014454e-10,2.4267001564599483e-10,2.4282000712982626e-10,2.1885076044680163e-10,2.1885076452329726e-10,2.1885076024371057e-10,2.1885075901660767e-10,1.022269638679423e-07,1.686726206269181e-10,5.256138846904551e-11,2.1192141326146082e-10,3.75587904417398e-09,1.2283745556390631e-10,1.2283526443812298e-10,1.2283588242744287e-10,1.228376927891632e-10,1.2283571294116304e-10,1.22837901542726e-10,1.2283637144287058e-10,1.2283626650704022e-10,2.4148240663615977e-11,2.4148243391739263e-11,2.4148227688977757e-11,2.4148232132739397e-11,3.253342574561885e-13,1.808529620381049e-13,4.2844000786791597e-05,1.654609401826815e-07,1.4954406822745546e-06,7.0095457180485515e-06,7.347602027696382e-09,1.3642139341163467e-08,5.025605024624111e-08,4.55621702622046e-07,1.1411211330149362e-07,1.003821636998295e-08,9.386096389008596e-07,1.5101160908681994e-09,7.105566300467868e-06,9.623200408328008e-05,7.586840780413967e-07,1.1793093435511351e-05,2.431914835432697e-07,8.609814733043011e-07,4.716963188579166e-07
3400,5.42060114964845e-06,7.432229219648693e-11,1.904362436572651e-10,3.107922376039892e-11,3.6740315099192083e-09,1.2016186398262085e-10,1.201614430829568e-10,1.2016175265575038e-10,1.2015943336296027e-10,1.201606373565132e-10,1.201610753418651e-10,1.201608946418902e-10,1.2016207922014018e-10,5.517053403093681e-10,2.4267001603605325e-10,2.4282000714275664e-10,2.1885077288033692e-10,2.188507804778118e-10,2.1885076911617485e-10,2.1885077805324587e-10,1.022272343072507e-07,1.6867529778524343e-10,5.256431800787262e-11,2.1192235983348613e-10,3.755942177549854e-09,1.228389057287501e-10,1.2283822412351323e-10,1.2283955814677165e-10,1.228404099921958e-10,1.2283932332133104e-10,1.2283740897320316e-10,1.2283952247991322e-10,1.228392795897259e-10,2.4148229187861645e-11,2.414823003399358e-11,2.4148223635788926e-11,2.4148228443093477e-11,3.253339297483482e-13,1.808527858681813e-13,4.2844023343536724e-05,1.654609755989011e-07,1.4954813047331772e-06,7.009552166585097e-06,7.347820473857107e-09,1.3642083204023267e-08,5.0256293304867434e-08,4.5562272146626604e-07,1.1411256844669703e-07,1.0038257744450773e-08,9.386096295363589e-07,1.5101166126972248e-09,7.105573023414286e-06,9.623201431461667e-05,7.586841111446851e-07,1.1793099232894675e-05,2.431915102378069e-07,8.609816867647339e-07,4.7172943831240966e-07
3500,5.420598184901125e-06,7.432196718007255e-11,1.9043485632485582e-10,3.107948641300986e-11,3.6740014086205814e-09,1.2015745472538042e-10,1.2016056045703682e-10,1.201599262744031e-10,1.201592725720728e-10,1.20159925085578e-10,1.2015908331594347e-10,1.2016002083303957e-10,1.2015974140407217e-10,5.517048188979287e-10,2.4267001603137223e-10,2.4282000726620337e-10,2.188507862659178e-10,2.1885079445081923e-10,2.188507833463988e-10,2.18850787253403e-10,1.022339884841441e-07,1.6867596079711893e-10,5.256540002801791e-11,2.1192433885060235e-10,3.7560499936167896e-09,1.2284248006022865e-10,1.2284069591484486e-10,1.22839960899986e-10,1.2283990847837717e-10,1.228413347262528e-10,1.228426604778769e-10,1.2284145079475592e-10,1.2284185187124372e-10,2.414821071676092e-11,2.4148216079516222e-11,2.4148206576684726e-11,2.414820323937404e-11,3.253338771582824e-13,1.8085278834457773e-13,4.2844072678475826e-05,1.6546100317162556e-07,1.4955683756529056e-06,7.009554632065966e-06,7.347971054950589e-09,1.3641998813288012e-08,5.0256470146006174e-08,4.556271823071191e-07,1.1411293754443009e-07,1.0038274868897018e-08,9.38609622512101e-07,1.5101169887926112e-09,7.105577085301688e-06,9.623210649356223e-05,7.58684592848172e-07,1.1793110451902131e-05,2.4319159469813986e-07,8.609819900691615e-07,4.7173292636910686e-07
3600,5.420599154637227e-06,7.43193269909017e-11,1.9043161766879711e-10,3.107749624685887e-11,3.673888376464966e-09,1.2015681472886051e-10,1.2015811986650908e-10,1.2015738281823652e-10,1.2015537121380747e-10,1.2015625472886066e-10,1.2015820617634378e-10,1.2015569092393286e-10,1.2015535995765819e-10,5.517044461327012e-10,2.426700163439427e-10,2.428200073921035e-10,2.1885080201687243e-10,2.1885079816402754e-10,2.1885080662619872e-10,2.1885079666370263e-10,1.0223774823457648e-07,1.6867754798413554e-10,5.256634856509624e-11,2.1192520158117544e-10,3.756043082234571e-09,1.2284376857936174e-10,1.2284313908558537e-10,1.228446330459333e-10,1.228424533437401e-10,1.2284146698541017e-10,1.2284416060649607e-10,1.2284300467131545e-10,1.2284323967001077e-10,2.4148197871877192e-11,2.4148201748165988e-11,2.4148190709211265e-11,2.4148196326435017e-11,3.2533375082510325e-13,1.8085268861018775e-13,4.284410069568029e-05,1.6546101520105542e-07,1.4956177024234828e-06,7.009556629290076e-06,7.3482805894632674e-09,1.3641884309883379e-08,5.0256867448484184e-08,4.556321307132152e-07,1.1411333022720383e-07,1.0038307907625233e-08,9.386096138955475e-07,1.5101167615186116e-09,7.10558247911696e-06,9.62321209197177e-05,7.586848750958965e-07,1.1793112175783811e-05,2.4319165008657074e-07,8.609825223359251e-07,4.7176222677898064e-07
3700,5.420597722261652e-06,7.43185050776845e-11,1.904315481330508e-10,3.1076628297611296e-11,3.673871180574495e-09,1.2015463060471725e-10,1.201543766203248e-10,1.2015503294244792e-10,1.2015625900765824e-10,1.2015396496058787e-10,1.2015480181811207e-10,1.201551938575993e-10,1.2015361586052405e-10,5.517041573129391e-10,2.4267001671716074e-10,2.42820007556232e-10,2.1885081778908264e-10,2.1885082270008017e-10,2.188508189531032e-10,2.1885082633768622e-10,1.0223686437228729e-07,1.6868050996177573e-10,5.256737350029364e-11,2.119251957048072e-10,3.756113073600627e-09,1.2284345372542415e-10,1.228439689598325e-10,1.2284651529420517e-10,1.228440098530962e-10,1.228438283350724e-10,1.2284391424329182e-10,1.228443089508513e-10,1.2284438661143945e-10,2.4148179536783912e-11,2.4148188340341395e-11,2.4148184032996122e-11,2.4148180824039043e-11,3.2533333233135467e-13,1.8085247956157498e-13,4.2844146065989956e-05,1.6546104989054563e-07,1.4956672898509542e-06,7.009558641429652e-06,7.348562279733372e-09,1.364175662391264e-08,5.0257076355265857e-08,4.556339592001773e-07,1.1411385998624799e-07,1.003834633013374e-08,9.386096069706162e-07,1.5101176017253081e-09,7.1055885532175524e-06,9.623223554643676e-05,7.586851939013072e-07,1.1793121860590914e-05,2.431917390716185e-07,8.609826517662251e-07,4.7178068072683785e-07
3800,5.42059703148359e-06,7.431685106154906e-11,1.9042971159259723e-10,3.107610550316678e-11,3.673840422683266e-09,1.2015411595001742e-10,1.2015146245553358e-10,1.2015366452363967e-10,1.2015359470687845e-10,1.2015355494408702e-10,1.2015200667992468e-10,1.201527647554743e-10,1.201541094118285e-10,5.517038465888524e-10,2.426700167749019e-10,2.4282000759900016e-10,2.1885083123569275e-10,2.1885084105619062e-10,2.1885084205053146e-10,2.18850836650567e-10,1.0224307735870699e-07,1.686807812746232e-10,5.2569204205754617e-11,2.1192718317665646e-10,3.756174615514718e-09,1.2284592102901885e-10,1.228473357130126e-10,1.2284851892240702e-10,1.2284611716358706e-10,1.2284785657287929e-10,1.2284810557745906e-10,1.2284799014671474e-10,1.228456285251725e-10,2.414817032989734e-11,2.41481700886724e-11,2.4148168094651435e-11,2.414815837804863e-11,3.2533307150314823e-13,1.808523886376319e-13,4.2844194408652986e-05,1.6546108748611218e-07,1.4957268327355895e-06,7.009563753820043e-06,7.3490985346790245e-09,1.364163932060051e-08,5.0257373946129146e-08,4.5563780119340773e-07,1.1411400942760642e-07,1.0038389476445673e-08,9.386095985870641e-07,1.5101177059933159e-09,7.105593146332077e-06,9.62322072911372e-05,7.586855982318392e-07,1.1793128725057647e-05,2.431918013734798e-07,8.609833285854462e-07,4.7177949087308933e-07
3900,5.420595572541298e-06,7.431468849703517e-11,1.904287478344747e-10,3.107566619407486e-11,3.6737357925671056e-09,1.2015041142053237e-10,1.2015052893146e-10,1.2015228464172343e-10,1.2015191446293008e-10,1.2015144747407115e-10,1.2015151363775386e-10,1.2015188763628276e-10,1.201493859205581e-10,5.517031176558978e-10,2.426700170864421e-10,2.428200078845031e-10,2.1885085428872953e-10,2.1885085977505266e-10,2.1885085075334105e-10,2.1885085378546878e-10,1.0224566528997803e-07,1.686823031181828e-10,5.257147206646751e-11,2.1192829577254295e-10,3.756291546539643e-09,1.2284993792631296e-10,1.2284815919237e-10,1.2284814689178285e-10,1.2284872859922022e-10,1.2285026384191063e-10,1.2284963307227654e-10,1.2285016179521916e-10,1.2284820937243227e-10,2.414814123730549e-11,2.4148151460808675e-11,2.4148135515740163e-11,2.4148139418599218e-11,3.253329144268733e-13,1.8085219712910344e-13,4.284423181364869e-05,1.6546109951278633e-07,1.4957673390104212e-06,7.009563699573354e-06,7.349172711830653e-09,1.364157881165528e-08,5.025765313292986e-08,4.5564098175241935e-07,1.1411454563328199e-07,1.0038418141876021e-08,9.386095799770133e-07,1.5101178250960519e-09,7.1056035025861845e-06,9.623225650359794e-05,7.586860046048646e-07,1.1793136751053019e-05,2.431919308634867e-07,8.609837033287861e-07,4.7179542042210334e-07
4000,5.4205972799602e-06,7.43134742248807e-11,1.9042704228264678e-10,3.107503459093485e-11,3.6737349763445356e-09,1.201478139519495e-10,1.2015050197388807e-10,1.2015013219632242e-10,1.2014960188256197e-10,1.2014947131900777e-10,1.201505279857279e-10,1.2014898778158542e-10,1.2015011352431828e-10,5.517026308571435e-10,2.4267001757291755e-10,2.428200079503194e-10,2.188508711209125e-10,2.1885088345472987e-10,2.1885087114919238e-10,2.18850878081075e-10,1.022508859197647e-07,1.6868624266225554e-10,5.2572718433435485e-11,2.1192863126536285e-10,3.756353369090509e-09,1.2284952190058082e-10,1.2285211459343453e-10,1.228497289513612e-10,1.228513846125126e-10,1.2285017457686959e-10,1.2285176001266533e-10,1.2285078420435307e-10,1.2285153057288597e-10,2.4148118796790825e-11,2.4148124652812828e-11,2.4148120690338662e-11,2.4148123690110504e-11,3.25332448290663e-13,1.8085204029877312e-13,4.2844274865394814e-05,1.6546112725196264e-07,1.4957505193852642e-06,7.009568503147402e-06,7.3495967237388884e-09,1.3641424236436913e-08,5.025774489932566e-08,4.5564647920975164e-07,1.1411496702577433e-07,1.0038440574405657e-08,9.386095716474842e-07,1.5101180180216609e-09,7.105611275304603e-06,9.623230488991272e-05,7.586864576856002e-07,1.1793147574090369e-05,2.431920389015359e-07,8.609841085234601e-07,4.7182956195990496e-07
4100,5.420594937132493e-06,7.431023707681136e-11,1.9042653830711633e-10,3.1073347187731285e-11,3.673651590136338e-09,1.2014831471459124e-10,1.2014696443802204e-10,1.201479612236743e-10,1.2014701688274937e-10,1.2014647998173937e-10,1.2014609490892614e-10,1.2014796726413887e-10,1.2014561510701952e-10,5.517021586477537e-10,2.4267001775431386e-10,2.4282000818989565e-10,2.1885090767014263e-10,2.1885090270048194e-10,2.188508933364431e-10,2.1885090394088903e-10,1.0225022744015602e-07,1.6868721238189384e-10,5.2571933320327996e-11,2.119300817281185e-10,3.756417798243855e-09,1.2285234392214719e-10,1.228529642419694e-10,1.2285409489486019e-10,1.2285167785628972e-10,1.22853092136492e-10,1.2285284534039312e-10,1.2285441919355997e-10,1.228533726442077e-10,2.4148096609579603e-11,2.4148102581440053e-11,2.4148101287924114e-11,2.41480999814978e-11,3.253322356005489e-13,1.808518015388374e-13,4.284435203139757e-05,1.6546118254982192e-07,1.4958138233266445e-06,7.0095739222254554e-06,7.349781766471863e-09,1.3641317660473811e-08,5.025821765966797e-08,4.5564753656944526e-07,1.1411540024813659e-07,1.0038499149154666e-08,9.386095678826561e-07,1.5101184522839946e-09,7.105616945516782e-06,9.623241055779908e-05,7.586871251192659e-07,1.1793156457946984e-05,2.431921041694692e-07,8.609845511656907e-07,4.718360432103695e-07
4200,5.420598212245462e-06,7.430925082602586e-11,1.904237136928655e-10,3.107265451958981e-11,3.6735706307657243e-09,1.2014569706472888e-10,1.2014600389927798e-10,1.2014441504859953e-10,1.201464297642906e-10,1.201442258003087e-10,1.2014559064919843e-10,1.201447918658342e-10,1.2014651945153764e-10,5.517012959483222e-10,2.426700182915917e-10,2.4282000843870154e-10,2.1885093204291482e-10,2.1885093207457653e-10,2.1885092729059692e-10,2.188509222294404e-10,1.0225507729529648e-07,1.6868882633529662e-10,5.25743421049596e-11,2.119308967808596e-10,3.756384152243334e-09,1.2285392418602748e-10,1.2285480997054306e-10,1.2285490041204105e-10,1.2285504334008269e-10,1.2285513074343353e-10,1.2285407285670129e-10,1.2285430817688567e-10,1.2285608908360993e-10,2.4148081703421865e-11,2.4148078437037375e-11,2.4148068838842122e-11,2.4148079938227233e-11,3.253318653211238e-13,1.8085160147332865e-13,4.284438628281367e-05,1.6546121762776936e-07,1.4958997718527342e-06,7.009572774100842e-06,7.34990714467608e-09,1.3641243567097403e-08,5.025833173121011e-08,4.556542575046659e-07,1.1411591959654728e-07,1.0038521142018918e-08,9.386095566197388e-07,1.5101183254045712e-09,7.105624411391214e-06,9.623240356803196e-05,7.586875921543743e-07,1.1793165223837896e-05,2.4319221829616904e-07,8.609850028232718e-07,4.7183816118549627e-07
4300,5.4205987411733e-06,7.430730291830918e-11,1.9042273651006997e-10,3.1071854041036e-11,3.6735171844928106e-09,1.2014172814718599e-10,1.2014424097489672e-10,1.2014368110633353e-10,1.2014232539734882e-10,1.2014476973035084e-10,1.2014375495437314e-10,1.2014253758315607e-10,1.2014199572680158e-10,5.517008258407393e-10,2.4267001850124074e-10,2.428200085988322e-10,2.1885095464645395e-10,2.1885095516227949e-10,2.1885095310604543e-10,2.1885095096154586e-10,1.0225852258570518e-07,1.6869106252672418e-10,5.2575433821802324e-11,2.1193126792325314e-10,3.75652859044012e-09,1.2285696199979622e-10,1.2285613728927035e-10,1.2285622984294858e-10,1.2285693500574443e-10,1.2285550439026688e-10,1.2285723389402345e-10,1.2285834023957474e-10,1.2285663233776757e-10,2.414804304303906e-11,2.4148046332950515e-11,2.414804467931312e-11,2.4148042757792728e-11,3.2533141691458356e-13,1.8085135769972963e-13,4.2844448977953074e-05,1.654612426957427e-07,1.495915612027826e-06,7.009574445381595e-06,7.3502306101532544e-09,1.364110352335559e-08,5.025877149450561e-08,4.5565537122039033e-07,1.1411652384451941e-07,1.0038561485166014e-08,9.386095524654217e-07,1.5101189169533374e-09,7.10563466399102e-06,9.623249193989489e-05,7.586877152182408e-07,1.1793174170499321e-05,2.43192337664424e-07,8.609856191312944e-07,4.718730199774551e-07
4400,5.420601060932884e-06,7.43077726225071e-11,1.904227983837033e-10,3.1070843314727e-11,3.6734414919249377e-09,1.2014233125550678e-10,1.201423775726507e-10,1.2014222056911407e-10,1.201399947400166e-10,1.2014166762979197e-10,1.2014197125626993e-10,1.2014081522429242e-10,1.2014058562484798e-10,5.517000253043714e-10,2.426700190640868e-10,2.428200088708888e-10,2.1885097598761289e-10,2.1885097629353318e-10,2.1885098309105302e-10,2.188509744980801e-10,1.0225934752349174e-07,1.686920551105928e-10,5.257741777796046e-11,2.1193245279512191e-10,3.756567672112191e-09,1.2285757047540777e-10,1.2285876068887703e-10,1.2285835423715335e-10,1.2285950498349226e-10,1.2285751540046638e-10,1.2285817855579687e-10,1.228581567879525e-10,1.2285953420204192e-10,2.4148028413995868e-11,2.414802425193945e-11,2.414802581038887e-11,2.4148016488495237e-11,3.2533095101194085e-13,1.8085119723481828e-13,4.2844508626255695e-05,1.6546125750252168e-07,1.4959494457945172e-06,7.0095762669221816e-06,7.350288589462737e-09,1.364094666144337e-08,5.025894421296944e-08,4.5565947001727384e-07,1.1411693249712044e-07,1.003861548220484e-08,9.386095469705097e-07,1.510118993513128e-09,7.105644962301899e-06,9.623252138390305e-05,7.586883551358672e-07,1.179318013721056e-05,2.431924894538055e-07,8.60986068650839e-07,4.718706915920216e-07
4500,5.420601385266689e-06,7.430404943468196e-11,1.9042089816424407e-10,3.1071001262007926e-11,3.6733916996710224e-09,1.2013865690725644e-10,1.2014083076175346e-10,1.201391232549588e-10,1.2014014422405556e-10,1.201408563104424e-10,1.2013879407681292e-10,1.2014038283253476e-10,1.20140116983995e-10,5.516993705038232e-10,2.4267001935120527e-10,2.428200090671128e-10,2.188510084398498e-10,2.1885100707245957e-10,2.1885100155055185e-10,2.188510142245255e-10,1.0226316821334507e-07,1.6869238599274214e-10,5.257798958454617e-11,2.1193252139362652e-10,3.756598432321524e-09,1.2286077318281666e-10,1.228621722148104e-10,1.2286113487272626e-10,1.228608650676381e-10,1.2285930620611798e-10,1.2285975498296276e-10,1.228596531561735e-10,1.2286199207457598e-10,2.4147990886773717e-11,2.414800185796282e-11,2.4147987297745568e-11,2.414800126313683e-11,3.2533065365154026e-13,1.808508765009478e-13,4.2844576044634714e-05,1.6546130603205506e-07,1.4960095433265718e-06,7.0095817970035284e-06,7.350478786172456e-09,1.3640901731370345e-08,5.025920270810493e-08,4.5566587748461707e-07,1.1411730676743082e-07,1.0038644132048036e-08,9.386095370616151e-07,1.5101193865962412e-09,7.105654261812039e-06,9.623258581093387e-05,7.586886872485753e-07,1.1793193148175177e-05,2.431926217102113e-07,8.609867301787938e-07,4.718892720721129e-07
4600,5.420601118829033e-06,7.430416985858e-11,1.9041905141145383e-10,3.106878563889186e-11,3.6733406691310124e-09,1.2013733819819445e-10,1.2013912288474236e-10,1.201379202994747e-10,1.2013695161515963e-10,1.2013870045270415e-10,1.2013651536033455e-10,1.2013928621131572e-10,1.2013670235028853e-10,5.516986597527408e-10,2.426700197816884e-10,2.4282000935438e-10,2.1885103834258935e-10,2.1885103328018217e-10,2.188510308801336e-10,2.1885103514108533e-10,1.022666653558192e-07,1.6869348382760918e-10,5.257932252216354e-11,2.119335070915435e-10,3.756689456695628e-09,1.228636353918554e-10,1.2286338070188758e-10,1.2286205857766496e-10,1.2286365928643846e-10,1.2286344847426817e-10,1.2286403430599282e-10,1.2286349845339981e-10,1.2286297814521673e-10,2.4147965725665618e-11,2.4147969007709258e-11,2.4147962088577413e-11,2.4147957359269335e-11,3.253301206566507e-13,1.8085063987191665e-13,4.2844630574116386e-05,1.6546130777424587e-07,1.4960214883268871e-06,7.009579365859858e-06,7.350674794952226e-09,1.3640746547174249e-08,5.0259572355652357e-08,4.556701926885236e-07,1.1411788557871402e-07,1.003869157903588e-08,9.38609515400292e-07,1.5101193320573939e-09,7.105662873625172e-06,9.623266036171042e-05,7.586890544464474e-07,1.1793199042119821e-05,2.43192733988429e-07,8.609875283340708e-07,4.718952853539643e-07
4700,5.420603208104075e-06,7.430216349121998e-11,1.9041797559661182e-10,3.1069333993967584e-11,3.673279665013796e-09,1.2013586323615167e-10,1.2013588455827134e-10,1.201351075084538e-10,1.2013669794406427e-10,1.2013653203152305e-10,1.2013523458075871e-10,1.2013713689367173e-10,1.2013736370769773e-10,5.516978199525505e-10,2.426700201878408e-10,2.4282000961452017e-10,2.1885106119327283e-10,2.1885106090652372e-10,2.1885106895474745e-10,2.1885106931526951e-10,1.0227165730486654e-07,1.6869599049952496e-10,5.2580873293327397e-11,2.1193475398468623e-10,3.75675889541775e-09,1.2286564083685565e-10,1.228637512117223e-10,1.2286562712852024e-10,1.2286379588885892e-10,1.2286393061229975e-10,1.2286455681106168e-10,1.2286495647911686e-10,1.2286438980829525e-10,2.4147930403042825e-11,2.4147933894317626e-11,2.4147928853896506e-11,2.4147930400743328e-11,3.253295953862534e-13,1.8085047524164587e-13,4.2844723052215674e-05,1.6546137169296496e-07,1.4960732892037872e-06,7.009582502281222e-06,7.3508558682882796e-09,1.3640634463494058e-08,5.0259885941683454e-08,4.556741351041626e-07,1.1411822335937842e-07,1.0038736548133375e-08,9.386095160276097e-07,1.5101194232494035e-09,7.105677719743116e-06,9.623269799008498e-05,7.586895941332912e-07,1.1793212322976577e-05,2.43192895769808e-07,8.609881852226883e-07,4.7193230994924926e-07
