miliseconds,FITC_Dextran_three_compartment_model_compartment_1,FITC_Dextran_three_compartment_model_compartment_2,FITC_Dextran_three_compartment_model_compartment_3,FITC_Dextran_nine_compartment_model_compartment_4,FITC_Dextran_nine_compartment_model_compartment_5,FITC_Dextran_nine_compartment_model_compartment_6,FITC_Dextran_nine_compartment_model_compartment_7,FITC_Dextran_nine_compartment_model_compartment_8,FITC_Dextran_nine_compartment_model_compartment_9
0,-0.3270121383803205,-0.033073939803575814,-0.0026054188588935643,0.0009203622291602654,0.00014264026980808167,4.407295069034447e-06,9.155511478721359e-08,-2.747190395272006e-08,-5.388107943682109e-10
100,0.5333014253873335,-0.01799383665893536,0.005597826624532033,-0.0005875975276132123,-6.219700118550155e-05,3.9831552247040265e-07,-3.4810789346944143e-07,4.102843327365541e-08,-1.6406532270897146e-09
200,1.7415246999207261,-0.007125203824146147,-0.01131186312205321,-0.0008034521120306008,-0.00015858892591987295,4.6332408475937244e-07,-1.633231088651475e-07,2.367651721415926e-08,2.457865071994278e-09
300,2.266568463728855,-0.05371687608361477,-0.01069357018367635,0.0005445532834660591,-0.00014515804788669726,-6.787010598710447e-06,7.233054950546956e-07,2.73343936509908e-08,-2.1038154533112392e-09
400,2.7198621570757564,0.01839678328213037,0.0031610698976185805,0.001326666608742172,0.00012643883919452232,6.6888480710954e-06,-3.216854093313435e-07,3.601514200112607e-08,2.3899624295325397e-09
500,3.701081761209416,0.13982125871891699,0.0017966132167119549,-0.0016944355710642775,-1.534861045891169e-05,-3.036852903076549e-06,-7.695676563186858e-07,-3.0976885668310085e-09,-1.5442548314969805e-09
600,4.324531602680073,0.0586653601205268,-0.012458059952691176,0.0018230643099430642,0.0001550443778689496,3.794177020257859e-07,7.574174041212623e-07,2.3284317392735383e-08,5.685357141961439e-10
700,4.63643546363624,0.2218370208200124,0.011301438763238959,-0.0004318915073237002,1.7490812956509914e-05,2.510793691088054e-06,6.928511772650369e-07,3.4568665795480675e-08,-2.8927424881986564e-10
800,5.389714833423461,0.13914499786930679,0.01190410394746725,0.0002908529358780198,0.00012380543691116263,5.553304837380304e-07,1.7136127545215192e-07,-4.386564486591825e-08,1.8594961821810484e-09
900,5.480737139400687,0.21113872201802283,0.009899639243071964,-0.0004595306847870589,-0.00011322317141882168,-4.114488794189983e-06,3.966936973328184e-08,2.952226324169133e-08,1.983366239009225e-09
1000,6.5848260435648545,0.21552571991813582,-0.0027222401105582578,-0.0008719252377190757,0.00010772021623918578,-9.37356661467566e-06,4.164588287101259e-08,3.1699831456406354e-08,-1.3615989315277235e-09
1100,6.8939473301159,0.3482697731966297,0.00551097152277653,-0.00043324432632539065,0.0001441689290011999,-3.84541791784621e-06,7.11188567983337e-07,4.381095698005359e-08,3.7375667861230677e-10
1200,7.571072769641774,0.4358165709502374,0.007028392641522758,-0.0010991977802182382,0.00017401688378083853,-6.1009091193227145e-06,3.8545602087948657e-07,2.9009669406696176e-08,-8.956938569754962e-10
1300,8.542720847531251,0.45607329757638665,0.02869638702483758,-0.0010463322835445694,-9.842507987603057e-07,2.022240710105962e-06,1.6575384653209804e-07,3.167924664930984e-08,1.6690872136013893e-09
1400,8.701655679665018,0.5284386193711653,0.0438592326726238,0.002043088846619699,-0.00010537696590931289,8.08740972183332e-06,3.9697360020407387e-07,2.6965386860863286e-08,-5.50917803146227e-10
1500,9.206113796102036,0.6201477231215234,0.055078796076717354,-0.00032108595778131653,4.0929429164653224e-05,-3.732825702011935e-07,-5.996259705400672e-07,3.488071715151747e-08,4.182700620131815e-11
1600,10.430550985609775,0.7224814124541377,0.046939800721090615,5.24158328691481e-05,-6.0636424268916244e-05,1.0101181571440766e-05,7.673802858560361e-07,-2.7962976392399612e-08,2.2533784813615453e-09
1700,10.448284174336068,0.7008204873965551,0.06881770719608873,0.0012260767312647647,0.00018487827493428029,2.6097035383017636e-06,2.544285101367612e-07,-8.351581970395844e-09,-2.4710928654729685e-09
1800,11.08120059085711,0.8724101561374545,0.07111147237341753,0.004068900644614201,-1.7357406762966724e-05,2.6818977359525767e-06,-4.521179370657575e-07,6.442307668925144e-09,-2.320191961618889e-09
1900,12.105382336436433,1.0350686894049594,0.09214280154236731,0.002711822580019429,0.00023610061423149712,2.6772482612681605e-06,-4.799735655763348e-07,2.4956583752153643e-08,1.3416891634810286e-09
2000,12.130312963801824,1.1148917127862128,0.09478228858563632,0.0027306094024899287,0.00016014555189101064,-6.982751122400165e-06,-4.1615823577855594e-07,2.3211125122650717e-08,2.093215428298833e-09
2100,12.778486953258833,1.2174489387899992,0.09923751555580168,0.00649399062368623,0.0001711243954934901,3.585203945245114e-06,8.397344817688021e-07,-3.6763272469585627e-08,2.5296520372163964e-09
2200,13.506605551607858,1.3037570079729799,0.11390445377169092,0.007379737809416474,0.00013682783274371056,3.3475024393290407e-06,-2.1493527643044383e-08,4.820177294717227e-08,2.436359238989597e-09
2300,13.989706760238235,1.3121511011782212,0.11717290026104424,0.008119220384887448,0.00020616703880110154,1.7682563496886543e-05,-3.9499767633875226e-07,5.293882977447838e-08,2.7100221919198313e-09
2400,14.678232618428456,1.4616981849455377,0.14521021509033671,0.009304977835231496,0.00040077010831817106,2.754390571315347e-06,1.290628527018653e-07,-1.726477333866036e-08,1.162400336854927e-09
2500,15.125218091560411,1.6613450414393884,0.15453368698876166,0.0105509754579161,0.0005954509326163099,2.282798333942089e-05,1.2971383951773605e-06,6.26848076841508e-08,-2.0298546352059937e-09
2600,15.454938392545465,1.774944449889491,0.1873940347098773,0.012494836530187372,0.0005232300067509482,2.2569304660509704e-05,2.770407828687575e-07,5.669627523465704e-08,3.4095598639387013e-09
2700,16.22585831894555,1.8567516730673976,0.1977284314754079,0.012418084516294184,0.0006660570455605426,2.5433694153963848e-05,1.1949168055159992e-06,-1.0475943825996651e-08,2.0601448925009816e-10
2800,16.827168192109813,1.922993751226736,0.2274833691066988,0.015064039471398952,0.0007345057076206723,2.430988144287936e-05,1.0383667458815117e-06,6.475039194906637e-08,-6.790359464478618e-10
2900,17.128003811681843,2.1074153463471,0.2413486884223654,0.0185200661504636,0.0009738901877317341,4.6682356293151115e-05,1.158421533875532e-06,7.031494148282387e-08,5.679711451423264e-10
3000,18.180665564316588,2.2568154448006115,0.2863829412716414,0.02003174785977706,0.001009830601873987,3.9217192730172066e-05,1.8583125588718162e-06,5.575877684101167e-08,4.468041243554125e-09
3100,18.000059615182387,2.364570366661754,0.2993542166802328,0.024402525586701487,0.0012827027854603692,6.764972302046041e-05,2.0615541743003823e-06,1.0774301419235463e-07,4.1909263049428415e-09
3200,18.890813173864696,2.547601726571987,0.3281335597910028,0.024778779790874172,0.001427767524256065,6.952154290822206e-05,3.727320821754024e-06,1.2674943529054602e-07,2.2847904959342225e-09
3300,19.32602791313093,2.62024728391373,0.3568010776677829,0.030725456900430104,0.001809786705224853,8.272722232365578e-05,4.512024485175879e-06,1.7976599792341926e-07,4.281024933072645e-09
3400,20.21165551189624,2.76826073405209,0.3795113711424451,0.0322081003437848,0.0018369494074444608,0.00010718611681184325,4.877360764204463e-06,1.973485431395847e-07,8.295926800356639e-09
3500,20.51732159372157,2.8960648704895293,0.4265436362787576,0.03637895296348753,0.002390209599582579,0.00011326682137014666,5.493370603806343e-06,2.794672771341723e-07,1.008932985576245e-08
3600,20.736800487666844,3.068640387988628,0.45945410532504644,0.04101272935885769,0.002515557916022562,0.00013888452322004667,7.710186372886371e-06,3.553733286262047e-07,1.1769143298903965e-08
3700,21.090101060974682,3.2353506050049665,0.49142453145327664,0.045994466147115706,0.002990019482565281,0.00016843318811082266,9.246683722275393e-06,3.4253553973730323e-07,1.918167258167718e-08
3800,21.696968510635237,3.29062087719083,0.5278352808404597,0.050253964212007916,0.0032268570514716825,0.0002030798828939945,1.0510548129954419e-05,4.921773661972909e-07,2.4842624855034975e-08
3900,22.396003529179524,3.582791894359783,0.5630370034042796,0.05260222775733913,0.00366839421511886,0.00022590414337404752,1.302496396911912e-05,6.244326840246391e-07,2.860064893004894e-08
4000,22.491958353311606,3.6366379286234003,0.6188301757998454,0.05807616394057042,0.00435636524680134,0.00026577928963564447,1.4223691823658093e-05,7.100835019972392e-07,3.211405175088002e-08
4100,22.939526987998605,3.79732681216178,0.6328103203613058,0.06400953160841723,0.004912343015369051,0.00029493464840569665,1.7267921712971313e-05,8.515847151837245e-07,4.5076098656804585e-08
4200,23.401467285140235,4.043100898737915,0.6887970087244019,0.06939794602325246,0.00534081829392494,0.0003435804789756334,1.980970360657449e-05,1.05053674107833e-06,5.3145097822700356e-08
4300,24.53128486864524,4.206231526800159,0.74574973461941,0.07587367508526889,0.005854846383373057,0.0004013061265828312,2.3493461362433568e-05,1.2491434091323204e-06,6.270540148082704e-08
4400,24.5869741604432,4.355298462677108,0.7749942706245512,0.08311803171549725,0.006650670175861919,0.0004437167990973801,2.694582916281409e-05,1.4360129897188496e-06,7.674080039204534e-08
4500,25.533987451242407,4.569694246978173,0.8359947532175149,0.09208251551115235,0.0073171201627882515,0.0005089470464185723,3.220390372215671e-05,1.7517317760470054e-06,9.484280567756149e-08
4600,25.711362447430357,4.681625469435259,0.8874684044478961,0.09747286022366908,0.008207220884558372,0.0005753398439597508,3.6669292855456496e-05,2.012404764082669e-06,1.1767732448782791e-07
4700,25.990216867281966,4.782967569346092,0.9176901873214497,0.1072595725663639,0.008917388294471671,0.0006418110454519383,4.271683775419505e-05,2.3919210584219197e-06,1.413963088139356e-07
4800,26.23937410807441,5.00758770959606,0.975837145044523,0.11481557543620663,0.009757605662211804,0.0007304304177674638,4.813153765758561e-05,2.8437845744384826e-06,1.6800369625481717e-07
4900,27.245320288614163,5.206033852027086,1.0425909603312644,0.12317040236093496,0.010932538786392642,0.0008062887242755715,5.624635168167664e-05,3.2945067918846003e-06,1.9697061348323338e-07
5000,27.10835890831073,5.404424634588728,1.0850253933519105,0.13359782175402624,0.011802754626709927,0.0009028955597484415,6.320466469162145e-05,3.791192650561945e-06,2.347457633364594e-07
