miliseconds,FITC_Dextran_three_compartment_model_compartment_1,FITC_Dextran_three_compartment_model_compartment_2,FITC_Dextran_three_compartment_model_compartment_3,FITC_Dextran_nine_compartment_model_compartment_4,FITC_Dextran_nine_compartment_model_compartment_5,FITC_Dextran_nine_compartment_model_compartment_6,FITC_Dextran_nine_compartment_model_compartment_7,FITC_Dextran_nine_compartment_model_compartment_8,FITC_Dextran_nine_compartment_model_compartment_9
0,-0.14244765378641505,0.0688143594269059,0.01430735234937022,0.0004942116201676747,6.950287468727099e-05,6.621355561863065e-06,-9.89369491557229e-08,-1.3270641288746824e-09,5.269856286826996e-10
100,0.737086361213445,0.08561537484945834,0.015889882010424225,0.00018037601783776387,-4.3326236306560594e-05,-8.690623569557833e-06,1.7057749036835606e-07,-1.3546078514858453e-08,1.865869906196388e-10
200,1.5306544015053292,0.05840497184876099,-0.01305268139233536,0.0012807876045619357,3.8306187526572255e-05,-3.7382551200427266e-06,-2.138984304010145e-07,-1.223309389240636e-08,-5.179110674679583e-10
300,2.077644974236372,0.02371429817600614,0.0005506235262715472,-0.0017529645945551261,-5.5503740534665815e-05,-6.306657811477846e-06,-2.0503445844921313e-07,-2.2667096988263682e-08,-2.0122000286221293e-09
400,2.399162703566225,0.07580160146714136,-0.002759655582914946,-0.0013959803405756463,-0.00011150560029878733,9.447159979801241e-06,3.829702908320991e-07,-4.316795439679294e-09,-1.6388915278408767e-09
500,3.2724049570060734,0.15358129203348891,0.002478352217499985,0.0009181152398813541,0.0001557152265675655,-1.3796331788838774e-06,7.240745034528648e-07,2.0354294997549776e-09,-1.6517664327157642e-09
600,3.790388307055314,0.06516198027606757,0.018121985364210735,-0.0010128405775169092,-1.6197067184137462e-05,-1.5421766135483444e-06,-2.03186230307336e-07,-3.9113725164735425e-08,1.882518131853942e-09
700,4.648213254209669,0.12409522025121174,-0.006505422628659095,-0.0005013162405032155,-6.034223282722722e-07,-6.537015162445246e-06,-5.068173346606312e-07,2.0313351714884863e-08,2.275816833840588e-10
800,4.991651612274136,0.2624715027189656,0.0045749474351630855,0.0005210062484982509,5.8457468831542944e-05,1.1694613350013986e-05,-3.596910085978781e-07,1.0796226835394535e-08,1.8463095767388307e-09
900,5.773101837217993,0.29675359886744646,-0.003957825109426841,-0.001668944702322912,0.00012811575854450685,-7.448362773139944e-07,-3.8546520454121444e-07,2.3923712820202167e-08,-1.960182040506306e-09
