miliseconds,FITC_Dextran_three_compartment_model_compartment_1,FITC_Dextran_three_compartment_model_compartment_2,FITC_Dextran_three_compartment_model_compartment_3,FITC_Dextran_nine_compartment_model_compartment_4,FITC_Dextran_nine_compartment_model_compartment_5,FITC_Dextran_nine_compartment_model_compartment_6,FITC_Dextran_nine_compartment_model_compartment_7,FITC_Dextran_nine_compartment_model_compartment_8,FITC_Dextran_nine_compartment_model_compartment_9
1000,6.1346946615468605,0.2702156201974317,0.002619223903220941,-0.00142606990459001,-5.010005498305345e-05,-6.789481068219607e-06,-1.348497788498295e-07,3.373327620990884e-08,1.7933804793377401e-09
1100,6.7950271094695,0.30463854693073794,0.010996298906550211,0.002289973371600947,0.00015895463612134014,-4.161178079667047e-06,-6.310834652923805e-07,1.3051871467349618e-08,2.176244288599654e-09
1200,7.727013290956854,0.44077885739486183,0.02226511353454113,0.00011711975367149555,2.655663435135124e-05,1.8994021309917687e-06,2.5024187656674056e-07,2.7486560659193364e-08,5.484391976633914e-10
1300,8.378910685890736,0.45549047356416916,0.04180521493418765,-0.00022044490129447295,3.902623930884104e-05,5.155168038955063e-07,-2.828928036281716e-07,1.7285364772042982e-08,-2.6131363967301526e-09
1400,8.839835311574634,0.48270212538185936,0.04050695192764392,0.002819412218856787,2.119729108118777e-05,1.2066818217003448e-05,-4.2033365626828755e-07,7.677661698593837e-09,-1.4364319035228476e-09
1500,9.314478620201927,0.5802986220894587,0.03379140662964475,0.0025515815426939608,0.00016859146804917824,1.1321723274834265e-05,-2.4597945770442905e-07,1.909932908040487e-08,3.181565895172558e-10
1600,10.229491727517722,0.7746610032323595,0.048893900535771306,0.00273849162288554,-7.786205051331328e-05,-1.8127040290518182e-06,-2.9662601681190313e-07,4.6051655231682404e-08,3.366742607273222e-10
1700,10.770313937654542,0.8448686640118801,0.042920048659097626,0.001208614910709297,-5.0043233629955275e-06,8.279627981177855e-06,-2.3158622331336294e-07,3.1264196724662684e-08,-1.1043689080425911e-09
1800,10.93467081586621,0.8911715846747517,0.05951245894402728,0.0027413736493237745,9.485014411767377e-05,1.2060453313297364e-06,-4.954868810306872e-07,2.8314795593884604e-08,-2.410271833359322e-11
1900,11.771189493317776,0.8999317928999181,0.08036288891283383,0.005053339005876058,0.0001854352054672939,4.684291317433873e-06,5.499952925506412e-07,1.8491498761132547e-08,2.8855883188711572e-11
2000,12.645843192338782,1.0305636605176232,0.07856498530336424,0.0034387464570882565,0.00013119989116902798,1.1941796034892172e-06,-5.458547797374435e-07,9.799817050274026e-09,6.100337380455511e-10
2100,12.801953911334493,1.2075176504222063,0.0881498730615718,0.0045789004883037285,0.0003381194747100765,5.688038229833103e-06,3.8480491463568895e-08,3.1203645947761915e-08,-8.972904242264693e-10
2200,13.281735044917449,1.3091216447311091,0.10481039304805534,0.007967058616305544,0.00038610575965066234,-3.2123343198838672e-06,4.422605206394354e-07,1.1701165444786081e-08,2.3514034405418474e-10
2300,13.775784713078131,1.3108485174479285,0.12929630072601792,0.008289037088402892,0.00015993173850866406,1.5767086476988324e-05,-3.956643232849647e-07,2.7956266343294507e-08,-1.1378961906500082e-09
2400,14.693257715801414,1.4218309193662757,0.1617126186571195,0.008124084878833565,0.0002716483686056698,2.2704165555520727e-06,-2.453007384086301e-07,4.1129807485649616e-08,2.836966195511655e-09
2500,15.274039846030904,1.545299262840878,0.17044730022376736,0.00991710129597393,0.0005703769282292916,2.539374458381294e-05,8.036593774010736e-07,3.434531216238601e-08,1.7957579631855234e-09
2600,15.504927069494716,1.7452387448439797,0.17645553543051798,0.010564026898138132,0.0006657929660661312,2.3704281022323707e-05,1.5410022926888093e-06,5.250869467166806e-08,2.3141917201864065e-09
2700,15.99193754692,1.8386525391830457,0.1985028275278664,0.012936082909746963,0.0007750376460167288,3.738496163701229e-05,5.798285523126943e-07,1.54299667332221e-08,2.1520444225047846e-09
2800,16.578827539352655,1.9593897442624877,0.21349537187464665,0.01519012234982664,0.0008415486434034791,2.2987065669292238e-05,6.462899992454363e-07,1.9165542769707836e-08,1.4024334968325052e-09
2900,17.267895963664486,2.02490449413443,0.2600062578755445,0.018284218554263362,0.0009128778992184935,3.577463910172114e-05,1.645704866465815e-06,3.7263772192569376e-08,-2.5889805524450934e-10
3000,17.802177742047007,2.1905742730966686,0.27995823836586514,0.018803918797495853,0.0010965502559546795,5.3214785221549575e-05,1.9148012423767996e-06,7.815143247984335e-08,5.492767621931085e-09
3100,18.215791043846057,2.386486341670463,0.29915105132931674,0.024693888482857414,0.0011374548073059055,6.982449320503961e-05,1.8607585334855424e-06,9.826737688591834e-08,5.482757608765713e-09
3200,18.741147790119904,2.492645912260383,0.33391293771301195,0.02647047460386203,0.0014627997255399138,7.501696044108592e-05,3.461738232973875e-06,1.3984539603794006e-07,7.149771468762398e-09
3300,19.185861764373495,2.6331602202158297,0.3487969422306511,0.02818918738971759,0.0017103247757935714,9.503175738123087e-05,4.337870174823836e-06,1.6841041860447717e-07,8.222166889001368e-09
3400,20.152124995088844,2.73252262123916,0.38107014576247417,0.03229853111759961,0.0018874174928325443,0.00010686174964604651,5.226332981493022e-06,1.6525928153020374e-07,9.798611615657092e-09
3500,20.431362637522646,2.889490789205465,0.42254441445613444,0.03743307195750734,0.0023583077308857617,0.0001148575941297959,5.46816853577471e-06,2.3158267407276407e-07,1.0480454294967828e-08
3600,20.778074697661125,3.0766607678082667,0.4701028542132631,0.04196648426959297,0.0027160739158405387,0.0001482925887260449,6.732065225001054e-06,3.4153884777277307e-07,1.4218975571219751e-08
3700,21.04278852306974,3.243782036828327,0.48889169785637393,0.04436539326035235,0.0028218704666222627,0.00015843114705420798,8.528323416462897e-06,3.962861507639435e-07,1.7624280081131776e-08
3800,21.970846867760155,3.363017331564516,0.5171471718609766,0.04899120743920164,0.0033603738539477127,0.00019030372537572987,1.0702755583672334e-05,4.899936469017315e-07,2.4804059426686465e-08
3900,22.2767108346264,3.4724732908630256,0.5775255600244361,0.055387737154232945,0.0036171847913548452,0.0002274665897005027,1.2509037418248257e-05,5.667903356213099e-07,2.586188458700933e-08
4000,23.110290832475712,3.624091803706108,0.5903410934703859,0.05839128042286165,0.004355931944252373,0.00027059891826880343,1.5095250594088927e-05,6.743498217342976e-07,3.46297400981247e-08
4100,23.20677073546158,3.841409146899062,0.6475312674363336,0.06607754328820716,0.004826070849888783,0.0002968570006878445,1.641165724324946e-05,8.168800980901051e-07,4.533283991882306e-08
4200,23.932146772244746,4.0412863503077086,0.7060628370904531,0.071066903546648,0.005251927409035802,0.00033598646548358015,1.930662501380149e-05,9.824171749586168e-07,5.134423450058835e-08
4300,24.10452162291452,4.119745877377729,0.7272537511357555,0.077448959673796,0.006045258188745549,0.00038283368489758625,2.3242799607014016e-05,1.2478688372080991e-06,6.571705748197538e-08
4400,24.834948075515328,4.307895977377862,0.7794718675387418,0.08310781487434295,0.006772933012114103,0.0004352642764217844,2.7295023125447367e-05,1.4584376214459238e-06,8.015882136464307e-08
4500,25.100370775280275,4.51827181799304,0.8462969776248245,0.09297849187954388,0.007308505656931427,0.0005139829067349177,3.162729903246326e-05,1.7490011921488067e-06,9.432311399478764e-08
4600,25.45395606512674,4.750844065220757,0.8930476454365915,0.10003660223828893,0.00804095629593814,0.0005734784413561406,3.736077878523518e-05,2.049316150303581e-06,1.1605761983819528e-07
4700,25.86716958957456,4.841479378387936,0.9369145951746791,0.10768652243852227,0.008916605762941744,0.0006414169082776723,4.1877472878972e-05,2.4111313724274246e-06,1.3721426343300298e-07
4800,26.35993871858282,5.005281861446636,1.0020361083120088,0.11420712833253054,0.009923118966711218,0.0007332137604242728,4.834746239013843e-05,2.8013050929763846e-06,1.6376915145250756e-07
4900,27.33988211464073,5.22846145285873,1.037137180965255,0.12323961747149421,0.010751532631222051,0.0008123919741659624,5.5009303115401324e-05,3.3284808300684687e-06,1.974944850711604e-07
5000,27.713183198983057,5.370452156832227,1.1100507695500472,0.13594462046088776,0.011896267057549495,0.0009194977392361154,6.394624559577007e-05,3.859308162458706e-06,2.3382354699535155e-07
