miliseconds,FITC_Dextran_three_compartment_model_compartment_1,FITC_Dextran_three_compartment_model_compartment_2,FITC_Dextran_three_compartment_model_compartment_3,FITC_Dextran_nine_compartment_model_compartment_4,FITC_Dextran_nine_compartment_model_compartment_5,FITC_Dextran_nine_compartment_model_compartment_6,FITC_Dextran_nine_compartment_model_compartment_7,FITC_Dextran_nine_compartment_model_compartment_8,FITC_Dextran_nine_compartment_model_compartment_9
0,-0.32161949252507577,0.018358543689225747,-0.00023717572121707058,-0.000812948763040235,0.00013411665154544177,9.001887453752079e-06,7.615011530758663e-07,-7.982573661854119e-09,-2.279793473236174e-09
100,0.5141475977690523,0.01256249133164443,-0.0014534166942740921,0.0005180827428015133,7.086376968418404e-06,2.1540100238465274e-06,-3.705712722514672e-07,-2.331814115478348e-08,-1.7722987852713196e-09
200,1.5364645542366315,0.025625663593734235,-0.011157027508346861,-0.0006076558433651242,-1.195290000374981e-05,-4.2010922004090624e-07,-3.1759361037906266e-08,2.8599597322949878e-08,-1.0502821092459902e-09
300,2.094357435139939,0.08338458255902167,-0.009494846371278336,0.0015994030713773319,1.1283432856132504e-05,-4.646128434076611e-06,-5.539044453391591e-07,6.1467086145193815e-09,1.9921497052570938e-09
400,2.692316737377114,0.10199110906711488,-0.0013944559922235357,0.001133895544171143,0.00014967863090486114,-4.374457998655238e-06,-1.2720542396922736e-07,3.790047228474831e-09,-2.252551935793653e-09
500,3.231433793436224,0.07784963738578284,0.013947593034745624,-0.001155157205713504,-5.201230212669899e-05,1.1714395565830532e-05,5.25791485435686e-07,3.857095550272633e-09,-1.380784796712188e-09
600,3.737332386631794,0.12564032610571899,0.01445251981760778,0.0012599783021020577,0.00011080966895860084,5.076740122160955e-06,-6.279920958972838e-07,3.935289999189068e-08,1.4491725954689644e-09
700,4.218141392591597,0.12115656211826487,0.018360209157464447,-0.0017731043974085908,1.98173672780076e-05,-1.0647898608149005e-05,-6.897809394136339e-07,2.94451939068981e-09,1.891299139754055e-09
800,5.119165632131063,0.265836217572566,-0.0035601482803426223,-0.0009634330396975944,-4.654455946532734e-06,1.020332844739889e-05,-5.125472126299949e-07,1.8339027327698593e-08,-5.026683580802766e-10
900,5.860319276704671,0.16488144750444234,0.01255235920474283,5.677739826560828e-05,1.0625625612109203e-05,8.55808583693853e-06,3.942645920790805e-07,-3.340875130716413e-08,-1.4283723484599223e-09
1000,6.3960963951491445,0.22032422115586772,0.013212686067254911,0.0010155948733062716,0.0001546732233325564,4.975933575062506e-06,-5.610831559917755e-07,8.696665202814177e-09,2.244878516646057e-10
1100,6.80062398718637,0.32178092234668937,0.02801113576139816,0.001666884988768931,-0.00012466178139043782,1.0071859568473156e-05,-6.699991640845926e-08,1.6343936552881056e-08,8.352658041105192e-10
1200,8.012229665713692,0.3611225026961885,0.015973327795333208,-0.000497533401408852,-7.830078182166212e-05,6.234877490702349e-06,7.703802774031745e-07,3.422804525670125e-08,-1.871231050984166e-09
