miliseconds,sigb,lacz,x
0,173.46489999176882,0.009740300378356517,0.6438203043346149
100,1547.0391141458792,-0.008335088728556945,6.773061225589381
200,1404.3420956728933,0.007162248095801144,10.549104489736585
300,3113.7442639010123,0.022316433200132553,14.337709525698708
400,4423.041513124037,0.03748858930888023,16.57116639592862
500,4563.290591380409,0.04693225958881295,18.278290586552036
600,6510.977435135074,0.0428378994168122,21.390921047383642
700,6691.602551446863,0.06928917180832828,22.504779559096843
800,8197.473119475395,0.05607704829061643,24.85140423637368
900,9186.032871742826,0.08039130012852254,26.32567433062518
1000,9415.314880844939,0.09393780853981824,28.000883962357978
1100,10283.32127048001,0.12106791372140521,29.20706069410898
1200,10997.002249907142,0.12930404559666728,30.34658280064744
1300,12213.714713975409,0.12494498122697631,30.98160340687806
1400,13844.858200741886,0.14682566004440967,32.26762166636972
1500,14093.923523206902,0.18159025349979246,33.35347365632086
1600,14940.63092702828,0.1793382867078414,34.93469930031665
1700,16370.456807493945,0.2147627581662275,36.49892606871475
1800,16708.904084867412,0.23027680416413937,37.47536960797426
1900,18544.92020734382,0.24735316621128978,38.45595224253224
2000,19411.049007084584,0.24668683334694688,39.12738891189293
2100,20066.064918734275,0.2820519268192039,40.54595952242918
2200,21366.55766181371,0.2764332801227841,40.976656503326545
2300,22220.958837670023,0.3166561006526357,42.60232328999479
2400,22373.035514803687,0.32080187682723443,42.90915435623688
2500,23471.59182586108,0.3563169139342189,44.116624453497536
2600,24599.306774094206,0.3766110468831531,43.9692650144066
2700,25976.23758086353,0.37994662791962447,45.41155515959387
2800,25829.495018742702,0.3980699046649203,45.883848953371945
2900,27681.922521576344,0.43082405059852996,46.84657812132124
3000,27396.94385089689,0.4544990881193297,47.324934282587634
3100,29099.17899401277,0.4768325988058079,48.26009037918702
3200,30078.015755399832,0.5067208258261658,49.03799914158992
3300,30472.396433240625,0.5019005345687784,50.26689188207199
3400,32056.058608508152,0.5442335829398357,50.38385221163535
3500,32312.639827117655,0.5478283568505214,51.87238710005785
3600,33630.9821866995,0.5713921969530715,51.920863177720875
3700,34642.57104861172,0.6041886908278438,52.162032022526
3800,35455.426668378364,0.628733132871332,53.14581035273222
3900,36320.799758369576,0.6629211419103191,53.507392114976525
4000,36906.74375868791,0.6615027534534054,54.49452724489727
4100,37818.366098854334,0.7036402155055732,55.172046979174844
4200,38701.61498917389,0.7322030389365479,56.73869445707254
4300,38754.699310841075,0.7535455336196265,57.31127381101902
4400,40223.66155574584,0.7681457276384958,57.542576936769464
4500,40681.23566406931,0.7801810035563398,57.73257780572622
4600,41205.251503045096,0.8058855102323271,58.65764913474763
4700,42913.73601944139,0.8292070650887802,59.621929758099654
4800,43253.95737982392,0.8654423398606627,58.84813234185209
4900,44374.70977137982,0.8925230190401373,60.71297858970001
5000,44164.724580648246,0.92647776890091,60.88206960161861
