milliseconds,C_Uninfected_CD4,I_Infected_CD4,F_CTL,V_Virus
0,1004.7720668865942,0.6558149922001393,1.0080612447365198,264.5221713942084
100,1000.5985094214261,0.7153226805127104,1.3044947177459805,111.06146825471532
200,993.9603951464084,1.8788282210569136,1.068767267585931,126.90908379644304
300,1001.7591777579871,2.474997287506616,1.0917104097827666,226.18639059154958
400,999.0966095953045,3.8416663298934925,1.1643829225996616,255.18573332757833
500,990.0239722911582,4.118392232497653,1.2586542908148322,322.6803083424391
600,996.4311729852412,4.948134079570891,1.0355272862251883,442.4801398336448
700,988.7685992775695,6.946232764150075,1.0470802996047897,581.560743994131
800,985.9715828591354,7.932518954635574,1.0091784267369848,752.6617908458152
900,984.0719658071656,10.255262259885594,1.2730233059381522,822.0774013683858
1000,973.8450474962484,14.413443929284634,1.6436275988597837,1065.5524327971132
1100,968.1233372574837,16.887803651026815,1.3752922933839264,1360.7908777683203
1200,963.768829630612,20.222585093121367,1.420585304224186,1548.3655871445299
1300,948.9398244243805,22.784754995919112,2.3459993033594944,1848.5674918072878
1400,935.8988889421388,26.577951122575975,2.664583234437708,2243.708824588711
1500,928.4091325492913,28.19383639280082,3.3134458264655704,2363.368528828497
1600,914.5824435679743,28.831035914976436,3.9215469440046524,2434.0372864549176
1700,898.0739848122734,28.044398641641894,4.699332087767533,2408.6205157643694
1800,891.8075006657692,24.26834579375913,5.650392986997491,2200.3642242924966
1900,881.5462632911576,18.277681637971053,6.557978151441706,1837.3016914310358
2000,869.0898291034176,14.020222479153395,7.653582150724672,1322.672643280129
2100,871.0650688640982,10.088879511978543,8.153500075972863,903.7383332262581
2200,863.7153630144244,5.712265628649223,8.740539322156135,668.2433297363787
2300,857.1758865819758,3.521165191186528,8.974210179270832,484.30010770418073
2400,854.120049452799,2.9710407208965997,9.240137099424988,243.8444814093827
2500,855.5251971305539,1.0477200160486881,9.431582746176376,125.9661636251814
2600,860.609561572201,1.3211231236771916,9.54373382352421,64.47661763172496
2700,851.8765371198489,1.3798903738968487,9.086304981635942,-17.842897012175257
2800,854.0196332795099,0.7049636292570665,9.432513701120563,4.021686387733702
2900,857.0638622677452,0.3438014040609868,9.493737333145436,-14.179748368440372
3000,859.0857533538098,0.21439447890630048,9.248153776399752,-35.79383619077883
3100,852.9835123700038,-0.22144531792585354,8.939435696969348,-63.15269250567458
3200,855.2059536274719,0.9000019466070267,8.993921897346178,-16.123023661015957
3300,851.872063246914,-0.06786767970220041,8.62960030359022,-9.578233826594033
3400,861.3157304465781,-0.796746206149543,9.109333852599681,-69.57001584085596
3500,858.148680585495,-0.4213799750330373,8.946471217920273,17.039873337453624
3600,852.2997537820065,-0.596501362272709,8.70167315960326,-17.98852207916268
3700,862.7539210780934,-0.8623548817671808,8.374758551538747,-18.539486818467598
3800,863.128801586721,0.12159365154621243,8.57394730699687,-0.16496922241117767
3900,860.3917457424924,0.3422649449227907,8.487595560017322,28.383300548036278
4000,860.6647679049784,0.3981867771666135,8.431460515316918,-54.7728591678547
4100,861.3301872390058,0.6479095774330141,8.389217738332212,38.42701931925549
4200,856.383654326035,-0.16814665126758294,8.005330403169621,62.619840762640635
4300,859.2163281331476,0.7325880027922507,7.794341422062278,-65.92516073844529
4400,860.2837803329627,-0.7841083874602042,8.036521604985571,-25.825699919114815
4500,858.5218832646241,-0.12122645258430233,7.854415842771134,52.20197353931068
4600,855.7921310810173,-0.6221836984029756,7.506260476631454,-62.56065212592511
4700,860.784593855638,0.43926050076265055,7.715322909509797,40.99494155062567
4800,854.6876137599306,0.34783772370149973,7.764617784591373,54.73444940361633
4900,856.5715955579445,-0.10726987510133157,7.868521562873246,-42.905837763286556
5000,862.0917175156497,-0.15665166844444567,7.746262164739242,-53.7892095280455
