milliseconds,P
0,10.018444781514331
100,10.085610994024735
200,10.131269594244161
300,10.177556647903542
400,10.19161791799934
500,10.267419698090043
600,10.288482684000256
700,10.369216434016863
800,10.458060890210083
900,10.514529886500455
1000,10.55288731656418
1100,10.597868985430122
1200,10.669819870934834
1300,10.68298467440082
1400,10.753738536234124
1500,10.762716614345395
1600,10.855735631208827
1700,10.87056800368647
1800,10.938721408163431
1900,11.021142931945036
2000,11.03896896690884
2100,11.120022503872544
2200,11.170860647495058
2300,11.193747008198939
2400,11.23895698600989
2500,11.294096655537702
2600,11.373664224659626
2700,11.415858922490493
2800,11.516174934400237
2900,11.522947879448704
3000,11.569717348633137
3100,11.683907761323484
3200,11.663486714130874
3300,11.731440702842399
3400,11.821446530902934
3500,11.86220820030967
3600,11.953392235531568
3700,11.950108465991718
3800,12.044995700579769
3900,12.077299578087029
4000,12.101620983426551
4100,12.20794334440693
4200,12.270916870240285
4300,12.288130491380684
4400,12.364219926571455
4500,12.421968393504594
4600,12.495035742729415
4700,12.512899993735408
4800,12.590922003828224
4900,12.613912993413841
5000,12.703309917202258
